archive_name,archive_sha256,at_csv_data_rows,at_csv_member,at_meta_member,cell,charge_discharge_disagreement_at_percent,charge_discharge_disagreement_et_percent,elapsed_seconds,endpoint_extractor_sha256,error,et_csv_data_rows,et_csv_member,et_meta_member,file_id,lab,mapping_method,metadata_conflict_flags,q_charge_at_Ah,q_charge_et_Ah,q_discharge_at_Ah,q_discharge_et_Ah,q_rel_charge_percent,q_rel_discharge_percent,q_rel_end_percent,q_rpt_at_Ah,q_rpt_et_Ah,sampling,serial,serial_internal,stage,status,tp,type
TP_k11_05.zip,715b36166a28a44c4afdaeeced890ef843cbdbf9ddce2005d07652efc03570dd,605662,TP_k11_05/TP_k11_05_02_AT_T23.csv,TP_k11_05/TP_k11_05_02_AT_T23_meta.txt,5,0.3028165333005801,0.3437187226616964,145.366,,,606128,TP_k11_05/TP_k11_05_01_ET_T23.csv,TP_k11_05/TP_k11_05_01_ET_T23_meta.txt,47629774,HM,exact-archive-serial-plus-internal-serial,,4.578827457411733,4.853887545289193,4.592713929250392,4.870599987455666,94.33320023772673,94.29462368248316,94.31387881139419,4.585770693331062,4.86224376637243,manual,TP_k11_05,TP_k11_05,2,extracted-stage2,11,k
TP_k05_05.zip,0d584d6a9f29902030b1aa9a78fc5cb4b62c0d222159ba02b05f4799381772c8,316884,TP_k05_05/TP_k05_05_02_AT_T23.csv,TP_k05_05/TP_k05_05_02_AT_T23_meta.txt,5,0.2974174247911383,0.33863480027274817,39.095,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319084,TP_k05_05/TP_k05_05_01_ET_T23.csv,TP_k05_05/TP_k05_05_01_ET_T23_meta.txt,47629804,INT,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted,4.728547138007195,4.855503971105301,4.74263160596604,4.87197428438633,97.38530060208754,97.3451691066021,97.36520087954241,4.735589371986618,4.8637391277458155,pi,TP_k05_05,INT023,2,extracted-stage2,5,k
TP_k06_04.zip,8883defb67fe3d066e65407b09b78f5e28784fa605c2f43e315d296629ad856e,317124,TP_k06_04/TP_k06_04_02_AT_T23.csv,TP_k06_04/TP_k06_04_02_AT_T23_meta.txt,4,0.25748881467006146,0.30691317601937007,36.169,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318738,TP_k06_04/TP_k06_04_01_ET_T23.csv,TP_k06_04/TP_k06_04_01_ET_T23_meta.txt,47629813,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.720202092776331,4.858168363065417,4.73237175295192,4.87310163797903,97.1601175591611,97.11210856079182,97.13607622349105,4.7262869228641256,4.865635000522223,pi,TP_k06_04,INT043,2,extracted-stage2,6,k
TP_k04_06.zip,94f5152d0b47833862e0d64cf34bced32bb8d13d39baacb66fd6a0d3618d9a3a,316632,TP_k04_06/TP_k04_06_02_AT_T23.csv,TP_k04_06/TP_k04_06_02_AT_T23_meta.txt,6,0.29816726554737194,0.36239951299150885,40.107,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318631,TP_k04_06/TP_k04_06_01_ET_T23.csv,TP_k04_06/TP_k04_06_01_ET_T23_meta.txt,47629819,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.706605258356303,4.830666579162601,4.720659767528095,4.848204670298162,97.43179706623833,97.3692343569682,97.40045902986486,4.713632512942199,4.839435624730381,pi,TP_k04_06,INT190,2,extracted-stage2,4,k
TP_k04_05.zip,ec38c3c8dcbe273bf85e0f08e8e690c8e9501c52e6614c1f91053615350e1446,316835,TP_k04_05/TP_k04_05_02_AT_T23.csv,TP_k04_05/TP_k04_05_02_AT_T23_meta.txt,5,0.2651728118922626,0.2982446588758123,35.992,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318849,TP_k04_05/TP_k04_05_01_ET_T23.csv,TP_k04_05/TP_k04_05_01_ET_T23_meta.txt,47629822,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.707005129579946,4.838298368133687,4.719503398443458,4.852749885035765,97.28637573452534,97.25420658906832,97.2702671761073,4.713254264011702,4.845524126584726,pi,TP_k04_05,INT165,2,extracted-stage2,4,k
TP_z23_01.zip,417a8d02be24837433bf55fa4ed2a82db425940a806df70d628cdfbd7b49380a,575752,TP_z23_01/TP_z23_01_08_AT_T23.csv,TP_z23_01/TP_z23_01_08_AT_T23_meta.txt,1,0.22714887112904386,0.35527563325946526,170.614,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,609416,TP_z23_01/TP_z23_01_01_ET_T23.csv,TP_z23_01/TP_z23_01_01_ET_T23_meta.txt,47629825,HM,exact-archive-serial-plus-internal-serial,,4.607743220976455,4.847322546509995,4.6182215584000135,4.864574548462831,95.05749156911307,94.93577521305203,94.99652528394384,4.612982389688234,4.855948547486413,pi,TP_z23_01,TP_z23_01,2,extracted-stage2,23,z
TP_k07_06.zip,dab6522385bb38f480721e7e8d9211dccc02050929a8db33c1c437c847b14d3e,316717,TP_k07_06/TP_k07_06_02_AT_T23.csv,TP_k07_06/TP_k07_06_02_AT_T23_meta.txt,6,0.3010663768590709,0.3179073080075644,36.835,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318766,TP_k07_06/TP_k07_06_01_ET_T23.csv,TP_k07_06/TP_k07_06_01_ET_T23_meta.txt,47629831,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.696577141394371,4.826074872808974,4.710738273233634,4.841441743722373,97.31670695487513,97.30031925596926,97.30850008099908,4.703657707314003,4.833758308265674,pi,TP_k07_06,INT151,2,extracted-stage2,7,k
TP_k07_04.zip,5f735422f619c812d126ea2a4ce930de0b5f0449ca7eaebe6f1e94dd7693e715,316988,TP_k07_04/TP_k07_04_02_AT_T23.csv,TP_k07_04/TP_k07_04_02_AT_T23_meta.txt,4,0.20771467752608674,0.3215563958824905,38.389,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318818,TP_k07_04/TP_k07_04_01_ET_T23.csv,TP_k07_04/TP_k07_04_01_ET_T23_meta.txt,47629834,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.7170158912079545,4.8397061187789365,4.7268240120084775,4.855293564560219,97.46492401480904,97.35403120648631,97.40938846491825,4.721919951608216,4.847499841669578,pi,TP_k07_04,INT134,2,extracted-stage2,7,k
TP_k05_06.zip,1e77e3c43a2cd71646fda13bd13ba9669c3d6bd784ea8a56e2105b65b4cc379d,316756,TP_k05_06/TP_k05_06_02_AT_T23.csv,TP_k05_06/TP_k05_06_02_AT_T23_meta.txt,6,0.28265767809340747,0.3210390999263429,40.44,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318877,TP_k05_06/TP_k05_06_01_ET_T23.csv,TP_k05_06/TP_k05_06_01_ET_T23_meta.txt,47629846,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.711164550866463,4.842480009823321,4.724499865842941,4.858051258960009,97.28826017473536,97.25092663708003,97.26956344209438,4.717832208354702,4.850265634391665,pi,TP_k05_06,INT119,2,extracted-stage2,5,k
TP_k05_04.zip,c10d18c22c80c5347049d285a49a63004ca0e94dd9f06823bea22158d9337012,316780,TP_k05_04/TP_k05_04_02_AT_T23.csv,TP_k05_04/TP_k05_04_02_AT_T23_meta.txt,4,0.27222186765716033,0.3460400256518908,35.561,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319019,TP_k05_04/TP_k05_04_01_ET_T23.csv,TP_k05_04/TP_k05_04_01_ET_T23_meta.txt,47629906,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.711035757981969,4.834416807042604,4.723877706804808,4.851174818916107,97.44786074545954,97.37595290083279,97.41184461566517,4.717456732393389,4.842795812979356,pi,TP_k05_04,INT066,2,extracted-stage2,5,k
TP_k07_05.zip,4c968dc8b6c1d3a7f791afe6acb89000993f3aedbcbe49008ab7b6aa6338d0c3,316893,TP_k07_05/TP_k07_05_02_AT_T23.csv,TP_k07_05/TP_k07_05_02_AT_T23_meta.txt,5,0.2725191004290607,0.2844497991009199,45.264,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318839,TP_k07_05/TP_k07_05_01_ET_T23.csv,TP_k07_05/TP_k07_05_01_ET_T23_meta.txt,47629909,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.717986293798103,4.8450877970180715,4.730861250963051,4.858889268652121,97.37669349772787,97.36507644833435,97.3708767118627,4.724423772380577,4.851988532835096,pi,TP_k07_05,INT052,2,extracted-stage2,7,k
TP_k04_04.zip,138b9457fd138e034a887867d4c95ea61bde3d66e94599594d5ec339a0b79a88,317107,TP_k04_04/TP_k04_04_02_AT_T23.csv,TP_k04_04/TP_k04_04_02_AT_T23_meta.txt,4,0.28638800762172434,0.34751705995635335,25.452,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319204,TP_k04_04/TP_k04_04_01_ET_T23.csv,TP_k04_04/TP_k04_04_01_ET_T23_meta.txt,47629915,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.717076852852313,4.842740483992633,4.7306053672906625,4.859599126673617,97.405113250324,97.34558847303008,97.37529914698804,4.723841110071488,4.851169805333125,pi,TP_k04_04,INT090,2,extracted-stage2,4,k
TP_k06_05.zip,a243c38ffb10c872c851f318e7ea86905f19ff8fcbb16a993b1eea1dd4e9f008,316950,TP_k06_05/TP_k06_05_02_AT_T23.csv,TP_k06_05/TP_k06_05_02_AT_T23_meta.txt,5,0.24981881064798636,0.31614738275333926,27.912,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319116,TP_k06_05/TP_k06_05_01_ET_T23.csv,TP_k06_05/TP_k06_05_01_ET_T23_meta.txt,47629942,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.714187185981995,4.8287141162122635,4.725978841228181,4.844004139014766,97.62821058621492,97.56347652893231,97.59579239381665,4.7200830136050875,4.836359127613514,pi,TP_k06_05,INT176,2,extracted-stage2,6,k
TP_k06_06.zip,eee9f9e069e9cee31dba9adf34e313fdb19596e8d16905f9331d88f8f12abae1,317090,TP_k06_06/TP_k06_06_02_AT_T23.csv,TP_k06_06/TP_k06_06_02_AT_T23_meta.txt,6,0.24789137766405828,0.31576638309487454,45.847,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319218,TP_k06_06/TP_k06_06_01_ET_T23.csv,TP_k06_06/TP_k06_06_01_ET_T23_meta.txt,47629945,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.72050369139193,4.854780480809098,4.7322199348038065,4.870134486935448,97.23413262560557,97.1681572141055,97.2010928378129,4.726361813097869,4.862457483872273,pi,TP_k06_06,INT098,2,extracted-stage2,6,k
TP_z23_02.zip,35c0cdf5144e74e31dec8a7f86c28c32a773523e551ee9b673168d0d5a1e0989,604089,TP_z23_02/TP_z23_02_10_AT_T23.csv,TP_z23_02/TP_z23_02_10_AT_T23_meta.txt,2,0.10778476969123094,0.38982802013248735,147.614,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,609514,TP_z23_02/TP_z23_02_01_ET_T23.csv,TP_z23_02/TP_z23_02_01_ET_T23_meta.txt,47629960,HM,exact-archive-serial-plus-internal-serial,,4.481852454842894,4.8564815484947434,4.486685814001766,4.875450447404871,92.28599779673898,92.02607763945096,92.15578440769421,4.48426913442233,4.865965997949807,pi,TP_z23_02,TP_z23_02,2,extracted-stage2,23,z
TP_z20_03.zip,2233401ab3f91745d71bd4f15578a39153e344b46851c251c31bc987163deb4e,571595,TP_z20_03/TP_z20_03_14_AT_T23.csv,TP_z20_03/TP_z20_03_14_AT_T23_meta.txt,3,0.011831807600664383,0.36324000355727104,150.101,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,609355,TP_z20_03/TP_z20_03_01_ET_T23.csv,TP_z20_03/TP_z20_03_01_ET_T23_meta.txt,47630290,HM,exact-archive-serial-plus-internal-serial,,4.247151133573441,4.851357069451752,4.247653678054123,4.869011202480125,87.54563048589223,87.23852752465426,87.39180012507141,4.247402405813782,4.860184135965938,pi,TP_z20_03,TP_z20_03,2,extracted-stage2,20,z
TP_z02_03.zip,ff64731955b21a7fd3e44c8985e646445cb7226127f663f198f107f94fd60161,603163,TP_z02_03/TP_z02_03_12_AT_T23.csv,TP_z02_03/TP_z02_03_12_AT_T23_meta.txt,3,0.0635832955380234,0.24031747057441738,166.076,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,617808,TP_z02_03/TP_z02_03_01_ET_T23.csv,TP_z02_03/TP_z02_03_01_ET_T23_meta.txt,47630314,SIE,exact-archive-serial-plus-internal-serial,,4.371558031364337,4.860182563133019,4.3743384959825535,4.871876482199295,89.94637494741144,89.78754925264157,89.86686667855344,4.372948263673445,4.866029522666157,pi,TP_z02_03,139,2,extracted-stage2,2,z
TP_z20_01.zip,333c555f7877d6211d61c79788fe9de815a058a8d398b131a576038dc093608c,584017,TP_z20_01/TP_z20_01_14_AT_T23.csv,TP_z20_01/TP_z20_01_14_AT_T23_meta.txt,1,3.0025210024684963,0.30749466176258455,151.343,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,609230,TP_z20_01/TP_z20_01_01_ET_T23.csv,TP_z20_01/TP_z20_01_01_ET_T23_meta.txt,47630320,HM,exact-archive-serial-plus-internal-serial,,4.2800834438412485,4.874398747118376,4.153473780384953,4.889410342986758,87.80741309626193,84.94835755281999,86.37568746374774,4.216778612113101,4.881904545052567,pi,TP_z20_01,TP_z20_01,2,extracted-stage2,20,z
TP_z23_03.zip,c0eec24fb2715b1c2cb8238d54bff8a24cd3dc16bfa28d81f43be084ee645f39,573872,TP_z23_03/TP_z23_03_14_AT_T23.csv,TP_z23_03/TP_z23_03_14_AT_T23_meta.txt,3,0.27086152645998873,0.33216610098615934,148.921,e7eb16f1bd555f2c0236900422826e507de922180a306140be24b028f7b68d42,,609434,TP_z23_03/TP_z23_03_01_ET_T23.csv,TP_z23_03/TP_z23_03_01_ET_T23_meta.txt,47630323,HM,exact-archive-serial-plus-internal-serial,,4.152671286320743,4.8654224612249255,4.141438510120289,4.881610631117257,85.35068268820505,84.83754283312095,85.0936866415007,4.1470548982205155,4.873516546171091,pi,TP_z23_03,TP_z23_03,2,extracted-stage2,23,z
TP_k05_03.zip,2bc5271c8d9bac85b1cb9c3ab2a72347afd54f8938698cb76dc0204dda9dcf0e,316250,TP_k05_03/TP_k05_03_07_AT_T23.csv,TP_k05_03/TP_k05_03_07_AT_T23_meta.txt,3,0.23933645811314597,0.3268341147840852,31.485,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318634,TP_k05_03/TP_k05_03_01_ET_T23.csv,TP_k05_03/TP_k05_03_01_ET_T23_meta.txt,47630359,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.694155164898103,4.8543293350148184,4.705403450231963,4.870220908867982,96.70038518068064,96.61581144428357,96.65802920852643,4.6997793075650325,4.8622751219414,pi,TP_k05_03,INT051,2,extracted-stage2,5,k
TP_k05_01.zip,3cfac688fec143382a560c8a287eba808842c82e16e648ddeb44cf09ac475a62,316242,TP_k05_01/TP_k05_01_07_AT_T23.csv,TP_k05_01/TP_k05_01_07_AT_T23_meta.txt,1,0.3216143682571032,0.33686767310356763,39.722,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318650,TP_k05_01/TP_k05_01_01_ET_T23.csv,TP_k05_01/TP_k05_01_01_ET_T23_meta.txt,47630362,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.674510724735889,4.833842638530263,4.689568837399316,4.8501537652046105,96.70382497509642,96.68907553081422,96.69643783142789,4.682039781067602,4.841998201867437,pi,TP_k05_01,INT195,2,extracted-stage2,5,k
TP_k04_02.zip,dc48058ef59642425c529332370c5d516550d42cef1eced1a48e4fdbc60678cb,316384,TP_k04_02/TP_k04_02_07_AT_T23.csv,TP_k04_02/TP_k04_02_07_AT_T23_meta.txt,2,0.23789838024077295,0.26834172027977327,35.74,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318706,TP_k04_02/TP_k04_02_01_ET_T23.csv,TP_k04_02/TP_k04_02_01_ET_T23_meta.txt,47630371,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.686709688290143,4.85693254185891,4.697872572885993,4.869983228412966,96.49526008233136,96.465888126209,96.48055439996709,4.6922911305880675,4.863457885135938,pi,TP_k04_02,INT004,2,extracted-stage2,4,k
TP_k08_02.zip,f9b7e64b2d75ec790ce7f085d0df56675a1262232f25f843b378de7c566119b3,614158,TP_k08_02/TP_k08_02_10_AT_T23.csv,TP_k08_02/TP_k08_02_10_AT_T23_meta.txt,2,0.2445671235487907,0.34953258137047666,35.166,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,604021,TP_k08_02/TP_k08_02_01_ET_T23.csv,TP_k08_02/TP_k08_02_01_ET_T23_meta.txt,47630380,HM,exact-archive-serial-plus-internal-serial,,4.681363359848868,4.854487119092841,4.692826453039561,4.871484839517992,96.43373738570503,96.33256815192905,96.38306436395844,4.687094906444214,4.862985979305416,manual,TP_k08_02,TP_k08_02,2,extracted-stage2,8,k
TP_k04_01.zip,c2bdc88666a28d009001e67aa71973a06d2769a25cf0bbea74b13233b54c4367,316496,TP_k04_01/TP_k04_01_07_AT_T23.csv,TP_k04_01/TP_k04_01_07_AT_T23_meta.txt,1,0.22384222265276196,0.309447080623559,35.053,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319117,TP_k04_01/TP_k04_01_01_ET_T23.csv,TP_k04_01/TP_k04_01_01_ET_T23_meta.txt,47630383,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.68980107209083,4.838882014882126,4.700310589417178,4.853878997875023,96.91910357944681,96.8361714718254,96.87757336788962,4.695055830754004,4.8463805063785745,pi,TP_k04_01,INT085,2,extracted-stage2,4,k
TP_k08_01.zip,e8833ae0a45bb03a0d8c37284a7d6f5a13952678f31dbd4e0a29513c66bf5000,603066,TP_k08_01/TP_k08_01_10_AT_T23.csv,TP_k08_01/TP_k08_01_10_AT_T23_meta.txt,1,0.2580964494876534,0.3453179781532033,37.638,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,606600,TP_k08_01/TP_k08_01_01_ET_T23.csv,TP_k08_01/TP_k08_01_01_ET_T23_meta.txt,47630431,HM,exact-archive-serial-plus-internal-serial,,4.726015156255682,4.85291212304851,4.73822859480185,4.869699085272646,97.38513775697396,97.3002337892212,97.34261247593138,4.732121875528765,4.861305604160577,manual,TP_k08_01,TP_k08_01,2,extracted-stage2,8,k
TP_k07_01.zip,5ebd871d747919f36c08198333a41e9652ff11a7ca7c725c5155317e6d978d0f,316613,TP_k07_01/TP_k07_01_07_AT_T23.csv,TP_k07_01/TP_k07_01_07_AT_T23_meta.txt,1,0.22295674518063416,0.2488130314815453,33.35,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318930,TP_k07_01/TP_k07_01_01_ET_T23.csv,TP_k07_01/TP_k07_01_01_ET_T23_meta.txt,47630437,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.6973921835195025,4.870129119447191,4.707877024570419,4.882261729103295,96.45313436890362,96.42819835951515,96.44065085319917,4.702634604044961,4.876195424275243,pi,TP_k07_01,INT003,2,extracted-stage2,7,k
TP_k04_03.zip,cfa0f1f49e9c7b3082beada7b7972d6811958234d9546fa3dd5c9eab416aa6cd,316321,TP_k04_03/TP_k04_03_07_AT_T23.csv,TP_k04_03/TP_k04_03_07_AT_T23_meta.txt,3,0.20163781323578353,0.28710897561967036,32.537,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318771,TP_k04_03/TP_k04_03_01_ET_T23.csv,TP_k04_03/TP_k04_03_01_ET_T23_meta.txt,47630440,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.695179077048137,4.850988176011614,4.704655887883668,4.864935820941433,96.78809567638278,96.70540498462836,96.74669097740608,4.699917482465903,4.857961998476524,pi,TP_k04_03,INT103,2,extracted-stage2,4,k
TP_k06_01.zip,4b70ebde3c16d78c37829ead59ef7fcbc81fd292526206157fb6217b14c169a1,316286,TP_k06_01/TP_k06_01_07_AT_T23.csv,TP_k06_01/TP_k06_01_07_AT_T23_meta.txt,1,0.2682377402374157,0.3030301992857068,33.002,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318548,TP_k06_01/TP_k06_01_01_ET_T23.csv,TP_k06_01/TP_k06_01_01_ET_T23_meta.txt,47630443,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.691678984332384,4.865939036027642,4.7042807393505965,4.880706675990042,96.41877856658235,96.38523786919325,96.40198280827727,4.697979861841491,4.873322856008842,pi,TP_k06_01,INT009,2,extracted-stage2,6,k
TP_k07_02.zip,5911cd8fe147c47c3ce3da5c3869f708f65538aaba1af583e253e7dcf5ffda45,316344,TP_k07_02/TP_k07_02_07_AT_T23.csv,TP_k07_02/TP_k07_02_07_AT_T23_meta.txt,2,0.25695524016677285,0.28294045979355537,34.155,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318860,TP_k07_02/TP_k07_02_01_ET_T23.csv,TP_k07_02/TP_k07_02_01_ET_T23_meta.txt,47630674,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.694191603975391,4.846313408673966,4.706269092154653,4.8600450162523146,96.8610819839611,96.83591564309744,96.84848101208914,4.700230348065022,4.85317921246314,pi,TP_k07_02,INT045,2,extracted-stage2,7,k
TP_k07_03.zip,530b47660edfa5bea35bc4e93ec0e5db8ac134e434a2f09ed5d07a884a0add01,316610,TP_k07_03/TP_k07_03_07_AT_T23.csv,TP_k07_03/TP_k07_03_07_AT_T23_meta.txt,3,0.2308018024535532,0.3023958165520405,35.564,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,319039,TP_k07_03/TP_k07_03_01_ET_T23.csv,TP_k07_03/TP_k07_03_01_ET_T23_meta.txt,47630677,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.685881803304167,4.8480412308934895,4.696709398109022,4.862723704353184,96.6551557656733,96.58598110158835,96.62051613830825,4.691295600706595,4.855382467623336,pi,TP_k07_03,INT080,2,extracted-stage2,7,k
TP_k08_03.zip,dab5d89bc1f5322a27063648fcb53bb4315aa2323093515d299250206b02bdc2,614906,TP_k08_03/TP_k08_03_10_AT_T23.csv,TP_k08_03/TP_k08_03_10_AT_T23_meta.txt,3,0.25505408462208967,0.3431234787539862,37.138,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,605706,TP_k08_03/TP_k08_03_01_ET_T23.csv,TP_k08_03/TP_k08_03_01_ET_T23_meta.txt,47630680,HM,exact-archive-serial-plus-internal-serial,,4.685284511663799,4.848838548952555,4.6972497801399555,4.865504645105331,96.62694404778465,96.54188255406068,96.58434033443358,4.691267145901877,4.857171597028943,manual,TP_k08_03,TP_k08_03,2,extracted-stage2,8,k
TP_k05_02.zip,82421d6e35aebec91e5baedc5341ec54e1429457c2c1d49a2a7c5a592859e7e3,316547,TP_k05_02/TP_k05_02_07_AT_T23.csv,TP_k05_02/TP_k05_02_07_AT_T23_meta.txt,2,0.270189057382175,0.33716501698363605,40.535,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318945,TP_k05_02/TP_k05_02_01_ET_T23.csv,TP_k05_02/TP_k05_02_01_ET_T23_meta.txt,47630686,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.722035002799599,4.8698801835083,4.734810683909101,4.886327443058837,96.96408997475184,96.89916893791124,96.93157473357532,4.72842284335435,4.878103813283569,pi,TP_k05_02,INT114,2,extracted-stage2,5,k
TP_k06_02.zip,f1ecbd5783094496be4c8977e985950e094e3307568fb4687f2dc2a7a2dd66ad,316066,TP_k06_02/TP_k06_02_07_AT_T23.csv,TP_k06_02/TP_k06_02_07_AT_T23_meta.txt,2,0.2455966839383104,0.33921256352800067,38.252,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318449,TP_k06_02/TP_k06_02_01_ET_T23.csv,TP_k06_02/TP_k06_02_01_ET_T23_meta.txt,47630689,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.677162297971145,4.836601120823661,4.688663376611253,4.8530353529633,96.70349448156757,96.61300682156211,96.65817391518704,4.682912837291199,4.844818236893481,pi,TP_k06_02,INT140,2,extracted-stage2,6,k
TP_k06_03.zip,9c0af2c9a6a62bbf6003fb890ccf3fb847c85cf720622f1a6828fadf70d19605,316293,TP_k06_03/TP_k06_03_07_AT_T23.csv,TP_k06_03/TP_k06_03_07_AT_T23_meta.txt,3,0.26840822397004327,0.3488274165437959,39.531,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,318670,TP_k06_03/TP_k06_03_01_ET_T23.csv,TP_k06_03/TP_k06_03_01_ET_T23_meta.txt,47630692,INT,exact-archive-serial-plus-internal-serial,testpoint_format_variant,4.689687954095963,4.84948118691245,4.702292377898324,4.866427062783039,96.70494169051055,96.6272034335012,96.66600476891747,4.695990165997143,4.857954124847744,pi,TP_k06_03,INT091,2,extracted-stage2,6,k
TP_k10_01.zip,10276aa7bfd2459cb3e6a9bf90c5b0ae16354e70ef448882f2316fb84dd005e9,613957,TP_k10_01/TP_k10_01_10_AT_T23.csv,TP_k10_01/TP_k10_01_10_AT_T23_meta.txt,1,0.2717638230475579,0.3337117491823209,44.495,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,602520,TP_k10_01/TP_k10_01_01_ET_T23.csv,TP_k10_01/TP_k10_01_01_ET_T23_meta.txt,47630698,HM,exact-archive-serial-plus-internal-serial,,4.542174598471979,4.830427496403886,4.554535381879054,4.84657414212205,94.03255926837731,93.97432595315404,94.00339402791195,4.5483549901755165,4.838500819262968,manual,TP_k10_01,TP_k10_01,2,extracted-stage2,10,k
TP_k10_02.zip,e7d99157822855fd4d05cb98810adc66d68be81461bca2585b7dd945330ef2c7,605760,TP_k10_02/TP_k10_02_10_AT_T23.csv,TP_k10_02/TP_k10_02_10_AT_T23_meta.txt,2,0.26576221500106745,0.36762311457335817,43.088,016be2e1a7941aa42ad0ab8e403c0b8816265abbb240ed43573880a1658e1ae4,,605331,TP_k10_02/TP_k10_02_01_ET_T23.csv,TP_k10_02/TP_k10_02_01_ET_T23_meta.txt,47630701,HM,exact-archive-serial-plus-internal-serial,,4.5416761388846805,4.8226265563693325,4.5537622581587005,4.840388294447462,94.17432774027266,94.0784495198958,94.12630051245925,4.5477191985216905,4.831507425408397,manual,TP_k10_02,TP_k10_02,2,extracted-stage2,10,k
