archive_name,archive_sha256,at_csv_data_rows,at_csv_member,at_meta_member,cell,charge_discharge_disagreement_at_percent,charge_discharge_disagreement_et_percent,elapsed_seconds,error,et_csv_data_rows,et_csv_member,et_meta_member,file_id,lab,mapping_method,metadata_conflict_flags,q_charge_at_Ah,q_charge_et_Ah,q_discharge_at_Ah,q_discharge_et_Ah,q_rel_charge_percent,q_rel_discharge_percent,q_rel_end_percent,q_rpt_at_Ah,q_rpt_et_Ah,sampling,serial,serial_internal,stage,status,tp,type
TP_z23_01.zip,7300b4aaf7d1e468bf17388059fb709bbe3d87fea7c85b38405a94ea4ae6fa68,322630,TP_z23_01/TP_z23_01_31_AT_T23.csv,TP_z23_01/TP_z23_01_31_AT_T23_meta.txt,1,0.2430032549483173,0.3347122410255411,64.203,,321664,TP_z23_01/TP_z23_01_01_ET_T23.csv,TP_z23_01/TP_z23_01_01_ET_T23_meta.txt,47632303,HM,exact-archive-serial-plus-internal-serial,,4.258182173255601,4.835721604500347,4.268542282239264,4.851934489908569,88.05680974878162,87.97609059061516,88.01638262547259,4.263362227747432,4.8438280472044575,cLH,TP_z23_01,HM052,1,extracted-stage1,23,z
TP_z24_01.zip,8f127bc26a4e024682ea9458f9814197daef95d6d0862506b8e0ad8d82a691e9,313227,TP_z24_01/TP_z24_01_31_AT_T23.csv,TP_z24_01/TP_z24_01_31_AT_T23_meta.txt,1,0.30469775732377286,0.25765527946594496,17.838,,316859,TP_z24_01/TP_z24_01_01_ET_T23.csv,TP_z24_01/TP_z24_01_01_ET_T23_meta.txt,47632309,HM,exact-archive-serial-plus-internal-serial,,4.330056384308523,4.851406461651325,4.343270099949975,4.863922490632847,89.2536302314825,89.29562731138157,89.27465582335545,4.336663242129249,4.8576644761420855,cLH,TP_z24_01,HM055,1,extracted-stage1,24,z
TP_z07_01.zip,b40cb8843f3206da551a54948d243f4960fc37547b7cb826f0f0f597225fd8d8,317345,TP_z07_01/TP_z07_01_25_AT_T23.csv,TP_z07_01/TP_z07_01_25_AT_T23_meta.txt,1,0.2553006300421462,0.28051679810587893,23.063,,318930,TP_z07_01/TP_z07_01_01_ET_T23.csv,TP_z07_01/TP_z07_01_01_ET_T23_meta.txt,47632312,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.6483961288284465,4.871525440564372,4.66027868154818,4.8852100816076,95.41972397643734,95.39566576867865,95.40767800072948,4.654337405188313,4.878367761085986,cLH,TP_z07_01,INT028,1,extracted-stage1,7,z
TP_z10_02.zip,c59a4ffad00be007fda16e16ae4058ad0631af0fdaf60ce0904eeee39e1010c0,315753,TP_z10_02/TP_z10_02_25_AT_T23.csv,TP_z10_02/TP_z10_02_25_AT_T23_meta.txt,2,0.20119890939648977,0.29515456799684675,42.066,,318870,TP_z10_02/TP_z10_02_01_ET_T23.csv,TP_z10_02/TP_z10_02_01_ET_T23_meta.txt,47632324,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.5461188582703,4.8748863865082805,4.555274810671196,4.889296101829219,93.25589352917277,93.16831535252986,93.21203981810407,4.550696834470748,4.88209124416875,cLH,TP_z10_02,INT038,1,extracted-stage1,10,z
TP_z09_03.zip,284f6ec633827935c9bbfbfe7e53c07f1c2aab99a58f7afdd9c5df39e31e2799,316913,TP_z09_03/TP_z09_03_25_AT_T23.csv,TP_z09_03/TP_z09_03_25_AT_T23_meta.txt,3,0.19695780643703123,0.3136042430656278,14.568,,318858,TP_z09_03/TP_z09_03_01_ET_T23.csv,TP_z09_03/TP_z09_03_01_ET_T23_meta.txt,47632327,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.684107222954493,4.878875600776274,4.693342032130774,4.894199990642624,96.00792490403339,95.89600018601861,95.95187479485982,4.6887246275426335,4.886537795709449,cLH,TP_z09_03,INT036,1,extracted-stage1,9,z
TP_z10_01.zip,dda9c386f0905a57a8711c4374b44a1ec1359a64ca1f3485178621dfb818faa3,315689,TP_z10_01/TP_z10_01_25_AT_T23.csv,TP_z10_01/TP_z10_01_25_AT_T23_meta.txt,1,0.17978378929969208,0.28991799668097135,48.254,,318728,TP_z10_01/TP_z10_01_01_ET_T23.csv,TP_z10_01/TP_z10_01_01_ET_T23_meta.txt,47632333,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.542097096469583,4.882682154445445,4.550270397878779,4.896858478589393,93.02463180680773,92.92223611880952,92.9733597469268,4.546183747174181,4.889770316517419,cLH,TP_z10_01,INT037,1,extracted-stage1,10,z
TP_z14_03.zip,79daa55c345f6dee8747b31bc2c2e0e27669a9c9208717470fdb717181b3b05a,317034,TP_z14_03/TP_z14_03_25_AT_T23.csv,TP_z14_03/TP_z14_03_25_AT_T23_meta.txt,3,0.1710771446286585,0.27128717411259773,40.749,,318421,TP_z14_03/TP_z14_03_01_ET_T23.csv,TP_z14_03/TP_z14_03_01_ET_T23_meta.txt,47632345,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.610746669501553,4.84829362494683,4.618641356252132,4.861464288875622,95.10040080446072,95.00514828054716,95.05270994053384,4.614694012876843,4.854878956911226,cLH,TP_z14_03,INT051,1,extracted-stage1,14,z
TP_z11_01.zip,b18bb4840723d22188a96957c600fee1c066d6e27791dab75c50b3c9d9578073,317346,TP_z11_01/TP_z11_01_25_AT_T23.csv,TP_z11_01/TP_z11_01_25_AT_T23_meta.txt,1,0.17875394970401226,0.2754890257631771,10.147,,318560,TP_z11_01/TP_z11_01_01_ET_T23.csv,TP_z11_01/TP_z11_01_01_ET_T23_meta.txt,47632357,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.67329494832048,4.838712252132747,4.681656120584753,4.852060760213063,96.58137754028758,96.48799452336563,96.53462171683572,4.677475534452617,4.845386506172905,cLH,TP_z11_01,INT040,1,extracted-stage1,11,z
TP_z12_01.zip,aeee3490dde199701ddb2fdde757d4ba700931d66ba68befea77e690674da710,317152,TP_z12_01/TP_z12_01_25_AT_T23.csv,TP_z12_01/TP_z12_01_25_AT_T23_meta.txt,1,0.25619956691504564,0.3024416138166612,23.145,,318653,TP_z12_01/TP_z12_01_01_ET_T23.csv,TP_z12_01/TP_z12_01_01_ET_T23_meta.txt,47632360,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.685972646370174,4.830100978481844,4.697993486666321,4.844731337977822,97.01603894507043,96.97118702617783,96.9935790729073,4.691983066518247,4.837416158229833,cLH,TP_z12_01,INT043,1,extracted-stage1,12,z
TP_z13_02.zip,d99d7e20478f3a9f026ba9bd8de9e55264cc81c26549a53061966cfbce7fd4d4,316118,TP_z13_02/TP_z13_02_25_AT_T23.csv,TP_z13_02/TP_z13_02_25_AT_T23_meta.txt,2,0.36057758589159145,0.2808932025593084,28.655,,318784,TP_z13_02/TP_z13_02_01_ET_T23.csv,TP_z13_02/TP_z13_02_01_ET_T23_meta.txt,47632366,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.592860505466578,4.868688213865448,4.6094512422396265,4.882383262342131,94.33466066663819,94.40986081105856,94.37231354687188,4.601155873853102,4.875535738103789,cLH,TP_z13_02,INT047,1,extracted-stage1,13,z
TP_z11_03.zip,9001034d3a962c3e50bc19d7209726a20f7d5de2dedbb0f5598a04b6e0029b60,317107,TP_z11_03/TP_z11_03_25_AT_T23.csv,TP_z11_03/TP_z11_03_25_AT_T23_meta.txt,3,0.16599791329342514,0.26779932605768164,34.191,,318416,TP_z11_03/TP_z11_03_01_ET_T23.csv,TP_z11_03/TP_z11_03_01_ET_T23_meta.txt,47632369,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.6317827066007675,4.795569693301666,4.639477756052769,4.808429415745974,96.58461877991947,96.48634418673286,96.53541568865161,4.635630231326768,4.80199955452382,cLH,TP_z11_03,INT042,1,extracted-stage1,11,z
TP_z20_03.zip,830aaf23adeeac97eef67bb1ecbfd490f0c7cfb4a198a7a8e587a38391acc240,325728,TP_z20_03/TP_z20_03_31_AT_T23.csv,TP_z20_03/TP_z20_03_31_AT_T23_meta.txt,3,0.27717157802503417,0.27446650306080883,32.655,,321504,TP_z20_03/TP_z20_03_01_ET_T23.csv,TP_z20_03/TP_z20_03_01_ET_T23_meta.txt,47632372,HM,exact-archive-serial-plus-internal-serial,,4.39681450870987,4.889584128212394,4.409018141367101,4.903022841166065,89.92205458416608,89.92448708067865,89.92327250151939,4.402916325038485,4.896303484689229,cLH,TP_z20_03,HM045,1,extracted-stage1,20,z
TP_z14_02.zip,731717387f2a87a85366f615d55cd0769e06bb168b05eea735a781d42485eab9,316962,TP_z14_02/TP_z14_02_25_AT_T23.csv,TP_z14_02/TP_z14_02_25_AT_T23_meta.txt,2,0.19883795051902914,0.29308378603355567,25.413,,318744,TP_z14_02/TP_z14_02_01_ET_T23.csv,TP_z14_02/TP_z14_02_01_ET_T23_meta.txt,47632375,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.634289221295586,4.874315735445121,4.643513117307228,4.888622529993354,95.07568801085029,94.98612520843456,95.03084098612938,4.638901169301407,4.881469132719237,cLH,TP_z14_02,INT050,1,extracted-stage1,14,z
TP_z16_01.zip,59679f9e3c44ed09f34a203376e63d355a883222dd65a5cb45930535c4e0fac8,325445,TP_z16_01/TP_z16_01_31_AT_T23.csv,TP_z16_01/TP_z16_01_31_AT_T23_meta.txt,1,0.25838921826141364,0.3262510170873771,23.04,,321708,TP_z16_01/TP_z16_01_01_ET_T23.csv,TP_z16_01/TP_z16_01_01_ET_T23_meta.txt,47632378,HM,exact-archive-serial-plus-internal-serial,,4.357794315074528,4.840318728920642,4.369068951961747,4.856136120203986,90.03114379714178,89.97006763842981,90.00055590238854,4.363431633518138,4.848227424562314,cLH,TP_z16_01,HM031,1,extracted-stage1,16,z
TP_z23_03.zip,953feb9ef89a0f1eba8ce1c991b0f9038f4e3f9d378107e15ab233a0f3fd2f9f,322500,TP_z23_03/TP_z23_03_31_AT_T23.csv,TP_z23_03/TP_z23_03_31_AT_T23_meta.txt,3,0.23224096616504297,0.21889368835290535,19.475,,321517,TP_z23_03/TP_z23_03_01_ET_T23.csv,TP_z23_03/TP_z23_03_01_ET_T23_meta.txt,47632381,HM,exact-archive-serial-plus-internal-serial,,4.282279343943636,4.884712272078733,4.292236112713892,4.895416314172785,87.66697208393144,87.6786740340629,87.67282946270474,4.287257728328765,4.890064293125759,cLH,TP_z23_03,HM054,1,extracted-stage1,23,z
TP_z09_01.zip,7dbcae781db2c1c6bb126a13b44753e2607e150a3bdb347c8383e44481f688ab,317064,TP_z09_01/TP_z09_01_25_AT_T23.csv,TP_z09_01/TP_z09_01_25_AT_T23_meta.txt,1,0.21849201483083852,0.3024377864308366,39.565,,318895,TP_z09_01/TP_z09_01_01_ET_T23.csv,TP_z09_01/TP_z09_01_01_ET_T23_meta.txt,47632384,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.683087627339203,4.869432650653768,4.693330990317549,4.884181958714552,96.17316766277595,96.09246809373106,96.13275686175594,4.688209308828377,4.87680730468416,cLH,TP_z09_01,INT034,1,extracted-stage1,9,z
TP_z17_02.zip,bac89746f260b450b04b7a4387291ec16fea328c5b3ae3993bdbcd34d3112449,324081,TP_z17_02/TP_z17_02_31_AT_T23.csv,TP_z17_02/TP_z17_02_31_AT_T23_meta.txt,2,0.2526350832796075,0.2596368240914747,41.409,,321443,TP_z17_02/TP_z17_02_01_ET_T23.csv,TP_z17_02/TP_z17_02_01_ET_T23_meta.txt,47632387,HM,exact-archive-serial-plus-internal-serial,,4.2199185175270975,4.873506778651192,4.230592995926881,4.886176644692068,86.5889534823837,86.58289095058899,86.5859182813451,4.225255756726989,4.87984171167163,cLH,TP_z17_02,HM035,1,extracted-stage1,17,z
TP_z22_01.zip,7d26684d1abcd2020103ff4f3e0431673805b33393bb18ead8c3a038245277d1,325358,TP_z22_01/TP_z22_01_31_AT_T23.csv,TP_z22_01/TP_z22_01_31_AT_T23_meta.txt,1,0.2441239451713638,0.3359783257332087,34.88,,321617,TP_z22_01/TP_z22_01_01_ET_T23.csv,TP_z22_01/TP_z22_01_01_ET_T23_meta.txt,47632390,HM,exact-archive-serial-plus-internal-serial,,4.253899069933639,4.823084235145753,4.264296547533026,4.839316020447946,88.1987305744223,88.11775320137713,88.15817387129417,4.259097808733332,4.8312001277968495,cLH,TP_z22_01,HM049,1,extracted-stage1,22,z
TP_z25_01.zip,3cc3e68788f28c1316dab2d8f431ae8d510fc71aaa051a402dce2a69863453af,322532,TP_z25_01/TP_z25_01_31_AT_T23.csv,TP_z25_01/TP_z25_01_31_AT_T23_meta.txt,1,0.577380543183822,0.3924200580493703,46.001,,318161,TP_z25_01/TP_z25_01_01_ET_T23.csv,TP_z25_01/TP_z25_01_01_ET_T23_meta.txt,47632393,HM,exact-archive-serial-plus-internal-serial,,3.8646328874813585,4.875200777312928,3.887011129647245,4.894369654292368,79.27125597505,79.41801302724105,79.34477847717288,3.8758220085643016,4.884785215802648,cLH,TP_z25_01,HM058,1,extracted-stage1,25,z
TP_z24_03.zip,a4bd3edc18f2224cc5665ddccdd9e05fb42c47bb1aa172d408cd8641a3919c73,324935,TP_z24_03/TP_z24_03_31_AT_T23.csv,TP_z24_03/TP_z24_03_31_AT_T23_meta.txt,3,0.3042199721815088,0.24391174541991983,12.704,,321497,TP_z24_03/TP_z24_03_01_ET_T23.csv,TP_z24_03/TP_z24_03_01_ET_T23_meta.txt,47632399,HM,exact-archive-serial-plus-internal-serial,,4.3833660754429555,4.893421972943538,4.3967214653800575,4.9053721778652095,89.57670316762466,89.63074168397729,89.60375537737309,4.3900437704115065,4.899397075404374,cLH,TP_z24_03,HM057,1,extracted-stage1,24,z
TP_z12_03.zip,40d5b2ee7e91d773007a3065bfe43e8552c4443e196b77825e7965c11fa58796,316837,TP_z12_03/TP_z12_03_25_AT_T23.csv,TP_z12_03/TP_z12_03_25_AT_T23_meta.txt,3,0.3264802761019124,0.30877827463678315,27.027,,318388,TP_z12_03/TP_z12_03_01_ET_T23.csv,TP_z12_03/TP_z12_03_01_ET_T23_meta.txt,47632405,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.678276906780355,4.834614762693505,4.693575531638762,4.849566085962097,96.76628100506504,96.78341213299728,96.77485979333149,4.685926219209559,4.842090424327801,cLH,TP_z12_03,INT045,1,extracted-stage1,12,z
TP_z13_03.zip,3413ff9ad6fab322c233550b24c22a5a9314ea731085015dbab77d64a64fef30,316264,TP_z13_03/TP_z13_03_25_AT_T23.csv,TP_z13_03/TP_z13_03_25_AT_T23_meta.txt,3,0.22309464821687278,0.25492467241335437,23.066,,318717,TP_z13_03/TP_z13_03_01_ET_T23.csv,TP_z13_03/TP_z13_03_01_ET_T23_meta.txt,47632408,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.577516176935705,4.846930305508698,4.587739774697441,4.859302096085419,94.44155142344849,94.41149539546544,94.42650425439923,4.582627975816573,4.853116200797059,cLH,TP_z13_03,INT048,1,extracted-stage1,13,z
TP_z12_02.zip,e03a8d1134a9946d086a73ac1f5de3294c994dabe95b25698ae2651533d557c3,316845,TP_z12_02/TP_z12_02_25_AT_T23.csv,TP_z12_02/TP_z12_02_25_AT_T23_meta.txt,2,0.24620773562640985,0.28825474799200235,32.917,,318376,TP_z12_02/TP_z12_02_01_ET_T23.csv,TP_z12_02/TP_z12_02_01_ET_T23_meta.txt,47632411,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.670776418268803,4.813696505404017,4.6822904052877545,4.827592241694582,97.03097012919766,96.99018000833013,97.01054567389885,4.676533411778278,4.8206443735493,cLH,TP_z12_02,INT044,1,extracted-stage1,12,z
TP_z08_01.zip,cac9dc7da73a692003059e1b01a5cb4855b583be15d6d8a141a7887e0c9dde06,317312,TP_z08_01/TP_z08_01_25_AT_T23.csv,TP_z08_01/TP_z08_01_25_AT_T23_meta.txt,1,0.19276567661223887,0.2812206989427882,31.713,,318894,TP_z08_01/TP_z08_01_01_ET_T23.csv,TP_z08_01/TP_z08_01_01_ET_T23_meta.txt,47632414,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.616021018973951,4.859780836646389,4.624927707643078,4.873466790149343,94.98413969958673,94.90015848659043,94.94209004995004,4.620474363308515,4.866623813397866,cLH,TP_z08_01,INT031,1,extracted-stage1,8,z
TP_z03_02.zip,94bb5985e6df7bdb64535efaab4e85d6df4f1df296a93cb765c82a3043e119f1,617179,TP_z03_02/TP_z03_02_33_AT_T23.csv,TP_z03_02/TP_z03_02_33_AT_T23_meta.txt,2,0.023197210797719213,0.14596806002397966,28.78,,617239,TP_z03_02/TP_z03_02_01_ET_T23.csv,TP_z03_02/TP_z03_02_01_ET_T23_meta.txt,47632417,SIE,exact-archive-serial-plus-internal-serial,,4.3269115115056005,4.824560448884085,4.3259079051255895,4.8316079096969204,89.68509271153209,89.53350491134839,89.60924349399744,4.326409708315595,4.828084179290503,cLH,TP_z03_02,S026,1,extracted-stage1,3,z
TP_z08_02.zip,e6e89069d7dabf007e775767ad156f4339c659ebc854b38c4abf5d34cbd8f184,317280,TP_z08_02/TP_z08_02_25_AT_T23.csv,TP_z08_02/TP_z08_02_25_AT_T23_meta.txt,2,0.17481430076129456,0.2983912845608159,19.342,,318996,TP_z08_02/TP_z08_02_01_ET_T23.csv,TP_z08_02/TP_z08_02_01_ET_T23_meta.txt,47632420,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.622351941001107,4.866255462812108,4.630439542367383,4.880797641294192,94.98786030295963,94.87054950181412,94.92911739108527,4.626395741684245,4.87352655205315,cLH,TP_z08_02,INT032,1,extracted-stage1,8,z
TP_z14_01.zip,45b3504515634b404a961ce61304c1257ad305251ea5a48ad23e13f70dc209d5,316949,TP_z14_01/TP_z14_01_25_AT_T23.csv,TP_z14_01/TP_z14_01_25_AT_T23_meta.txt,1,0.18641821957079793,0.2622170969081537,35.941,,318846,TP_z14_01/TP_z14_01_01_ET_T23.csv,TP_z14_01/TP_z14_01_01_ET_T23_meta.txt,47632426,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.634953665321993,4.875625097441826,4.643602124574698,4.8884266038977575,95.06378305735383,94.99175298800947,95.02772080389246,4.6392778949483455,4.882025850669791,cLH,TP_z14_01,INT049,1,extracted-stage1,14,z
TP_z09_02.zip,c8fa47337a06ffc72bedfb10421a091558d8a6ab9e24f203384a01a681cc724a,317071,TP_z09_02/TP_z09_02_25_AT_T23.csv,TP_z09_02/TP_z09_02_25_AT_T23_meta.txt,2,0.2174454641377716,0.27574922565282456,69.757,,318887,TP_z09_02/TP_z09_02_01_ET_T23.csv,TP_z09_02/TP_z09_02_01_ET_T23_meta.txt,47632429,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.686850803385666,4.879059883466706,4.697053240236615,4.892532428533852,96.06053041627212,96.00453975210918,96.03249648573494,4.69195202181114,4.8857961560002785,cLH,TP_z09_02,INT035,1,extracted-stage1,9,z
TP_z03_03.zip,083f1c1fd23513e87ec9da6aafae09af775ab0bf44f4c7692f8060355e12ce88,617946,TP_z03_03/TP_z03_03_33_AT_T23.csv,TP_z03_03/TP_z03_03_33_AT_T23_meta.txt,3,0.18865289922555753,0.0178010560312218,32.056,,618173,TP_z03_03/TP_z03_03_01_ET_T23.csv,TP_z03_03/TP_z03_03_01_ET_T23_meta.txt,47632432,SIE,exact-archive-serial-plus-internal-serial,,4.338613261553236,4.837706400264202,4.330436055117639,4.8385676397460005,89.68326935500448,89.49830564619253,89.59077926922515,4.334524658335438,4.838137020005101,cLH,TP_z03_03,S027,1,extracted-stage1,3,z
TP_z15_03.zip,16a1635a58eb25253210acf75af47bde1bdbe2e85fa6f6d85769dbf8af1344c4,315452,TP_z15_03/TP_z15_03_25_AT_T23.csv,TP_z15_03/TP_z15_03_25_AT_T23_meta.txt,3,0.19996246699438658,0.3005858509940669,58.587,,318590,TP_z15_03/TP_z15_03_01_ET_T23.csv,TP_z15_03/TP_z15_03_01_ET_T23_meta.txt,47632441,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.4070289309108714,4.867813244539813,4.415850154250181,4.88246722630361,90.53405933052589,90.44300656971963,90.48846452719376,4.411439542580526,4.8751402354217115,cLH,TP_z15_03,INT054,1,extracted-stage1,15,z
TP_z08_03.zip,6836f15e63ed8e4e02bffd38b1bced5e9773c77ca0a8d63815d031da26d1c237,316840,TP_z08_03/TP_z08_03_25_AT_T23.csv,TP_z08_03/TP_z08_03_25_AT_T23_meta.txt,3,0.17269666827418884,0.2282507285051056,19.711,,318742,TP_z08_03/TP_z08_03_01_ET_T23.csv,TP_z08_03/TP_z08_03_01_ET_T23_meta.txt,47632444,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.6116975145835974,4.8896906208465865,4.619668645480909,4.900864127115043,94.31470970621741,94.26232855388987,94.2884892399632,4.6156830800322535,4.895277373980814,cLH,TP_z08_03,INT033,1,extracted-stage1,8,z
TP_z17_03.zip,ee70346a336bb39758c3d1e75eb83e1c2824306645492698546c1a741f95ae39,321158,TP_z17_03/TP_z17_03_31_AT_T23.csv,TP_z17_03/TP_z17_03_31_AT_T23_meta.txt,3,0.26560369926049565,0.27028769039980166,63.216,,321816,TP_z17_03/TP_z17_03_01_ET_T23.csv,TP_z17_03/TP_z17_03_01_ET_T23_meta.txt,47632453,HM,exact-archive-serial-plus-internal-serial,,4.034241261921269,4.869071411727955,4.04497060471571,4.882249722065954,82.85442789366654,82.85054708352885,82.85248486625966,4.039605933318489,4.875660566896954,cLH,TP_z17_03,HM036,1,extracted-stage1,17,z
TP_z21_03.zip,9b6622c0edd4c7388ca3c7b11cfceb6315d43b296ad8c9e3cf3e4cbbbc65d943,325985,TP_z21_03/TP_z21_03_31_AT_T23.csv,TP_z21_03/TP_z21_03_31_AT_T23_meta.txt,3,0.2703598562612543,0.25204293456149085,20.749,,321550,TP_z21_03/TP_z21_03_01_ET_T23.csv,TP_z21_03/TP_z21_03_01_ET_T23_meta.txt,47632456,HM,exact-archive-serial-plus-internal-serial,,4.460988659108343,4.8924160058436055,4.473065707380114,4.904762554016856,91.1817117305651,91.19841497152201,91.19007387587821,4.4670271832442285,4.898589279930231,cLH,TP_z21_03,HM048,1,extracted-stage1,21,z
TP_z01_02.zip,6bd62e4925c88ff4053ad2f7dd06589c61b73ab08413c07812b6243e4b8a65d0,621857,TP_z01_02/TP_z01_02_33_AT_T23.csv,TP_z01_02/TP_z01_02_33_AT_T23_meta.txt,2,0.15387103598622556,0.05906513367711924,27.593,,617845,TP_z01_02/TP_z01_02_01_ET_T23.csv,TP_z01_02/TP_z01_02_01_ET_T23_meta.txt,47632465,SIE,exact-archive-serial-plus-internal-serial,,4.483245181868215,4.849093013192883,4.476352069312922,4.846229735521905,92.45533483624031,92.36772323239543,92.41154197129562,4.479798625590568,4.8476613743573935,cLH,TP_z01_02,S020,1,extracted-stage1,1,z
TP_z07_03.zip,667bb31183a03b660663f66b64b988e70d9b3211c432db044bb1fb98698d9484,316953,TP_z07_03/TP_z07_03_25_AT_T23.csv,TP_z07_03/TP_z07_03_25_AT_T23_meta.txt,3,0.2559895494140445,0.298952712454216,29.705,,319072,TP_z07_03/TP_z07_03_01_ET_T23.csv,TP_z07_03/TP_z07_03_01_ET_T23_meta.txt,47632471,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.645552609110465,4.86994345323849,4.657459979113728,4.884524075870359,95.39233163007658,95.35135679076019,95.37181358657,4.651506294112096,4.877233764554425,cLH,TP_z07_03,INT030,1,extracted-stage1,7,z
TP_z11_02.zip,54294d34f6e18ee39fd0798c7175205690b8353d8b02f1481fc36d85615e1dda,316938,TP_z11_02/TP_z11_02_25_AT_T23.csv,TP_z11_02/TP_z11_02_25_AT_T23_meta.txt,2,0.163080142953669,0.2463319863447608,22.768,,318012,TP_z11_02/TP_z11_02_01_ET_T23.csv,TP_z11_02/TP_z11_02_01_ET_T23_meta.txt,47632474,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.620971033056835,4.785965469940892,4.628513069004895,4.797769372142151,96.55253599466329,96.47218759367576,96.51231231321648,4.624742051030865,4.7918674210415215,cLH,TP_z11_02,INT041,1,extracted-stage1,11,z
TP_z05_01.zip,4e94ec97a5ef8bf8be47ef61ec8e8084fe0a00be9a635981cd0964a89f7e1975,317863,TP_z05_01/TP_z05_01_25_AT_T23.csv,TP_z05_01/TP_z05_01_25_AT_T23_meta.txt,1,0.25197163646694865,0.3323777968196924,31.69,,318909,TP_z05_01/TP_z05_01_01_ET_T23.csv,TP_z05_01/TP_z05_01_01_ET_T23_meta.txt,47632477,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.716709732768077,4.855530589203234,4.728609495482552,4.871696160183868,97.14097452616531,97.06289842394614,97.10187159814862,4.722659614125314,4.863613374693551,cLH,TP_z05_01,INT022,1,extracted-stage1,5,z
TP_z01_03.zip,157112bbbfeee25fde10cc0802796c615bae1a241216a07c8430411136f2cf95,622889,TP_z01_03/TP_z01_03_33_AT_T23.csv,TP_z01_03/TP_z01_03_33_AT_T23_meta.txt,3,0.05062558947914717,0.022845977343405963,39.073,,617348,TP_z01_03/TP_z01_03_01_ET_T23.csv,TP_z01_03/TP_z01_03_01_ET_T23_meta.txt,47632480,SIE,exact-archive-serial-plus-internal-serial,,4.418365734637384,4.772321837591856,4.416129476998186,4.773412245714823,92.58314684130607,92.5151495340178,92.54914430399957,4.417247605817785,4.77286704165334,cLH,TP_z01_03,S021,1,extracted-stage1,1,z
TP_z06_02.zip,126fd8acc20fbbded350caa7d86a1643f970b85e860133eb67f76ff25c769e97,315559,TP_z06_02/TP_z06_02_25_AT_T23.csv,TP_z06_02/TP_z06_02_25_AT_T23_meta.txt,2,0.18348500257727857,0.2899479215485849,27.297,,319006,TP_z06_02/TP_z06_02_01_ET_T23.csv,TP_z06_02/TP_z06_02_01_ET_T23_meta.txt,47632483,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.499708747278523,4.8651588687756835,4.507972619472491,4.879285776132866,92.48842368041466,92.39001006096709,92.43914553362984,4.503840683375507,4.872222322454275,cLH,TP_z06_02,INT026,1,extracted-stage1,6,z
