archive_name,archive_sha256,at_csv_data_rows,at_csv_member,at_meta_member,cell,charge_discharge_disagreement_at_percent,charge_discharge_disagreement_et_percent,elapsed_seconds,error,et_csv_data_rows,et_csv_member,et_meta_member,file_id,lab,mapping_method,metadata_conflict_flags,q_charge_at_Ah,q_charge_et_Ah,q_discharge_at_Ah,q_discharge_et_Ah,q_rel_charge_percent,q_rel_discharge_percent,q_rel_end_percent,q_rpt_at_Ah,q_rpt_et_Ah,sampling,serial,serial_internal,stage,status,tp,type
TP_k08_06.zip,6541875514ae116969dd93d06e521e99eebeca85a1d27a340026fa691556cb23,314828,TP_k08_06/TP_k08_06_02_AT_T23.csv,TP_k08_06/TP_k08_06_02_AT_T23_meta.txt,6,0.3739872484744812,0.3723629582372848,31.491,,322393,TP_k08_06/TP_k08_06_01_ET_T23.csv,TP_k08_06/TP_k08_06_01_ET_T23_meta.txt,47627425,HM,exact-archive-serial-plus-internal-serial,,4.768836294234395,4.851424452451015,4.786704546367707,4.869523056307168,98.29765135938796,98.29924801706828,98.29845117456857,4.777770420301051,4.8604737543790915,FF,TP_k08_06,HM021,1,extracted-stage1,8,k
TP_k07_04.zip,0806f4b4ba38af2a6b1a7e8ab592d30cf90690fdef684a96663738ba76bc7881,313842,TP_k07_04/TP_k07_04_02_AT_T23.csv,TP_k07_04/TP_k07_04_02_AT_T23_meta.txt,4,0.3548802069405121,0.3386434476967224,33.499,,321157,TP_k07_04/TP_k07_04_01_ET_T23.csv,TP_k07_04/TP_k07_04_01_ET_T23_meta.txt,47627428,HM,exact-archive-serial-plus-internal-serial,,4.824707103237871,4.882934106620623,4.84185946896561,4.899497889110088,98.8075406689637,98.82358516221451,98.81557649899537,4.83328328610174,4.8912159978653555,FF,TP_k07_04,HM016,1,extracted-stage1,7,k
TP_k07_06.zip,212fc010345f76c6f550e126dc0c0ced42ba4bfbb8169a082a283f56b93ad8e5,313788,TP_k07_06/TP_k07_06_02_AT_T23.csv,TP_k07_06/TP_k07_06_02_AT_T23_meta.txt,6,0.3848324449631562,0.3727207238330845,33.536,,320900,TP_k07_06/TP_k07_06_01_ET_T23.csv,TP_k07_06/TP_k07_06_01_ET_T23_meta.txt,47627431,HM,exact-archive-serial-plus-internal-serial,,4.824950082101224,4.887160957132321,4.843553852141977,4.905410428607722,98.72705491845308,98.7390132310845,98.73304521754613,4.834251967121601,4.896285692870022,FF,TP_k07_06,HM018,1,extracted-stage1,7,k
TP_k06_05.zip,b61a6b3b1c5fd331f5cb583b1161da057bdea28a55c652a820052ec4ed311dc2,317605,TP_k06_05/TP_k06_05_02_AT_T23.csv,TP_k06_05/TP_k06_05_02_AT_T23_meta.txt,5,0.2229094099371478,0.3135132409505044,34.851,,318525,TP_k06_05/TP_k06_05_01_ET_T23.csv,TP_k06_05/TP_k06_05_01_ET_T23_meta.txt,47627434,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.775544096575022,4.889029599202435,4.7862011114865135,4.90438141934436,97.67877243684663,97.59031164681222,97.63447270775697,4.780872604030767,4.8967055092733975,FF,TP_k06_05,INT017,1,extracted-stage1,6,k
TP_k08_05.zip,31b727db3c4079ee68888a97927d81174ec3936b67637edb80e490e857514f72,314863,TP_k08_05/TP_k08_05_02_AT_T23.csv,TP_k08_05/TP_k08_05_02_AT_T23_meta.txt,5,0.3498879932090748,0.3636616400459767,29.144,,321652,TP_k08_05/TP_k08_05_01_ET_T23.csv,TP_k08_05/TP_k08_05_01_ET_T23_meta.txt,47627437,HM,exact-archive-serial-plus-internal-serial,,4.782722369876745,4.875744911302791,4.799485867930935,4.893508424753866,98.09213682999692,98.07862685292793,98.08536955881138,4.79110411890384,4.884626668028329,FF,TP_k08_05,HM020,1,extracted-stage1,8,k
TP_k07_05.zip,7c67eac301bc496627aef4a911df7d5ec9334ae96b68b881c24e82dc5a87b251,313605,TP_k07_05/TP_k07_05_02_AT_T23.csv,TP_k07_05/TP_k07_05_02_AT_T23_meta.txt,5,0.333404031822305,0.3400712917554897,29.44,,321510,TP_k07_05/TP_k07_05_01_ET_T23.csv,TP_k07_05/TP_k07_05_01_ET_T23_meta.txt,47627440,HM,exact-archive-serial-plus-internal-serial,,4.829885013209886,4.877864257554738,4.846014933478561,4.894480727467422,99.01638828365215,99.00978680502561,99.01308193190546,4.837949973344223,4.88617249251108,FF,TP_k07_05,HM017,1,extracted-stage1,7,k
TP_k06_04.zip,4c6b2df4177613268c39e01fe6ddabaf8165dbfec69975fc51c940e6cc6b2a87,317700,TP_k06_04/TP_k06_04_02_AT_T23.csv,TP_k06_04/TP_k06_04_02_AT_T23_meta.txt,4,0.20013653000082246,0.35956279332147306,30.168,,318543,TP_k06_04/TP_k06_04_01_ET_T23.csv,TP_k06_04/TP_k06_04_01_ET_T23_meta.txt,47627446,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.73373695626777,4.821486880806292,4.743220383052057,4.838854377242205,98.18002357555213,98.02362322288664,98.10168280985019,4.738478669659914,4.8301706290242485,FF,TP_k06_04,INT016,1,extracted-stage1,6,k
TP_k05_05.zip,5ed98de740c72984cca80b4b2f07ebef1545ad7794e8541c8ce7e8a75f0f06b7,318218,TP_k05_05/TP_k05_05_02_AT_T23.csv,TP_k05_05/TP_k05_05_02_AT_T23_meta.txt,5,0.3009738763196419,0.2840757397665302,29.39,,319024,TP_k05_05/TP_k05_05_01_ET_T23.csv,TP_k05_05/TP_k05_05_01_ET_T23_meta.txt,47627449,INT,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted,4.7871722185778385,4.876104107538223,4.801602071413903,4.889975639181565,98.17616919165239,98.1927605720659,98.1844766648808,4.794387144995871,4.883039873359895,FF,TP_k05_05,INT014,1,extracted-stage1,5,k
TP_k05_06.zip,feb58e691cc17936d1a54b0ca089bc79fbd3e0e5fc7a0595581fe13088e8ec00,318348,TP_k05_06/TP_k05_06_02_AT_T23.csv,TP_k05_06/TP_k05_06_02_AT_T23_meta.txt,6,0.2935283649749179,0.384336321526544,29.454,,318823,TP_k05_06/TP_k05_06_01_ET_T23.csv,TP_k05_06/TP_k05_06_01_ET_T23_meta.txt,47627452,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.761958319343936,4.833840280887853,4.775956562146105,4.852454254943473,98.5129429735582,98.42352572990387,98.46814843599476,4.76895744074502,4.843147267915663,FF,TP_k05_06,INT015,1,extracted-stage1,5,k
TP_k09_06.zip,f3fb56fd7e22a9cddbefbdbdf3524664516358659421c2a03c02bc9e1516ab04,313483,TP_k09_06/TP_k09_06_02_AT_T23.csv,TP_k09_06/TP_k09_06_02_AT_T23_meta.txt,6,0.3391615800902023,0.3106267528055205,28.65,,321593,TP_k09_06/TP_k09_06_01_ET_T23.csv,TP_k09_06/TP_k09_06_01_ET_T23_meta.txt,47627455,HM,exact-archive-serial-plus-internal-serial,,4.658808858259706,4.869315444814586,4.674636588787236,4.8844643695712,95.67687513900844,95.70418033774327,95.69054894268888,4.6667227235234705,4.8768899071928935,FF,TP_k09_06,HM024,1,extracted-stage1,9,k
TP_k06_06.zip,7a5b7f9f742d9a2b85493ab33bc3d943f6458b60fb7996daef54402eafc5c5a4,317750,TP_k06_06/TP_k06_06_02_AT_T23.csv,TP_k06_06/TP_k06_06_02_AT_T23_meta.txt,6,0.2201311701561337,0.3017566946476962,28.496,,318808,TP_k06_06/TP_k06_06_01_ET_T23.csv,TP_k06_06/TP_k06_06_01_ET_T23_meta.txt,47627458,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.77402010489062,4.888707901188127,4.784540790865577,4.903482195773232,97.65402640911243,97.57434818443552,97.6141271881797,4.779280447878099,4.89609504848068,FF,TP_k06_06,INT018,1,extracted-stage1,6,k
TP_k05_04.zip,1335ee2739f66879d59f14aaa6604743b41b6ea633e5991177f16939db3c012a,318481,TP_k05_04/TP_k05_04_02_AT_T23.csv,TP_k05_04/TP_k05_04_02_AT_T23_meta.txt,4,0.3560276999167868,0.3187614394866398,29.313,,319162,TP_k05_04/TP_k05_04_01_ET_T23.csv,TP_k05_04/TP_k05_04_01_ET_T23_meta.txt,47627461,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.782740152626143,4.859155206750747,4.799798398424616,4.874669045903176,98.4274004251101,98.46408757654054,98.44577323694831,4.79126927552538,4.8669121263269615,FF,TP_k05_04,INT013,1,extracted-stage1,5,k
TP_k02_02.zip,1f5bca647e688ca08e5b7f0f4fd3e91ffed41821884dc71e185f3737ec19df62,328414,TP_k02_02/TP_k02_02_09_AT_T23.csv,TP_k02_02/TP_k02_02_09_AT_T23_meta.txt,2,0.641153765749296,0.41788067897193565,23.353,,319620,TP_k02_02/TP_k02_02_01_ET_T23.csv,TP_k02_02/TP_k02_02_01_ET_T23_meta.txt,47627464,SIE,exact-archive-serial-plus-internal-serial,,4.777122269012125,4.868634186889966,4.807849472645948,4.889021866573946,98.12037802872395,98.3397007388539,98.2302685105965,4.7924858708290365,4.878828026731956,FF,TP_k02_02,S005,1,extracted-stage1,2,k
TP_k11_04.zip,9a7f879e2fdd36eb258c81c0ebc3e9b1722a3b7226bed62d5c0a55edb8b62b0e,301883,TP_k11_04/TP_k11_04_02_AT_T23.csv,TP_k11_04/TP_k11_04_02_AT_T23_meta.txt,4,0.23880993731409184,0.06685584246796246,26.589,,313764,TP_k11_04/TP_k11_04_01_ET_T23.csv,TP_k11_04/TP_k11_04_01_ET_T23_meta.txt,47627491,HM,exact-archive-serial-plus-internal-serial,,4.641398890371214,4.9125797473679125,4.652496262966075,4.915865192200837,94.47986860382281,94.64247047187942,94.5611967150633,4.646947576668644,4.914222469784375,FF,TP_k11_04,HM028,1,extracted-stage1,11,k
TP_k10_04.zip,ccc37dafc28eb7d646f017b46c4df02cf7c5dfab758b250ac93c03e4abde1cd1,302442,TP_k10_04/TP_k10_04_02_AT_T23.csv,TP_k10_04/TP_k10_04_02_AT_T23_meta.txt,4,0.3601130977264293,0.12905105042618983,25.956,,313776,TP_k10_04/TP_k10_04_01_ET_T23.csv,TP_k10_04/TP_k10_04_01_ET_T23_meta.txt,47627494,HM,exact-archive-serial-plus-internal-serial,,4.521560650586279,4.822650203521726,4.537872753720635,4.82887790272337,93.75676152677262,93.97364864332944,93.86527505882658,4.529716702153458,4.825764053122548,FF,TP_k10_04,HM025,1,extracted-stage1,10,k
TP_k10_05.zip,115a867d383be40835101737cf853956547cb48303f3f8ae1b2e57732df66a6f,312687,TP_k10_05/TP_k10_05_02_AT_T23.csv,TP_k10_05/TP_k10_05_02_AT_T23_meta.txt,5,0.3516999935091312,0.35220413505376,26.633,,322521,TP_k10_05/TP_k10_05_01_ET_T23.csv,TP_k10_05/TP_k10_05_01_ET_T23_meta.txt,47627506,HM,exact-archive-serial-plus-internal-serial,,4.576546804154211,4.832117734708828,4.592670873142156,4.849166676720513,94.71099537333568,94.71051789558562,94.71075621403654,4.584608838648183,4.840642205714671,FF,TP_k10_05,HM026,1,extracted-stage1,10,k
TP_k11_05.zip,8f3d6cf7f06c8ff8a1243c9f4a3c2a26ee7fc1afc65e8d7c53a8baabad941171,311122,TP_k11_05/TP_k11_05_02_AT_T23.csv,TP_k11_05/TP_k11_05_02_AT_T23_meta.txt,5,0.21137995582756983,0.33341465214956173,25.851,,321110,TP_k11_05/TP_k11_05_01_ET_T23.csv,TP_k11_05/TP_k11_05_01_ET_T23_meta.txt,47627509,HM,exact-archive-serial-plus-internal-serial,,4.61228738505024,4.854825024672558,4.622047151182069,4.871038752112512,95.00419400514488,94.88832642067446,94.94616363303375,4.617167268116154,4.862931888392535,FF,TP_k11_05,HM029,1,extracted-stage1,11,k
TP_k11_06.zip,35bfdd5559c2d95165aa47af59d4e4afc39130888618d800d8469854e21a4f2f,310358,TP_k11_06/TP_k11_06_02_AT_T23.csv,TP_k11_06/TP_k11_06_02_AT_T23_meta.txt,6,0.22978722129194953,0.3683100231403706,26.55,,321082,TP_k11_06/TP_k11_06_01_ET_T23.csv,TP_k11_06/TP_k11_06_01_ET_T23_meta.txt,47627515,HM,exact-archive-serial-plus-internal-serial,,4.619235559098293,4.8896055604798265,4.629862181444578,4.907647693342964,94.47051509498442,94.33974218900856,94.40500822956642,4.624548870271435,4.898626626911396,FF,TP_k11_06,HM030,1,extracted-stage1,11,k
TP_k10_06.zip,80da0d2ff75ef552177e354cfdad12e1a9531ad114b6d49cff60131ba6fdd797,312634,TP_k10_06/TP_k10_06_02_AT_T23.csv,TP_k10_06/TP_k10_06_02_AT_T23_meta.txt,6,0.3043719705269487,0.35240274513476505,26.901,,322471,TP_k10_06/TP_k10_06_01_ET_T23.csv,TP_k10_06/TP_k10_06_01_ET_T23_meta.txt,47627518,HM,exact-archive-serial-plus-internal-serial,,4.5678736644544715,4.824982746410981,4.5817981827034435,4.842016131119263,94.67129530882244,94.6258347479799,94.64852497733509,4.5748359235789575,4.833499438765122,FF,TP_k10_06,HM027,1,extracted-stage1,10,k
TP_k05_02.zip,104fb479ec51185c1b5e25a4aa4ada1d835ddce545147c90ff7a9b353ffa31e7,318042,TP_k05_02/TP_k05_02_07_AT_T23.csv,TP_k05_02/TP_k05_02_07_AT_T23_meta.txt,2,0.22939523451226357,0.2861067363830675,32.409,,319183,TP_k05_02/TP_k05_02_01_ET_T23.csv,TP_k05_02/TP_k05_02_01_ET_T23_meta.txt,47628238,INT,exact-archive-serial-plus-internal-serial,,4.773416194376301,4.8818394350686765,4.784378757448271,4.895826715828058,97.7790494313779,97.72361309236132,97.75129161009453,4.778897475912286,4.8888330754483675,FF,TP_k05_02,INT005,1,extracted-stage1,5,k
TP_k05_03.zip,1a52c235c1af92d5efffd585b3579c91be7ef0e4a7be4af562f3cb2d9cf92ecc,318144,TP_k05_03/TP_k05_03_07_AT_T23.csv,TP_k05_03/TP_k05_03_07_AT_T23_meta.txt,3,0.27211948645967404,0.33744484966252364,27.459,,319132,TP_k05_03/TP_k05_03_01_ET_T23.csv,TP_k05_03/TP_k05_03_01_ET_T23_meta.txt,47628244,INT,exact-archive-serial-plus-internal-serial,,4.724406505512501,4.825338912281857,4.737280051947794,4.841649289183521,97.90828357128545,97.8443453665904,97.87626052989324,4.7308432787301475,4.833494100732689,FF,TP_k05_03,INT006,1,extracted-stage1,5,k
TP_k04_03.zip,8c512a175cc4b125b3793dd9be2e9064e70a1b6063a683e3a75be1954579ed1d,318453,TP_k04_03/TP_k04_03_07_AT_T23.csv,TP_k04_03/TP_k04_03_07_AT_T23_meta.txt,3,0.32926946468231466,0.3214209953143401,29.079,,318837,TP_k04_03/TP_k04_03_01_ET_T23.csv,TP_k04_03/TP_k04_03_01_ET_T23_meta.txt,47628247,INT,exact-archive-serial-plus-internal-serial,,4.775902272261154,4.827123824474328,4.791653792580096,4.842664188913036,98.93888049953324,98.94664601254563,98.94276949603673,4.783778032420625,4.834894006693682,FF,TP_k04_03,INT003,1,extracted-stage1,4,k
TP_k04_02.zip,726ded133b132e73dde5bfa1d7bd6158c981755eadf45394057657673168fe44,318540,TP_k04_02/TP_k04_02_07_AT_T23.csv,TP_k04_02/TP_k04_02_07_AT_T23_meta.txt,2,0.31869206233778963,0.3319389289440677,28.843,,319041,TP_k04_02/TP_k04_02_01_ET_T23.csv,TP_k04_02/TP_k04_02_01_ET_T23_meta.txt,47628253,INT,exact-archive-serial-plus-internal-serial,,4.8164026626540295,4.851109736982497,4.831776653474338,4.867239228716391,99.28455392249987,99.27140266636523,99.27796738089785,4.824089658064183,4.859174482849444,FF,TP_k04_02,INT002,1,extracted-stage1,4,k
TP_k05_01.zip,ac7ddb34c2f5934e63918e69b4cf73d379296da8404f42b870c075cccddfa9a0,318081,TP_k05_01/TP_k05_01_07_AT_T23.csv,TP_k05_01/TP_k05_01_07_AT_T23_meta.txt,1,0.29342310345777817,0.3120466587887361,33.905,,319104,TP_k05_01/TP_k05_01_01_ET_T23.csv,TP_k05_01/TP_k05_01_01_ET_T23_meta.txt,47628256,INT,exact-archive-serial-plus-internal-serial,,4.7614860689785985,4.864440285156663,4.775477896800618,4.879643328830176,97.88353417571558,97.86530643717089,97.87440608668096,4.768481982889608,4.872041806993419,FF,TP_k05_01,INT004,1,extracted-stage1,5,k
TP_k06_02.zip,7278e98b9c8c1d7ac7e258cd7e1eab9e0570d982f55bae55a28394ff5c2328e2,316533,TP_k06_02/TP_k06_02_07_AT_T23.csv,TP_k06_02/TP_k06_02_07_AT_T23_meta.txt,2,0.1695386749389818,0.35466018557140033,14.182,,318667,TP_k06_02/TP_k06_02_01_ET_T23.csv,TP_k06_02/TP_k06_02_01_ET_T23_meta.txt,47628262,INT,exact-archive-serial-plus-internal-serial,,4.697123501973737,4.830931583092409,4.705093699202616,4.848095410641149,97.23018058076042,97.05035278132817,97.14010723664249,4.701108600588176,4.839513496866779,FF,TP_k06_02,INT008,1,extracted-stage1,6,k
TP_k06_01.zip,ae34b22b8c213108f1aff5361d4f640fb434229aafbfdae8ac940c1b321b8a03,316752,TP_k06_01/TP_k06_01_07_AT_T23.csv,TP_k06_01/TP_k06_01_07_AT_T23_meta.txt,1,0.24067649719266304,0.2720998187612996,28.835,,318754,TP_k06_01/TP_k06_01_01_ET_T23.csv,TP_k06_01/TP_k06_01_01_ET_T23_meta.txt,47628271,INT,exact-archive-serial-plus-internal-serial,,4.729252039104725,4.879779816955633,4.740647950896516,4.893075778136658,96.91527520713386,96.88482594278996,96.90002986186363,4.734949995000621,4.886427797546146,FF,TP_k06_01,INT007,1,extracted-stage1,6,k
TP_k06_03.zip,e86f87453b8c520de6575f8342699a6fbe73397b8c350e2666774b618b078e98,316536,TP_k06_03/TP_k06_03_07_AT_T23.csv,TP_k06_03/TP_k06_03_07_AT_T23_meta.txt,3,0.180328231546115,0.32741559616570304,28.615,,318523,TP_k06_03/TP_k06_03_01_ET_T23.csv,TP_k06_03/TP_k06_03_01_ET_T23_meta.txt,47628274,INT,exact-archive-serial-plus-internal-serial,,4.695308600003146,4.854018558433377,4.70378320802255,4.8699374326729625,96.73033886212717,96.58816510586634,96.65913560923383,4.699545904012847,4.86197799555317,FF,TP_k06_03,INT009,1,extracted-stage1,6,k
TP_k04_01.zip,e92957456ff6c62777816596505a6c4b5dae7a8ec80f5f88bd96f8cd523fa656,318371,TP_k04_01/TP_k04_01_07_AT_T23.csv,TP_k04_01/TP_k04_01_07_AT_T23_meta.txt,1,0.3227959193652491,0.3010686941567321,27.176,,318816,TP_k04_01/TP_k04_01_01_ET_T23.csv,TP_k04_01/TP_k04_01_01_ET_T23_meta.txt,47628277,INT,exact-archive-serial-plus-internal-serial,,4.759641780689243,4.795529346697467,4.775030547289024,4.809988950950324,99.25164536772277,99.27321239159201,99.26244511254669,4.767336163989134,4.802759148823895,FF,TP_k04_01,INT001,1,extracted-stage1,4,k
TP_k09_01.zip,2454ed7c42f56b7b73aa5e341ffe0940023c5e3a8ab5d83ca063a1baea885f2a,303328,TP_k09_01/TP_k09_01_08_AT_T23.csv,TP_k09_01/TP_k09_01_08_AT_T23_meta.txt,1,0.3833018293722911,0.03148983292257494,26.581,,313678,TP_k09_01/TP_k09_01_01_ET_T23.csv,TP_k09_01/TP_k09_01_01_ET_T23_meta.txt,47628292,HM,exact-archive-serial-plus-internal-serial,,4.594187410532586,4.8530111157568125,4.611830828694238,4.854539561501384,94.66673990537804,95.00037583930859,94.83358413769285,4.603009119613413,4.853775338629099,FF,TP_k09_01,HM007,1,extracted-stage1,9,k
TP_k08_01.zip,93024ab2886f5df16965ea1a634a6aa062a096127e27aeeaea126a6e41c2bcec,305375,TP_k08_01/TP_k08_01_08_AT_T23.csv,TP_k08_01/TP_k08_01_08_AT_T23_meta.txt,1,0.3536324107736015,0.026232052219858488,14.377,,314068,TP_k08_01/TP_k08_01_01_ET_T23.csv,TP_k08_01/TP_k08_01_01_ET_T23_meta.txt,47628304,HM,exact-archive-serial-plus-internal-serial,,4.760342235325895,4.91848980851889,4.777206166496928,4.919780198581787,96.7846314753142,97.10202435210503,96.94334872837592,4.768774200911412,4.9191350035503385,FF,TP_k08_01,HM004,1,extracted-stage1,8,k
TP_k10_01.zip,0f81214c04a8a9702c33670d7c82759a756f95b263bae3e3ac85658062ef2bbb,301630,TP_k10_01/TP_k10_01_08_AT_T23.csv,TP_k10_01/TP_k10_01_08_AT_T23_meta.txt,1,0.31414630453750503,0.043846706012639736,25.374,,314074,TP_k10_01/TP_k10_01_01_ET_T23.csv,TP_k10_01/TP_k10_01_01_ET_T23_meta.txt,47628307,HM,exact-archive-serial-plus-internal-serial,,4.561636721654693,4.911841495845553,4.5759894791708655,4.909688287200595,92.87019390818976,93.20325877103701,93.03668983012057,4.568813100412779,4.910764891523074,FF,TP_k10_01,HM010,1,extracted-stage1,10,k
TP_k07_03.zip,ebd0c6bb8f8bed2f7ad182d7827bb32a266c0b177ece91d3080524c3473ad698,314590,TP_k07_03/TP_k07_03_08_AT_T23.csv,TP_k07_03/TP_k07_03_08_AT_T23_meta.txt,3,0.33806801071776094,0.3792444983366823,14.496,,321277,TP_k07_03/TP_k07_03_01_ET_T23.csv,TP_k07_03/TP_k07_03_01_ET_T23_meta.txt,47628322,HM,exact-archive-serial-plus-internal-serial,,4.73995264973335,4.840695614786855,4.756004045682757,4.859088563710597,97.91883288951766,97.87852152361016,97.89863898690457,4.747978347708054,4.849892089248726,FF,TP_k07_03,HM003,1,extracted-stage1,7,k
TP_k07_02.zip,2938a217e93a16eb9cf8c8878a6ea5b05be280a0424409022d23341c1503eae5,313903,TP_k07_02/TP_k07_02_08_AT_T23.csv,TP_k07_02/TP_k07_02_08_AT_T23_meta.txt,2,0.2658884274053147,0.3499840833711144,14.896,,322178,TP_k07_02/TP_k07_02_01_ET_T23.csv,TP_k07_02/TP_k07_02_01_ET_T23_meta.txt,47628328,HM,exact-archive-serial-plus-internal-serial,,4.775275928109975,4.860591434268958,4.787989736452023,4.877632551245122,98.24475051415601,98.16216547984503,98.20338573838171,4.781632832281,4.869111992757039,FF,TP_k07_02,HM002,1,extracted-stage1,7,k
TP_k09_02.zip,96b814786857c0252d20352695cd40a6496c3c9dc56329462cacd1f660b0f200,312377,TP_k09_02/TP_k09_02_08_AT_T23.csv,TP_k09_02/TP_k09_02_08_AT_T23_meta.txt,2,0.2660878526599366,0.3549110331756335,25.755,,320438,TP_k09_02/TP_k09_02_01_ET_T23.csv,TP_k09_02/TP_k09_02_01_ET_T23_meta.txt,47628331,HM,exact-archive-serial-plus-internal-serial,,4.5992865311409235,4.852554196984383,4.611540977706174,4.869807063383503,94.78073493747164,94.69658484790388,94.73858522819967,4.605413754423549,4.861180630183943,FF,TP_k09_02,HM008,1,extracted-stage1,9,k
TP_k07_01.zip,589f5b013387b4ebc0ec83f51d7df1a9acd9ae1b757fc8904c9119d3bb89f522,314152,TP_k07_01/TP_k07_01_08_AT_T23.csv,TP_k07_01/TP_k07_01_08_AT_T23_meta.txt,1,0.23949383796042736,0.37809580650186225,4.06,,320951,TP_k07_01/TP_k07_01_01_ET_T23.csv,TP_k07_01/TP_k07_01_01_ET_T23_meta.txt,47628334,HM,exact-archive-serial-plus-internal-serial,,4.739856987334239,4.834042191762341,4.751222262313663,4.85235412089199,98.0516263472296,97.9158186715413,97.98359413860378,4.745539624823951,4.8431981563271655,FF,TP_k07_01,HM001,1,extracted-stage1,7,k
TP_k08_02.zip,d6ebc478e3c292f56a26e688539f1a0f6bc117b0146470a306e35e8e5912c85e,314421,TP_k08_02/TP_k08_02_08_AT_T23.csv,TP_k08_02/TP_k08_02_08_AT_T23_meta.txt,2,0.3006942557948618,0.3587324883879913,25.075,,320691,TP_k08_02/TP_k08_02_01_ET_T23.csv,TP_k08_02/TP_k08_02_01_ET_T23_meta.txt,47628343,HM,exact-archive-serial-plus-internal-serial,,4.731709477058724,4.893888061179031,4.745958879224038,4.9114755736604065,96.68609943478693,96.63000065959785,96.65799973605935,4.738834178141381,4.902681817419719,FF,TP_k08_02,HM005,1,extracted-stage1,8,k
TP_k08_03.zip,eaaab94781d15da0c5852d83abed411033708b484208276afd2d27a3d7af1fcf,314100,TP_k08_03/TP_k08_03_08_AT_T23.csv,TP_k08_03/TP_k08_03_08_AT_T23_meta.txt,3,0.3595435478458488,0.35228700764272014,36.589,,320727,TP_k08_03/TP_k08_03_01_ET_T23.csv,TP_k08_03/TP_k08_03_01_ET_T23_meta.txt,47628346,HM,exact-archive-serial-plus-internal-serial,,4.732766771133381,4.889254609162233,4.749813774393745,4.9065092107807455,96.79935183298491,96.8063763939808,96.80287030013677,4.741290272763563,4.897881909971489,FF,TP_k08_03,HM006,1,extracted-stage1,8,k
TP_k09_03.zip,e84c4eca216ad602830cb5ec1b89b0ede7549ef7812e78e1d9a090a95e3c3925,313218,TP_k09_03/TP_k09_03_08_AT_T23.csv,TP_k09_03/TP_k09_03_08_AT_T23_meta.txt,3,0.31556807143257776,0.3816658206805085,23.973,,321350,TP_k09_03/TP_k09_03_01_ET_T23.csv,TP_k09_03/TP_k09_03_01_ET_T23_meta.txt,47628352,HM,exact-archive-serial-plus-internal-serial,,4.557558826811822,4.833791909367646,4.571963755984588,4.852276114875846,94.28537496575932,94.2230748569338,94.25416546679115,4.564761291398205,4.843034012121747,FF,TP_k09_03,HM009,1,extracted-stage1,9,k
