file_id,archive_name,archive_bytes,archive_sha256,zip_entries,metadata_entries,numeric_csv_entries_present_but_not_opened,numeric_csv_entries_opened,mapping_evidence_entry,archive_internal_serial,archive_testpoint_raw,archive_lab_raw,measurement_start_date,serial_internal,serial,stage,lab,type,tp,cell,sampling,mapping_method,metadata_conflict_flags,candidate_stages,status,error,elapsed_seconds
47628352,TP_k09_03.zip,16825206,e84c4eca216ad602830cb5ec1b89b0ede7549ef7812e78e1d9a090a95e3c3925,25,12,12,False,TP_k09_03/TP_k09_03_01_ET_T10_meta.txt,HM009,,HM,,HM009,TP_k09_03,1,HM,k,9,3,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,13.487
47628358,TP_k10_02.zip,16988592,66abc52ebe11f43d88e0e47201e72d984bdbdecfc7504798c8980c0c69746388,25,12,12,False,TP_k10_02/TP_k10_02_01_ET_T10_meta.txt,HM011,,HM,,HM011,TP_k10_02,1,HM,k,10,2,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,46.027
47628373,TP_k01_05.zip,12279168,e28fed83c7e07af47427e8f50c00d14ea0147f46febfbe0cbfcf6c2425c10861,13,6,6,False,TP_k01_05/TP_k01_05_01_ET_T10_meta.txt,168,,SIE,,168,TP_k01_05,2,SIE,k,1,5,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.074
47628376,TP_k03_06.zip,12407908,d4d672f53fdec1892cd496a444ce4df17994aa51846a3c61c04391ddac359b5a,13,6,6,False,TP_k03_06/TP_k03_06_01_ET_T10_meta.txt,118,,SIE,,118,TP_k03_06,2,SIE,k,3,6,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.613
47628388,TP_k11_01.zip,16157454,cb508fe84395b1f9dcf2911bf293f3999253fa19e8b665c0a66f68a8f0db26a1,25,12,12,False,TP_k11_01/TP_k11_01_01_ET_T10_meta.txt,HM013,,HM,,HM013,TP_k11_01,1,HM,k,11,1,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.198
47628403,TP_k10_03.zip,16822433,36e3a4469fb5381c0ae9e4834f0f1c3e7927f308749a8de1e8a135688ced9dbf,25,12,12,False,TP_k10_03/TP_k10_03_01_ET_T10_meta.txt,HM012,,HM,,HM012,TP_k10_03,1,HM,k,10,3,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.138
47628406,TP_k11_02.zip,16922264,5f82caa1b4ef253185a8441b65af0b5845d9c7d2204de72af83d5882f69c13e0,25,12,12,False,TP_k11_02/TP_k11_02_01_ET_T10_meta.txt,HM014,,HM,,HM014,TP_k11_02,1,HM,k,11,2,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,2.932
47628409,TP_k11_03.zip,16971080,826a7de6350722c9b7c6244edf671689a38d732ce00c6f255fc4471187937acb,25,12,12,False,TP_k11_03/TP_k11_03_01_ET_T10_meta.txt,HM015,,HM,,HM015,TP_k11_03,1,HM,k,11,3,FF,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,7.659
47628571,TP_k08_04.zip,15876600,54e9f3f05a642c2a0f2a7c90ff3b0ebb589ff6cd34fe4cc68ece75cf2b2b1730,13,6,6,False,TP_k08_04/TP_k08_04_01_ET_T10_meta.txt,TP_k08_04,,HM,,TP_k08_04,TP_k08_04,2,HM,k,8,4,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,27.275
47629369,TP_k10_05.zip,15156884,60277f22508762fa673a1f482ea8b22dd4a7a9f9e8570bbf2c7b79960c0dd3c7,13,6,6,False,TP_k10_05/TP_k10_05_01_ET_T10_meta.txt,TP_k10_05,,HM,,TP_k10_05,TP_k10_05,2,HM,k,10,5,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.026
47629381,TP_k09_05.zip,15565839,c2dbf519f7bb8ec9b40b236af4d615f1c9b0682467798d51c91431afb640a162,13,6,6,False,TP_k09_05/TP_k09_05_01_ET_T10_meta.txt,TP_k09_05,,HM,,TP_k09_05,TP_k09_05,2,HM,k,9,5,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,2.639
47629387,TP_k10_04.zip,15500485,2f72d59c98eb49c2521a2ff6812ae23cc6f582f355f3daa0b15b585067c28141,13,6,6,False,TP_k10_04/TP_k10_04_01_ET_T10_meta.txt,TP_k10_04,,HM,,TP_k10_04,TP_k10_04,2,HM,k,10,4,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,2.869
47629390,TP_k09_06.zip,15592551,f91d40069c1b17b8fe0168132fcf5bafd0f95f0620b72ecef73d7ec4f3cd185a,13,6,6,False,TP_k09_06/TP_k09_06_01_ET_T10_meta.txt,TP_k09_06,,HM,,TP_k09_06,TP_k09_06,2,HM,k,9,6,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,42.455
47629393,TP_k08_05.zip,15729611,a62c3d9391bcd4fe664331bdb66dbdc4f4f63784bd8b4e6d6f58f9fad55cc67b,13,6,6,False,TP_k08_05/TP_k08_05_01_ET_T10_meta.txt,TP_k08_05,,HM,,TP_k08_05,TP_k08_05,2,HM,k,8,5,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,57.522
47629396,TP_k09_04.zip,15687855,47f8d43366d42b2c4eeb29cd28e587ab8be12dfb1ff1a4d4dd41e3b8df44bd90,13,6,6,False,TP_k09_04/TP_k09_04_01_ET_T10_meta.txt,TP_k09_04,,HM,,TP_k09_04,TP_k09_04,2,HM,k,9,4,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,2.742
47629402,TP_k08_06.zip,15744472,f1e5c766a6249b46f6056e60f568c379755761ca15faee1c542e1cfc20ba9c8a,13,6,6,False,TP_k08_06/TP_k08_06_01_ET_T10_meta.txt,TP_k08_06,,HM,,TP_k08_06,TP_k08_06,2,HM,k,8,6,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.027
47629411,TP_k11_04.zip,15548611,2e9b2aa6ec8be1ef9e3f3970885845b3321badf7aa0df5735f6e4e79c2a57f59,13,6,6,False,TP_k11_04/TP_k11_04_01_ET_T10_meta.txt,TP_k11_04,,HM,,TP_k11_04,TP_k11_04,2,HM,k,11,4,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.918
47629423,TP_k10_06.zip,15927756,c2b0b5da59b1d0ee8bf19a08cbb5b2bad761067cd4b6e62d95906b5714708721,13,6,6,False,TP_k10_06/TP_k10_06_01_ET_T10_meta.txt,TP_k10_06,,HM,,TP_k10_06,TP_k10_06,2,HM,k,10,6,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.061
47629486,TP_z04_01.zip,18678767,2342f70feda9bec97ae412ec24ba7e1539b769d487abb61f9b0ce83b26c41bac,33,16,16,False,TP_z04_01/TP_z04_01_01_ET_T10_meta.txt,INT010,z04,INT,30.09.2021,INT019,TP_z04_01,1,INT,z,4,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,1;2,mapped-metadata-only,,4.954
47629642,TP_z04_03.zip,18710893,b94dbfb15ed8cb735be9fcc8c5312b8d23f385543cb6166be204ec03ad2c35c7,33,16,16,False,TP_z04_03/TP_z04_03_01_ET_T10_meta.txt,INT012,z04,INT,30.09.2021,INT021,TP_z04_03,1,INT,z,4,3,cLH,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted,1;2,mapped-metadata-only,,5.972
47629687,TP_k11_06.zip,15764540,e85f0dd9ac5eaa5e66692e2026869e2e5c7e817319dc5fb88f2e61dbd8fbc9a4,13,6,6,False,TP_k11_06/TP_k11_06_01_ET_T10_meta.txt,TP_k11_06,,HM,,TP_k11_06,TP_k11_06,2,HM,k,11,6,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.553
47629771,TP_z20_02.zip,15551818,27bfe6c32db77425b4ff6d01eab31eb735f2c6621f2d809cabac7a3b1b9fbd10,25,12,12,False,TP_z20_02/TP_z20_02_01_ET_T10_meta.txt,TP_z20_02,,HM,,TP_z20_02,TP_z20_02,2,HM,z,20,2,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,30.37
47629774,TP_k11_05.zip,16091738,715b36166a28a44c4afdaeeced890ef843cbdbf9ddce2005d07652efc03570dd,13,6,6,False,TP_k11_05/TP_k11_05_01_ET_T10_meta.txt,TP_k11_05,,HM,,TP_k11_05,TP_k11_05,2,HM,k,11,5,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,2.609
47629804,TP_k05_05.zip,18495583,0d584d6a9f29902030b1aa9a78fc5cb4b62c0d222159ba02b05f4799381772c8,13,6,6,False,TP_k05_05/TP_k05_05_01_ET_T10_meta.txt,INT027,TP_k05_05_MKII,INT,19.01.2023,INT023,TP_k05_05,2,INT,k,5,5,pi,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted,1;2,mapped-metadata-only,,6.956
47629813,TP_k06_04.zip,18765393,8883defb67fe3d066e65407b09b78f5e28784fa605c2f43e315d296629ad856e,13,6,6,False,TP_k06_04/TP_k06_04_01_ET_T10_meta.txt,INT043,TP_k06_04_MKII,INT,19.01.2023,INT043,TP_k06_04,2,INT,k,6,4,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,59.61
47629819,TP_k04_06.zip,18649384,94f5152d0b47833862e0d64cf34bced32bb8d13d39baacb66fd6a0d3618d9a3a,13,6,6,False,TP_k04_06/TP_k04_06_01_ET_T10_meta.txt,INT190,TP_k04_06_MKII,INT,19.01.2023,INT190,TP_k04_06,2,INT,k,4,6,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,2.776
47629822,TP_k04_05.zip,18609773,ec38c3c8dcbe273bf85e0f08e8e690c8e9501c52e6614c1f91053615350e1446,13,6,6,False,TP_k04_05/TP_k04_05_01_ET_T10_meta.txt,INT165,TP_k04_05_MKII,INT,19.01.2023,INT165,TP_k04_05,2,INT,k,4,5,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,4.023
47629825,TP_z23_01.zip,15918136,417a8d02be24837433bf55fa4ed2a82db425940a806df70d628cdfbd7b49380a,25,12,12,False,TP_z23_01/TP_z23_01_01_ET_T10_meta.txt,TP_z23_01,,HM,,TP_z23_01,TP_z23_01,2,HM,z,23,1,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,13.973
47629831,TP_k07_06.zip,18835357,dab6522385bb38f480721e7e8d9211dccc02050929a8db33c1c437c847b14d3e,13,6,6,False,TP_k07_06/TP_k07_06_01_ET_T10_meta.txt,INT153,TP_k07_06_MKII,INT,19.01.2023,INT151,TP_k07_06,2,INT,k,7,6,pi,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,1;2,mapped-metadata-only,,47.337
47629834,TP_k07_04.zip,18763266,5f735422f619c812d126ea2a4ce930de0b5f0449ca7eaebe6f1e94dd7693e715,13,6,6,False,TP_k07_04/TP_k07_04_01_ET_T10_meta.txt,INT134,TP_k07_04_MKII,INT,19.01.2023,INT134,TP_k07_04,2,INT,k,7,4,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,5.801
47629846,TP_k05_06.zip,19122719,1e77e3c43a2cd71646fda13bd13ba9669c3d6bd784ea8a56e2105b65b4cc379d,13,6,6,False,TP_k05_06/TP_k05_06_01_ET_T10_meta.txt,INT119,TP_k05_06_MKII,INT,19.01.2023,INT119,TP_k05_06,2,INT,k,5,6,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,38.96
47629906,TP_k05_04.zip,18704149,c10d18c22c80c5347049d285a49a63004ca0e94dd9f06823bea22158d9337012,13,6,6,False,TP_k05_04/TP_k05_04_01_ET_T10_meta.txt,INT066,TP_k05_04_MKII,INT,19.01.2023,INT066,TP_k05_04,2,INT,k,5,4,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,33.82
47629909,TP_k07_05.zip,18963779,4c968dc8b6c1d3a7f791afe6acb89000993f3aedbcbe49008ab7b6aa6338d0c3,13,6,6,False,TP_k07_05/TP_k07_05_01_ET_T10_meta.txt,INT052,TP_k07_05_MKII,INT,19.01.2023,INT052,TP_k07_05,2,INT,k,7,5,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,4.199
47629915,TP_k04_04.zip,18830299,138b9457fd138e034a887867d4c95ea61bde3d66e94599594d5ec339a0b79a88,13,6,6,False,TP_k04_04/TP_k04_04_01_ET_T10_meta.txt,INT090,TP_k04_04_MKII,INT,19.01.2023,INT090,TP_k04_04,2,INT,k,4,4,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,4.564
47629942,TP_k06_05.zip,19132983,a243c38ffb10c872c851f318e7ea86905f19ff8fcbb16a993b1eea1dd4e9f008,13,6,6,False,TP_k06_05/TP_k06_05_01_ET_T10_meta.txt,INT176,TP_k06_05_MKII,INT,19.01.2023,INT176,TP_k06_05,2,INT,k,6,5,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,2.969
47629945,TP_k06_06.zip,18894615,eee9f9e069e9cee31dba9adf34e313fdb19596e8d16905f9331d88f8f12abae1,13,6,6,False,TP_k06_06/TP_k06_06_01_ET_T10_meta.txt,INT098,TP_k06_06_MKII,INT,19.01.2023,INT098,TP_k06_06,2,INT,k,6,6,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,22.627
47629960,TP_z23_02.zip,17356806,35c0cdf5144e74e31dec8a7f86c28c32a773523e551ee9b673168d0d5a1e0989,29,14,14,False,TP_z23_02/TP_z23_02_01_ET_T10_meta.txt,TP_z23_02,,HM,,TP_z23_02,TP_z23_02,2,HM,z,23,2,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.193
47630290,TP_z20_03.zip,20862751,2233401ab3f91745d71bd4f15578a39153e344b46851c251c31bc987163deb4e,37,18,18,False,TP_z20_03/TP_z20_03_01_ET_T10_meta.txt,TP_z20_03,,HM,,TP_z20_03,TP_z20_03,2,HM,z,20,3,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,27.299
47630293,TP_z04_02.zip,25521931,5f917b8d0c20bc8a853675540dd04553c08ba04e008e44d3d3329648922681ff,37,18,18,False,TP_z04_02/TP_z04_02_01_ET_T10_meta.txt,INT011,z04,INT,30.09.2021,INT020,TP_z04_02,1,INT,z,4,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,1;2,mapped-metadata-only,,5.778
47630314,TP_z02_03.zip,20594587,ff64731955b21a7fd3e44c8985e646445cb7226127f663f198f107f94fd60161,33,16,16,False,TP_z02_03/TP_z02_03_01_ET_T10_meta.txt,139,,SIE,,139,TP_z02_03,2,SIE,z,2,3,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,19.968
47630320,TP_z20_01.zip,21816916,333c555f7877d6211d61c79788fe9de815a058a8d398b131a576038dc093608c,37,18,18,False,TP_z20_01/TP_z20_01_01_ET_T10_meta.txt,TP_z20_01,,HM,,TP_z20_01,TP_z20_01,2,HM,z,20,1,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.064
47630323,TP_z23_03.zip,21543376,c0eec24fb2715b1c2cb8238d54bff8a24cd3dc16bfa28d81f43be084ee645f39,37,18,18,False,TP_z23_03/TP_z23_03_01_ET_T10_meta.txt,TP_z23_03,,HM,,TP_z23_03,TP_z23_03,2,HM,z,23,3,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.062
47630359,TP_k05_03.zip,25273721,2bc5271c8d9bac85b1cb9c3ab2a72347afd54f8938698cb76dc0204dda9dcf0e,23,11,11,False,TP_k05_03/TP_k05_03_01_ET_T10_meta.txt,INT051,TP_k05_03_MKII,INT,19.01.2023,INT051,TP_k05_03,2,INT,k,5,3,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.574
47630362,TP_k05_01.zip,25306711,3cfac688fec143382a560c8a287eba808842c82e16e648ddeb44cf09ac475a62,23,11,11,False,TP_k05_01/TP_k05_01_01_ET_T10_meta.txt,INT195,TP_k05_01_MKII,INT,19.01.2023,INT195,TP_k05_01,2,INT,k,5,1,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,39.874
47630371,TP_k04_02.zip,25392994,dc48058ef59642425c529332370c5d516550d42cef1eced1a48e4fdbc60678cb,23,11,11,False,TP_k04_02/TP_k04_02_01_ET_T10_meta.txt,INT004,TP_k04_02_MKII,INT,19.01.2023,INT004,TP_k04_02,2,INT,k,4,2,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.278
47630380,TP_k08_02.zip,25685426,f9b7e64b2d75ec790ce7f085d0df56675a1262232f25f843b378de7c566119b3,29,14,14,False,TP_k08_02/TP_k08_02_01_ET_T10_meta.txt,TP_k08_02,,HM,,TP_k08_02,TP_k08_02,2,HM,k,8,2,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,9.567
47630383,TP_k04_01.zip,25541725,c2bdc88666a28d009001e67aa71973a06d2769a25cf0bbea74b13233b54c4367,23,11,11,False,TP_k04_01/TP_k04_01_01_ET_T10_meta.txt,INT085,TP_k04_01_MKII,INT,19.01.2023,INT085,TP_k04_01,2,INT,k,4,1,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.074
47630431,TP_k08_01.zip,25315584,e8833ae0a45bb03a0d8c37284a7d6f5a13952678f31dbd4e0a29513c66bf5000,29,14,14,False,TP_k08_01/TP_k08_01_01_ET_T10_meta.txt,TP_k08_01,,HM,,TP_k08_01,TP_k08_01,2,HM,k,8,1,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.977
47630437,TP_k07_01.zip,25073999,5ebd871d747919f36c08198333a41e9652ff11a7ca7c725c5155317e6d978d0f,23,11,11,False,TP_k07_01/TP_k07_01_01_ET_T10_meta.txt,INT003,TP_k07_01_MKII,INT,19.01.2023,INT003,TP_k07_01,2,INT,k,7,1,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.151
47630440,TP_k04_03.zip,25478198,cfa0f1f49e9c7b3082beada7b7972d6811958234d9546fa3dd5c9eab416aa6cd,23,11,11,False,TP_k04_03/TP_k04_03_01_ET_T10_meta.txt,INT103,TP_k04_03_MKII,INT,19.01.2023,INT103,TP_k04_03,2,INT,k,4,3,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.579
47630443,TP_k06_01.zip,25834800,4b70ebde3c16d78c37829ead59ef7fcbc81fd292526206157fb6217b14c169a1,23,11,11,False,TP_k06_01/TP_k06_01_01_ET_T10_meta.txt,INT009,TP_k06_01_MKII,INT,19.01.2023,INT009,TP_k06_01,2,INT,k,6,1,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.275
47630674,TP_k07_02.zip,25505534,5911cd8fe147c47c3ce3da5c3869f708f65538aaba1af583e253e7dcf5ffda45,23,11,11,False,TP_k07_02/TP_k07_02_01_ET_T10_meta.txt,INT045,TP_k07_02_MKII,INT,19.01.2023,INT045,TP_k07_02,2,INT,k,7,2,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,9.996
47630677,TP_k07_03.zip,25281078,530b47660edfa5bea35bc4e93ec0e5db8ac134e434a2f09ed5d07a884a0add01,23,11,11,False,TP_k07_03/TP_k07_03_01_ET_T10_meta.txt,INT080,TP_k07_03_MKII,INT,19.01.2023,INT080,TP_k07_03,2,INT,k,7,3,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,7.352
47630680,TP_k08_03.zip,25436841,dab5d89bc1f5322a27063648fcb53bb4315aa2323093515d299250206b02bdc2,29,14,14,False,TP_k08_03/TP_k08_03_01_ET_T10_meta.txt,TP_k08_03,,HM,,TP_k08_03,TP_k08_03,2,HM,k,8,3,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.814
47630686,TP_k05_02.zip,25536065,82421d6e35aebec91e5baedc5341ec54e1429457c2c1d49a2a7c5a592859e7e3,23,11,11,False,TP_k05_02/TP_k05_02_01_ET_T10_meta.txt,INT114,TP_k05_02_MKII,INT,19.01.2023,INT114,TP_k05_02,2,INT,k,5,2,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.828
47630689,TP_k06_02.zip,25314232,f1ecbd5783094496be4c8977e985950e094e3307568fb4687f2dc2a7a2dd66ad,23,11,11,False,TP_k06_02/TP_k06_02_01_ET_T10_meta.txt,INT140,TP_k06_02_MKII,INT,19.01.2023,INT140,TP_k06_02,2,INT,k,6,2,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,4.837
47630692,TP_k06_03.zip,25514677,9c0af2c9a6a62bbf6003fb890ccf3fb847c85cf720622f1a6828fadf70d19605,23,11,11,False,TP_k06_03/TP_k06_03_01_ET_T10_meta.txt,INT091,TP_k06_03_MKII,INT,19.01.2023,INT091,TP_k06_03,2,INT,k,6,3,pi,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,3.847
47630698,TP_k10_01.zip,25256929,10276aa7bfd2459cb3e6a9bf90c5b0ae16354e70ef448882f2316fb84dd005e9,29,14,14,False,TP_k10_01/TP_k10_01_01_ET_T10_meta.txt,TP_k10_01,,HM,,TP_k10_01,TP_k10_01,2,HM,k,10,1,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.209
47630701,TP_k10_02.zip,25304741,e7d99157822855fd4d05cb98810adc66d68be81461bca2585b7dd945330ef2c7,29,14,14,False,TP_k10_02/TP_k10_02_01_ET_T10_meta.txt,TP_k10_02,,HM,,TP_k10_02,TP_k10_02,2,HM,k,10,2,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,29.936
47630716,TP_k09_01.zip,25617844,2e4bb2cf860ccb759702ddd6835a1212b13a2e435630110ce396eed5e29fed46,29,14,14,False,TP_k09_01/TP_k09_01_01_ET_T10_meta.txt,TP_k09_01,,HM,,TP_k09_01,TP_k09_01,2,HM,k,9,1,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,32.036
47630719,TP_k10_03.zip,25512071,007fff4c0ec65287e17bf87c4407d3f4842a4482823b5afda28a056647401f8b,29,14,14,False,TP_k10_03/TP_k10_03_01_ET_T10_meta.txt,TP_k10_03,,HM,,TP_k10_03,TP_k10_03,2,HM,k,10,3,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.242
47630722,TP_k09_03.zip,25688513,e7dbb1ba90809c1a805342611254947078ef7aa071f43d12c35c80b71ef2306f,29,14,14,False,TP_k09_03/TP_k09_03_01_ET_T10_meta.txt,TP_k09_03,,HM,,TP_k09_03,TP_k09_03,2,HM,k,9,3,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,41.475
47630728,TP_k09_02.zip,25770426,7c2eb78b0e76ae1e25c55bf4d28d326f7793e2365c27b31452eae3aa63fb9478,29,14,14,False,TP_k09_02/TP_k09_02_01_ET_T10_meta.txt,TP_k09_02,,HM,,TP_k09_02,TP_k09_02,2,HM,k,9,2,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,9.241
47630755,TP_k11_02.zip,25579419,1621d903cf3981aeb5ab102d52a3f243acadd057547fa6a9f0387b428ba072de,29,14,14,False,TP_k11_02/TP_k11_02_01_ET_T10_meta.txt,TP_k11_02,,HM,,TP_k11_02,TP_k11_02,2,HM,k,11,2,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.821
47630773,TP_k11_01.zip,25531146,da367d3947e509d46ff17f8c48bde4d6933c0ba94d8deb6b9217564bb7965790,29,14,14,False,TP_k11_01/TP_k11_01_01_ET_T10_meta.txt,TP_k11_01,,HM,,TP_k11_01,TP_k11_01,2,HM,k,11,1,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,6.187
47630776,TP_k11_03.zip,25766364,ffae11a6359af25951b3a206c98fce3cf4861f0cbf85b2d4b215cb1f72619c84,29,14,14,False,TP_k11_03/TP_k11_03_01_ET_T10_meta.txt,TP_k11_03,,HM,,TP_k11_03,TP_k11_03,2,HM,k,11,3,manual,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,3.378
47631133,TP_z02_02.zip,25472922,fda47d92d3f5e071fb763dbade28dcbe3ce7d66a65830f34a18ba46dc757a279,40,19,20,False,TP_z02_02/TP_z02_02_01_ET_T10_meta.txt,025,,SIE,,025,TP_z02_02,2,SIE,z,2,2,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,4.263
47631232,TP_z10_01.zip,28601785,3e598ec1507bb0b47e46c0c1cc514a2f2f55b7cf8fcd57aea58906670e9140fb,29,14,14,False,TP_z10_01/TP_z10_01_01_ET_T10_meta.txt,INT149,TP_z10_01_MKII,INT,17.02.2023,INT149,TP_z10_01,2,INT,z,10,1,cLH,exact-archive-serial-plus-internal-serial,testpoint_format_variant,,mapped-metadata-only,,5.23
47631268,TP_z02_01.zip,26937830,0f0d4337dcbfb25157e8bbb4f7e6eea71c42a12f4fd732fbd3f9081c5e7b1572,41,20,20,False,TP_z02_01/TP_z02_01_01_ET_T10_meta.txt,117,,SIE,,117,TP_z02_01,2,SIE,z,2,1,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,36.772
47632228,TP_z13_01.zip,47946382,08d8093a02a14c4848a19bdeef7918c2d08a7cd2fb28ea5a1c0495e54c659308,59,29,29,False,TP_z13_01/TP_z13_01_01_ET_T10_meta.txt,INT037,z13,INT,12.10.2021,INT046,TP_z13_01,1,INT,z,13,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,1;2,mapped-metadata-only,,26.362
47632234,TP_z25_03.zip,47889625,96f1d1fcfab49d518a59f73b1b84d7879d0a6dfda50aa7253b13cbde3e3efa3b,71,35,35,False,TP_z25_03/TP_z25_03_01_ET_T10_meta.txt,HM060,,HM,,HM060,TP_z25_03,1,HM,z,25,3,cLH,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,11.967
47632252,TP_z15_01.zip,41910011,91eaa706e4b18df3e7832401ff23479b4baff4e10bd181d5b5bc5e373e66cbdb,53,26,26,False,TP_z15_01/TP_z15_01_01_ET_T10_meta.txt,TP_z15_01,,HM,,TP_z15_01,TP_z15_01,2,HM,z,15,1,pi,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,5.652
47632270,TP_z19_02.zip,47242451,0aaf5d8ca4a64df96dce14902c63738bf8519cd50bb1a9051a2392bc590f2992,71,35,35,False,TP_z19_02/TP_z19_02_01_ET_T10_meta.txt,HM041,,HM,,HM041,TP_z19_02,1,HM,z,19,2,cLH,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,13.705
47632273,TP_z20_01.zip,46604282,d3a9ec6be0e1c79e15b6c482aaaffd04b46a04682e56a5d4044954271fc473bc,71,35,35,False,TP_z20_01/TP_z20_01_01_ET_T10_meta.txt,HM043,,HM,,HM043,TP_z20_01,1,HM,z,20,1,cLH,exact-archive-serial-plus-internal-serial,,,mapped-metadata-only,,8.69
