base_rmse_mean,aug_rmse_mean,relative_rmse_improvement_mean,relative_rmse_ci_lo,relative_rmse_ci_hi,pooled_base_r2,pooled_aug_r2,effect_fold_0,effect_fold_1,effect_fold_2,effect_fold_3,effect_fold_4,learner
0.10158457159110663,0.0817517563001689,0.19633870851838625,0.12278614931035228,0.25166729012506156,0.7419026401299879,0.8317566097248982,0.2799743102238891,0.18077041694620052,0.15753707737838019,0.029558829633457018,0.29947818817239896,extra-trees-sensitivity
0.12362827571489188,0.0810308445402273,0.34471951077043694,0.27510399422211357,0.418425160204108,0.6204506169664625,0.836549446033491,0.352241648914402,0.3316071009448402,0.31069313508918633,0.28306410661893777,0.4660179907218325,polynomial-ridge-sensitivity
