source_row_id,material_key,UTS_MPa,YS_MPa,dataset_label,log_ys,log_uts,uts_ys_ratio
1310,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,1366.3,1269.23,borg,3.103540328698213,3.135546068335079,1.0764794402905697
1311,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,1402.83,1371.21,borg,3.1371039718260474,3.1470050448450104,1.0230599251755748
1312,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,1471.05,1362.74,borg,3.1344130037903573,3.1676274343557127,1.0794795779092123
1313,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,1325.25,1241.81,borg,3.094055152794014,3.122297812898464,1.0671922435799357
1314,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,1021.32,930.3,borg,2.9686230209569886,3.0091618365631394,1.0978394066430184
1315,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,901.74,729.21,borg,2.8628526157084466,2.955081334834149,1.2365985107170774
1316,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,735.6,494.82,borg,2.6944472449467747,2.8666417205660397,1.486601188310901
1317,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,673.25,366.88,borg,2.5645240373858638,2.828176362083548,1.835068687309202
1318,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,618.51,290.65,borg,2.463370327292407,2.791346725646159,2.1280233958369172
1319,Co:0.2|Cr:0.2|Fe:0.2|Mn:0.2|Ni:0.2,598.75,258.76,borg,2.412897142468451,2.7772455264226195,2.3139202349667647
1340,Al:0.05005250263|Cr:0.1200560028|Fe:0.3500175009|Mn:0.2800140007|Ni:0.199859993,556.0,280.0,borg,2.4471580313422194,2.7450747915820575,1.9857142857142858
1341,Al:0.1001050053|Cr:0.1200560028|Fe:0.3500175009|Mn:0.2299614981|Ni:0.199859993,625.0,320.0,borg,2.505149978319906,2.7958800173440754,1.953125
1342,Al:0.05005250263|Cr:0.1200560028|Fe:0.3500175009|Mn:0.2800140007|Ni:0.199859993,1392.0,1253.0,borg,3.09795107099415,3.1436392352745433,1.1109337589784518
1343,Al:0.1001050053|Cr:0.1200560028|Fe:0.3500175009|Mn:0.2299614981|Ni:0.199859993,1500.0,1400.0,borg,3.146128035678238,3.1760912590556813,1.0714285714285714
1347,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,895.0,489.0,borg,2.6893088591236203,2.951823035315912,1.8302658486707566
1349,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,1122.0,952.0,borg,2.9786369483844743,3.0499928569201424,1.1785714285714286
1350,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,1245.0,1136.0,borg,3.055378331375,3.095169351431755,1.095950704225352
1351,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,1493.0,1301.0,borg,3.1142772965615864,3.1740598077250253,1.1475787855495772
1352,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,1421.0,1311.0,borg,3.117602691690084,3.15259407792747,1.083905415713196
1353,Co:0.2409638554|Cr:0.2409638554|Fe:0.2409638554|Mo:0.03614457831|Ni:0.2409638554,1458.0,1273.0,borg,3.1048284036536553,3.163757523981956,1.145326001571092
1354,Co:0.04873772791|Cr:0.1563814867|Cu:0.3471248247|Ni:0.350631136|Si:0.09712482468,810.0,777.0,borg,2.890421018800914,2.90848501887865,1.0424710424710424
1374,Co:0.2941176471|Cr:0.05882352941|Fe:0.2941176471|Ni:0.2941176471|Si:0.05882352941,732.0,225.0,borg,2.3521825181113627,2.864511081058392,3.2533333333333334
1375,Co:0.2941176471|Cr:0.05882352941|Fe:0.2941176471|Ni:0.2941176471|Si:0.05882352941,1070.0,705.0,borg,2.848189116991399,3.0293837776852097,1.5177304964539007
