target,entity_index,material_key,group,entity_distance,scope,group_distance,group_n
solubility,3011,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC/C=C\CCCCCCCC,acyclic:CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.23684210526315785,q1,0.23684210526315785,1
solubility,3016,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCCCCCCCCC,acyclic:CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCCCCCCCCC,0.0,q1,0.0,1
solubility,3028,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCCCCC/C=C\CCCCCCCCC,acyclic:CCCCCCCC/C=C\CCCCCCCCOC(=O)CCCCCC/C=C\CCCCCCCCC,0.0,q1,0.0,1
solubility,3030,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,0.2666666666666667,q3,0.525,49
solubility,3033,CCCCCCCC=O,acyclic:CCCCCCCC=O,0.0,q1,0.0,1
solubility,3054,CCCCCCCCC/C=C/CC1CC(=O)OC1=O,O=C1CCC(=O)O1,0.6111111111111112,q4,0.6198412698412699,4
solubility,3055,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,0.2666666666666667,q3,0.525,49
solubility,3072,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,0.2666666666666667,q3,0.525,49
solubility,3075,CCCCCCCCCCC(=O)O,acyclic:CCCCCCCCCCC(=O)O,0.0,q1,0.0,1
solubility,3080,CCCCCCCCCCC(O)CCC,acyclic:CCCCCCCCCCC(O)CCC,0.0,q1,0.0,1
solubility,3083,CCCCCCCCCCC=O,acyclic:CCCCCCCCCCC=O,0.0,q1,0.0,1
solubility,3091,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],acyclic:CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.4,q2,0.4,1
solubility,3094,CCCCCCCCCCCC(=O)O,acyclic:CCCCCCCCCCCC(=O)O,0.0,q1,0.0,1
solubility,3095,CCCCCCCCCCCC(=O)OC,acyclic:CCCCCCCCCCCC(=O)OC,0.0,q1,0.0,1
solubility,3099,CCCCCCCCCCCC(=O)OCC(O)CO,acyclic:CCCCCCCCCCCC(=O)OCC(O)CO,0.0,q1,0.0,1
solubility,3100,CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,C1CCOC1,0.5111111111111111,q3,0.5294117647058824,17
solubility,3103,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,C1CCOC1,0.6071428571428572,q3,0.5294117647058824,17
solubility,3104,CCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],acyclic:CCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],0.375,q2,0.375,1
solubility,3128,CCCCCCCCCCCCCCC,acyclic:CCCCCCCCCCCCCCC,0.0,q1,0.0,1
solubility,3129,CCCCCCCCCCCCCCC(=O)O,acyclic:CCCCCCCCCCCCCCC(=O)O,0.0,q1,0.0,1
solubility,3142,CCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,C1CCOC1,0.5111111111111111,q3,0.5294117647058824,17
solubility,3147,CCCCCCCCCCCCCCCCCC,acyclic:CCCCCCCCCCCCCCCCCC,0.0,q1,0.0,1
solubility,3149,CCCCCCCCCCCCCCCCCC(=O)NCCO,acyclic:CCCCCCCCCCCCCCCCCC(=O)NCCO,0.23076923076923073,q1,0.23076923076923073,1
solubility,3155,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC,C1CCOC1,0.5106382978723405,q3,0.5294117647058824,17
solubility,3158,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],acyclic:CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],0.0,q1,0.0,1
solubility,3163,CCCCCCCCCCCCCCCCCCC1CC(=O)N(CCNCCNCCNCCN2C(=O)CC(CCCCCCCCCCCCCCCCCC)C2=O)C1=O,O=C1CCC(=O)N1CCNCCNCCNCCN1C(=O)CCC1=O,0.6136363636363636,q4,0.6136363636363636,1
solubility,3176,CCCCCCCCCCCCCCCCCCCCCCO,acyclic:CCCCCCCCCCCCCCCCCCCCCCO,0.0,q1,0.0,1
solubility,3198,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],acyclic:CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.0,q1,0.0,1
solubility,3204,CCCCCCCCCCCCCCCCCc1ncc[nH]1,c1c[nH]cn1,0.6363636363636364,q4,0.653167602245389,28
solubility,3215,CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc1nc(-c2ccccc2)cs1,O=C(CC(=O)c1ccccc1)Nc1nc(-c2ccccc2)cs1,0.625,q4,0.625,1
solubility,3219,CCCCCCCCCCCCCCCCc1c(Oc2ccccc2S(=O)(=O)[O-])cccc1S(=O)(=O)[O-].[Na+].[Na+],c1ccc(Oc2ccccc2)cc1,0.5660377358490566,q3,0.5172413793103448,139
solubility,3221,CCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCC,acyclic:CCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCC,0.0,q1,0.0,1
solubility,3229,CCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])C(=O)[O-],acyclic:CCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])C(=O)[O-],0.34782608695652173,q2,0.34782608695652173,1
solubility,3249,CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],acyclic:CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],0.045454545454545414,q1,0.045454545454545414,1
solubility,3260,CCCCCCCCCCN1CCCCC1,C1CCNCC1,0.5625,q4,0.58125,20
solubility,3263,CCCCCCCCCCNC(=O)NC1CCCCC1,C1CCCCC1,0.4375,q4,0.6046511627906976,117
solubility,3268,CCCCCCCCCCOC(=O)C(C)O,acyclic:CCCCCCCCCCOC(=O)C(C)O,0.0,q1,0.0,1
solubility,3276,CCCCCCCCCCSC(=N)N,acyclic:CCCCCCCCCCSC(=N)N,0.0,q1,0.0,1
solubility,3281,CCCCCCCCCNCC(O)CO,acyclic:CCCCCCCCCNCC(O)CO,0.0,q1,0.0,1
