repetition,comparator,relative_log_rmse_gain,spearman_gain,raw_r2_gain
22,without_LiPF6,0.13384320480498846,0.03666135008202087,0.23262256721564167
22,LiPF6_only,0.3086160001504833,0.0436301540205547,-0.03912558854432924
22,LiBOB_wrong_salt_control,0.3103559392985442,0.09915171479949081,0.31526483595571553
22,LiBF4_fluorinated_control,0.40699436290818536,0.12217510487139682,0.7386624792963592
23,state_only,0.287080894245594,0.14012647863578098,0.18734173362152184
23,chemistry_permuted,0.26874034875310127,0.11377702990466909,0.1427738931221776
23,without_LiPF6,0.18357101974447898,0.036732290428021175,0.24648181964385496
23,LiPF6_only,0.26183251589324075,0.046079462883891864,-0.0346738944166074
23,LiBOB_wrong_salt_control,0.33215855387430904,0.10215934795879456,0.3276268654785537
23,LiBF4_fluorinated_control,0.38679829061697757,0.11626377194696824,0.684033809781966
24,state_only,0.2743459071184461,0.16067999258401755,0.22572673791941178
24,chemistry_permuted,0.2611285955165804,0.13341186095654622,0.172745142637184
24,without_LiPF6,0.1448868782069307,0.03943220192504726,0.24504746155458346
24,LiPF6_only,0.2835562835297304,0.04594465506074674,-0.010838737505984963
24,LiBOB_wrong_salt_control,0.27875879201986786,0.11043298112030708,0.3733628945482642
24,LiBF4_fluorinated_control,0.4040655216385971,0.128401937148081,0.7689871885202475
25,state_only,0.3027298830919808,0.16982208602716453,0.23040158291507828
25,chemistry_permuted,0.2898241192253954,0.1448126491760876,0.1802397354283981
25,without_LiPF6,0.1754881964482644,0.03877498933393286,0.2612639496379374
25,LiPF6_only,0.31563454850827355,0.058469880242665306,-0.021221221116096922
25,LiBOB_wrong_salt_control,0.32820165290165504,0.1264254468809397,0.39472818416260347
25,LiBF4_fluorinated_control,0.4251623163529873,0.13777875035452036,0.7382221868867331
26,state_only,0.241325620758312,0.1486428598859174,0.21898266637789632
26,chemistry_permuted,0.2315111052348352,0.12368784387127651,0.17579515403223045
26,without_LiPF6,0.1569094287611923,0.031168591360063225,0.25217494611226243
26,LiPF6_only,0.22795454724268727,0.03968529534212595,-0.022324539599627213
26,LiBOB_wrong_salt_control,0.3148619803180497,0.10796366848129846,0.2912463347656339
26,LiBF4_fluorinated_control,0.35741863881096325,0.11737320569313381,0.6780630940925727
