repetition,comparator,relative_log_rmse_gain,spearman_gain,raw_r2_gain
260,LiPF6_only,0.25901043013699376,0.03871668757794333,-0.028413658492284055
260,LiBOB_wrong_salt_control,0.3155165180969287,0.11995018950454461,0.31809647023081744
260,LiBF4_fluorinated_control,0.38991128691656607,0.10108714352987891,0.7455475951602626
261,state_only,0.3048551316499757,0.14273203662168987,0.17545220689485708
261,chemistry_permuted,0.2804068900101455,0.10723220716308857,0.10386483751426145
261,without_LiPF6,0.16074370639864877,0.044095131077714456,0.310298017202431
261,LiPF6_only,0.29470066228471736,0.041664393759312635,-0.02476239282108683
261,LiBOB_wrong_salt_control,0.27875325826420183,0.10751227444392397,0.3694616432637883
261,LiBF4_fluorinated_control,0.4003798122961396,0.12527745866810336,0.7016828491590883
262,state_only,0.2593778616463387,0.15999265351177538,0.2254193943652344
262,chemistry_permuted,0.24603001452987394,0.13289489898399187,0.19382790482150347
262,without_LiPF6,0.18699040601008365,0.03292443637161846,0.23609091394336423
262,LiPF6_only,0.19355950213559847,0.05002032466702999,-0.011966626979379447
262,LiBOB_wrong_salt_control,0.3503953370508561,0.15715889564242447,0.3524043539444395
262,LiBF4_fluorinated_control,0.36626937729016007,0.12664014029990567,0.7455562652132259
263,state_only,0.3045465493312516,0.15710795149403056,0.2129734044267333
263,chemistry_permuted,0.2903679677166735,0.12546635523931438,0.17292785724768767
263,without_LiPF6,0.19606264321511468,0.04112752968375988,0.2563252526906409
263,LiPF6_only,0.2997300627811367,0.03870381655307942,-0.05257906021020664
263,LiBOB_wrong_salt_control,0.296134099069743,0.11147209767522415,0.23134196727825995
263,LiBF4_fluorinated_control,0.4435948701239548,0.11255273742516547,0.7640255641658898
264,state_only,0.2618892373858115,0.14599748088229658,0.19068353057546383
264,chemistry_permuted,0.25217714008152214,0.11928451789955297,0.1444164691907578
264,without_LiPF6,0.17198580490603077,0.039274723235310005,0.28241101917217615
264,LiPF6_only,0.27923096768721956,0.041384370003344495,-0.050476984450554596
264,LiBOB_wrong_salt_control,0.2964810082243021,0.131823134017644,0.3602296629842472
264,LiBF4_fluorinated_control,0.4176278612273726,0.12616863493276897,0.7101782914068013
265,state_only,0.33740550966170657,0.165295816877725,0.21756732325427963
265,chemistry_permuted,0.3204756919789601,0.13855965731071496,0.16767971042425334
265,without_LiPF6,0.20236574612269154,0.04490350215763206,0.27517939002396674
265,LiPF6_only,0.3195941904280125,0.05558564923527254,-0.034643822104755806
265,LiBOB_wrong_salt_control,0.33970462456011197,0.1348506587279661,0.33411747653725754
265,LiBF4_fluorinated_control,0.4551834978991437,0.12468115158446513,0.7489447680171766
266,state_only,0.2327899183278569,0.15106949483105037,0.1969820708337452
266,chemistry_permuted,0.22265511120609194,0.12792609876322003,0.15233510236207626
266,without_LiPF6,0.1540086804330013,0.028734880381056538,0.2788764941881102
266,LiPF6_only,0.24999186142318164,0.05579774342382249,-0.016639442688674455
266,LiBOB_wrong_salt_control,0.28942526627968335,0.11374694118150164,0.3456059600741552
266,LiBF4_fluorinated_control,0.36433325158470287,0.13026325522458826,0.707865609109391
267,state_only,0.2474061786165891,0.1544697941854597,0.21282336786954892
267,chemistry_permuted,0.23653080631504386,0.12600566344910713,0.17184342313049117
267,without_LiPF6,0.12265587263877775,0.03262123716969212,0.2403798377314722
267,LiPF6_only,0.31484475794474054,0.04616161988008205,-0.038680587238167585
267,LiBOB_wrong_salt_control,0.2718457278707965,0.12377880959841792,0.29765364739162037
267,LiBF4_fluorinated_control,0.4219934164865755,0.1250256036025975,0.7610184124874738
268,state_only,0.2623333024650193,0.15528893852346914,0.21612934765431724
268,chemistry_permuted,0.24657001370220044,0.1251615757343154,0.15975664808995138
268,without_LiPF6,0.14655854915360422,0.0470715117272521,0.2937675516836432
268,LiPF6_only,0.26087021156552626,0.027175029567078735,-0.06387107996205421
268,LiBOB_wrong_salt_control,0.25020040978100133,0.09902915494843267,0.28314722808454695
268,LiBF4_fluorinated_control,0.3831715949003064,0.10654468671360351,0.712425536160337
269,state_only,0.27022698925092714,0.16637062745893394,0.21823614710361128
269,chemistry_permuted,0.2567596506306855,0.14200977670652726,0.1790478296570549
269,without_LiPF6,0.16719785707811496,0.044850133910193324,0.2742009654144858
269,LiPF6_only,0.2571440492976088,0.059454082454513335,-0.01486030739485078
269,LiBOB_wrong_salt_control,0.29153859008401106,0.10998878176313265,0.31757535074506305
269,LiBF4_fluorinated_control,0.38076669179606615,0.13650236124660964,0.7281889145221963
270,state_only,0.26974415558579756,0.1349222480834803,0.18980989843086438
270,chemistry_permuted,0.2533345192103472,0.10731661028757367,0.13423942196707406
270,without_LiPF6,0.18198398697333318,0.03622162514304772,0.27004057491940037
270,LiPF6_only,0.24681422382866514,0.0416669513132637,-0.031160946265176737
270,LiBOB_wrong_salt_control,0.30676794454264267,0.09879353587734885,0.3378248525803359
270,LiBF4_fluorinated_control,0.3843732890538637,0.11331229250849228,0.7327493288862088
271,state_only,0.24962968136050312,0.14596133270772205,0.19435981155925652
271,chemistry_permuted,0.2390474334672511,0.12303897640809713,0.1497257457403096
271,without_LiPF6,0.1377603461725505,0.03321651919436375,0.27392366224531484
271,LiPF6_only,0.28676570487204733,0.03681418468922737,-0.06422262432274684
271,LiBOB_wrong_salt_control,0.27416094244716793,0.12998225514248174,0.36162011479450495
271,LiBF4_fluorinated_control,0.39991162469940333,0.10499194378135901,0.6982087279127329
272,state_only,0.23629074867810607,0.13657545089669165,0.2001910069745163
272,chemistry_permuted,0.22854562145029478,0.1150732576444301,0.15490332622556113
272,without_LiPF6,0.2106877423199769,0.06450073274468449,0.30095592002154514
272,LiPF6_only,0.2604760662794734,0.0401420814614899,-0.023974089440154778
272,LiBOB_wrong_salt_control,0.33609240307391486,0.1447923825521642,0.44874426376857535
272,LiBF4_fluorinated_control,0.4089337050583235,0.12028296896528012,0.7965686226861175
273,state_only,0.29683786038182036,0.17595045722617741,0.22854967468965315
273,chemistry_permuted,0.28578240099466523,0.15407073049468234,0.18964250467797472
273,without_LiPF6,0.14868717416830046,0.02917698483764941,0.24849419227937708
273,LiPF6_only,0.34250520954546415,0.06987897025006973,-0.013959968873397788
273,LiBOB_wrong_salt_control,0.28305400506398715,0.12651214678186573,0.26324393297037973
273,LiBF4_fluorinated_control,0.43096947243168926,0.13583790289183828,0.7680025393936998
274,state_only,0.271576893998564,0.15763622219559792,0.21011205319550896
274,chemistry_permuted,0.24964069194260474,0.12221598179697213,0.15115280013394727
274,without_LiPF6,0.17653547308457918,0.04301711146405607,0.25457967761711864
274,LiPF6_only,0.2794726914394363,0.040564887702037145,-0.05710783851861945
274,LiBOB_wrong_salt_control,0.2821547704060423,0.10175707258558442,0.23273450956692154
274,LiBF4_fluorinated_control,0.4074861657214621,0.1180696089105463,0.7237987256327454
275,state_only,0.26385886601027064,0.15077433778749405,0.1886897308727925
275,chemistry_permuted,0.25339129195768595,0.12224060802245129,0.1465030916932647
275,without_LiPF6,0.17897429213117222,0.057155074024327734,0.27725309976163437
275,LiPF6_only,0.29674922853173824,0.03922402302696415,-0.07481293242203813
275,LiBOB_wrong_salt_control,0.2673167987764994,0.1179052085739607,0.2966105251801844
275,LiBF4_fluorinated_control,0.42290205641042644,0.12915519040772983,0.7206351906073285
276,state_only,0.2543928974606403,0.1535489544807206,0.21597077578549195
276,chemistry_permuted,0.24012806908513729,0.12394666059647197,0.14622059056919967
276,without_LiPF6,0.12611229373774613,0.0293878512682606,0.26312668897170954
276,LiPF6_only,0.2506013720077903,0.04579363168794415,-0.03524253415922418
276,LiBOB_wrong_salt_control,0.30282063316760943,0.12717101285877064,0.43141809952038734
276,LiBF4_fluorinated_control,0.336962319629432,0.115979278047604,0.6863015885831252
277,state_only,0.28685196955749515,0.16599396278658463,0.2542279637926549
277,chemistry_permuted,0.2682619681149857,0.1333145943532399,0.17723302520073392
277,without_LiPF6,0.14222720688960777,0.04125136548578823,0.27737081008390163
277,LiPF6_only,0.3022924756869496,0.05759404864688378,-0.006880828606573686
277,LiBOB_wrong_salt_control,0.2922178192034611,0.11035219759169146,0.47156051787175224
277,LiBF4_fluorinated_control,0.3947699865196225,0.13979042494750005,0.7152989626533346
278,state_only,0.2711090233188186,0.13200641538735736,0.19687791233623708
278,chemistry_permuted,0.25412867360152724,0.10444640607202937,0.1580728140167259
278,without_LiPF6,0.19071170636526946,0.036834555498578836,0.25895261376501577
278,LiPF6_only,0.29026374667904276,0.03999806277992868,-0.03161677932987095
278,LiBOB_wrong_salt_control,0.32294394374732316,0.11672626373018335,0.32401487546777075
278,LiBF4_fluorinated_control,0.42804476588869567,0.10366141639518756,0.7499938106280373
279,state_only,0.25624546190539876,0.15236904105487192,0.18777939759453177
279,chemistry_permuted,0.24385283751984066,0.12589196360354993,0.14081727167806413
279,without_LiPF6,0.17520325034956474,0.04981405215309154,0.2559547179943068
279,LiPF6_only,0.29915649012105083,0.04667661488007169,-0.06155713467817436
279,LiBOB_wrong_salt_control,0.2673560054566986,0.09585581060421644,0.20386579868709087
279,LiBF4_fluorinated_control,0.4194294176863892,0.13691819170764064,0.7415177328170293
280,state_only,0.23423118177193036,0.1542086322247158,0.24615802307519863
280,chemistry_permuted,0.21973739114367274,0.12610416917738854,0.17841473206048708
280,without_LiPF6,0.14807545936423927,0.04798307864935669,0.22051183829227794
280,LiPF6_only,0.23943700959177217,0.05948957576805147,0.02322990224529542
280,LiBOB_wrong_salt_control,0.3172937853804485,0.1491558002343727,0.5729195519513294
280,LiBF4_fluorinated_control,0.34296840858619204,0.13381580126184256,0.6947561044884366
281,state_only,0.24831821592520775,0.13897255857676705,0.15669143528150142
281,chemistry_permuted,0.23517384850868028,0.11155017848709348,0.12064105107068557
281,without_LiPF6,0.18307831532960206,0.053697060870742996,0.27267873207963056
281,LiPF6_only,0.29526187338616294,0.035244760414749665,-0.09502431756080887
281,LiBOB_wrong_salt_control,0.3001504852209056,0.08327909914107534,0.17537566741247934
281,LiBF4_fluorinated_control,0.43051805921569464,0.12068988103494405,0.7362742743849512
282,state_only,0.23298066142656948,0.1524047911882016,0.21318023797907137
282,chemistry_permuted,0.22137084840361587,0.12601264613157515,0.17256793878913468
282,without_LiPF6,0.13869671653977178,0.04360576065965038,0.28181644852293664
282,LiPF6_only,0.2710729949118722,0.03708516756714342,-0.05726743182870753
282,LiBOB_wrong_salt_control,0.24112739745881184,0.10611010712905211,0.25075836189785516
282,LiBF4_fluorinated_control,0.39744932251441545,0.11340958971344417,0.786075945608437
283,state_only,0.2780953192691892,0.17633520492141896,0.25709128881802024
283,chemistry_permuted,0.2541254868497882,0.14151930804404134,0.19259081854473203
283,without_LiPF6,0.12800276846788006,0.030438266357317945,0.22800798279522627
283,LiPF6_only,0.28839806036307836,0.05126837288549013,-0.018963711005367534
283,LiBOB_wrong_salt_control,0.27649595719811726,0.11127565661688865,0.35227608378419506
283,LiBF4_fluorinated_control,0.3927272898446419,0.1302439139629531,0.698924399377606
284,state_only,0.2510624105828809,0.1548209478039847,0.22878003173770078
284,chemistry_permuted,0.2259283261870756,0.12018630756480653,0.14445332342263972
284,without_LiPF6,0.13633339646852316,0.044303727922709424,0.27216281972880285
284,LiPF6_only,0.28193035238869,0.03414732781120022,-0.049170030842704104
284,LiBOB_wrong_salt_control,0.2984622391984949,0.11377134326706762,0.4580268203732336
284,LiBF4_fluorinated_control,0.3863716495905276,0.1069127107384088,0.7321881342706589
285,state_only,0.2981940262852445,0.15366562748085666,0.22836104409322533
285,chemistry_permuted,0.28187224296228797,0.12468707828418746,0.1646588638410782
285,without_LiPF6,0.16643768596838215,0.04064660152025268,0.2670775340766769
285,LiPF6_only,0.33939591738362507,0.05121521347791047,-0.01244725983109507
285,LiBOB_wrong_salt_control,0.33976694908182437,0.12674316603196267,0.45344257122934895
285,LiBF4_fluorinated_control,0.4392206449669708,0.12999871489098735,0.7246688636911819
286,state_only,0.24066528230922968,0.14258253645027152,0.1988285427400992
286,chemistry_permuted,0.23099004493508613,0.11640897534941597,0.14418909096177057
286,without_LiPF6,0.14475988780934745,0.04936443716656713,0.30103015193832017
286,LiPF6_only,0.3106214300644926,0.03299935197939108,-0.06140498347857892
286,LiBOB_wrong_salt_control,0.24523869316890912,0.10609022105134835,0.34277352387541593
286,LiBF4_fluorinated_control,0.4119570369555047,0.11408802039537869,0.7383245728632787
287,state_only,0.3332116231057335,0.17071808121779508,0.24507511166489182
287,chemistry_permuted,0.3111112946703264,0.13423028302546935,0.16262891534623702
287,without_LiPF6,0.17060157060022696,0.039938134161625616,0.2741199905799222
287,LiPF6_only,0.2718936303483446,0.041736611140602564,-0.02020017018968412
287,LiBOB_wrong_salt_control,0.3358114958903198,0.11922536108397452,0.49141671666333464
287,LiBF4_fluorinated_control,0.4011423886774972,0.13549668338187992,0.7180470415538451
288,state_only,0.3534886063489804,0.1573732914401842,0.2270785950073193
288,chemistry_permuted,0.3323756443847482,0.13035088366084147,0.17854454197161707
288,without_LiPF6,0.20593099650919178,0.040537960050905375,0.28765190603218427
288,LiPF6_only,0.32732269414543314,0.047720592410455565,-0.00720013864842417
288,LiBOB_wrong_salt_control,0.3537977584816533,0.14139984834404895,0.42290252058110156
288,LiBF4_fluorinated_control,0.4568196422875329,0.1178539386330314,0.7332069625746223
289,state_only,0.27412404436829485,0.15929135089877156,0.20994702835295043
289,chemistry_permuted,0.2571096807834452,0.12900908659511545,0.16655801650915159
289,without_LiPF6,0.19229951498782627,0.04851358102871939,0.26692212304761953
289,LiPF6_only,0.2857842960832849,0.05725841036838675,-0.038523780772482974
289,LiBOB_wrong_salt_control,0.3405826809845983,0.1314578806408675,0.2926774910980402
289,LiBF4_fluorinated_control,0.4224554543303124,0.1364342138800575,0.7431535800818967
290,state_only,0.25907132932594845,0.1715272108181891,0.241451915124552
290,chemistry_permuted,0.24212342976873003,0.13790777960126444,0.17436026165245988
290,without_LiPF6,0.13108726503959534,0.05123590188309468,0.2540957854701279
290,LiPF6_only,0.28793251292286515,0.046408271763681896,-0.02617260451838066
290,LiBOB_wrong_salt_control,0.31656791357088887,0.13936921170127403,0.4639631552291156
290,LiBF4_fluorinated_control,0.3807485578703388,0.14056482783942514,0.7291163247738496
291,state_only,0.26964819259312045,0.1733172590861467,0.2540964951914192
291,chemistry_permuted,0.2546513530819864,0.1384191353262757,0.18635672305025774
291,without_LiPF6,0.1481579109668668,0.03161783254738337,0.25196146083677495
291,LiPF6_only,0.28641424635736856,0.05694846716492241,-0.0067643860811366086
291,LiBOB_wrong_salt_control,0.3209957772550053,0.14709172082267208,0.44533927455757594
291,LiBF4_fluorinated_control,0.40209311052633745,0.13558020770856183,0.7768343765759627
292,state_only,0.33108074375129803,0.17765086652600026,0.2499989766470625
292,chemistry_permuted,0.3078421864937725,0.14459158147039275,0.1810997633670508
292,without_LiPF6,0.21947966442230527,0.060419619373567546,0.2703258995922938
292,LiPF6_only,0.2666340851586051,0.04737635852032529,-0.03189303339232863
292,LiBOB_wrong_salt_control,0.3936033034321005,0.17302675506386034,0.6033418345436684
292,LiBF4_fluorinated_control,0.40510761151439323,0.11504952024751147,0.7252698289227077
293,state_only,0.30701427202219345,0.1786941010233647,0.26067891078698313
293,chemistry_permuted,0.28945204152868065,0.14444897541825774,0.18268573972498225
293,without_LiPF6,0.16880342277308746,0.05564249973460389,0.25797673890999795
293,LiPF6_only,0.3278317338255612,0.056925124194146526,-0.01885643702669948
293,LiBOB_wrong_salt_control,0.32791922596589174,0.13649514692425702,0.5157390336757437
293,LiBF4_fluorinated_control,0.42096428030661637,0.1452861000343324,0.7175794451023938
294,state_only,0.2993731633762067,0.1575877479904355,0.22123810987560566
294,chemistry_permuted,0.27980101627611487,0.12582540328847014,0.12947663513020757
294,without_LiPF6,0.168484284920296,0.05264468360700425,0.29567642161911567
294,LiPF6_only,0.2877061374258518,0.040564562356177336,-0.01198821108204673
294,LiBOB_wrong_salt_control,0.3208343550978082,0.12163948488939924,0.5732290173013256
294,LiBF4_fluorinated_control,0.3957984221746004,0.13577909337013683,0.7245829743141619
295,state_only,0.2509304067585634,0.14127131866276066,0.20626324725671585
295,chemistry_permuted,0.22761249892605162,0.10667661710418774,0.13238099052000607
295,without_LiPF6,0.17301802456481552,0.02961511762738145,0.25853891209183655
295,LiPF6_only,0.21800303710716107,0.03164990936069789,-0.05717815533822157
295,LiBOB_wrong_salt_control,0.3508927046910839,0.11181930834404341,0.4579568352992949
295,LiBF4_fluorinated_control,0.3577102193496353,0.10792900450588316,0.6749496289127667
296,state_only,0.2448211860158701,0.14490144877342714,0.169324973313566
296,chemistry_permuted,0.2360308745585501,0.1186606402461875,0.12543751247678003
296,without_LiPF6,0.15582495798110252,0.04788055584745765,0.2763532585336388
296,LiPF6_only,0.30879478236011704,0.04949988659418891,-0.053816503933634685
296,LiBOB_wrong_salt_control,0.2318293958085994,0.08111285462038254,0.22494540640605942
296,LiBF4_fluorinated_control,0.4263281724680028,0.13480008983208136,0.7930783725888972
297,state_only,0.20509014712389917,0.1324039177190185,0.2025503761186529
297,chemistry_permuted,0.18489632083420549,0.09840928047152164,0.15037231084852687
297,without_LiPF6,0.14432789440773086,0.0346833849300453,0.22554204651707366
297,LiPF6_only,0.1537974623314171,0.02743017376917034,-0.023070036894129675
297,LiBOB_wrong_salt_control,0.29279009970684877,0.11317980651666348,0.32254042190690146
297,LiBF4_fluorinated_control,0.31099545024945274,0.08682504631691634,0.7296723838569394
298,state_only,0.28770411388549233,0.16809510143793782,0.19471716037433862
298,chemistry_permuted,0.27605265800566403,0.14440725660275655,0.16790137934790783
298,without_LiPF6,0.15167708946008274,0.03172081861236942,0.27290413034179506
298,LiPF6_only,0.2805377635172541,0.04993131312794841,-0.0785974265304259
298,LiBOB_wrong_salt_control,0.3002172483364113,0.1331122996626649,0.25199571661822806
298,LiBF4_fluorinated_control,0.4060909577433619,0.13644930345735806,0.7064821379933242
299,state_only,0.25675811463945,0.14896536123752047,0.18789052187871436
299,chemistry_permuted,0.2517643215597335,0.1276568098128853,0.1472553459968471
299,without_LiPF6,0.16351851748126434,0.043710140715876866,0.2618794003765028
299,LiPF6_only,0.3052365106210706,0.05088056020833032,-0.03981070793666852
299,LiBOB_wrong_salt_control,0.2966372494408991,0.12168085999757927,0.3572201910135706
299,LiBF4_fluorinated_control,0.42008005688260475,0.13608002651833795,0.7621885864229674
300,state_only,0.28723906414284894,0.17827031572845564,0.2305555494282301
300,chemistry_permuted,0.27761254259196533,0.1528076035007554,0.18865720288355603
300,without_LiPF6,0.15751068268293444,0.059326371610043394,0.27960483401318226
300,LiPF6_only,0.3486503155366536,0.06935688924959116,-0.025763611182474833
300,LiBOB_wrong_salt_control,0.29950477186131796,0.1673353571343461,0.416226057241865
300,LiBF4_fluorinated_control,0.43264317002629227,0.14560735771184308,0.7646498348562378
301,state_only,0.2634855910845484,0.15011675739133556,0.20199743451921381
301,chemistry_permuted,0.25401731853097587,0.1275205152994957,0.1706261530324501
301,without_LiPF6,0.1332324027493499,0.028530052536704154,0.2514279601044692
301,LiPF6_only,0.3080651993516651,0.039714159112059555,-0.05469341069647915
301,LiBOB_wrong_salt_control,0.30903450576523284,0.13289258184618968,0.385352505341932
301,LiBF4_fluorinated_control,0.40692871609555237,0.13017760738002448,0.7160032854789353
302,state_only,0.22170208736821417,0.10540775726756835,0.1698227880295926
302,chemistry_permuted,0.21499363020621343,0.08853640796071027,0.1259140635901873
302,without_LiPF6,0.14211656145356144,0.0413913499369406,0.2790959806378883
302,LiPF6_only,0.277626856936136,0.032970010582466625,-0.012998809407125611
302,LiBOB_wrong_salt_control,0.26494110192743103,0.1025618811255713,0.44441375247380643
302,LiBF4_fluorinated_control,0.3856912018376423,0.10864075922231786,0.7373721127945003
303,state_only,0.2730769365012343,0.17356598933715162,0.2683172455685552
303,chemistry_permuted,0.24830238219665246,0.1380496551380238,0.1868413473781062
303,without_LiPF6,0.15728903444774833,0.05148426790839544,0.2605650937047481
303,LiPF6_only,0.2686886357133128,0.05897985578700804,0.012413078053127968
303,LiBOB_wrong_salt_control,0.34425177241568095,0.1689901212439091,0.6126425131601926
303,LiBF4_fluorinated_control,0.37364778505207497,0.1372063666502702,0.7035888701303901
304,state_only,0.2867346094012425,0.1598821871081395,0.23318107581972736
304,chemistry_permuted,0.26279891752415563,0.12418431457652013,0.16381571296241793
304,without_LiPF6,0.133618276422942,0.02564861158449483,0.19577047488530297
304,LiPF6_only,0.2565675332188442,0.04529172717520047,0.0005529406454471975
304,LiBOB_wrong_salt_control,0.3468968146553574,0.13686191054196806,0.44974087516214123
304,LiBF4_fluorinated_control,0.38988926847272176,0.11987663756228073,0.7327197996347623
305,state_only,0.21525511436598133,0.12259544771177311,0.15406273190100783
305,chemistry_permuted,0.20992890837891331,0.09744861688611872,0.12081749470838898
305,without_LiPF6,0.19742059351981966,0.05494365678910629,0.27286495812617295
305,LiPF6_only,0.22807689118258656,0.03338232115952422,-0.08053634275785626
305,LiBOB_wrong_salt_control,0.2800692247984391,0.09748571447154819,0.16145294833123325
305,LiBF4_fluorinated_control,0.3798929793901,0.10280728181320531,0.7182683877311551
306,state_only,0.28578541643234856,0.18263833820601905,0.25771682053420597
306,chemistry_permuted,0.27294090566018625,0.14982605724226372,0.19992557571472813
306,without_LiPF6,0.1872396524714235,0.05060844667844444,0.23718780015418117
306,LiPF6_only,0.278004981561209,0.05715178732907067,-0.012585182551873353
306,LiBOB_wrong_salt_control,0.34921512319777803,0.1639845460303605,0.4156429686739197
306,LiBF4_fluorinated_control,0.4236546246403583,0.14122179813605706,0.7676325527053339
307,state_only,0.25546767802025816,0.1668096402788113,0.2699331016941525
307,chemistry_permuted,0.233942455287805,0.13546624583455968,0.19203213968320254
307,without_LiPF6,0.12705859787199814,0.034449064883481983,0.2562509280200911
307,LiPF6_only,0.2625534010739631,0.0484839052856445,-0.01937186993423967
307,LiBOB_wrong_salt_control,0.316687912709968,0.12234422077684126,0.4713977989714967
307,LiBF4_fluorinated_control,0.3596804568243531,0.1237309334701755,0.683576684117264
308,state_only,0.33430025768145677,0.16804886116971463,0.17860711890521885
308,chemistry_permuted,0.32828256688964763,0.14958434193653658,0.15137550719481296
308,without_LiPF6,0.17319969545726688,0.02232973561520446,0.2862751994756254
308,LiPF6_only,0.37424650924413383,0.06848336440496905,-0.06909241207401084
308,LiBOB_wrong_salt_control,0.28030988422561665,0.10445487331797132,0.17827403771643102
308,LiBF4_fluorinated_control,0.47442580242656673,0.14842284481455426,0.7604833250589176
309,state_only,0.2599369264769201,0.1574680478855629,0.2579185694021988
309,chemistry_permuted,0.24987440007793338,0.12759151240783628,0.1963395079500323
309,without_LiPF6,0.15309092840616811,0.056302957436522916,0.27052521318189826
309,LiPF6_only,0.28984777080199187,0.03891530516056696,-0.012764051522412001
309,LiBOB_wrong_salt_control,0.26198185876373203,0.1270683884796422,0.47818106971865026
309,LiBF4_fluorinated_control,0.41068729652151204,0.11291961992118493,0.8014726731942888
310,state_only,0.2581417993627365,0.15011892308554464,0.1929653052711593
310,chemistry_permuted,0.24898399880663513,0.12558455548897696,0.16236458677197085
310,without_LiPF6,0.159675258470234,0.04619983199602862,0.3034444360032936
310,LiPF6_only,0.28877777185846554,0.04487762015516361,-0.05060312715474369
310,LiBOB_wrong_salt_control,0.2351245605586807,0.09269299336189396,0.1670126999677971
310,LiBF4_fluorinated_control,0.41579876624705914,0.12736947206980775,0.7883655866399809
311,state_only,0.29274789827464753,0.16695401740277127,0.22973113887330454
311,chemistry_permuted,0.27374945699266884,0.1340846145029293,0.16274393737282178
311,without_LiPF6,0.16020878137101924,0.040118571588812046,0.26371195842403194
311,LiPF6_only,0.266374374134803,0.04791814073266798,-0.058548549136913874
311,LiBOB_wrong_salt_control,0.3009150129183329,0.10158025192050946,0.3516959045050271
311,LiBF4_fluorinated_control,0.3694927361270087,0.1274764934039232,0.6257224096517475
312,state_only,0.3438129386227514,0.1897061643782999,0.23495992246515374
312,chemistry_permuted,0.32582454191503574,0.15813746579504107,0.1758971290507485
312,without_LiPF6,0.1660069522454355,0.022069966119442785,0.26816361002873135
312,LiPF6_only,0.3272426858447731,0.06783792515556675,-0.02501110887362401
312,LiBOB_wrong_salt_control,0.30518518234839853,0.11900915820791214,0.37937911834220794
312,LiBF4_fluorinated_control,0.4366136181992726,0.14473722323539262,0.7423166694996919
313,state_only,0.2955606208453735,0.18047768724540858,0.24630249928492365
313,chemistry_permuted,0.27816904923225283,0.14788686536468698,0.1978634241097058
313,without_LiPF6,0.15520056541049387,0.034765725844240425,0.2751163140664836
313,LiPF6_only,0.30483648354570003,0.06932756697213804,-0.021628242403057385
313,LiBOB_wrong_salt_control,0.29993823306224043,0.10989466486940458,0.32140819962828326
313,LiBF4_fluorinated_control,0.4042574412211316,0.1489839935675149,0.7294940915601442
314,state_only,0.2735296020571767,0.17264911527149485,0.26185129498497517
314,chemistry_permuted,0.25274585746462386,0.14229300275714696,0.2100531399670208
314,without_LiPF6,0.14997646714133483,0.032286120478079994,0.23469849284501187
314,LiPF6_only,0.25691995176703064,0.05694186752012931,-0.009664863474555196
314,LiBOB_wrong_salt_control,0.3247467112955392,0.12231118570249166,0.3813945347803336
314,LiBF4_fluorinated_control,0.3622771069511058,0.1339434791379811,0.6595290624799545
315,state_only,0.277691952575685,0.16072795696782072,0.22156226670348922
315,chemistry_permuted,0.25880714093659274,0.12806830305796635,0.1765290154314797
315,without_LiPF6,0.19738686144390827,0.051451086709168425,0.2601479710609348
315,LiPF6_only,0.2685054545087727,0.054918533798152924,-0.03903537978547045
315,LiBOB_wrong_salt_control,0.34392668358282974,0.1392745980308221,0.33573092099508817
315,LiBF4_fluorinated_control,0.4073660227563983,0.12200542826220906,0.7190218426291172
316,state_only,0.31427288798360997,0.18141050162147732,0.2517369234617862
316,chemistry_permuted,0.29424128383522963,0.14565867665117838,0.178974015355701
316,without_LiPF6,0.14164251024717622,0.04439304697537172,0.2513289631463008
316,LiPF6_only,0.30091673025078847,0.05231233109271527,-0.008883079553638762
316,LiBOB_wrong_salt_control,0.31904058136725644,0.12906735324591279,0.5007026911865452
316,LiBF4_fluorinated_control,0.3840593675148227,0.13748006357425835,0.7128977041594534
317,state_only,0.2806963804878748,0.14762171274710068,0.1796937912185279
317,chemistry_permuted,0.26615865849424036,0.12495204556605144,0.15177295972832494
317,without_LiPF6,0.14677771538286122,0.0201664609453881,0.2810226639182549
317,LiPF6_only,0.28547256451731284,0.04250620901339164,-0.05662038569222061
317,LiBOB_wrong_salt_control,0.2603644045943069,0.07961610369786343,0.20972042485843667
317,LiBF4_fluorinated_control,0.4041100539387641,0.11865459056483951,0.7315855414128896
318,state_only,0.23819182657875781,0.14961262148134435,0.19968402619957604
318,chemistry_permuted,0.2320936693228467,0.1277607292024513,0.1639639991477262
318,without_LiPF6,0.17628902215541664,0.03725944890104249,0.294621656925121
318,LiPF6_only,0.27101194514874993,0.04012860694884024,-0.056860630970868575
318,LiBOB_wrong_salt_control,0.26691135930325993,0.12268797567020207,0.2788280247152728
318,LiBF4_fluorinated_control,0.4032541709211477,0.12002099160281832,0.7892602938842899
319,state_only,0.2996218090294065,0.1564393211413041,0.19284653028512766
319,chemistry_permuted,0.28148132460624087,0.1293432408778865,0.13942884188279503
319,without_LiPF6,0.17534465586344306,0.0345402440688366,0.27549236201999183
319,LiPF6_only,0.2778516778590493,0.04280645609253708,-0.06129538598942652
319,LiBOB_wrong_salt_control,0.2882689968532166,0.10956331987219126,0.278914434644557
319,LiBF4_fluorinated_control,0.4004961891111414,0.13101531778788333,0.6675679606939671
320,state_only,0.2387238689167468,0.15693963223215457,0.19086682606368743
320,chemistry_permuted,0.22953890644091934,0.1264472566491286,0.14973394375796778
320,without_LiPF6,0.16190826615899856,0.0372926475837283,0.24030839597250386
