base_rmse_mean,aug_rmse_mean,relative_rmse_improvement_mean,relative_rmse_ci_lo,relative_rmse_ci_hi,pooled_base_r2,pooled_aug_r2,effect_year1_to_year2,effect_years1_2_to_year3,base_r2_repeat_mean,aug_r2_repeat_mean,year1_to_year2_base_r2_mean,year1_to_year2_aug_r2_mean,years1_2_to_year3_base_r2_mean,years1_2_to_year3_aug_r2_mean,feature_set,process_columns,excluded_columns,analysis_status
0.17781613627121523,0.16847104371778632,0.05234145710749956,0.037429879246446175,0.07033669746505826,-1.2158578023551407,-0.9923390066466895,0.05828049473968149,0.02182771247973741,-2.1437673022930213,-1.9040916613465848,-1.4731958001235526,-1.1838447528488047,-2.81433880446249,-2.6243385698443653,element-composition-plus-pretest-process,cold_work_percent_reduction;holding_time_h;grain_size_um,campaign_year;cracked,post-confirmation-sensitivity
