budget,repeat,method,scope,evaluation_rows,rmse,mae,r2,spearman,selected_alpha,selected_correction_weight,mean_absolute_correction,active_training_rows,inner_hurdle_fallback_folds,training_scaffolds,insufficient_scaffold_abstention,target_only_rmse,relative_rmse_gain
30,36,scalar_optical_residual,dynamic_hard_ood_40pct,157,0.6902497228345086,0.3975530698915815,-0.4384351620390048,0.013720049612008187,0.1,0.25,0.23737725296469875,12,1,4,False,0.5732228516676843,-0.20415597673113797
30,36,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,157,0.5732228516676843,0.3140871364039791,0.007970014535550574,0.03922202341118914,0.1,0.0,0.0,12,1,4,False,0.5732228516676843,0.0
30,36,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,157,0.5732228516676843,0.3140871364039791,0.007970014535550574,0.03922202341118914,0.1,0.0,0.0,12,1,4,False,0.5732228516676843,0.0
30,36,state_blind_pretrained_residual,dynamic_hard_ood_40pct,157,0.5732228516676843,0.3140871364039791,0.007970014535550574,0.03922202341118914,0.1,0.0,0.0,12,1,4,False,0.5732228516676843,0.0
30,36,target_only_direct_regression,dynamic_hard_ood_40pct,157,0.581689485759632,0.31305579344536627,-0.021551431096683782,0.049582764482716,,,,12,1,4,False,0.5732228516676843,-0.014770231276222881
30,36,scalar_optical_residual,full_scaffold_separated_evaluation,391,0.7526929177038316,0.4462232776883244,-0.666300972722278,-0.13477624380832207,0.1,0.25,0.23737725296469875,12,1,4,False,0.5852592853523382,-0.2860845381559302
30,36,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,391,0.5852592853523382,0.3338616059463262,-0.007428919951125712,0.13606617124854345,0.1,0.0,0.0,12,1,4,False,0.5852592853523382,0.0
30,36,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,391,0.5852592853523382,0.3338616059463262,-0.007428919951125712,0.13606617124854345,0.1,0.0,0.0,12,1,4,False,0.5852592853523382,0.0
30,36,state_blind_pretrained_residual,full_scaffold_separated_evaluation,391,0.5852592853523382,0.3338616059463262,-0.007428919951125712,0.13606617124854345,0.1,0.0,0.0,12,1,4,False,0.5852592853523382,0.0
30,36,target_only_direct_regression,full_scaffold_separated_evaluation,391,0.6120029979763957,0.33746965535662937,-0.10160243628518617,0.12549074146746156,,,,12,1,4,False,0.5852592853523382,-0.0456954947890442
30,37,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.565779985559299,0.3437462075308516,-0.04993545966643542,-0.014821311447005221,0.1,0.25,0.06168294207218655,12,0,18,False,0.553239516275967,-0.022667341927680613
30,37,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.5616111321180538,0.34485096542492416,-0.03451992190858899,0.05419815419951263,1000.0,0.5,0.042348722601228794,12,0,18,False,0.553239516275967,-0.01513199183319157
30,37,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,0.7863448218695283,0.5013229611174929,-1.0281193356504899,0.19452978055549877,0.1,1.0,0.34607553621949155,12,0,18,False,0.553239516275967,-0.4213460874282227
30,37,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.5550074167774456,0.34974301664791957,-0.010334112552563779,0.12328167625368579,1000.0,0.75,0.05512709653188376,12,0,18,False,0.553239516275967,-0.003195542707033793
30,37,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.5666935859482841,0.32939249231568213,-0.05332899046053874,0.09956462062887296,,,,12,0,18,False,0.553239516275967,-0.024318706955137208
30,37,scalar_optical_residual,full_scaffold_separated_evaluation,541,0.6036601408533279,0.35720425386841914,0.004762238728550194,0.10349228144203736,0.1,0.25,0.06168294207218655,12,0,18,False,0.5908530070171639,-0.021675668371087604
30,37,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,541,0.5951849995434473,0.3635202311840498,0.03251152897557941,0.2021977299215574,1000.0,0.5,0.042348722601228794,12,0,18,False,0.5908530070171639,-0.007331760141414521
30,37,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,541,0.8059295131040755,0.533442131893865,-0.7739278989787342,0.2610247602988276,0.1,1.0,0.34607553621949155,12,0,18,False,0.5908530070171639,-0.36401017432862737
30,37,state_blind_pretrained_residual,full_scaffold_separated_evaluation,541,0.5856783540817834,0.36488504969156177,0.0631712915262298,0.24405395043863923,1000.0,0.75,0.05512709653188376,12,0,18,False,0.5908530070171639,0.008757936193815853
30,37,target_only_direct_regression,full_scaffold_separated_evaluation,541,0.6087952065130854,0.35178388401458327,-0.012241859243138142,0.1344358614787981,,,,12,0,18,False,0.5908530070171639,-0.030366604354778635
30,38,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.6244711901555056,0.30054599152609285,-0.007604622139545603,0.03442008310625273,100.0,1.0,0.03718951649851622,16,0,11,False,0.622958452513993,-0.0024283122500511024
30,38,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.6378028491401013,0.28770610676313557,-0.05108598854450075,0.04534156856822438,1000.0,0.25,0.013606284161888351,16,0,11,False,0.622958452513993,-0.023828871036588
30,38,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,0.6219813993908292,0.28432951512603205,0.00041407762113188085,0.07187478276740755,1000.0,0.75,0.020627084589884465,16,0,11,False,0.622958452513993,0.0015684081646549547
30,38,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.6213108129205928,0.29647555465160835,0.0025683139080173722,0.09308713051657634,1000.0,1.0,0.03464690151681228,16,0,11,False,0.622958452513993,0.0026448627300119775
30,38,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.6250094996396843,0.26740628400503386,-0.009342530678333905,0.12345239301745381,,,,16,0,11,False,0.622958452513993,-0.0032924300447553577
30,38,scalar_optical_residual,full_scaffold_separated_evaluation,542,0.6104302197554807,0.33001138441459577,0.049568998411255616,0.32735729288834287,100.0,1.0,0.03718951649851622,16,0,11,False,0.6187375046491635,0.013426186114890862
30,38,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,542,0.6229251867883375,0.32226820644173565,0.010261817336753576,0.34484259493745617,1000.0,0.25,0.013606284161888351,16,0,11,False,0.6187375046491635,-0.006768107812615101
30,38,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,542,0.6100807847444737,0.31918456426227937,0.0506568174576717,0.3658524051361143,1000.0,0.75,0.020627084589884465,16,0,11,False,0.6187375046491635,0.013990940971969026
30,38,state_blind_pretrained_residual,full_scaffold_separated_evaluation,542,0.6123771985396952,0.32969942041851524,0.04349649417086476,0.32716622710959453,1000.0,1.0,0.03464690151681228,16,0,11,False,0.6187375046491635,0.01027949019039145
30,38,target_only_direct_regression,full_scaffold_separated_evaluation,542,0.6196820019468362,0.3071220882997955,0.02054089402308301,0.3750537126583538,,,,16,0,11,False,0.6187375046491635,-0.001526491105801323
30,39,scalar_optical_residual,dynamic_hard_ood_40pct,156,0.6574388272188361,0.33019580785737296,0.054545356024035985,0.338833532939195,1.0,1.0,0.20319132609861842,10,1,9,False,0.6816112928247487,0.0354637105640322
30,39,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,156,0.6793203643964926,0.26863805978212174,-0.009437114891086784,0.22935017670425825,100.0,0.75,0.03562703863689359,10,1,9,False,0.6816112928247487,0.003361048228473536
30,39,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,156,0.6817601395093421,0.2781323197954552,-0.01670091042937094,0.2284079650308617,0.1,0.1,0.02129323174453531,10,1,9,False,0.6816112928247487,-0.00021837473375258866
30,39,state_blind_pretrained_residual,dynamic_hard_ood_40pct,156,0.6409317205022419,0.2878238508092369,0.10142665271564177,0.3697439799985727,1000.0,1.0,0.060210884933132376,10,1,9,False,0.6816112928247487,0.05968148232098922
30,39,target_only_direct_regression,dynamic_hard_ood_40pct,156,0.6931387120993568,0.2431598055441769,-0.050921582510889296,0.20521484085986422,,,,10,1,9,False,0.6816112928247487,-0.016912013336568867
30,39,scalar_optical_residual,full_scaffold_separated_evaluation,389,0.687372977260218,0.40462948187577835,-0.09833983873698204,0.225634492173636,1.0,1.0,0.20319132609861842,10,1,9,False,0.6608981417506882,-0.04005887418505851
30,39,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,389,0.6632059066640925,0.3165749760390357,-0.022465347294259308,0.3129165230400808,100.0,0.75,0.03562703863689359,10,1,9,False,0.6608981417506882,-0.0034918617069964533
30,39,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,389,0.6630024596084214,0.3202558188576298,-0.021838134369002615,0.29203042944364854,0.1,0.1,0.02129323174453531,10,1,9,False,0.6608981417506882,-0.0031840274995463005
30,39,state_blind_pretrained_residual,full_scaffold_separated_evaluation,389,0.6412250351040059,0.3400415402482262,0.04418736512748467,0.3369394657908228,1000.0,1.0,0.060210884933132376,10,1,9,False,0.6608981417506882,0.02976722947740355
30,39,target_only_direct_regression,full_scaffold_separated_evaluation,389,0.6820541029849764,0.30179522920400964,-0.08140775281286872,0.3313495257856546,,,,10,1,9,False,0.6608981417506882,-0.03201092558415591
30,40,scalar_optical_residual,dynamic_hard_ood_40pct,209,0.6782310899599112,0.3756074998939006,0.05776094505799667,0.28045888520706536,0.1,0.25,0.10725102460262025,11,0,8,False,0.6951362829176603,0.02431924986967124
30,40,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,209,0.6951362829176603,0.363884599251468,0.010204150820681712,0.15002508335431206,0.1,0.0,0.0,11,0,8,False,0.6951362829176603,0.0
30,40,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,209,0.6920611169717894,0.3948574109851216,0.01894216080165212,0.20790643173768608,1.0,0.1,0.05966669600068605,11,0,8,False,0.6951362829176603,0.004423831731187494
30,40,state_blind_pretrained_residual,dynamic_hard_ood_40pct,209,0.6951362829176603,0.363884599251468,0.010204150820681712,0.15002508335431206,0.1,0.0,0.0,11,0,8,False,0.6951362829176603,0.0
30,40,target_only_direct_regression,dynamic_hard_ood_40pct,209,0.7115791031162886,0.3560386552637638,-0.03717510762510412,0.15159511009660454,,,,11,0,8,False,0.6951362829176603,-0.02365409575459605
30,40,scalar_optical_residual,full_scaffold_separated_evaluation,522,0.6042241343707938,0.3545611535037845,0.028504445779228504,0.4078283862112249,0.1,0.25,0.10725102460262025,11,0,8,False,0.5922225916978984,-0.02026525641057882
30,40,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,522,0.5922225916978984,0.3369615808822703,0.06671427709414857,0.3641993997240781,0.1,0.0,0.0,11,0,8,False,0.5922225916978984,0.0
30,40,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,522,0.5903750480792889,0.3542329708736545,0.07252829532783667,0.4294633133154787,1.0,0.1,0.05966669600068605,11,0,8,False,0.5922225916978984,0.003119677709883725
30,40,state_blind_pretrained_residual,full_scaffold_separated_evaluation,522,0.5922225916978984,0.3369615808822703,0.06671427709414857,0.3641993997240781,0.1,0.0,0.0,11,0,8,False,0.5922225916978984,0.0
30,40,target_only_direct_regression,full_scaffold_separated_evaluation,522,0.6203493021761732,0.3451559338396871,-0.0240408399998282,0.3554520731345214,,,,11,0,8,False,0.5922225916978984,-0.047493477743960705
30,41,scalar_optical_residual,dynamic_hard_ood_40pct,216,0.52535028781695,0.29480809131732505,0.0827729942982538,0.3270275268098967,1000.0,1.0,0.043516320485491936,14,0,15,False,0.535750224537691,0.019411912948268613
30,41,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,216,0.5680734287497842,0.30171687768591515,-0.07247662626030893,0.20193311241468373,1000.0,0.25,0.05005451597788939,14,0,15,False,0.535750224537691,-0.060332600401587166
30,41,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,216,0.5296678186407392,0.2714245103663374,0.06763479411388285,0.28791601938977196,1000.0,0.25,0.01054337542441452,14,0,15,False,0.535750224537691,0.01135306271164045
30,41,state_blind_pretrained_residual,dynamic_hard_ood_40pct,216,0.535750224537691,0.27267782555145825,0.04609833355920878,0.2682411881839524,0.1,0.0,0.0,14,0,15,False,0.535750224537691,0.0
30,41,target_only_direct_regression,dynamic_hard_ood_40pct,216,0.529392097125933,0.2617987076758866,0.06860523720085077,0.24145130876572513,,,,14,0,15,False,0.535750224537691,0.011867708347195851
30,41,scalar_optical_residual,full_scaffold_separated_evaluation,539,0.6068878873463971,0.33400269364121316,0.0526804460083421,0.34273412827391997,1000.0,1.0,0.043516320485491936,14,0,15,False,0.6158660493495566,0.014578108360806249
30,41,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,539,0.6337284605491069,0.325868131715285,-0.03296590186143833,0.2807255513436543,1000.0,0.25,0.05005451597788939,14,0,15,False,0.6158660493495566,-0.029003727707373424
30,41,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,539,0.6125717710803993,0.3089825943158773,0.034852874546603685,0.3480530064719504,1000.0,0.25,0.01054337542441452,14,0,15,False,0.6158660493495566,0.005349017489495523
30,41,state_blind_pretrained_residual,full_scaffold_separated_evaluation,539,0.6158660493495566,0.3102299308334722,0.024444257680608095,0.32409849048897266,0.1,0.0,0.0,14,0,15,False,0.6158660493495566,0.0
30,41,target_only_direct_regression,full_scaffold_separated_evaluation,539,0.6024051013942675,0.2995397436389409,0.06662353822644107,0.325207025175722,,,,14,0,15,False,0.6158660493495566,0.021856941082408706
30,42,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.619904727998216,0.37235444638317994,0.07688800515470162,0.2562388879753895,100.0,1.0,0.08842435774054387,20,0,16,False,0.6169224339683643,-0.004834147480531823
30,42,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.7186636322302151,0.4158570257048275,-0.24066872011910423,0.3451779520621897,10.0,0.5,0.14946805649024836,20,0,16,False,0.6169224339683643,-0.16491732616594726
30,42,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,6.349215430647858,2.0104249345543455,-95.83773499454459,0.10014893017364436,0.1,0.75,1.595449817198092,20,0,16,False,0.6169224339683643,-9.291756436553003
30,42,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.6138554178015048,0.3427964127752026,0.09481638680659354,0.2648488916873653,1000.0,0.25,0.025033732500918945,20,0,16,False,0.6169224339683643,0.0049714777709264435
30,42,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.62767720807807,0.39212514689297273,0.05359458864732303,0.2130800033419702,,,,20,0,16,False,0.6169224339683643,-0.017432943782779042
30,42,scalar_optical_residual,full_scaffold_separated_evaluation,542,0.5798939115031824,0.3739702000626675,0.10238493831329543,0.4073957396787404,100.0,1.0,0.08842435774054387,20,0,16,False,0.5661037294832935,-0.024359814821350467
30,42,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,542,0.634274958246075,0.383346547643302,-0.07386123238784603,0.4725740479864284,10.0,0.5,0.14946805649024836,20,0,16,False,0.5661037294832935,-0.12042179765359314
30,42,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,542,5.399080899900978,1.754673061005049,-76.80951411239684,0.3190373906104652,0.1,0.75,1.595449817198092,20,0,16,False,0.5661037294832935,-8.53726431872997
30,42,state_blind_pretrained_residual,full_scaffold_separated_evaluation,542,0.5652799657093711,0.33209106153938145,0.14705658463204863,0.4355205760796138,1000.0,0.25,0.025033732500918945,20,0,16,False,0.5661037294832935,0.00145514634689694
30,42,target_only_direct_regression,full_scaffold_separated_evaluation,542,0.5830882416899257,0.3699283730497018,0.09246872434612052,0.4255265749834195,,,,20,0,16,False,0.5661037294832935,-0.030002473614040123
30,43,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.617203220433891,0.2715464507352655,0.023150952906665356,0.23000906349200778,10.0,1.0,0.09015791160868322,16,0,11,False,0.6257815528452906,0.013708189978429085
30,43,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.6391946515750091,0.2628495149410237,-0.04770099185885246,0.13573459360917517,10.0,1.0,0.07325408658730256,16,0,11,False,0.6257815528452906,-0.02143415488796709
30,43,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,0.6257815528452906,0.23145004335093056,-0.004191644628806168,0.30368966410254045,0.1,0.0,0.0,16,0,11,False,0.6257815528452906,0.0
30,43,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.6110161743473339,0.2493619421267116,0.04263729813186368,0.2512229936060815,100.0,1.0,0.0659503315937614,16,0,11,False,0.6257815528452906,0.023595100288306286
30,43,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.6231765252636419,0.2364611782118524,0.004151528918781122,0.32802241933826676,,,,16,0,11,False,0.6257815528452906,0.004162838565317603
30,43,scalar_optical_residual,full_scaffold_separated_evaluation,542,0.5998118644245176,0.3043354833332468,0.08356840603557025,0.40611403983085037,10.0,1.0,0.09015791160868322,16,0,11,False,0.6244683094001817,0.03948390111156685
30,43,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,542,0.6215269239863431,0.3024469725529408,0.0160119087151378,0.3168741475432246,10.0,1.0,0.07325408658730256,16,0,11,False,0.6244683094001817,0.004710223672781524
30,43,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,542,0.6244683094001817,0.2744330823495998,0.006676394071570613,0.44155992562645985,0.1,0.0,0.0,16,0,11,False,0.6244683094001817,0.0
30,43,state_blind_pretrained_residual,full_scaffold_separated_evaluation,542,0.601438788226183,0.28967899122810836,0.07859022370901148,0.3880243163946358,100.0,1.0,0.0659503315937614,16,0,11,False,0.6244683094001817,0.036878606692017986
30,43,target_only_direct_regression,full_scaffold_separated_evaluation,542,0.6232441903976483,0.2790833211681126,0.010566918215583199,0.42798980336205356,,,,16,0,11,False,0.6244683094001817,0.0019602580052608025
30,44,scalar_optical_residual,dynamic_hard_ood_40pct,215,0.6507497941413793,0.35829566189238715,-0.1270923553974017,-0.2777120718335448,0.1,0.0,0.0,8,0,19,False,0.6507497941413793,0.0
30,44,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,215,0.6507497941413793,0.35829566189238715,-0.1270923553974017,-0.2777120718335448,0.1,0.0,0.0,8,0,19,False,0.6507497941413793,0.0
30,44,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,215,0.6507497941413793,0.35829566189238715,-0.1270923553974017,-0.2777120718335448,0.1,0.0,0.0,8,0,19,False,0.6507497941413793,0.0
30,44,state_blind_pretrained_residual,dynamic_hard_ood_40pct,215,0.6515548105628098,0.3558597661855601,-0.1298826415324179,-0.27444459276610134,100.0,0.1,0.008339948400122959,8,0,19,False,0.6507497941413793,-0.0012370598172722566
30,44,target_only_direct_regression,dynamic_hard_ood_40pct,215,0.640808759390021,0.25472299968268597,-0.09291982666925813,-0.1061095763275272,,,,8,0,19,False,0.6507497941413793,0.015276277980963255
30,44,scalar_optical_residual,full_scaffold_separated_evaluation,537,0.6678224359729816,0.3801072243634017,-0.1450383050954822,-0.2648548804464427,0.1,0.0,0.0,8,0,19,False,0.6678224359729816,0.0
30,44,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,537,0.6678224359729816,0.3801072243634017,-0.1450383050954822,-0.2648548804464427,0.1,0.0,0.0,8,0,19,False,0.6678224359729816,0.0
30,44,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,537,0.6678224359729816,0.3801072243634017,-0.1450383050954822,-0.2648548804464427,0.1,0.0,0.0,8,0,19,False,0.6678224359729816,0.0
30,44,state_blind_pretrained_residual,full_scaffold_separated_evaluation,537,0.6692110758642952,0.37791202077542774,-0.14980513806387563,-0.2603221452688028,100.0,0.1,0.008339948400122959,8,0,19,False,0.6678224359729816,-0.0020793549550194037
30,44,target_only_direct_regression,full_scaffold_separated_evaluation,537,0.6603631248007361,0.3002790669832911,-0.1196019145928795,-0.05165491879551967,,,,8,0,19,False,0.6678224359729816,0.01116960253271171
30,45,scalar_optical_residual,dynamic_hard_ood_40pct,215,0.6102228776629347,0.30850047332413943,-0.06393966880234903,-0.023657684291078215,0.1,0.25,0.03639307227381392,10,0,14,False,0.6098757003685037,-0.0005692591034881983
30,45,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,215,0.6164233270852701,0.3178681591636952,-0.08567080928369597,-0.04845082244545847,0.1,0.5,0.052410246634868964,10,0,14,False,0.6098757003685037,-0.010736001963695547
30,45,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,215,0.6063054884842637,0.3296050768908197,-0.05032337261367181,-0.0011843214979251789,10.0,0.5,0.0781544760046693,10,0,14,False,0.6098757003685037,0.0058539992363735496
30,45,state_blind_pretrained_residual,dynamic_hard_ood_40pct,215,0.6098757003685037,0.3056933216760948,-0.06272938766165059,-0.14687988205769284,0.1,0.0,0.0,10,0,14,False,0.6098757003685037,0.0
30,45,target_only_direct_regression,dynamic_hard_ood_40pct,215,0.6089140442315295,0.25579039186029057,-0.05938059214712621,0.06929637072989994,,,,10,0,14,False,0.6098757003685037,0.0015768067761891941
30,45,scalar_optical_residual,full_scaffold_separated_evaluation,537,0.6370419189963125,0.3409511597213521,-0.04772436808279834,0.11323607553102405,0.1,0.25,0.03639307227381392,10,0,14,False,0.6404461371696784,0.005315385597312121
30,45,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,537,0.6565022250146783,0.3544865568863993,-0.11271368055493558,-0.010108054218879524,0.1,0.5,0.052410246634868964,10,0,14,False,0.6404461371696784,-0.025070161116056568
30,45,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,537,0.6639665980854809,0.373389832933142,-0.13816044162871677,0.012666988450090786,10.0,0.5,0.0781544760046693,10,0,14,False,0.6404461371696784,-0.03672511949208783
30,45,state_blind_pretrained_residual,full_scaffold_separated_evaluation,537,0.6404461371696784,0.33965822808938956,-0.05895192478945965,0.021078842773334473,0.1,0.0,0.0,10,0,14,False,0.6404461371696784,0.0
30,45,target_only_direct_regression,full_scaffold_separated_evaluation,537,0.6425247951721298,0.3039407199525643,-0.06583703476200498,0.183933290956326,,,,10,0,14,False,0.6404461371696784,-0.0032456406273877235
30,46,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.573524559243329,0.4344460277888607,-0.7226210026011439,0.13417248424503658,1000.0,0.75,0.13351884478516063,20,0,21,False,0.533806588067905,-0.07440517232876767
30,46,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.533806588067905,0.3633322158321329,-0.4922911282816893,0.09476686620415187,0.1,0.0,0.0,20,0,21,False,0.533806588067905,0.0
30,46,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,0.533806588067905,0.3633322158321329,-0.4922911282816893,0.09476686620415187,0.1,0.0,0.0,20,0,21,False,0.533806588067905,0.0
30,46,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.533806588067905,0.3633322158321329,-0.4922911282816893,0.09476686620415187,0.1,0.0,0.0,20,0,21,False,0.533806588067905,0.0
30,46,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.5261930309502808,0.3774548789675136,-0.4500263088708656,0.14830426547821887,,,,20,0,21,False,0.533806588067905,0.014262763494885386
30,46,scalar_optical_residual,full_scaffold_separated_evaluation,542,0.6095847750534136,0.48147242774098464,-0.26276495180626247,0.30232463984396823,1000.0,0.75,0.13351884478516063,20,0,21,False,0.5646657299668548,-0.07954979858472276
30,46,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,542,0.5646657299668548,0.39467617454607784,-0.08352056376721273,0.3004546991397235,0.1,0.0,0.0,20,0,21,False,0.5646657299668548,0.0
30,46,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,542,0.5646657299668548,0.39467617454607784,-0.08352056376721273,0.3004546991397235,0.1,0.0,0.0,20,0,21,False,0.5646657299668548,0.0
30,46,state_blind_pretrained_residual,full_scaffold_separated_evaluation,542,0.5646657299668548,0.39467617454607784,-0.08352056376721273,0.3004546991397235,0.1,0.0,0.0,20,0,21,False,0.5646657299668548,0.0
30,46,target_only_direct_regression,full_scaffold_separated_evaluation,542,0.5580881408492113,0.41250182570135874,-0.05842450062969973,0.3442531105842175,,,,20,0,21,False,0.5646657299668548,0.011648642318048233
30,47,scalar_optical_residual,dynamic_hard_ood_40pct,216,0.594472390010579,0.355407270362672,-0.01993808577915379,0.20032354344843448,1.0,0.25,0.09984304472324462,16,0,15,False,0.5786197481905496,-0.027397339737545358
30,47,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,216,0.5786197481905496,0.32515816228375155,0.03373347229451884,0.17405487755144142,0.1,0.0,0.0,16,0,15,False,0.5786197481905496,0.0
30,47,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,216,0.5786197481905496,0.32515816228375155,0.03373347229451884,0.17405487755144142,0.1,0.0,0.0,16,0,15,False,0.5786197481905496,0.0
30,47,state_blind_pretrained_residual,dynamic_hard_ood_40pct,216,0.5845512326152622,0.3739648514746289,0.01382135762517367,0.2784573275629658,1000.0,1.0,0.12869073845810114,16,0,15,False,0.5786197481905496,-0.010251092264412731
30,47,target_only_direct_regression,dynamic_hard_ood_40pct,216,0.5880637645741869,0.3021290373072405,0.0019339772322353177,0.23392580870997925,,,,16,0,15,False,0.5786197481905496,-0.01632162817320081
30,47,scalar_optical_residual,full_scaffold_separated_evaluation,540,0.5821223147885545,0.38891436046478955,0.08955812836492327,0.3512361942378749,1.0,0.25,0.09984304472324462,16,0,15,False,0.573532003163848,-0.014977911567826442
30,47,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,540,0.573532003163848,0.3519255983306421,0.1162304360653752,0.3647307042176448,0.1,0.0,0.0,16,0,15,False,0.573532003163848,0.0
30,47,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,540,0.573532003163848,0.3519255983306421,0.1162304360653752,0.3647307042176448,0.1,0.0,0.0,16,0,15,False,0.573532003163848,0.0
30,47,state_blind_pretrained_residual,full_scaffold_separated_evaluation,540,0.5920122165764963,0.4230182609760552,0.05835963889802742,0.3728705889768887,1000.0,1.0,0.12869073845810114,16,0,15,False,0.573532003163848,-0.03222176497685134
30,47,target_only_direct_regression,full_scaffold_separated_evaluation,540,0.5876009335832026,0.3292181351653028,0.07234031752098402,0.3862872393682816,,,,16,0,15,False,0.573532003163848,-0.02453033194615889
30,48,scalar_optical_residual,dynamic_hard_ood_40pct,217,0.7112326416076701,0.36288740272981934,-0.04190569731846461,0.12641180961554768,0.1,0.0,0.0,11,0,17,False,0.7112326416076701,0.0
30,48,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,217,0.7112326416076701,0.36288740272981934,-0.04190569731846461,0.12641180961554768,0.1,0.0,0.0,11,0,17,False,0.7112326416076701,0.0
30,48,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,217,0.7112326416076701,0.36288740272981934,-0.04190569731846461,0.12641180961554768,0.1,0.0,0.0,11,0,17,False,0.7112326416076701,0.0
30,48,state_blind_pretrained_residual,dynamic_hard_ood_40pct,217,0.7112326416076701,0.36288740272981934,-0.04190569731846461,0.12641180961554768,0.1,0.0,0.0,11,0,17,False,0.7112326416076701,0.0
30,48,target_only_direct_regression,dynamic_hard_ood_40pct,217,0.7163391214830601,0.31656782641105957,-0.05692067276913115,0.2708007488876817,,,,11,0,17,False,0.7112326416076701,-0.007179760287502201
30,48,scalar_optical_residual,full_scaffold_separated_evaluation,542,0.6435510736285631,0.355520620474589,-0.08694058444434027,-0.11942593774871905,0.1,0.0,0.0,11,0,17,False,0.6435510736285631,0.0
30,48,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,542,0.6435510736285631,0.355520620474589,-0.08694058444434027,-0.11942593774871905,0.1,0.0,0.0,11,0,17,False,0.6435510736285631,0.0
30,48,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,542,0.6435510736285631,0.355520620474589,-0.08694058444434027,-0.11942593774871905,0.1,0.0,0.0,11,0,17,False,0.6435510736285631,0.0
30,48,state_blind_pretrained_residual,full_scaffold_separated_evaluation,542,0.6435510736285631,0.355520620474589,-0.08694058444434027,-0.11942593774871905,0.1,0.0,0.0,11,0,17,False,0.6435510736285631,0.0
