repeat,requested_budget,budget,learner,scope,source,baseline_rmse,rmse,relative_rmse_reduction,r2,mae,spearman,n
8,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.534081721229625,3.935152545771361,-0.11348657336712353,0.063151002808716,3.408041372143799,0.3120743625221726,44
9,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.1693601387970824,4.1942757216134465,-0.00597587687005435,-0.06429103654653034,3.6035996699657384,-0.010800130618840173,44
10,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,5.084308118116899,4.903991938365898,0.03546523451410843,-0.45494289017404865,4.382410022525456,0.14920954897709668,44
11,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.391472042122088,3.6585336047435084,-0.07874502850223017,0.19023211571698895,2.671221970389012,0.36302688254306936,44
12,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.7773307240470055,4.8649686955639115,-0.018344547735783617,-0.4318797644179255,4.0742562580658195,0.17160812741086048,44
13,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.8507894016287167,4.138239263034611,-0.07464699608976691,-0.03604267679227591,3.129410428911797,0.12924406415251022,44
14,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.358508016444265,4.132610689454483,0.051829049330066865,-0.03322627286447766,3.352605440774239,0.13426044730087586,44
15,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.7007996139729213,3.638224513855092,0.01690853508565224,0.1991974582005358,2.9565951012943548,0.3419407257776479,44
16,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.892482058560295,3.8523398183181206,0.010312761790101052,0.10216686186681312,3.3104718473996217,0.4765268998698833,44
17,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.815386121171016,3.7194061676747125,0.025156026270506376,0.16306127074901122,2.8680428117977317,0.3988271876564117,44
18,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.046833075084277,3.827767151420695,0.05413268093817287,0.11358423025166675,3.157662996035649,0.4125830189070111,44
19,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.568881255930125,4.378062748175595,0.041764820984756285,-0.1596058963284237,3.120045300785898,0.12412244238537039,44
20,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.57564288138951,4.412431242803771,0.0356696627810639,-0.17788354153749353,3.3323796079138193,0.09253576920964417,44
21,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.82527607611571,4.734054629559282,0.018904917587608885,-0.3558541725117661,3.8197417467225123,0.06210039214019679,44
22,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.896865714734369,3.973895139315434,-0.01976702052878302,0.044613154002256517,2.8018550833888742,0.2274316294193501,44
23,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.190047792636216,4.256467442074896,-0.015851764162549284,-0.09608714176337996,3.4782697471131043,0.03747487759131251,44
24,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.2459864741684274,4.150908003711999,0.02239255142117463,-0.04239583621433263,3.3083429197139904,0.05188298042384004,44
25,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.3445144978206773,3.4114118824242508,-0.020002121278638346,0.2959317388273487,2.7074178615009714,0.2535372003926298,44
26,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.081097108960762,4.08769613712545,-0.0016169740607736623,-0.01088944204330966,3.237299922978231,0.28552291171180444,44
27,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.799959058112535,4.756153138950476,0.009126311002178408,-0.36854193827338944,3.641882895833069,0.00550769732581668,44
28,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.258019915251179,4.568322679020042,-0.07287489723977929,-0.26258317018913657,3.6301472548075835,0.2700201351078864,44
29,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.219529352950115,4.09019397790258,0.030651611644106416,-0.012125254229236493,3.093208106632436,0.1796048995016998,44
30,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.245015033487514,4.298523888578489,-0.012605103790884628,-0.11785414290648055,3.3744518151322023,0.05335406301136018,44
31,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.260656006854791,4.13290466544885,0.029983960498197435,-0.033373276561318166,3.2468191809939246,0.18292821603894918,44
32,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.955361994208341,4.01199001694059,-0.014316773740347202,0.026208142439124615,3.463263274818344,0.2972373959787742,44
33,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.415498662749879,4.449259930009225,-0.007646082546499894,-0.19762818521649228,3.2255074418521605,0.0859805426517598,44
34,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.8665623577888852,3.830813118748046,0.009245742272544792,0.11217292823993041,3.025798116358855,0.45182482503561866,44
35,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.064415475119314,4.098748072252884,-0.008447118003496509,-0.016363130622158772,3.172512466530786,0.1794482321229805,44
36,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.310530907532965,4.270270046708322,0.009340116493373185,-0.10320731224323998,3.388222744503638,0.06951852772008378,44
37,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.590533919546432,3.8666200175954852,-0.07689276977612546,0.09549818766306462,3.0986672835114977,0.3183969286522557,44
38,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,5.048862975198895,4.826297341163057,0.04408232806656231,-0.40920638007804766,4.30660399508919,-0.11632671639723474,44
39,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.010285445222194,3.847541883927669,0.04058154052061697,0.10440189934121424,3.0114030629617914,0.30307327461351097,44
40,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.214983515300504,4.145370575710268,0.01651558999876019,-0.03961652057831633,2.8293119267723124,0.36514448053573745,44
41,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.842719133259598,3.8674781779281795,-0.0064431054703651385,0.09509665158830716,3.305593473475995,0.36716238674926366,44
42,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.517859781729949,4.488624296846364,0.006471091688549502,-0.2189137141543862,3.521146008177025,0.041186859766866826,44
43,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.14728945646353,4.151315573393461,-0.0009707827177715973,-0.042600547952628576,3.1286722876845388,0.20268898011723077,44
44,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.8819790050257454,3.7406709282587656,0.03640104095978817,0.15346394436209665,2.8508858085890867,0.36026837404957857,44
45,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.9496698420501715,4.234749785168853,-0.07217817045961095,-0.0849306057741035,3.6985700167341022,0.51912819277152,44
46,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.075792296311069,4.080519005887802,-0.001159703251073717,-0.007342741616526149,3.2465716209723188,0.17554887359218616,44
47,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.396332325435211,4.4875531869243845,-0.02074930981932601,-0.21833205050337767,3.2788865982980693,0.10951951091939294,44
48,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.256978765095728,4.221352579741774,0.008368889609237451,-0.07807681409652689,3.0155458338638863,-0.08395707846661582,44
49,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.795021474158697,3.691232018838561,0.02734884532982645,0.17569271082126248,2.8210648989934697,0.35837557139112036,44
50,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.238295269489279,4.143233728745081,0.022429192564408854,-0.038544998117807205,3.3872717141404767,0.14174788969189958,44
51,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.1162413604404815,4.18277194642562,-0.01616294579432032,-0.058460912112782815,3.2869591514910668,-0.09896241285735626,44
52,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.697985648632999,4.671550450280858,0.0056269219042491435,-0.32028758090464726,3.4409401684590053,0.3137365813850187,44
53,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.5791036742577385,3.4666381434599365,0.0314228200783052,0.2729513473353068,2.5464708859869885,0.5537714032993539,44
54,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.164362059713486,4.506244617575565,-0.08209722232595701,-0.22850231188988546,3.566727874658778,0.11472977746379368,44
55,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,2.7732044221751555,2.8535276802382543,-0.02896405956258265,0.5073815982279835,2.2673261003783263,0.5397386082656305,44
56,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.6934626060661575,4.702539585673382,-0.0019339622724366377,-0.33786216399705293,3.4408638037095844,-0.16884910091676925,44
57,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.047468765080948,4.219593006716095,-0.042526391585804936,-0.07717825871882722,3.083555748476388,0.10192705004709163,44
58,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.186744277911413,4.0509323322697135,0.032438557654027596,0.00721220643361975,3.119032494075829,0.1511432078098435,44
59,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.1524764402410423,2.978874927096687,0.055068298347403774,0.4631524326199853,2.4688871371060954,0.5871393367671107,44
60,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.9087919170016927,4.057497914309054,-0.03804397892365392,0.003991460487473786,3.437307178132296,0.3783249145742364,44
61,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.609655687984701,4.461877665913136,0.032058364458056265,-0.20443056748812438,3.17193118609262,0.037554719778929574,44
62,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.2968137166158242,3.365189247281521,-0.02073988297278871,0.3148819073374274,2.8573416138552967,0.4125080889717474,44
63,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.614035858497591,4.592482230656363,0.004671317801211467,-0.2759728119013707,3.097187410424294,0.05072591758437009,44
64,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.5633694088838075,3.912141057852537,-0.09787692741011073,0.07407574141035733,3.4494091843297543,0.3327214076826692,44
65,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.7892502046166032,3.7736719990671546,0.0041111578038497115,0.13846138015145204,3.0447257289439964,0.4198560038372562,44
66,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.026360799718282,3.9305739313247208,0.023789936659492483,0.06532981283881656,2.810189616572465,0.3556733341322631,44
67,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.996159831640099,3.8510071277191695,0.036323047634797954,0.10278795287783493,3.0658774779141424,0.29483873412480627,44
68,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.5045720440069554,3.655849736038184,-0.04316581029912719,0.19141975741004258,2.8435054436776666,0.46486982967291796,44
69,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.4750128636273563,4.097281843336642,-0.17906954711521175,-0.0156361015684936,3.1326826197696493,0.2128110939489528,44
70,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.89596081812303,4.847162136944206,0.009967130659663271,-0.4214171319568758,4.155620191821108,0.10503286043633817,44
71,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.298586106757936,4.274649024194916,0.005568594409540249,-0.10547105522922506,3.3529844316621644,0.06479621367997966,44
72,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.45580423155721,3.4882146821343474,-0.009378555151121234,0.26387280398539315,2.4318673200093186,0.4607080996536498,44
73,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.7606706039436597,3.826155848015386,-0.017413182639036375,0.1143303488491122,2.8742377197734075,0.33330978452843507,44
74,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.730125504618788,4.139121169973,-0.10964662310900213,-0.03648430934485547,3.300175654554809,0.19293614449334487,44
75,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.421912301281533,4.541048806033183,-0.026942303834728457,-0.24755238464840512,3.339646305195762,0.1128969586348515,44
76,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.162880652122127,4.05592468782844,0.02569277700506844,0.004763681823730326,3.6857450610586806,0.3090281337300326,44
77,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.788707829439981,3.6233162647681505,0.04365381869424269,0.2057468635825761,3.0028591344571782,0.43624057009432854,44
78,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.7846662479891613,3.769498160755791,0.004007774064999619,0.1403661213578571,2.9774283435283793,0.4906128547491954,44
79,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.620135963332796,3.6357260405498946,-0.004306489417802373,0.20029694877235282,2.8054523773602087,0.4051939637236818,44
80,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.558977667503365,3.714819041475386,-0.04378824160516418,0.16512438297732035,2.728618646329092,0.34193179271169327,44
81,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.020657197245403,4.156724501124872,-0.03384205546612879,-0.045319216188476785,3.4791852658116738,0.3360391024976146,44
82,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.7450918127920074,3.7049376277181167,0.010721815934321591,0.16956001182046598,3.021177739668906,0.47918163757035037,44
83,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.535928974709949,4.614864455370011,-0.01740227439630689,-0.288440450337172,3.7713368672117373,0.126461549409502,44
84,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.453479104395328,4.439665468872048,0.003101762734138982,-0.19246858204689654,3.8003581458253652,-0.14660319805372307,44
85,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.229080507054554,4.327761481069395,-0.02333390765444895,-0.13311264428462843,3.376633193808908,0.08863801720005302,44
86,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.6081871507778365,4.438639965562814,0.036792599707328275,-0.19191775710249148,3.635755879933726,0.2224497441955123,44
87,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.5329373666531287,3.5476080587898964,-0.004152548039838499,0.23859150658799433,2.7111739865956674,0.5591861249029096,44
88,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.607788546944482,4.518207974883095,0.019441120430925603,-0.2350339241147532,3.4193379212326835,-0.23153748722848008,44
89,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.02080377419529,3.26581222872052,-0.08110704065526317,0.3547487221923059,2.5494000608934724,0.6189551030037135,44
90,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.286852633107705,4.233495924269517,0.012446592734751155,-0.08428822984081674,3.4232869031775395,-0.15042534868463012,44
91,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.141376729090769,3.9729800247383764,0.04066201057476942,0.045053119191384106,2.9009755755534448,0.2802642270991589,44
92,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.570894231799815,4.528566466295783,0.009260281108575368,-0.2407033192171133,3.868364010835982,0.07819341007775378,44
93,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.8087366159915423,4.0105816187974765,-0.052995264087954574,0.026891716381162056,2.9099460858609913,0.2346965567787049,44
94,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.2180708819857085,4.0363321214207835,0.04308575309653622,0.014355643516006378,3.2992594480096114,0.18843964311839878,44
95,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,3.9561680776478907,3.9436732169337376,0.0031583240319713085,0.059089546808068105,3.0352947539982087,0.25102342928390814,44
96,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.04975180718294,4.012051258764054,0.009309347884484426,0.02617841293135026,3.285943680653745,0.1993712248232484,44
97,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.298202197508488,4.261787380806319,0.008472104156309139,-0.09882873935502712,3.0087894085972082,-0.11671199979022195,44
98,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.402377495480007,4.442846242677689,-0.009192475483811201,-0.1941778691919056,3.2113116021854555,-0.06669257130869827,44
99,30,30,random-forest-sensitivity,hard_ood_fixed,alloy_control,4.395610794099375,4.279567114234841,0.026399898739968015,-0.10801626244775453,3.5307702775211354,0.3558395977096295,44
0,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.8199447053538904,1.5862053371513172,0.12843212627007936,-2.612209706392802,1.226028505835378,-0.07588003423007592,28
1,30,30,random-forest-sensitivity,ood_q1,alloy_control,0.9690368090620408,1.0042504080430168,-0.03633876303941463,-0.4439773780316931,0.6212643128982137,0.2895277234520319,28
2,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.715030155004168,3.2435978680015913,-0.19468207821677458,-1.9348392129150511,2.1676173606316227,0.19299206855065942,28
3,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.222362469212015,3.399054176548585,-0.0548329708481795,-2.2375854394327597,2.958649039998533,-0.1540149431606547,28
4,30,30,random-forest-sensitivity,ood_q1,alloy_control,5.116278263158066,5.006045289525086,0.021545539152309143,-32.84722416589226,4.212694840411853,0.00602822581648079,28
5,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.7715635601908426,1.7712146091366376,0.00019697348830508183,-3.388921630272365,1.4185995341895181,0.012079675852257507,28
6,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.729109932102184,2.8863659499286567,-0.05762172346987177,-11.297707800816745,2.305711641187181,-0.08952772157807512,28
7,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.0939120927439085,1.0236843887867386,0.06419867229094675,-0.17017582176401036,0.875357844641713,0.4422840301970223,28
8,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.228068911597579,4.683227327180231,-0.10765160764862507,-0.7264104467739427,4.322265062503402,0.3238877511524858,28
9,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.972616313152956,3.9271027454789365,0.011456824441698127,-1.6284179940345762,3.6003328762652655,-0.04406733310735172,28
10,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.4500332339592745,3.4978291961742873,-0.013853768637515975,-0.36814672424738704,3.2040511297745824,0.45930419483976714,28
11,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.479945644166675,2.430958931156324,0.019753139801905514,-7.523074479879789,2.0817206282538394,-0.2626608267177663,28
12,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.5140508948368927,3.383722133501955,0.03708789805134199,-1.5197698980950802,2.576478759150875,0.05039715902692963,28
13,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.3424245475422194,1.6003020321695283,-0.19209830831791952,-2.0232654408302557,1.1006498043179838,0.09853565166861254,28
14,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.012668956908881,3.1755894479739184,-0.05407845780447122,0.15190011238018286,2.6792337067015004,0.2866137421297564,28
15,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.2248374850769554,3.7970481832789416,0.10125580056252075,-22.10121939279592,3.609057404047063,0.28795362268010166,28
16,30,30,random-forest-sensitivity,ood_q1,alloy_control,5.092318424263203,5.583105347483169,-0.0963778935899864,-4.507816334600176,4.824817624999838,0.18500774755579474,28
17,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.1976720864850994,2.14196395282196,0.025348701476314184,-0.28566961578642247,1.6205277034286614,0.17218724981328337,28
18,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.0330236314768846,3.264018237748231,-0.07615984388452228,-3.382114000671554,2.606860937463305,-0.029290994801305755,28
19,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.3648467839452727,2.128650695670734,0.09987796667338128,0.12198900367226717,1.75928479137414,0.18398358841025564,28
20,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.99294576538587,2.1755048324250477,-0.09160262672969978,0.5243199245944128,1.5062803083107872,0.10101286613742132,28
21,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.2085628461516644,2.359270744439315,-0.06823799401961929,-0.49987616355543474,1.3764119184918406,0.5438116916253682,28
22,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.3227149072963904,3.888778526834195,-0.1703617780432436,-25.769047310733846,3.5170897495908378,-0.3117207107897092,28
23,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.376819331333393,1.3907459539595113,-0.010115069064748648,0.17060510975142795,1.2121281160281883,0.4907622873383952,28
24,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.4048632267039376,2.4299643529003965,-0.010437652302938671,-0.7155324892255281,1.7379851627404563,0.4520192030734108,28
25,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.5619092480023944,1.412534240508058,0.0956361630391648,-1.8567637341389038,1.0885418855511895,0.08200986068676762,28
26,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.771162684204347,3.8096441994729613,-0.010204151475563668,-1.552355848959817,3.3183471523577235,0.5412677916532324,28
27,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.1886847740611843,1.3576101559823275,-0.14211116824858747,0.20235233812118714,1.0471213845212561,0.6670773505351071,28
28,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.2315744456481994,3.2199534250008837,0.003596086317295023,-0.48536811297684723,2.431295478998077,0.5617301059091534,28
29,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.9594353453491562,2.07387672099774,-0.058405282889388344,-0.17778442323073151,1.8676426950055702,0.5017106930793522,28
30,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.988704334566456,2.4682726304271108,0.17413288364465787,-7.746622776575373,1.9575491352522552,0.07011778647224992,28
31,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.4521834175795103,2.624192912995258,-0.07014544433447557,-0.9836795170680459,2.0785684361540677,0.1544359486791076,28
32,30,30,random-forest-sensitivity,ood_q1,alloy_control,6.630995937427467,6.691035381921972,-0.009054363034008672,-3.2263316858629203,6.00588761258584,-0.40569395017793597,28
33,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.8295075899497042,1.7263415753603888,0.056390044597820765,-0.08866836336973027,1.2013243888984004,-0.01697235212785941,28
34,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.880500893851451,4.445331879020373,0.08916482637659429,-3.973228278219737,4.125145501522361,-0.19737202299479883,28
35,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.3005072463750955,1.5000430365772208,-0.15342920291931592,0.06254605997583806,1.073971561746214,0.01875684626725737,28
36,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.9657020260423204,1.8320705009553444,0.06798157773486414,-0.10453131336376842,1.5202139567658395,0.6154688627141066,28
37,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.599796287134424,2.8783163621142926,-0.10713149963255865,-5.760610678617038,2.0425653300401763,-0.33862579971229173,28
38,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.607083770063417,3.7294041388994135,-0.03391115278530004,-0.156201387899072,3.1317264267189566,0.1546885709223622,28
39,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.4606678046407304,2.3353555112400266,0.05092613198919796,-6.829970878637577,1.9242535701130568,0.0875872459276556,28
40,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.597312347480651,1.6881532081879944,-0.05687106898699024,-3.2011771193957204,1.5808131180493528,0.11447351369805284,28
41,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.6432160346289013,2.924940323090304,-0.10658390565527724,-0.5258412326658544,2.478867542971724,0.16041610236976794,28
42,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.9859835621548445,1.904263586409884,0.04114836462004356,0.29906705197841765,1.4235846924042257,0.1962501729066533,28
43,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.261856057100985,2.843846992382521,-0.25730679609535906,-0.5506211669791383,1.8858133536876487,0.29373117985217634,28
44,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.117487287764532,2.0770744783238153,0.019085266614932584,-4.844057816070329,1.8689745920079692,-0.2687833609404931,28
45,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.883526750899578,5.031270943156435,-0.030253585122604586,-3.8542022780643084,3.8761559563909067,0.1409501312206828,28
46,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.964651852931575,3.3289446750004834,-0.12287878649517647,-2.3455515895647574,2.4377127570139168,0.18779086386631538,28
47,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.3639258211664103,1.56276965116365,-0.1457878624419554,-2.241145840407336,0.9028776343478018,-0.167282684661174,28
48,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.9873598532205317,2.988287722739614,-0.00031059850994587127,-0.5567446741879949,2.476165061063712,0.42065027896988366,28
49,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.4627655638626993,3.78598948104242,-0.09334270865832622,-1.7332552883025922,3.3980396017061585,0.5273823353829099,28
50,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.5074236414156224,1.4066757296268653,0.06683450426327708,0.15149631296643373,1.2525815226787673,0.5050657363497258,28
51,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.626124428887295,2.7358354153341358,-0.04177676626439444,0.31512286008079415,2.3528430322437095,0.4579170701155244,28
52,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.462466829043903,3.4564990667820803,0.001723557959245633,-0.3692586404204834,2.6220069062145623,0.2392983763621285,28
53,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.8000770201005696,2.8022450821273757,-0.0007742865682774018,-9.385800018059463,2.4605636437559046,0.12618037616452885,28
54,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.056429692242862,4.6827521257715725,-0.5320987548499067,-4.710936378186973,3.7296516348293176,0.4638554912454047,28
55,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.4870295162632248,2.7037770575949334,-0.08715117368505258,-1.1905718753531254,2.448355382006007,0.22951384119289264,28
56,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.262744503073297,3.30379299942614,-0.012580971729223107,-0.17955839049751687,2.3354097941528122,0.1355607602395265,28
57,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.370551178864652,2.2856547655935895,0.035812942588196936,-0.22628407853917532,1.8725213496807223,0.1576570426697801,28
58,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.906686742542469,3.137881130142586,-0.07953880417051488,-1.7135426083850773,2.2132942026546707,0.1371287819054858,28
59,30,30,random-forest-sensitivity,ood_q1,alloy_control,5.49814463424144,5.386549940965665,0.020296791135828513,-6.801590750673994,4.74074401034938,-0.10252202612266578,28
60,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.370740653195358,3.9492941200568508,0.09642451167410179,-40.1902544711336,3.0082331527278527,-0.18124572380637838,28
61,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.9381888315229912,2.235478043932723,-0.15338506113262845,-0.21418494586783,1.6760885137523351,0.48398576512455527,28
62,30,30,random-forest-sensitivity,ood_q1,alloy_control,4.22309810679698,4.039440401858023,0.043488855881269786,-22.425914369721603,3.4278557574839077,0.2026009601461027,28
63,30,30,random-forest-sensitivity,ood_q1,alloy_control,1.540622768343329,1.539790907686145,0.0005399509044504856,-2.549696801698025,0.924130502139798,0.4656446756090885,28
64,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.2736116408985976,3.784293033779576,-0.15599938199779792,-2.3009191051338482,3.2527464989789427,0.18590007018811316,28
65,30,30,random-forest-sensitivity,ood_q1,alloy_control,5.178372071009194,4.891301336112106,0.05543648292563533,-95.67868628785375,4.311497160457146,-0.3951259731920056,28
66,30,30,random-forest-sensitivity,ood_q1,alloy_control,2.047903255824939,2.10755008219707,-0.02912580279487081,-0.005701435882952799,1.6533955340266446,0.2872005717892235,28
67,30,30,random-forest-sensitivity,ood_q1,alloy_control,3.0844654006083,3.090710358790183,-0.0020246484790042616,-0.7653289848036398,2.4324683027312592,0.11272654672873474,28
