anchor_budget,draw,model,comparator,relative_log_rmse_gain,spearman_gain,top_quartile_precision_gain,normalized_regret_reduction
3,30,bamboo_all_adapted,target_only_ridge,0.34106506206244414,0.47547422243386456,0.5555555555555556,0.08758882980983045
3,30,programme_balanced_portfolio_frozen,target_only_ridge,0.23345977977634347,0.5112392430317019,0.6666666666666666,0.08758882980983045
3,30,programme_balanced_portfolio_adapted,target_only_ridge,0.22504293440984646,0.46878917185482954,0.4444444444444444,0.08758882980983045
3,30,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.48028663394457877,0.6666666666666666,0.08758882980983045
3,31,bamboo_all_frozen,target_only_ridge,0.3502058255096798,0.6447192513368986,0.5555555555555556,0.10720331591695453
3,31,bamboo_all_adapted,target_only_ridge,0.35039280525534156,0.6447192513368986,0.5555555555555556,0.10720331591695453
3,31,programme_balanced_portfolio_frozen,target_only_ridge,0.22101625158246796,0.6741310160427808,0.6666666666666666,0.10720331591695453
3,31,programme_balanced_portfolio_adapted,target_only_ridge,0.22695817675961827,0.6627673796791445,0.5555555555555556,0.10720331591695453
3,31,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.6489520458765332,0.6666666666666666,0.10720331591695453
3,32,bamboo_all_frozen,target_only_ridge,0.411676424693042,0.8369683324951823,0.7777777777777777,0.37334752480702627
3,32,bamboo_all_adapted,target_only_ridge,0.4241615626774219,0.8416478679005069,0.7777777777777777,0.37334752480702627
3,32,programme_balanced_portfolio_frozen,target_only_ridge,0.2825899088153325,0.8693908278035021,0.8888888888888888,0.37334752480702627
3,32,programme_balanced_portfolio_adapted,target_only_ridge,0.28257134965527475,0.8759087521180613,0.8888888888888888,0.37334752480702627
3,32,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.8452989030950314,0.8888888888888888,0.35407663474104484
3,33,bamboo_all_frozen,target_only_ridge,0.3876756491993302,0.44689563120849,0.5555555555555556,0.07746559783977132
3,33,bamboo_all_adapted,target_only_ridge,0.3869399568506563,0.45257792420066983,0.5555555555555556,0.07746559783977132
3,33,programme_balanced_portfolio_frozen,target_only_ridge,0.25718698034587173,0.46427676271398094,0.6666666666666667,0.07746559783977132
3,33,programme_balanced_portfolio_adapted,target_only_ridge,0.2974736133005432,0.4539149343164766,0.5555555555555556,0.05819470777378992
3,33,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.45422553967348905,0.6666666666666667,0.05819470777378992
3,34,bamboo_all_frozen,target_only_ridge,0.41960403309598904,0.8620372721665638,0.8888888888888888,0.11023842194502584
3,34,bamboo_all_adapted,target_only_ridge,0.41944669676249435,0.8677195651587435,0.8888888888888888,0.11023842194502584
3,34,programme_balanced_portfolio_frozen,target_only_ridge,0.3181775297478343,0.895128272532787,1.0,0.11023842194502584
3,34,programme_balanced_portfolio_adapted,target_only_ridge,0.33395394193646377,0.8837636865484275,0.8888888888888888,0.09096753187904444
3,34,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.8779806498730048,1.0,0.09096753187904444
3,35,bamboo_all_frozen,target_only_ridge,0.3048506616854697,0.7838221803918543,0.8888888888888888,0.11023842194502584
3,35,bamboo_all_adapted,target_only_ridge,0.3038474560329756,0.7945182613183103,0.8888888888888888,0.11023842194502584
3,35,programme_balanced_portfolio_frozen,target_only_ridge,0.1749404318350748,0.8165789282291256,0.8888888888888888,0.11023842194502584
3,35,programme_balanced_portfolio_adapted,target_only_ridge,0.1911111143369163,0.8105623827079943,0.8888888888888888,0.09096753187904444
3,35,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.7881430617335655,0.8888888888888888,0.09096753187904444
3,36,bamboo_all_frozen,target_only_ridge,0.21249460500077255,0.5092337278579913,0.4444444444444445,0.1517419489540139
3,36,bamboo_all_adapted,target_only_ridge,0.21134812751876686,0.5149160208501711,0.4444444444444445,0.1517419489540139
3,36,programme_balanced_portfolio_frozen,target_only_ridge,0.054420359498678295,0.5369766877609867,0.5555555555555556,0.1517419489540139
3,36,programme_balanced_portfolio_adapted,target_only_ridge,0.07103927681704203,0.5306258897109033,0.5555555555555556,0.1324710588880325
3,36,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.512881242693147,0.5555555555555556,0.1324710588880325
3,37,bamboo_all_frozen,target_only_ridge,0.3420108339683512,0.48082226289709257,0.5555555555555556,0.08758882980983045
3,37,bamboo_all_adapted,target_only_ridge,0.34106506206244414,0.47547422243386456,0.5555555555555556,0.08758882980983045
3,37,programme_balanced_portfolio_frozen,target_only_ridge,0.23345977977634347,0.5112392430317019,0.6666666666666666,0.08758882980983045
3,37,programme_balanced_portfolio_adapted,target_only_ridge,0.22504293440984646,0.46878917185482954,0.4444444444444444,0.08758882980983045
3,37,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.48028663394457877,0.6666666666666666,0.08758882980983045
3,38,bamboo_all_frozen,target_only_ridge,0.4093926246165345,1.152001341032207,0.8888888888888888,0.11023842194502584
3,38,bamboo_all_adapted,target_only_ridge,0.40523921204721436,1.1566808764375314,0.8888888888888888,0.11023842194502584
3,38,programme_balanced_portfolio_frozen,target_only_ridge,0.2799502862400872,1.1787415433483468,1.0,0.11023842194502584
3,38,programme_balanced_portfolio_adapted,target_only_ridge,0.28309771026045794,1.1753990180588296,1.0,0.11023842194502584
3,38,programme_balanced_rank_consensus_frozen,target_only_ridge,,1.1583286595465112,1.0,0.09096753187904444
3,39,bamboo_all_frozen,target_only_ridge,0.23348962326124534,0.6766942448628182,0.8888888888888888,0.11023842194502584
3,39,bamboo_all_adapted,target_only_ridge,0.23308038590865854,0.682376537854998,0.8888888888888888,0.11023842194502584
3,39,programme_balanced_portfolio_frozen,target_only_ridge,0.09146958173707409,0.6934068713104057,0.8888888888888888,0.11023842194502584
3,39,programme_balanced_portfolio_adapted,target_only_ridge,0.11008095221471514,0.6880588308471777,0.8888888888888888,0.09096753187904444
3,39,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.6693111747883254,0.8888888888888888,0.09096753187904444
3,40,bamboo_all_frozen,target_only_ridge,0.7584768561199068,0.5132447582054124,0.5555555555555556,0.2530115275098279
3,40,bamboo_all_adapted,target_only_ridge,0.7586676137100751,0.44823264132429697,0.22222222222222227,0.22218211817651493
3,40,programme_balanced_portfolio_frozen,target_only_ridge,0.6941002447475253,0.5426589807531664,0.6666666666666667,0.2530115275098279
3,40,programme_balanced_portfolio_adapted,target_only_ridge,0.7245945961730129,0.43853931798469625,0.3333333333333333,0.22218211817651493
3,40,programme_balanced_rank_consensus_frozen,target_only_ridge,,0.5185650444107706,0.6666666666666667,0.22218211817651493
