canonical_smiles,solid_real__absorption_nm__mean,solid_real__absorption_nm__std,solid_real__emission_nm__mean,solid_real__emission_nm__std,solid_real__quantum_yield__mean,solid_real__quantum_yield__std,solid_shuffled__absorption_nm__mean,solid_shuffled__absorption_nm__std,solid_shuffled__emission_nm__mean,solid_shuffled__emission_nm__std,solid_shuffled__quantum_yield__mean,solid_shuffled__quantum_yield__std,global_state_blind__absorption_nm__mean,global_state_blind__absorption_nm__std,global_state_blind__emission_nm__mean,global_state_blind__emission_nm__std,global_state_blind__quantum_yield__mean,global_state_blind__quantum_yield__std
CCCCCCOC(=O)c1ccsc1,328.4314,21.802338,456.6137,9.013653,0.30043975,0.10045879,433.85684,22.080078,486.56485,31.4126,0.22090216,0.10683218,277.31818,14.157061,347.81512,27.636173,0.28427714,0.07878747
CCCCCCOC(=O)c1ccsc1-c1ccc(-c2ccc(C3=C4C(=O)N(CC(CC)CCCC)C(c5cccs5)=C4C(=O)N3CC(CC)CCCC)s2)s1,463.3575,15.961051,621.0231,8.887135,0.100019135,0.02508912,387.48315,39.165245,533.5091,36.06314,0.46150103,0.10801789,546.3838,14.3468275,621.8954,18.685991,0.270303,0.06376163
CCCCCCOC(=O)c1csc(-c2sccc2CCCCCC)c1,368.37384,13.749324,510.4051,5.377028,0.15753098,0.05053194,399.44028,22.154322,490.23584,45.35714,0.29921493,0.052965928,319.5595,16.095375,408.93866,20.51789,0.21139392,0.07004542
CCCCCCOc1c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)ccc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c1OCCCCCC,510.09528,15.235576,643.0488,17.540579,0.02858847,0.029221753,364.1461,31.4023,553.20496,49.2707,0.42114496,0.0830331,573.5797,14.549723,643.19385,9.801729,0.15605691,0.048337165
CCCCCCOc1c(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc2c1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)c1OCCCCCC,498.4986,15.831378,638.9453,15.339961,0.11666459,0.024981072,383.22964,25.040888,530.7733,20.723717,0.23936534,0.09562984,560.55975,23.690693,658.87463,23.800543,0.12610397,0.039769243
CCCCCCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c(OCCCCCC)c3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c1OCCCCCC,504.41315,12.210609,650.2806,9.048459,0.11292604,0.02985156,377.60123,24.07371,522.34283,16.831236,0.23654066,0.06422224,578.2132,22.26942,672.6732,24.32306,0.1193897,0.04554924
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc5c6cc7c(cc6n(CC)c5cc3-4)-c3ccccc3C7(CCCC)CCCC)s2)c2nsnc2c1-c1cccs1,464.1854,14.376962,669.6647,14.73076,0.073741555,0.03564204,340.02188,25.303368,484.88205,6.5811563,0.36558715,0.10535766,521.5051,19.651726,610.5614,21.041067,0.2722896,0.042349104
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(C)c5cc3-4)-c3ccccc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1cccs1,454.51968,15.285932,655.6676,16.856405,0.05029726,0.026978083,358.0786,10.938956,486.53796,3.392953,0.38845038,0.06957719,519.808,18.050282,611.48517,17.52537,0.25808385,0.038797267
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(CC)c5cc3-4)-c3ccccc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1cccs1,451.75702,13.6218405,655.2285,15.254963,0.051486023,0.028180767,357.25827,11.51684,485.31992,2.9166052,0.39111003,0.064108446,523.6257,16.192036,615.4446,16.710657,0.2390455,0.03601409
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(CCCCCC)c5cc3-4)-c3ccccc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1cccs1,448.1124,13.875347,652.3848,15.3712635,0.035199493,0.025176473,362.29135,11.349214,486.36404,3.1177356,0.3837582,0.060690206,522.064,17.267418,613.1716,16.503408,0.254747,0.033292986
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCOCCOCCOCCOC)(CCOCCOCCOCCOC)c3ccccc3-4)s2)c2nsnc2c1-c1cccs1,427.61407,39.19169,655.0867,30.552319,0.050176717,0.056708854,371.66617,34.855476,473.64322,69.24269,0.2657106,0.13467155,501.33124,16.289442,643.3549,14.369372,0.28934544,0.02954721
CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,519.7957,14.610961,673.4751,20.13681,0.1434779,0.056590218,396.40457,71.03802,459.31412,106.79643,0.39158955,0.23123325,610.63635,17.178066,727.4283,24.470062,0.100995995,0.05543134
CCCCCCOc1c2c(c(OCCCCCC)c3c1C(CCCCCC)(CCCCCC)c1cc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc1-3)C(CCCCCC)(CCCCCC)c1cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc1-2,519.36475,13.0056715,669.4676,14.803303,0.025853965,0.046704564,357.18777,3.6890826,524.79395,6.23566,0.3377901,0.06463638,576.1494,19.358776,651.6931,18.55979,0.1051117,0.047817443
CCCCCCOc1c2c(c(OCCCCCC)c3c1C(CCCCCC)(CCCCCC)c1cc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc1-3)C(CCCCCC)(CCCCCC)c1cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc1-2,519.40674,12.576728,668.7984,14.313891,0.02642773,0.046229567,357.63403,3.3233724,524.85596,6.582762,0.3368616,0.06468665,573.3634,19.719917,649.0289,19.6616,0.10717893,0.048736032
CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)O3)-c2sc(-c3cc(OCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,499.42944,11.6426935,640.89624,12.079148,0.1337606,0.020387024,384.6279,16.15315,528.7725,31.550642,0.23453897,0.087332666,587.1154,15.119014,678.30023,22.273275,0.17034273,0.043476
CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,500.61005,11.566743,646.6727,12.530369,0.109617576,0.023552166,385.0801,26.279165,532.8345,36.33321,0.25007272,0.09987451,578.21423,21.293734,666.6339,19.824379,0.14784418,0.045123205
CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=C(C#N)C#N,473.3935,7.117062,623.6305,11.6889515,0.16280693,0.026709927,376.7986,26.904472,518.9754,27.573696,0.23384158,0.049592916,543.69257,13.749768,652.7627,20.7887,0.14967772,0.028664125
CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2OC3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc2C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)O4)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,492.12433,12.655539,633.49866,12.066127,0.13678172,0.023317743,384.09818,14.843049,526.1746,31.660833,0.23804204,0.08790319,587.51556,13.466794,680.28326,21.28453,0.17230368,0.043556955
CCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,510.08896,12.126803,644.4025,13.745981,0.028626699,0.027710797,364.74936,28.797003,558.6348,54.851246,0.43419588,0.087423295,572.5005,13.102274,640.31555,8.016255,0.16430509,0.048597645
CCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,506.5285,11.814506,645.0597,13.809818,0.026862498,0.027235806,365.06277,26.685452,552.8161,40.941364,0.4350132,0.09257675,570.7687,11.584311,642.1312,8.074476,0.15761214,0.052922163
CCCCCCOc1cc(/C=C(\C#N)c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CC(CC)CCCC)C4=O)s2)c(OCCCCCC)cc1/C=C(\C#N)c1ccc(-c2ccc3c4c(cccc24)C(=O)N(CC(CC)CCCC)C3=O)s1,460.15332,13.015108,591.51495,12.779883,0.13373953,0.036786076,376.83957,27.656704,545.76196,5.100917,0.3026524,0.059560884,503.97842,15.09818,617.786,19.479155,0.15348478,0.041885093
CCCCCCOc1cc2nsnc2c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2ccsc2-6)c1OCCCCCC,448.66226,9.330183,622.76984,14.613151,0.1383659,0.013750708,380.67874,50.339146,495.24924,2.575754,0.2731645,0.07566028,471.4091,13.234407,571.0619,11.8372965,0.18307513,0.041287545
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)c(F)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCCCCCC)c(F)c2)(c2ccc(OCCCCCC)c(F)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1F,504.54095,7.858001,649.1747,20.790915,0.058837406,0.028738882,386.4099,24.431679,524.0078,21.898596,0.22690602,0.0802837,556.9951,21.798275,656.4352,28.532787,0.1234174,0.060085814
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3)sc2-4)cc1,477.79498,10.611021,633.77997,16.364498,0.20094426,0.028227001,396.5272,31.96351,525.5554,25.35747,0.22432733,0.10487942,546.221,17.376205,661.59753,16.89945,0.15764889,0.032592297
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)n5CC)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)n3CC)sc2-4)cc1,478.96005,8.532835,643.0085,12.829328,0.17090121,0.032315902,386.99405,25.88777,513.09155,15.570927,0.23002271,0.09325817,579.5776,23.192404,686.34296,18.055237,0.123631015,0.059382197
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)o5)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)o3)sc2-4)cc1,481.1319,7.8780265,636.5206,17.25362,0.18785511,0.028665429,397.30148,25.910734,518.7746,15.058087,0.20476407,0.11720202,576.605,19.1645,684.18243,22.761913,0.12723044,0.06978142
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1,492.3404,9.433722,661.4526,17.40331,0.13971439,0.021291722,397.88672,23.428862,516.33344,19.00757,0.22513337,0.12568016,575.02454,19.114517,681.9997,20.23466,0.12769754,0.06120275
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c(OC)c5OC)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c(OC)c3OC)sc2-4)cc1,524.33777,7.8433595,679.9163,14.058482,0.122928225,0.031273462,397.8439,12.971379,506.98495,24.93808,0.22888125,0.07087065,588.351,17.683308,690.9532,23.94155,0.12102989,0.08270802
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,500.5546,8.410395,659.54767,19.058144,0.13889512,0.023210643,393.9149,36.9385,515.6882,19.427502,0.21224576,0.11663053,583.08887,20.64579,691.0956,23.548605,0.111283496,0.0723732
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,539.1748,7.4495234,689.4654,11.300477,0.03597889,0.027391382,389.99414,31.133371,515.73956,24.191689,0.20492564,0.11220635,617.3641,24.683378,711.1312,27.771082,0.14323649,0.065372676
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,522.8059,5.698727,678.857,14.801152,0.06342353,0.023120346,393.38647,29.058475,513.034,15.699355,0.206976,0.11420721,571.63837,23.930271,670.68536,28.296793,0.1535425,0.050222598
CCCCCCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCC)c2)c1,461.2707,19.342842,615.5991,18.937742,0.062275242,0.05163776,379.59433,26.225147,508.45312,41.783302,0.3254485,0.12557398,495.96686,9.973186,622.64246,18.558369,0.11807567,0.04110436
CCCCCCOc1cccc(-c2nc3c(-c4cccs4)cc(C#N)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCC)c2)c1,458.55054,20.200575,620.76495,18.097908,0.060594954,0.044259824,376.4852,26.247547,503.4342,31.81474,0.33379284,0.1363409,507.38867,16.430225,630.7423,16.866295,0.1473992,0.03440821
CCCCCCOc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)s4)c3nc2-c2cccc(OCCCCCC)c2)c1,445.42743,20.120363,599.66534,26.872534,0.051826168,0.050095536,382.30945,22.302567,506.82715,40.389557,0.30597737,0.13563363,485.43,14.5341425,596.255,15.139445,0.1493678,0.050994433
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2cc(-c3scc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)c1,489.2372,12.1245165,627.42786,16.998259,0.111900166,0.033887587,392.9082,23.08444,535.2122,13.072153,0.2732019,0.068468474,572.26697,18.779835,665.0976,9.724757,0.09192573,0.056149606
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2cc(-c3scc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)c1,493.61322,10.9567375,634.9239,16.811693,0.110665835,0.033411384,388.3086,16.68219,530.70087,32.581158,0.2613841,0.05709779,561.3513,16.039927,656.5184,8.255784,0.10233507,0.05728803
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2c-4sc3cc(/C=C4/C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)c1,536.83545,10.738318,681.0594,15.610631,0.009356642,0.037280496,390.19455,32.26861,517.8592,16.434391,0.20273674,0.09944474,608.25854,26.453775,694.25476,28.701439,0.1223706,0.094949715
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)c1,515.4503,12.322284,651.88544,17.384577,0.02195659,0.030277094,406.28195,31.949656,529.7661,10.694927,0.22250049,0.08843412,577.0734,28.619267,661.7221,28.168814,0.12956505,0.09903076
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,520.53455,7.919197,670.2464,19.100676,0.03743045,0.033416796,394.20688,30.604038,515.90356,15.215938,0.20711215,0.09784809,563.04,22.946198,655.6018,25.392122,0.1363692,0.086553454
CCCCCCSc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(SCCCCCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,494.0275,9.189676,651.799,11.192663,0.104600586,0.013828373,381.96664,32.539562,521.8481,25.60859,0.26724884,0.09607331,575.59766,21.327127,667.6523,15.155239,0.09345247,0.049135204
CCCCCCSc1cc(F)cc(-c2c3cc(-c4ccc(-c5c(F)c(OCC(CC)CCCC)c(-c6cccs6)c6nsnc56)s4)sc3c(-c3cc(F)cc(SCCCCCC)c3)c3ccsc23)c1,482.1971,26.969608,666.8963,24.709763,-0.006756115,0.029649643,368.53152,40.7191,482.42236,21.020754,0.39956835,0.11671418,520.65076,14.685741,652.16364,32.252148,0.17046103,0.05112981
CCCCCCSc1cc(F)cc(-c2c3cc(-c4ccc(-c5c(F)c(SCC(CC)CCCC)c(-c6cccs6)c6nsnc56)s4)sc3c(-c3cc(F)cc(SCCCCCC)c3)c3ccsc23)c1,478.29648,25.686808,662.8665,23.304775,-0.01563254,0.025501072,368.28262,38.75737,482.23746,19.248295,0.4180733,0.10856129,518.79,16.077934,651.4453,33.457104,0.13070637,0.046810973
CCCCCCSc1ccc(C2(c3ccc(SCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCCCCCC)cc2)(c2ccc(SCCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,524.8371,7.6939206,675.0939,5.0553336,0.02663816,0.036530565,388.0914,29.480312,525.0603,24.873028,0.24854238,0.09549213,554.4394,21.508705,646.4419,27.817066,0.112329766,0.021187237
CCCCCCSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3ccsc23)cc1SCCCC,522.833,24.293882,701.6156,12.561692,-0.07771665,0.0370442,359.79233,28.387398,496.0293,52.845993,0.40620264,0.13406934,505.35956,10.836266,622.84485,19.292505,-0.01376946,0.09137612
CCCCCCSc1sc(-c2c3cc(-c4scc5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3ccsc23)cc1SCCCC,475.8996,18.279999,656.1764,10.754032,-0.0065075876,0.03096511,357.52304,34.91036,478.5482,52.39217,0.3649217,0.12389762,450.9082,16.36975,569.215,23.670975,0.017757773,0.051752493
CCCCCC[Si]1(CCCCCC)c2cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC,533.0207,12.089408,675.796,5.1025805,-0.0042728903,0.05859355,374.84314,22.020876,515.9696,4.7508693,0.29727164,0.100727074,584.7368,26.976688,637.0716,22.13176,0.096745014,0.052493654
CCCCCC[Si]1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)[Si](CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,506.9223,13.473372,656.232,10.705605,0.045627404,0.03934237,362.8613,8.944428,510.89648,12.362233,0.28097272,0.12749834,594.361,10.40633,653.13184,15.219656,0.09092539,0.034717664
CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,509.5585,13.273973,640.76447,12.839821,0.008953646,0.060187798,361.5051,40.53777,541.7824,24.84457,0.32068634,0.09634992,563.90216,10.068973,637.067,12.194848,0.22248602,0.04886402
CCCCCCc1c2sc3c(c2c(CCCCCC)c2sc4c(c12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-4sc2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12,536.6542,7.414427,674.5222,15.0096855,-0.018203473,0.058702536,377.39877,19.930569,530.3928,38.200245,0.2230639,0.13474762,565.01636,29.558744,642.39496,35.658733,0.13357079,0.021800704
CCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCC)CCCCCC)nc56)s4)sc3c(-c3cc(CCCCCC)c(CCCCCC)s3)c3cc(C)sc23)sc1CCCCCC,449.5104,13.255276,599.9169,7.9453135,0.046178535,0.029483607,361.10995,26.94626,497.3104,32.656845,0.35894874,0.13454607,433.4633,9.557712,554.54614,19.536734,0.13078834,0.06244015
CCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nn(CC(CCCC)CCCCCC)nc56)s4)sc3c(-c3cc(CCCCCC)c(CCCCCC)s3)c3ccsc23)sc1CCCCCC,443.67252,11.688072,608.8429,10.617873,0.0365997,0.032384705,368.4908,21.004549,494.1455,38.577244,0.3724843,0.13442539,432.9851,11.554287,550.0915,18.93302,0.09779741,0.045134865
CCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nn(CCCCCCSc7c(F)c(F)c(F)c(F)c7F)nc56)s4)sc3c(-c3cc(CCCCCC)c(CCCCCC)s3)c3ccsc23)sc1CCCCCC,421.92523,16.012028,565.6793,10.158818,0.13908765,0.046441566,375.00708,31.940533,489.5763,65.938065,0.29536662,0.16124283,420.2623,13.6599045,545.2623,22.477829,0.1007667,0.063840784
CCCCCCc1cc(-c2c3cc(-c4ccc(-c5nc6sc(-c7ccco7)nc6s5)o4)sc3c(-c3cc(CCCCCC)c(CCCCCC)s3)c3ccsc23)sc1CCCCCC,459.08807,15.679348,614.42957,16.641735,0.048453145,0.03656496,364.29825,40.762005,469.61215,63.73397,0.35918435,0.177128,451.18466,6.8470316,570.4242,25.500881,0.3789274,0.048394732
CCCCCCc1cc(-c2c3cc(-c4ccc(-c5sc(-c6sc(-c7cccs7)c7c6C(=O)N(CC(CCCC)CCCCCC)C7=O)c6c5C(=O)N(CC(CCCC)CCCCCC)C6=O)s4)sc3c(-c3cc(CCCCCC)c(CCCCCC)s3)c3ccsc23)sc1CCCCCC,513.7883,19.753445,675.6417,16.514805,-0.030122573,0.032606296,378.86435,15.6483755,508.71695,56.442753,0.3977547,0.10571685,523.2616,14.296913,638.4487,12.80983,0.06787805,0.030022325
