canonical_smiles,solid_real__absorption_nm__mean,solid_real__absorption_nm__std,solid_real__emission_nm__mean,solid_real__emission_nm__std,solid_real__quantum_yield__mean,solid_real__quantum_yield__std,solid_shuffled__absorption_nm__mean,solid_shuffled__absorption_nm__std,solid_shuffled__emission_nm__mean,solid_shuffled__emission_nm__std,solid_shuffled__quantum_yield__mean,solid_shuffled__quantum_yield__std,global_state_blind__absorption_nm__mean,global_state_blind__absorption_nm__std,global_state_blind__emission_nm__mean,global_state_blind__emission_nm__std,global_state_blind__quantum_yield__mean,global_state_blind__quantum_yield__std
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc2-c2c(OC)c3c(c(OC)c21)-c1sc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)cc1C3(CCCCCC)CCCCCC,538.0963,12.581671,680.36633,14.855498,0.023712382,0.049021218,357.85556,13.964355,529.18994,21.181675,0.34265438,0.09745429,566.78235,17.975359,640.88654,17.49352,0.072816536,0.06776972
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c(OC)c3c(c(OC)c21)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1C3(CCCCCC)CCCCCC,535.87756,13.107962,682.01886,16.741346,0.033879675,0.046492685,356.27054,13.5897255,521.1849,30.665121,0.32748517,0.110423714,566.82513,14.547981,643.52234,16.918774,0.06079836,0.07762473
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,523.78485,10.261911,673.4103,11.134448,0.025508631,0.040713448,355.93704,9.701196,528.5777,28.751518,0.30321464,0.10259785,569.2961,9.247959,642.30237,11.42572,0.091938354,0.06067429
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C4(CCCCCC)CCCCCC)cc21,532.3804,11.188443,690.71277,12.9791355,0.006408012,0.037914183,366.90347,15.659911,520.822,29.701729,0.3233344,0.109688565,593.8002,17.49537,664.59906,19.342451,0.05053135,0.070416935
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc21,536.2573,6.4027953,688.0767,15.063057,0.023962969,0.047830284,369.70224,12.538867,536.7937,45.281456,0.20816882,0.20920284,582.7838,10.297399,658.0677,19.844555,0.07249196,0.06510265
CCCCCCC1(CCCCCC)c2cc(/C=C3\SC(=S)N(CC)C3=O)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\SC(=S)N(CC)C6=O)cc4C5(CCCCCC)CCCCCC)c4n[se]nc34)cc21,496.94208,14.865695,650.4769,11.402752,0.06780132,0.028921206,367.87842,50.153267,481.63754,63.17998,0.509015,0.06013712,587.09406,20.215572,662.0596,13.533447,0.04882487,0.030140389
CCCCCCC1(CCCCCC)c2cc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=c6\sc(=S)n(CC)c6=C(C#N)C#N)cc4C5(CCCCCC)CCCCCC)c4n[se]nc34)cc21,461.31616,15.049161,632.19635,15.302401,0.021764165,0.060005024,370.39542,61.54791,485.14038,31.231619,0.42760992,0.069390394,595.0045,21.451973,669.713,27.40702,0.10287666,0.058721382
CCCCCCC1(CCCCCC)c2cc(N3C(=O)c4cccc5c(C#Cc6ccc(-c7cc8c(cc(-c9ccc(C#Cc%10ccc%11c%12c(cccc%10%12)C(=O)N(c%10ccc%12c(c%10)C(CCCCCC)(CCCCCC)C%10C=CC=CC%12%10)C%11=O)s9)c9nsnc98)c8nsnc78)s6)ccc(c45)C3=O)ccc2C2C=CC=CC21,523.59595,15.100899,668.95306,15.909456,0.0068841637,0.02702276,385.84317,39.112446,507.27502,9.391297,0.37528324,0.046210892,497.08575,9.2955885,590.8688,19.515083,0.30862704,0.04048277
CCCCCCC1(CCCCCC)c2cc(N3C(=O)c4cccc5c(C#Cc6sc(-c7cc8c(cc(-c9cc(CC(CC)CCCC)c(C#Cc%10ccc%11c%12c(cccc%10%12)C(=O)N(c%10ccc%12c(c%10)C(CCCCCC)(CCCCCC)C%10C=CC=CC%12%10)C%11=O)s9)c9nsnc98)c8nsnc78)cc6CC(CC)CCCC)ccc(c45)C3=O)ccc2C2C=CC=CC21,518.3579,11.306175,670.6353,12.807591,0.0014241129,0.029385734,375.12265,29.210842,522.69476,21.406767,0.4357679,0.025348814,503.81036,12.900776,590.5784,16.569887,0.29289228,0.055313297
CCCCCCC1(CCCCCC)c2cc(N3C(=O)c4cccc5c(C#Cc6sc(-c7cc8c(cc(-c9sc(C#Cc%10ccc%11c%12c(cccc%10%12)C(=O)N(c%10ccc%12c(c%10)C(CCCCCC)(CCCCCC)C%10C=CC=CC%12%10)C%11=O)c(F)c9F)c9nsnc98)c8nsnc78)c(F)c6F)ccc(c45)C3=O)ccc2C2C=CC=CC21,524.83246,21.098734,655.0339,20.914751,0.034195404,0.029127263,389.94638,43.261726,512.06226,28.9549,0.35912642,0.02623524,478.32993,13.454938,570.3087,23.161573,0.29024544,0.070097126
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCC)CCCCCC)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,504.22485,10.364487,660.8213,10.449317,0.009931708,0.04160221,356.20517,14.281942,525.2452,34.21693,0.37939784,0.036327597,582.6983,11.857304,647.70154,14.570566,0.09234744,0.050120022
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,481.41104,5.8773785,650.75323,8.494414,0.073526084,0.046835914,362.8069,47.612373,461.16214,41.659294,0.5065835,0.093457185,605.6664,9.177653,693.8762,11.78758,0.121994294,0.04205803
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4c(C)sc(C)c4C2=C(C#N)C#N)sc1-3,539.08875,11.160948,674.295,7.555375,-0.055995144,0.058782853,354.08902,20.992212,518.0986,38.42118,0.28427395,0.11954287,561.29553,14.792313,633.2257,1.9149852,0.12008306,0.08308569
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4c(csc4C)C2=C(C#N)C#N)sc1-3,540.1061,10.264174,689.01776,7.387574,-0.035490174,0.05182195,352.15063,16.733974,515.6613,40.80684,0.31663933,0.12994671,587.785,13.876544,649.9128,8.712364,0.09506202,0.054165605
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,495.8273,12.060363,646.1714,12.918459,-0.0129312845,0.05117181,366.7078,4.279248,536.27435,21.472853,0.4256432,0.050216798,600.0523,17.793541,657.1783,10.835653,0.05973499,0.036572903
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc1-3,522.42706,11.628846,669.3965,9.639736,0.014179396,0.045674346,366.20874,7.9072313,544.2341,37.515358,0.3324624,0.09819258,602.4901,17.111122,665.0927,19.213827,0.084099695,0.051425595
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2c(F)c(F)c(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCC)CCCCCC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CCCCCC)CCCCCC)c4nsnc24)sc1-3,518.07153,16.516928,688.9671,11.220012,-0.022394653,0.060176246,360.5145,15.058418,516.89655,29.61734,0.40747556,0.06458115,602.61633,17.493587,677.03503,14.249552,0.050480038,0.032571565
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,500.79507,11.057044,655.2413,11.193066,-0.012283194,0.051959343,360.99203,7.7984734,530.97217,38.40374,0.4128852,0.023740064,587.6758,16.86584,647.49445,11.072153,0.08993673,0.019809159
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4sc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCC)CCCCCC)-c5sc(/C=C6\C(=O)c8cc(F)c(F)cc8C6=C(C#N)C#N)cc5C7(CCCCCC)CCCCCC)cc4s2)sc1-3,512.0062,11.590602,670.1364,10.664184,-0.022939608,0.05311043,361.6639,13.327251,529.3623,31.575563,0.41245422,0.028913302,586.41895,20.985653,646.5283,14.886044,0.10154226,0.016819105
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCC)CCCCCC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CCCCCC)CCCCCC)c4nsnc24)sc1-3,507.90128,12.959828,680.82446,9.239367,-0.017907104,0.052118614,357.72195,12.258095,514.35144,36.935253,0.4196982,0.052563295,604.8758,14.283122,673.7174,12.431047,0.07902377,0.047065422
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cnc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCC)CCCCCC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CCCCCC)CCCCCC)cn2)sc1-3,496.9895,9.413629,652.9922,8.633144,0.002373287,0.048164383,360.86563,9.7773285,523.5002,35.396366,0.41040716,0.02737207,584.68176,18.984343,644.97363,13.123928,0.117207766,0.029316116
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc1-3,525.2424,11.8741665,676.2616,11.436567,0.012934918,0.043391857,357.11978,8.875113,538.7392,45.620453,0.32908705,0.089815356,596.7825,15.58668,661.11426,16.420544,0.08536838,0.045476433
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,525.2457,10.255367,669.6724,11.655505,0.034708306,0.042891502,356.16357,8.734437,530.0577,53.72017,0.31258547,0.10930173,594.70984,11.842809,661.4073,14.222558,0.097250864,0.043958124
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,494.68036,7.4187036,658.27765,9.926759,-0.014059147,0.044612158,357.8269,10.130818,517.46686,28.051014,0.42239892,0.021031274,589.7577,15.536228,652.91925,11.668976,0.07364327,0.025405413
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,522.51013,9.740433,677.5047,11.679913,0.026116256,0.040875047,356.1967,10.342247,527.1281,31.813723,0.31771898,0.10226082,592.4706,11.127867,659.77625,15.80143,0.077098876,0.050159793
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cscc4C2=C(C#N)C#N)sc1-3,532.07465,11.87664,690.2977,10.415681,-0.031866103,0.053182192,351.60416,13.710081,508.88193,43.231144,0.34582213,0.13619699,599.74207,21.099508,659.9294,19.492208,0.06404181,0.05141118
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc4sc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)cc4c21)C(CCCCCC)(CCCCCC)c1c-3sc2cc(/C=C3\C(=C(C#N)C#N)c4ccc(C)cc4C3=C(C#N)C#N)sc12,543.25867,10.925425,699.03174,6.1974144,-0.04926599,0.06764864,358.2125,20.391983,525.32,48.526512,0.29556784,0.114364944,608.2105,19.618996,671.76984,16.988207,0.08718602,0.058756694
CCCCCCC1(CCCCCC)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,426.63974,11.870387,614.94025,8.692944,0.13700397,0.041904442,361.5233,6.2345324,500.6257,23.76203,0.41671824,0.07818948,489.99106,17.920368,580.69055,9.638952,0.33425528,0.06012416
CCCCCCC1(CCCCCC)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,409.59735,13.361226,593.30676,8.231246,0.15658927,0.030338792,361.1461,16.116323,490.07803,36.109623,0.43551037,0.119530186,488.57285,13.032369,573.65515,8.333407,0.43545333,0.0465682
CCCCCCC1(CCCCCC)c2ccccc2-c2cc3c(cc21)c1cc2c(cc1n3CC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5cccs5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,458.87872,13.967663,664.49347,15.126954,0.059257757,0.030998994,350.30222,17.05434,486.18765,1.5970179,0.39312163,0.07241676,524.2081,17.233633,612.8483,18.022856,0.24875025,0.037460167
CCCCCCC1(CCCCCC)c2ccccc2-c2cc3c(cc21)c1cc2c(cc1n3CC)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,427.67252,11.139281,615.56903,8.058405,0.10261805,0.032549135,360.0332,8.910085,486.92554,38.463654,0.42766866,0.103969745,501.973,9.550181,580.65985,13.723286,0.34307396,0.038051885
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4scc5c4OCCO5)c4nsnc34)cc21,446.1075,10.209645,659.08264,12.578541,0.13909677,0.032034867,357.22263,39.71615,476.13937,16.049269,0.4642841,0.09892428,454.06073,8.606884,577.0177,5.9362473,0.4444917,0.04866974
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3sc(-c4ccc(-c5scc6c5OCCO6)c5nsnc45)c4c3OCCO4)cc21,468.96915,19.824297,670.05396,20.983952,0.12708485,0.045957774,371.16434,56.226063,480.50253,49.784557,0.44087768,0.079192944,490.7461,9.44695,620.298,7.678039,0.37308177,0.051428847
CCCCCCC1=CCC(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)C5=C(C=C(F)C(F)C5)C4=C(C#N)C#N)sc23)C=C1,527.9414,16.95559,658.7806,8.097466,0.025316497,0.031338636,392.1713,29.65949,535.65643,6.0478177,0.3076538,0.101730086,549.4906,19.9159,614.34314,14.3623085,0.16546908,0.01945825
CCCCCCC1=CCC(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)C5=C(C=C(F)CC5)C4=C(C#N)C#N)sc23)C=C1,527.32916,15.043824,660.59,8.004282,0.032296948,0.028904954,388.86948,32.820374,532.00415,13.397754,0.3105049,0.1080879,555.1289,19.871418,619.69324,14.9042,0.16756108,0.017963778
CCCCCCC1=CCC(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)C=C1,528.6386,11.015705,668.44073,11.497779,0.028504211,0.031798724,378.36685,26.841795,533.14087,29.103426,0.2538708,0.13407673,557.30817,20.38181,635.9644,17.370598,0.14197521,0.03632265
CCCCCCC1=CCC(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)C5=C(C=CCC5)C4=C(C#N)C#N)sc23)C=C1,528.8199,15.189419,664.73083,7.9551654,0.026989633,0.02706565,384.89694,30.5849,526.8203,21.275578,0.3021209,0.104017824,562.1672,17.83325,628.20685,14.33299,0.16921577,0.022195501
CCCCCCCC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,470.19717,20.3928,605.94086,27.396788,0.042658553,0.041920204,371.8287,20.819727,518.32837,28.40194,0.32557544,0.13153614,434.97943,8.673743,513.1176,22.92274,0.17649408,0.07854423
CCCCCCCC(CC)CN1C(=Cc2cc(F)cc(C(F)(F)F)c2)c2sc3c(C)c4cc(sc4ccc23)-c2n(CC(CC)CCCCCC)c(=O)/c(=C/c3cc(F)cc(C(F)(F)F)c3)c=21,435.97446,9.709909,527.8529,14.598887,0.025920698,0.045882106,393.63382,13.648822,530.5235,35.176556,0.35903218,0.102921076,504.9124,16.009813,585.7892,13.918426,0.14920786,0.03612175
CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,500.25928,12.090054,615.937,18.718874,0.043476444,0.0087815765,394.08786,30.569534,560.46747,70.30001,0.36780238,0.053375307,549.1412,19.963448,619.80634,16.175375,0.15207954,0.02024548
CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc2-3)cc1,492.65918,7.938994,619.03186,17.675854,0.048063543,0.010831755,394.9956,40.840267,550.2342,58.64337,0.38161805,0.04530628,547.864,18.131802,621.6081,15.735588,0.15030523,0.01717169
CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc2-3)cc1,504.1206,11.7240715,633.37244,17.452463,0.02230784,0.020910349,388.29517,35.207695,540.1015,55.36572,0.39634228,0.06349672,555.07214,22.157846,624.38,17.147306,0.14690512,0.023329908
CCCCCCCC(CCCC)c1ccc(-c2c3cc(-c4cccc5nsnc45)sc3c(-c3ccc(C(CCCC)CCCCCCC)s3)c3ccsc23)s1,467.07578,15.745801,674.2995,6.747955,-0.027246851,0.032193836,375.3158,2.3854437,484.09854,44.208485,0.45032647,0.15069222,484.15536,13.826137,615.2368,19.346825,0.24953946,0.041989744
CCCCCCCC(CCCCC)CCn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(SCC(CCCC)CCCCCC)s6)c6sccc6c(-c6ccc(SCC(CCCC)CCCCCC)s6)c5s4)s3)c2n1,449.37054,12.221701,621.94385,8.703766,-0.019577002,0.037761945,395.621,17.905592,511.30615,23.091381,0.46199512,0.15162888,439.09512,13.159739,553.60364,21.20377,0.084645055,0.0415016
CCCCCCCC(CCCCCC)CCOc1c2cc(-c3cccc4nsnc34)sc2c(OCCC(CCCCCC)CCCCCCC)c2ccsc12,444.01825,15.791339,638.2012,20.140978,-0.04671241,0.0488662,411.7313,21.664026,500.22818,24.463606,0.4668641,0.16309042,466.8243,16.16637,585.94946,15.9821415,0.33038306,0.06889141
CCCCCCCC(CCCCCC)COc1ccc(-c2ccc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(CC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc(-c5ccc(OCC(CCCCCC)CCCCCCC)cc5)cc4)c4cc(C)sc34)cc2)cc1,426.8808,13.54484,564.5786,19.331396,0.09751041,0.050722383,415.23392,25.763023,522.35114,10.495074,0.3770616,0.11993643,413.5878,11.759578,527.1718,26.360401,0.35841408,0.07194056
CCCCCCCC(CCCCCC)COc1ccc2cc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(CC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc5cc(OCC(CCCCCC)CCCCCCC)ccc5c4)c4cc(C)sc34)ccc2c1,440.10345,14.638609,569.25195,20.681673,0.043575335,0.048645135,403.29956,16.939707,521.5091,16.792772,0.35451713,0.13899483,433.80396,16.069658,539.0858,23.219246,0.24298076,0.058239564
CCCCCCCC(CCCCCCC)N1C(=O)C2=CC=c3c4c(c5ccc6c7c(ccc3c57)C(=O)N(N3C(=O)c5ccc7c8c9c(c%10ccc(c5c7%10)C3=O)=CC=C3C(=O)N(C(CCCCCCC)CCCCCCC)C(=O)C(C=C8)C39)C6=O)C=CC(C1=O)C24,559.4879,6.23751,632.5448,4.849396,0.0539294,0.040574856,381.00024,18.145454,532.1168,47.814934,0.36968303,0.07420398,588.47974,16.680395,614.5217,18.258633,0.64053696,0.05789006
CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(C(CCCCCCC)CCCCCCC)C%12=O)C(=O)N(C(CCCCCCC)CCCCCCC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,589.08826,20.636406,618.48694,14.25906,-0.09783742,0.077848084,409.07645,53.156006,565.87494,23.051792,0.3140242,0.088776626,575.72156,8.262743,607.46875,8.01788,0.6869378,0.047891278
CCCCCCCCC(/C=C(\C)c1sc(/C=C2\SC(=S)N(CC)C2=O)cc1CCCCCCCC)=C(/C)c1cc(CCCCCCCC)c(-c2nnc(-c3sc(-c4sc(-c5sc(/C=C6\SC(=S)N(CC)C6=O)cc5CCCCCCCC)cc4CCCCCCCC)cc3CCCCCCCC)s2)s1,471.47687,14.737945,642.7667,7.463074,0.08712411,0.031906866,390.63455,24.937656,496.8435,90.14919,0.49495682,0.12708695,500.09415,18.326365,616.2917,18.684534,0.016802395,0.037924107
CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sccc5c(-c5ccc(CCCCCCCC)s5)c4s3)sc(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sc(-c6scc7c6[Si](C)(C)c6sc(C=C(C#N)C#N)cc6-7)cc5c(-c5ccc(CCCCCCCC)s5)c4s3)c1-2,466.84503,14.791742,615.7722,6.2900977,0.04511773,0.032612108,376.62192,35.766045,490.39078,40.780132,0.3649024,0.12375228,501.92572,12.580588,611.58435,25.309622,0.09359779,0.064256355
CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c-2csc1-c1cc2c(-c3ccc(CCCCCCCC)s3)c3sccc3c(-c3ccc(CCCCCCCC)s3)c2s1,430.08624,9.197983,579.621,11.902496,0.08456221,0.039401937,371.35928,8.500177,495.10645,41.183296,0.37176582,0.09555732,439.84872,14.9567585,536.3727,21.901077,0.1475531,0.05103039
CCCCCCCCC(=O)c1csc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)c1,448.92398,9.630064,596.4462,8.767701,-0.019763356,0.02894469,381.15775,12.854505,526.6377,28.943533,0.42196667,0.09098115,431.8601,10.840827,527.99725,17.540915,0.20612547,0.047800515
CCCCCCCCC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,467.65936,19.981733,603.5665,27.248226,0.03793779,0.04215373,374.97635,18.087189,519.1839,26.75868,0.33087984,0.12888612,434.85834,8.076284,514.45337,21.99405,0.17565037,0.07650965
CCCCCCCCC(CCC)CN1C(=O)C2=C(c3ncc(-c4cc5c(s4)c4sccc4n5CC(CC)CCCC)s3)N(CC(CCCC)CCCCCCCC)C(=O)C2=C1c1nccs1,475.59723,7.9952803,626.16034,15.384732,-0.023783648,0.033653557,393.45114,31.27808,530.2268,11.468238,0.54308707,0.14920984,557.24255,16.448223,611.3634,24.93556,0.31971112,0.08298979
