edge_id,source_evaluated,learner_evaluated,repeat,pool,candidate_n,baseline_fraction_to_first_hit,augmented_fraction_to_first_hit,baseline_first_hit_rank,augmented_first_hit_rank,baseline_top10_recall_top5,augmented_top10_recall_top5,baseline_top10_enrichment,augmented_top10_enrichment,baseline_top10_regret,augmented_top10_regret,baseline_spearman_rho,augmented_spearman_rho,effect_fraction_to_first_hit,effect_top10_recall_top5,effect_top10_enrichment,effect_top10_regret_reduction,effect_spearman_rho,edge_role
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,29,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06650585155502009,0.14900612403626923,0.04761904761904763,0.0,0.0,0.0,0.0,-0.08250027248124914,-0.04761904761904763,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,30,year1_to_year2,21,0.09523809523809523,0.09523809523809523,2.0,2.0,0.5,0.5,3.5,3.5,0.0,0.0,0.7324675324675325,0.6922077922077923,0.0,0.0,0.0,0.0,-0.04025974025974022,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,30,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06650585155502009,0.14900612403626923,0.19047619047619052,0.04761904761904763,0.0,0.0,0.0,-0.08250027248124914,-0.1428571428571429,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,31,year1_to_year2,21,0.14285714285714285,0.09523809523809523,3.0,2.0,0.5,0.5,3.5,3.5,0.0,0.0,0.7896103896103897,0.7831168831168831,0.047619047619047616,0.0,0.0,0.0,-0.006493506493506551,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,31,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06650585155502009,0.06650585155502009,-0.19047619047619052,-0.11904761904761905,0.0,0.0,0.0,0.0,0.07142857142857147,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,32,year1_to_year2,21,0.14285714285714285,0.14285714285714285,3.0,3.0,0.5,0.5,3.5,3.5,0.0237927537807896,0.0237927537807896,0.36103896103896105,0.3896103896103896,0.0,0.0,0.0,0.0,0.028571428571428525,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,32,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14900612403626923,0.14900612403626923,-0.023809523809523815,-0.07142857142857144,0.0,0.0,0.0,0.0,-0.04761904761904762,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,33,year1_to_year2,21,0.047619047619047616,0.047619047619047616,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,0.8545454545454545,0.8298701298701299,0.0,0.0,0.0,0.0,-0.024675324675324628,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,33,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06650585155502009,0.06650585155502009,0.09523809523809526,0.261904761904762,0.0,0.0,0.0,0.0,0.1666666666666667,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,34,year1_to_year2,21,0.047619047619047616,0.047619047619047616,1.0,1.0,0.5,0.5,3.5,3.5,0.0237927537807896,0.0237927537807896,0.8012987012987013,0.8012987012987013,0.0,0.0,0.0,0.0,0.0,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,34,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.020080171307968797,0.020080171307968797,0.2380952380952381,0.1666666666666667,0.0,0.0,0.0,0.0,-0.0714285714285714,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,35,year1_to_year2,21,0.09523809523809523,0.09523809523809523,2.0,2.0,0.5,0.5,3.5,3.5,0.0,0.0,0.7441558441558441,0.7987012987012986,0.0,0.0,0.0,0.0,0.05454545454545445,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,35,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06650585155502009,0.14900612403626923,0.023809523809523815,-0.09523809523809526,0.0,0.0,0.0,-0.08250027248124914,-0.11904761904761907,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,36,year1_to_year2,21,0.047619047619047616,0.047619047619047616,1.0,1.0,0.5,0.5,3.5,3.5,0.0,0.0,0.8298701298701299,0.8441558441558441,0.0,0.0,0.0,0.0,0.014285714285714235,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,36,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14900612403626923,0.14900612403626923,-0.023809523809523815,-0.023809523809523815,0.0,0.0,0.0,0.0,0.0,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,37,year1_to_year2,21,0.047619047619047616,0.047619047619047616,1.0,1.0,0.5,0.5,3.5,3.5,0.0,0.0,0.7610389610389611,0.7415584415584415,0.0,0.0,0.0,0.0,-0.019480519480519543,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,37,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14900612403626923,0.14900612403626923,-0.023809523809523815,-0.09523809523809526,0.0,0.0,0.0,0.0,-0.07142857142857145,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,38,year1_to_year2,21,0.3333333333333333,0.3333333333333333,7.0,7.0,0.0,0.0,0.0,0.0,0.056692341279244385,0.056692341279244385,0.6766233766233766,0.6441558441558441,0.0,0.0,0.0,0.0,-0.03246753246753242,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,38,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14900612403626923,0.14900612403626923,-0.023809523809523815,-0.023809523809523815,0.0,0.0,0.0,0.0,0.0,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,39,year1_to_year2,21,0.047619047619047616,0.047619047619047616,1.0,1.0,0.5,0.5,3.5,3.5,0.0,0.0,0.8545454545454545,0.8701298701298701,0.0,0.0,0.0,0.0,0.01558441558441559,named-edge
hard_ood_birdshot_temporal_alloy_uts_to_ys,alloy_uts,ridge-primary,39,years1_2_to_year3,8,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14900612403626923,0.14900612403626923,-0.04761904761904763,-0.04761904761904763,0.0,0.0,0.0,0.0,0.0,named-edge
