base_rmse_mean,aug_rmse_mean,relative_rmse_improvement_mean,relative_rmse_ci_lo,relative_rmse_ci_hi,pooled_base_r2,pooled_aug_r2,effect_fold_0,effect_fold_1,effect_fold_2,effect_fold_3,effect_fold_4,target,source,target_temperature_C,source_temperature_C,absolute_temperature_distance_C,relation,train_n,independent_formulations,source_test_formulations_seen_during_fit,source_pooled_oof_r2,target_equivalent_n,target_sample_fraction_saved,target_equivalence_status,primary_permutation_p,edge_status,primary_positive_learners_of_three
0.10220391676113656,0.08683528275625636,0.1501882606865164,0.08612303443665308,0.21103013694493308,0.7388469154309338,0.8110159488229737,0.1556448157735799,0.10805753453407592,0.18077440658409316,0.021295713745982926,0.2575193417879278,kit_conductivity_minus_30_C,temperature_-20_C,-30,-20,10,adjacent-condition-primary,30,108,0,0.8592808928736606,47.88407252224965,0.3734868731965039,interpolated,0.001,within-campaign-local-neighbor-rescue-gate-passed,3.0
0.10220391676113656,0.09709330770803874,0.05007558010955884,0.0048579886547190166,0.08121883541232008,0.7388469154309338,0.7638080493338655,0.08680268581331653,0.04066147269197689,0.05675484117625638,-0.010547434695960908,0.038311204097360795,kit_conductivity_minus_30_C,temperature_0_C,-30,0,30,temperature-distance-control,30,108,0,0.7946639347981096,35.5602786793179,0.1563620670540976,interpolated,,control-positive,
0.10220391676113656,0.10123422660466058,0.009469015004597866,-0.0137303951716772,0.028243462127440933,0.7388469154309338,0.7435564876305605,0.035655422953996915,0.022012282287500774,-0.021099500062430835,-0.015091192771062625,0.005266847034992646,kit_conductivity_minus_30_C,temperature_30_C,-30,30,60,temperature-distance-control,30,108,0,0.8579947255272946,31.055010752452212,0.03397231966403053,interpolated,,unresolved,
0.10220391676113656,0.10295876362776171,-0.0076473701196165264,-0.01989216088692047,0.008054357534718802,0.7388469154309338,0.7350340690598409,-0.029524360308933257,-0.007410009159038872,-0.015663785127186972,0.026246555691220568,0.0012277517863405179,kit_conductivity_minus_30_C,temperature_60_C,-30,60,90,temperature-distance-control,30,108,0,0.8878578230158193,29.62364779388388,-0.012704451819529882,interpolated,,unresolved,
0.10220391676113656,0.10513327556903086,-0.02956270183759464,-0.043186023930154575,-0.014391608718072936,0.7388469154309338,0.7239627413440268,-0.04746364515492352,-0.018055881010821423,-0.034099921361600005,-0.012647121243808427,-0.038005923844070436,kit_conductivity_minus_30_C,shuffled_temperature_-20_C,-30,-20,10,shuffled-source-placebo,30,108,0,-0.2123922855823308,28.53947774230586,-0.05117550751565145,interpolated,,harmful,
