contract,budget,repeat,learner,method,scope,n,base_rmse,aug_rmse,relative_rmse_gain,base_r2,aug_r2,delta_r2,delta_mae
planned_state,60,0,random_forest,state_only,all,428,0.39388146653510514,0.2736785286635565,0.3051754095691512,-0.24998605651122552,0.3965302173201566,0.6465162738313821,0.11483617273856042
planned_state,60,0,random_forest,state_only,q1,152,0.4125899262003544,0.24775692290370666,0.3995080655861785,-1.0446842921854524,0.2627061393182557,1.3073904315037082,0.17292504737970468
planned_state,60,0,random_forest,state_only,q2,92,0.3770987281921247,0.26474401202055287,0.2979450944059647,0.04661048550533686,0.5300923364544938,0.48348185094915697,0.09995363016086345
planned_state,60,0,random_forest,state_only,q3,95,0.41553535691199595,0.3206375694315596,0.22837476017843236,-0.03042759701767217,0.3864777303277239,0.4169053273453961,0.09216952858318656
planned_state,60,0,random_forest,state_only,q4,89,0.35219498516344205,0.27049383161898644,0.2319770496066002,-0.16879114853369903,0.31057772699484176,0.4793688755285408,0.0552071409009727
planned_state,60,0,random_forest,state_plus_crossfitted_predicted_uts,all,428,0.2736785286635565,0.2714291015059869,0.008219231404648851,0.3965302173201566,0.40640956503652126,0.009879347716364673,-0.006676976802154483
planned_state,60,0,random_forest,state_plus_crossfitted_predicted_uts,q1,152,0.24775692290370666,0.27015150020133816,-0.09038930995415773,0.2627061393182557,0.12339531424886618,-0.13931082506938952,-0.03420791983266072
planned_state,60,0,random_forest,state_plus_crossfitted_predicted_uts,q2,92,0.26474401202055287,0.2474478295922826,0.06533172288303737,0.5300923364544938,0.589486415091844,0.059394078637350134,0.012260173359139537
planned_state,60,0,random_forest,state_plus_crossfitted_predicted_uts,q3,95,0.3206375694315596,0.31490358991093065,0.01788305572174334,0.3864777303277239,0.4082248295170857,0.021747099189361796,-0.0035443876200696722
planned_state,60,0,random_forest,state_plus_crossfitted_predicted_uts,q4,89,0.27049383161898644,0.24598630370396682,0.09060290864429232,0.31057772699484176,0.42984566385952827,0.11926793686468651,0.01742290582143949
planned_state,60,0,random_forest,predicted_uts_residual_anchor,all,428,0.2736785286635565,0.3285349204554761,-0.20044097744824055,0.3965302173201566,0.13036471583396614,-0.26616550148619045,-0.049692510277209556
planned_state,60,0,random_forest,predicted_uts_residual_anchor,q1,152,0.24775692290370666,0.3919245154412389,-0.5818912781442822,0.2627061393182557,-0.8449894227928629,-1.1076955621111186,-0.10830668073258223
planned_state,60,0,random_forest,predicted_uts_residual_anchor,q2,92,0.26474401202055287,0.25658914998304533,0.030802819581333726,0.5300923364544938,0.5585954435884877,0.028503107133993844,-0.004026826674040862
planned_state,60,0,random_forest,predicted_uts_residual_anchor,q3,95,0.3206375694315596,0.31796151652509325,0.008346036651944921,0.3864777303277239,0.39667595331833616,0.010198222990612238,-0.02521702761929795
planned_state,60,0,random_forest,predicted_uts_residual_anchor,q4,89,0.27049383161898644,0.2841660234219673,-0.05054529976210065,0.31057772699484176,0.23912226122777946,-0.0714554657670623,-0.022917901679192165
planned_state,60,0,random_forest,shuffled_uts_residual_anchor,all,428,0.2736785286635565,0.2970299517775918,-0.08532427891974698,0.3965302173201566,0.28915556883733606,-0.10737464848282052,-0.024979536149237758
planned_state,60,0,random_forest,shuffled_uts_residual_anchor,q1,152,0.24775692290370666,0.24123064464932786,0.026341456690254825,0.2627061393182557,0.3010373400997385,0.03833120078148278,-0.004847143734535486
planned_state,60,0,random_forest,shuffled_uts_residual_anchor,q2,92,0.26474401202055287,0.2941844862278307,-0.11120355086630743,0.5300923364544938,0.41977054880632214,-0.11032178764817169,-0.04081394522093204
planned_state,60,0,random_forest,shuffled_uts_residual_anchor,q3,95,0.3206375694315596,0.3590673273841903,-0.11985419556654162,0.3864777303277239,0.23059802943822205,-0.15587970088950187,-0.030486116733592528
planned_state,60,0,random_forest,shuffled_uts_residual_anchor,q4,89,0.27049383161898644,0.3127526595515286,-0.15622843478392995,0.31057772699484176,0.07833604908496761,-0.23224167790987416,-0.03711698397985744
planned_state,60,0,extra_trees,state_only,all,428,0.4042494261031214,0.2649662645251775,0.3445475802417433,-0.3166577508330102,0.4343402955550162,0.7509980463880264,0.11303134297711229
planned_state,60,0,extra_trees,state_only,q1,152,0.4153024782770322,0.2529405731238916,0.39094855832965975,-1.0716580220254612,0.23153159394034473,1.303189615965806,0.17420415053322572
planned_state,60,0,extra_trees,state_only,q2,92,0.382244447929944,0.2186163401030673,0.42807190192822814,0.020413913851956456,0.6795756775683466,0.6591617637163901,0.11531842223770691
planned_state,60,0,extra_trees,state_only,q3,95,0.4179316487992864,0.31095595954385813,0.2559645567947974,-0.042346317794593524,0.4229688145113173,0.4653151323059108,0.06988019203727364
planned_state,60,0,extra_trees,state_only,q4,89,0.3922108231038321,0.2752116982639695,0.29830672166047995,-0.4494716520175839,0.28631863206557917,0.735790284083163,0.05225248116565978
planned_state,60,0,extra_trees,state_plus_crossfitted_predicted_uts,all,428,0.2649662645251775,0.2582867319917239,0.025208992342566322,0.4343402955550162,0.46250024492133446,0.02815994936631827,0.00868424565813744
planned_state,60,0,extra_trees,state_plus_crossfitted_predicted_uts,q1,152,0.2529405731238916,0.24665952137782773,0.024832124275243873,0.23153159394034473,0.2692231358106566,0.03769154187031187,0.0023443479734286954
planned_state,60,0,extra_trees,state_plus_crossfitted_predicted_uts,q2,92,0.2186163401030673,0.22953900500736765,-0.04996271046871809,0.6795756775683466,0.6467572758664182,-0.0328184017019284,-0.0006581648109153238
planned_state,60,0,extra_trees,state_plus_crossfitted_predicted_uts,q3,95,0.31095595954385813,0.30199713569063363,0.02881058741040439,0.4229688145113173,0.455739064622526,0.03277025011120871,0.016327738715702145
planned_state,60,0,extra_trees,state_plus_crossfitted_predicted_uts,q4,89,0.2752116982639695,0.25513613292828385,0.07294590114563433,0.28631863206557917,0.38664131996106677,0.1003226878954876,0.02101047454308061
planned_state,60,0,extra_trees,predicted_uts_residual_anchor,all,428,0.2649662645251775,0.31233855370465896,-0.17878611552445406,0.4343402955550162,0.21399507748190671,-0.22034521807310947,-0.0434733919342859
planned_state,60,0,extra_trees,predicted_uts_residual_anchor,q1,152,0.2529405731238916,0.31172035695523975,-0.23238574620670874,0.23153159394034473,-0.16713031712301185,-0.3986619110633566,-0.04209527066972102
planned_state,60,0,extra_trees,predicted_uts_residual_anchor,q2,92,0.2186163401030673,0.3012787962844807,-0.37811654948775525,0.6795756775683466,0.39144845295010355,-0.288127224618243,-0.06287490757367842
planned_state,60,0,extra_trees,predicted_uts_residual_anchor,q3,95,0.31095595954385813,0.3305464704491918,-0.0630009179887435,0.4229688145113173,0.34797152220456185,-0.07499729230675545,-0.0369296725619363
planned_state,60,0,extra_trees,predicted_uts_residual_anchor,q4,89,0.2752116982639695,0.30452377441741096,-0.10650737718760321,0.28631863206557917,0.12619809680180705,-0.16012053526377212,-0.03275640692038667
planned_state,60,0,extra_trees,shuffled_uts_residual_anchor,all,428,0.2649662645251775,0.27465549118878874,-0.036567774697561665,0.4343402955550162,0.3922140609288721,-0.042126234626144066,-0.009390540297362526
planned_state,60,0,extra_trees,shuffled_uts_residual_anchor,q1,152,0.2529405731238916,0.23607550901227092,0.06667599390375423,0.23153159394034473,0.33059201255916737,0.09906041861882264,0.0018386157167562533
planned_state,60,0,extra_trees,shuffled_uts_residual_anchor,q2,92,0.2186163401030673,0.2493523212296151,-0.14059324711070192,0.6795756775683466,0.583143030765066,-0.09643264680328056,-0.02382344185033186
planned_state,60,0,extra_trees,shuffled_uts_residual_anchor,q3,95,0.31095595954385813,0.32565191650586284,-0.047260573437994995,0.4229688145113173,0.3671383302614246,-0.055830484249892676,-0.007278122184492419
