edge_id,pool,identity,nearest_target_l1,hard_ood_rank,hard_ood_selected,candidate_pool_n,hard_ood_n,target_reference_n
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.0006290094351|Co:9.610144152e-05|Cr:0.05610084151|Fe:0.8230123452|Mn:0.0006180092701|Mo:0.0189002835|Nb:6.090091351e-05|Ni:0.09840147602|Si:0.00101001515|Ti:0.0010600159|V:0.000111001665,0.01464995483777997,25,True,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.01270115962|C:0.0004770435541|Co:0.08850808079|Cr:0.0001100100439|Fe:0.7100648289|Mn:0.0001040094961|Mo:0.0305027849|Nb:6.170563372e-05|Ni:0.1490136049|Si:0.0002040186269|Ti:0.00814074325|V:0.0001120102265,0.014572856301940058,26,True,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.002120261852|C:0.0004760587933|Co:0.06110754678|Cr:0.05490678099|Fe:0.7270897956|Mn:0.0001040128456|Mo:0.03040375486|Nb:6.150759619e-05|Ni:0.1080133396|Si:0.0002030250736|Ti:0.01540190213|V:0.0001120138337,0.014355046804659996,27,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.01890780703|C:0.0009313845687|Co:9.49392004e-05|Cr:0.07963288042|Fe:0.7783213689|Mn:0.0006112523861|Mo:0.01890780703|Nb:6.022486685e-05|Ni:0.09814052222|Si:0.001590656782|Ti:0.00269111116|V:0.0001100454378,0.013842431915170018,28,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.0006240124178|C:0.01870037214|Co:0.04600091542|Cr:0.08000159203|Fe:0.813016179|Mn:0.001430028458|Mo:0.03370067064|Nb:6.040120198e-05|Ni:9.570190447e-05|Si:0.0002000039801|V:0.006170122785,0.012938164865409985,29,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.001670186727|C:0.0004690524401|Co:9.561068928e-05|Cr:0.0001080120758|Fe:0.7960890028|Mn:0.0001030115167|Mo:0.005870656339|Nb:6.060677584e-05|Ni:0.1740194554|Si:0.0002010224743|Ti:0.02120237043|V:0.0001110124112,0.0122283356223201,30,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.001009815002|C:0.0004539168424|Co:9.24830571e-05|Cr:0.0001049807675|Fe:0.7598607935|Mn:0.0009918182989|Mo:0.000113979119|Nb:5.868924813e-05|Ni:0.1719684954|Si:0.06398827735|Ti:0.001249771042|V:0.0001069804012,0.011564467432740009,31,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.006000510643|C:0.0009300791497|Co:9.480806817e-05|Cr:0.1070091065|Fe:0.7700655326|Mn:0.004880415323|Mo:0.0112009532|Nb:6.010511495e-05|Ni:0.09520810221|Si:0.001990169363|Ti:0.002450208513|V:0.0001100093618,0.011476730309639933,32,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.0006173298393|C:0.008774688316|Co:0.1420759112|Cr:0.1350721691|Fe:0.6813640528|Mn:0.004642480477|Mo:0.008614602782|Nb:5.973191476e-05|Ni:0.008984800579|Si:0.009685174789|V:0.0001090582698,0.011266867540840025,33,False,63,26,249
hard_ood_matbench_alloy_uts_to_ys,fold_0,Al:0.0006287699331|C:0.0009426550825|Co:0.1489455008|Cr:0.0001089601315|Fe:0.7017432322|Mn:0.0001029623261|Mo:0.0001179568396|Nb:6.087772484e-05|Ni:0.1419480612|Si:0.0002019261152|Ti:0.00508813825|V:0.0001109594,0.010688109654250046,34,False,63,26,249
