scope,label,status,baseline_percent,prior_percent,saved_percentage_points,saved_ci_lo,saved_ci_hi,relative_saved_percent,decision_status
official_test,Official test,directional,12.07575757575757,9.984848484848479,2.09090909090909,0.9393939393939393,3.4545454545454546,17.31493099121706,directional-only
hard_ood_40pct,Hard OOD 40%,exploratory,21.59090909090908,18.106060606060602,3.4848484848484804,1.7424242424242422,5.416666666666667,16.14035087719298,exploratory-directional-only
