target,train_n,rmse_mean,rmse_monotone,learning_curve_spearman_rho,valid_for_target_equivalence
matbench_steel_ys,8,5.3379486548785655,5.3379486548785655,-1.0,True
matbench_steel_ys,15,1.1519842274245444,1.1519842274245444,-1.0,True
matbench_steel_ys,30,0.1603980972508296,0.1603980972508296,-1.0,True
matbench_steel_ys,45,0.12437874768108398,0.12437874768108398,-1.0,True
matbench_steel_ys,60,0.09256254823298889,0.09256254823298889,-1.0,True
matbench_steel_ys,90,0.08447143832920294,0.08447143832920294,-1.0,True
matbench_steel_ys,120,0.07693398652292104,0.07693398652292104,-1.0,True
