target,programme_cluster,source,primary_edge_class,gain_id_mean,gain_ood_mean,gain_specific_mean,gain_ood_ci_lo,gain_ood_ci_hi,gain_specific_ci_lo,gain_specific_ci_hi,base_ood_r2_mean,aug_ood_r2_mean,positive_ood_repeat_fraction,primary_minus_wrong_mean,primary_minus_shuffled_mean,positive_ood_learners,one_sided_sign_flip_p,holm_p,classification
alloy_ys,mpea,alloy_uts,within-database-neighbor,0.09313864616239309,0.09471966564560741,0.0015810194832143257,0.020895983988549242,0.17930631239777156,-0.06408362577402334,0.06808835702156033,-1.0843315046117858,-0.6771806939724229,1.0,0.0820851826576011,0.08783651137708869,3,0.125,1.0,ood-improvement-not-specific
catalysis_h2,ocx,catalysis_voltage,within-database-neighbor,-0.0596171195520419,-0.058092950123413235,0.0015241694286286522,-0.14450849254601586,0.33431017598303864,-0.19668517573429986,0.32959070800003804,-2.43018396219752,-2.7488612762145856,0.3333333333333333,-0.11351974080557,-0.06934850947556383,1,0.875,1.0,unresolved
electrolyte_conductivity,obelix,te_electrical,cross-database-neighbor,-0.0005509364963661405,0.002905440675274601,0.0034563771716407416,-0.018543573274522655,0.03678991119826802,-0.07495481412180123,0.0396923700056486,-15.759723418845986,-16.278061286816886,0.6666666666666666,-0.015268475959366942,-0.014971050986526034,3,0.5,1.0,directional-ood-improvement
hydration,freesolv,solubility,cross-database-neighbor,0.03456013656359414,-0.003765759965629164,-0.03832589652922331,-0.019002609422504785,0.008233582251137002,-0.06424774012172818,-0.015548200240078826,-0.11441509285408695,-0.122516226664995,0.0,-0.0012159038279785511,-0.0023869395079015297,0,1.0,1.0,unresolved
polymer_tensile,openpoly,polymer_young,within-database-neighbor,0.013305053337941975,-0.0015060385851758077,-0.014811091923117782,-0.021572045143514348,0.04311388756522946,-0.05915676960514305,0.0301732672501038,-0.12883967541065322,-0.12857607367045296,0.6666666666666666,0.010696792257581444,-0.0034859843363187885,1,0.625,1.0,unresolved
polymer_tm,openpoly,polymer_crystallization,within-database-neighbor,-0.0027171949675093786,0.0003754452084701612,0.0030926401759795393,-0.014482113165822532,0.007662149099037749,-0.011128976190120411,0.016044522767621666,-0.9265149351014816,-0.9217514706652654,0.3333333333333333,0.008961547940148291,0.004178973628461604,2,0.5,1.0,directional-ood-improvement
solubility,aqsoldb,hydration,cross-database-neighbor,0.002840954429987347,0.0011792901892955143,-0.0016616642406918323,-0.007436712976452303,0.005504633720543703,-0.012285011243763291,0.00240813920734723,-0.23405992882631918,-0.23156957788277321,0.6666666666666666,0.004678824189584588,0.0003912795862825961,3,0.375,1.0,directional-ood-improvement
te_zt,estm,te_seebeck,within-database-neighbor,0.012587817303920237,0.0037902320694532137,-0.008797585234467026,-0.005255067272165137,0.026627614082590557,-0.12341280888125308,0.0987559491521475,-1.7463379836588906,-1.7292635466277284,0.3333333333333333,-0.011419841727880908,0.01218947100326065,2,0.5,1.0,directional-ood-improvement
