entity_id,split,component_id,size_matched_obelix_adjacent_ionic_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_obelix_adjacent_ionic_rank,coverage_matched_obelix_adjacent_ionic_vs_borg_wrong_mechanical,size_matched_obelix_adjacent_ionic_for_ocx_wrong_catalysis_rank,size_matched_ocx_wrong_catalysis_for_obelix_adjacent_ionic_rank,coverage_matched_obelix_adjacent_ionic_vs_ocx_wrong_catalysis,size_matched_caltech_adjacent_ionic_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_caltech_adjacent_ionic_rank,coverage_matched_caltech_adjacent_ionic_vs_borg_wrong_mechanical,size_matched_caltech_adjacent_ionic_for_ocx_wrong_catalysis_rank,size_matched_ocx_wrong_catalysis_for_caltech_adjacent_ionic_rank,coverage_matched_caltech_adjacent_ionic_vs_ocx_wrong_catalysis,skill_matched_wrong_rank
starry-0074811d144408428666,development,component-4fef417831d4fc71,0.44421180602458465,0.4392813724165879,False,0.5888828853167635,0.9084830474132108,False,0.4749425908415507,0.43948399297582064,False,0.8235850330946913,0.9132784006483858,True,0.9138187221396732
starry-00806625a99b1eac3ac8,development,component-b23e7ef0affbe5e5,0.2528704579224639,0.29447521275158717,False,0.5027016074564365,0.30906389301634474,False,0.3532351749290828,0.17249763609347563,False,0.640551127921113,0.3354045657166014,False,0.3042009995947589
starry-0082a451eab92e9c1ed4,development,component-4fef417831d4fc71,0.9030798325003377,0.42367958935566663,True,0.3384438741050925,0.8175739565041199,False,0.4348912602998784,0.46285289747399705,True,0.5033770093205457,0.7947453734972308,False,0.7801566932324733
starry-008bc7cd6ae692f6be49,development,component-4fef417831d4fc71,0.9841280561934351,0.7060651087397001,True,0.5068890990139133,0.9640010806429826,False,0.5633526948534378,0.6406862082939349,True,0.6254896663514792,0.9626502769147642,False,0.9808861272457112
starry-0098917a9ed7bb64003f,validation,component-d2a408fd9f3620db,0.17857625287045792,0.9914899365122247,False,0.237741456166419,0.8385114142915034,False,0.2805619343509388,0.9902742131568283,False,0.4174658922058625,0.8204781845197893,False,0.8465486964744022
starry-00af27f9605f05cd0589,development,component-4fef417831d4fc71,0.7594218560043225,0.8021072538160205,False,0.725111441307578,0.45056058354721057,False,0.9737944076725652,0.8164257733351344,False,0.725854383358098,0.445495069566392,False,0.5043901121167095
starry-00b25af5ff52b2248f29,development,component-4fef417831d4fc71,0.6853978116979603,0.6613535053356747,False,0.6860732135620694,0.7202485478859921,False,0.8220991489936512,0.7684722409833851,False,0.30683506686478457,0.7594218560043225,False,0.71565581521005
starry-00b5744e430fbbebccbd,development,component-e984af4a9a74e641,0.9106443333783601,0.5409293529650142,False,0.7481426448736999,0.012359854113197353,False,0.6870863163582331,0.6025260029717682,False,0.5938808591111712,0.011954612994731866,False,0.0114142915034445
starry-00bb730159f6671b00f1,evaluation,component-37dbc07d56bb4a18,0.8959881129271917,0.5477509117925166,False,0.3481021207618533,0.9737944076725652,False,0.38903147372686747,0.5438335809806835,False,0.4658922058624882,0.9702823179791976,False,0.955828718087262
starry-00bfadd2e5fcb44a4c26,development,component-4fef417831d4fc71,0.6220451168445225,0.4527894096987708,False,0.9400243144671079,0.16250168850466026,False,0.8911252195056059,0.5257328110225584,False,0.16925570714575172,0.14237471295420775,True,0.1610158044036201
starry-00c5a2eae0fcd7952dc9,development,component-4fef417831d4fc71,0.043495880048628935,0.2958260164798055,True,0.05808456031338646,0.4845332973119006,False,0.0838849115223558,0.39686613535053356,True,0.1304876401458868,0.5228961231933,False,0.4807510468728894
starry-00c71b0a1793468f4043,development,component-4fef417831d4fc71,0.9467783331081994,0.7494259084155073,False,0.9511009050384979,0.030258003512089692,False,0.9870322842091044,0.6629744698095367,False,0.6736458192624611,0.007564500878022423,False,0.0163447251114413
starry-00f1702342b4df8fef80,validation,component-1cc303608ed53e22,0.22450357962987977,0.2193705254626503,False,0.7367283533702553,0.26644603539105766,False,0.310414696744563,0.21329190868566797,False,0.14021342698905848,0.31102255842226123,False,0.2842091044171282
starry-00fc83f2eb0d8764fc4a,evaluation,component-eb9608bc147ffbe9,0.5314061866810752,0.9053086586518979,False,0.6262326084019992,0.6473051465622045,False,0.30784816966094825,0.8982844792651627,True,0.7844117249763609,0.6279886532486829,False,0.7145751722274754
starry-0106a1746c1637ff6933,evaluation,component-d827b9cbdb4f0794,0.6423071727677968,0.1281912738079157,False,0.8014993921383223,0.5211400783466162,False,0.7066729704173984,0.11765500472781305,False,0.7122112657030933,0.5060110765905714,False,0.4002431446710793
starry-0110bcbce2d1be694cbc,development,component-06d9bfccaa38f80a,0.5459948669458328,0.663514791300824,False,0.8623531000945562,0.19330001350803727,False,0.6709442118060246,0.7655004727813048,False,0.3054167229501553,0.16736458192624612,False,0.1915439686613535
starry-0111bf74e0976220e0bd,development,component-cf50edd005646b39,0.29852762393624205,0.29379981088747803,False,0.3979467783331082,0.3637714440091855,False,0.3448601918141294,0.31203566121842496,False,0.40888828853167636,0.3882885316763474,False,0.3904498176414966
starry-012b0e3983707f8c2a78,development,component-10761309e0771569,0.981899230041875,0.48243955153316226,True,0.45495069566392005,0.5146562204511684,False,0.6772929893286506,0.4879103066324463,True,0.5365392408483047,0.3955153316223153,False,0.4738619478589761
starry-012c0a1c0343519a5001,validation,component-7eb462653868dfa4,0.6267729298932865,0.5538295285694989,False,0.7332162636768877,0.25192489531271106,False,0.5728758611373768,0.6221801972173443,False,0.25705794947994054,0.23612049169255708,False,0.2798865324868296
