scope,seed,score,initial_source_spearman,source_weight,first_hit_rank,first_hit_fraction,top10_recall_top5,top10_enrichment,score_outcome_spearman,ensemble_spread_absolute_error_spearman,ensemble_spread_outcome_spearman,target_mean_outcome_spearman,mean_absolute_error
official_test,49,credibility_weighted_signed_rank_fusion,0.6595310510487661,0.5,1.0,0.00909090909090909,0.3333333333333333,3.333333333333333,0.3313071035647026,0.21948630379616438,-0.32573512815234035,0.3714642092815932,2.1679839342337197
official_test,49,target_mean_novelty_rank_fusion,0.6595310510487661,,11.0,0.1,0.16666666666666666,1.6666666666666665,0.2257013604591991,0.21948630379616438,-0.32573512815234035,0.3714642092815932,2.1679839342337197
hard_ood_40pct,49,target_mean,0.6595310510487661,,30.0,0.6818181818181818,0.0,0.0,0.36143982501620797,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,ucb_beta_0.25,0.6595310510487661,,29.0,0.6590909090909091,0.0,0.0,0.3698470453400799,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,ucb_beta_0.5,0.6595310510487661,,30.0,0.6818181818181818,0.0,0.0,0.3385495780839853,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,ucb_beta_1,0.6595310510487661,,29.0,0.6590909090909091,0.0,0.0,0.21717475021497717,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,ucb_beta_2,0.6595310510487661,,31.0,0.7045454545454546,0.0,0.0,-0.09262072138316041,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,ensemble_spread_only,0.6595310510487661,,12.0,0.2727272727272727,0.0,0.0,-0.4313822461979996,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,composition_novelty_only,0.6595310510487661,,12.0,0.2727272727272727,0.0,0.0,-0.13596764643118395,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,thermoelectric_prior_high,0.6595310510487661,,3.0,0.06818181818181818,0.3333333333333333,2.933333333333333,0.6674668462326426,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,thermoelectric_prior_low,0.6595310510487661,,22.0,0.5,0.0,0.0,-0.6674668462326426,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,equal_positive_rank_fusion,0.6595310510487661,,19.0,0.4318181818181818,0.0,0.0,0.6103192857166296,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
hard_ood_40pct,49,credibility_weighted_signed_rank_fusion,0.6595310510487661,0.5,25.0,0.5681818181818182,0.0,0.0,0.5526309396963702,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
