target,train_n,rmse_mean,rmse_sd,repeats_used,rmse_monotone,learning_curve_spearman_rho,valid_for_target_equivalence
calisol_conductivity_minus_40_C,15,0.5972218919537927,0.047354698043147944,60,0.5972218919537927,-1.0,True
calisol_conductivity_minus_40_C,30,0.5600013521152967,0.036414040900424424,100,0.5600013521152967,-1.0,True
calisol_conductivity_minus_40_C,60,0.5145188904499018,0.03271127292156639,60,0.5145188904499018,-1.0,True
calisol_conductivity_minus_40_C,120,0.47841195302977524,0.021284007356692756,60,0.47841195302977524,-1.0,True
calisol_conductivity_minus_40_C,240,0.47178626351616615,0.01722154822670709,60,0.47178626351616615,-1.0,True
calisol_conductivity_minus_40_C,480,0.45622883040238865,0.008842890947108191,60,0.45622883040238865,-1.0,True
