composition_key,band_gap,band_gap_q25,band_gap_q75,n_dois,n_extractions,element_system,formula_name,band_gap_iqr
Ag:0.28571429|O:0.57142857|W:0.14285714,3.07,2.935,3.16,15,20,Ag-O-W,Ag2WO4,0.2250000000000001
Ag:0.28571429|S:0.42857143|Sn:0.14285714|Zn:0.14285714,3.33,3.33,3.33,1,1,Ag-S-Sn-Zn,ZnS / SnS / Ag2S,0.0
Ag:0.30000000|Bi:0.10000000|I:0.60000000,1.81,1.81,1.81,1,1,Ag-Bi-I,Ag3BiI6,0.0
Ag:0.30769231|O:0.53846154|V:0.15384615,2.6799999999999997,2.59,2.77,2,2,Ag-O-V,Ag4V2O7,0.18000000000000016
Ag:0.33333333|C:0.16666667|O:0.50000000,2.3,2.3,2.3125,8,12,Ag-C-O,Ag2CO3,0.012500000000000178
Ag:0.33333333|Cl:0.16666667|O:0.33333333|Ti:0.16666667,2.9,2.9,2.9,1,1,Ag-Cl-O-Ti,Ag @ AgCl–TiO2,0.0
Ag:0.33333333|Cs:0.66666667,2.35,2.35,2.35,1,1,Ag-Cs,Cs2Ag1,0.0
Ag:0.33333333|Cu:0.33333333|O:0.33333333,2.55,2.425,2.675,2,2,Ag-Cu-O,CuO / Ag,0.25
Ag:0.33333333|Cu:0.33333333|S:0.33333333,1.05,1.05,1.05,1,1,Ag-Cu-S,AgCuS,0.0
Ag:0.33333333|Ge:0.16666667|S:0.50000000,2.16,2.16,2.16,1,1,Ag-Ge-S,Ag2GeS3,0.0
Ag:0.33333333|Mg:0.33333333|Sb:0.33333333,0.32,0.32,0.32,1,1,Ag-Mg-Sb,Li-doped α-MgAgSb,0.0
Ag:0.33333333|Ni:0.33333333|O:0.33333333,2.78,2.78,2.78,1,1,Ag-Ni-O,Ag / NiO,0.0
Ag:0.33333333|O:0.33333333|S:0.16666667|Ti:0.16666667,1.0,1.0,1.0,1,1,Ag-O-S-Ti,TiO2 / Ag2S,0.0
Ag:0.33333333|O:0.33333333|V:0.33333333,1.0,1.0,1.0,1,1,Ag-O-V,AgVOx,0.0
Ag:0.33333333|O:0.33333333|Zn:0.33333333,2.86,2.85,2.95,5,6,Ag-O-Zn,ZnO @ Ag,0.10000000000000009
Ag:0.33333333|O:0.50000000|Ti:0.16666667,2.2,2.1,2.3,2,2,Ag-O-Ti,Ag2O / TiO2,0.19999999999999973
Ag:0.33333333|O:0.50000000|V:0.16666667,3.12,3.12,3.12,1,1,Ag-O-V,Ag / AgVO3,0.0
Ag:0.33333333|Rb:0.33333333|Se:0.33333333,1.39,1.39,1.39,1,1,Ag-Rb-Se,RbAgSe,0.0
Ag:0.33333333|S:0.33333333|Zn:0.33333333,3.42,3.42,3.42,1,1,Ag-S-Zn,ZnS-Ag,0.0
Ag:0.33333333|Ti:0.33333333|Y:0.33333333,3.0,3.0,3.0,1,1,Ag-Ti-Y,YTi @ Ag,0.0
Ag:0.35000000|Eu:0.12500000|Na:0.02500000|Te:0.50000000,0.24,0.24,0.24,1,1,Ag-Eu-Na-Te,Na0.2Ag2.8EuTe4,0.0
Ag:0.37037037|O:0.48148148|Si:0.14814815,1.72,1.72,1.72,1,1,Ag-O-Si,Ag10Si4O13,0.0
Ag:0.37500000|As:0.12500000|O:0.50000000,1.6,1.5525,1.6,3,4,Ag-As-O,Ag3AsO4,0.0475000000000001
Ag:0.37500000|Ga:0.37500000|Se:0.12500000|Si:0.12500000,2.3,2.3,2.3,1,1,Ag-Ga-Se-Si,Ag3Ga3SiSe,0.0
Ag:0.37500000|O:0.50000000|P:0.12500000,2.4,2.36,2.45,84,112,Ag-O-P,Ag3PO4,0.0900000000000003
Ag:0.37500000|O:0.50000000|V:0.12500000,2.2,2.0875,2.225,16,19,Ag-O-V,Ag3VO4,0.13750000000000018
Ag:0.40000000|C:0.20000000|N:0.40000000,2.325,2.3125,2.3375,2,5,Ag-C-N,silver cyanamide,0.02499999999999991
Ag:0.40000000|Cl:0.10000000|O:0.40000000|P:0.10000000,3.25,3.25,3.25,1,1,Ag-Cl-O-P,AgCl / Ag3PO4,0.0
Ag:0.40000000|I:0.50000000|Rb:0.10000000,3.3499999999999996,3.3499999999999996,3.3499999999999996,1,1,Ag-I-Rb,RbAg4I5,0.0
Ag:0.40000000|O:0.46666667|Si:0.13333333,1.58,1.58,1.58,3,4,Ag-O-Si,Ag6Si2O7,0.0
Ag:0.40000000|S:0.40000000|Zn:0.20000000,3.92,3.085,4.755,2,2,Ag-S-Zn,ZnS / Ag2S,1.67
Ag:0.42857143|Bi:0.14285714|O:0.42857143,2.04,2.04,2.04,1,2,Ag-Bi-O,Ag3BiO3,0.0
Ag:0.42857143|C:0.14285714|O:0.42857143,1.8,1.8,1.8,1,1,Ag-C-O,Ag / Ag2CO3,0.0
Ag:0.44444444|O:0.44444444|P:0.11111111,1.8,1.8,1.8,1,1,Ag-O-P,Ag / Ag3PO4,0.0
Ag:0.44444444|O:0.44444444|Si:0.11111111,1.6,1.6,1.6,1,1,Ag-O-Si,Silver silicates,0.0
Ag:0.46153846|Cu:0.53846154,0.424,0.424,0.424,1,2,Ag-Cu,Ag6Cu7,0.0
Ag:0.50000000|Au:0.16666667|Se:0.33333333,0.2,0.2,0.2,1,1,Ag-Au-Se,Ag3AuSe2,0.0
Ag:0.50000000|Au:0.50000000,1.7,1.7,1.7,1,1,Ag-Au,AuAg,0.0
Ag:0.50000000|Br:0.50000000,2.6,2.6,2.6,30,37,Ag-Br,AgBr,0.0
Ag:0.50000000|Cl:0.50000000,3.25,3.1900000000000004,3.25,28,30,Ag-Cl,AgCl,0.05999999999999961
Ag:0.50000000|Cs:0.50000000,2.66,2.66,2.66,1,1,Ag-Cs,CsAgs,0.0
Ag:0.50000000|Cu:0.50000000,3.03,3.03,3.03,1,2,Ag-Cu,AgCu,0.0
Ag:0.50000000|I:0.50000000,2.78,2.72,2.8,33,41,Ag-I,AgI,0.07999999999999963
Ag:0.50000000|O:0.50000000,1.7,1.45,2.745,7,7,Ag-O,AgO,1.2950000000000002
Ag:0.50000000|Se:0.25000000|Te:0.25000000,1.5350000000000001,1.5350000000000001,1.5350000000000001,1,3,Ag-Se-Te,Ag2SeTe,0.0
Ag:0.50000000|V:0.50000000,2.5,2.5,2.5,1,1,Ag-V,AgV,0.0
Ag:0.53315561|Se:0.39986671|Sn:0.06697767,0.79,0.79,0.79,1,1,Ag-Se-Sn,Ag8Sn1.005Se6,0.0
Ag:0.53333333|Ge:0.06666667|S:0.40000000,1.45,1.45,1.45,1,3,Ag-Ge-S,Ag8GeS6,0.0
Ag:0.53333333|S:0.40000000|Sn:0.06666667,1.325,1.3175,1.3575,3,7,Ag-S-Sn,Ag8SnS6,0.040000000000000036
Ag:0.53333333|Se:0.40000000|Sn:0.06666667,0.8,0.8,0.8,2,2,Ag-Se-Sn,Ag8SnSe6,0.0
Ag:0.56250000|Ga:0.06250000|Se:0.37500000,0.53,0.53,0.53,1,2,Ag-Ga-Se,Ag9GaSe6,0.0
Ag:0.60000000|O:0.40000000,3.32,3.32,3.32,1,1,Ag-O,AgO–Ag2O,0.0
Ag:0.66666667|Br:0.33333333,2.43,2.265,2.515,3,3,Ag-Br,Ag / AgBr,0.25
Ag:0.66666667|Cl:0.33333333,2.56,2.335,2.8000000000000003,8,8,Ag-Cl,Ag / AgCl,0.4650000000000003
Ag:0.66666667|O:0.33333333,1.3,1.2,1.5,61,76,Ag-O,Ag2O,0.30000000000000004
Ag:0.66666667|S:0.33333333,1.0,0.9750000000000001,1.1,84,110,Ag-S,α-Ag2S,0.125
Ag:0.66666667|Se:0.33333333,1.205,1.0575,1.3525,2,3,Ag-Se,Ag2Se,0.29499999999999993
Ag:0.66666667|Te:0.33333333,0.605,0.2,1.3325,6,6,Ag-Te,Ag2Te,1.1325
Ag:0.75000000|O:0.25000000,1.35,1.35,1.35,1,1,Ag-O,Ag / Ag2O,0.0
Ag:0.75000000|Te:0.25000000,3.22,3.22,3.22,1,1,Ag-Te,Ag / Ag2Te,0.0
Ag:0.90909091|N:0.09090909,4.2,4.2,4.2,1,1,Ag-N,NAg10,0.0
Ag:1.00000000,2.58,2.26,2.995,15,15,Ag,silver,0.7350000000000003
Al:0.00064475|O:0.99935525,3.5,3.5,3.5,2,2,Al-O,Al2O3(100),0.0
Al:0.00468623|Se:0.59718826|Sn:0.39812551,0.34,0.34,0.34,1,1,Al-Se-Sn,Al0.023(Sn2Se3)0.977,0.0
Al:0.01000000|Cd:0.49000000|O:0.50000000,2.5,2.5,2.5,1,1,Al-Cd-O,Cd0.98Al0.02O,0.0
Al:0.01123596|Mg:0.58426966|Sb:0.40449438,0.32,0.32,0.32,1,1,Al-Mg-Sb,Mg52AlSb36,0.0
Al:0.02325581|C:0.34883721|H:0.48837209|O:0.13953488,2.05,2.05,2.05,1,3,Al-C-H-O,Al(acac)3,0.0
Al:0.03125000|B:0.46875000|N:0.50000000,4.49,4.49,4.49,1,1,Al-B-N,AlB15N16,0.0
Al:0.03571429|H:0.03571429|I:0.21428571|K:0.07142857|O:0.64285714,3.04,3.04,3.04,1,1,Al-H-I-K-O,K2Al(IO3)4(H0.5IO3)2,0.0
Al:0.04545455|As:0.50000000|Ga:0.45454545,1.778,1.778,1.778,1,1,Al-As-Ga,(GaAs)10 / (AlAs)m,0.0
Al:0.05000000|As:0.50000000|Ga:0.45000000,1.55,1.55,1.55,1,1,Al-As-Ga,Al0.10Ga0.90As,0.0
Al:0.06250000|Cu:0.25000000|In:0.18750000|Se:0.50000000,1.2999999999999998,1.25,1.3499999999999999,2,3,Al-Cu-In-Se,CuIn0.75Al0.25Se2,0.09999999999999987
Al:0.08333333|Co:0.12500000|H:0.16666667|O:0.54166667|Si:0.08333333,1.6,1.6,1.6,1,1,Al-Co-H-O-Si,Co3O4 / kaolinite,0.0
Al:0.08500000|In:0.41500000|N:0.50000000,2.48,2.48,2.48,1,1,Al-In-N,In0.83Al0.17N,0.0
Al:0.09090909|Na:0.09090909|O:0.63636364|P:0.18181818,5.640000000000001,5.46,5.82,2,3,Al-Na-O-P,NaAlP2O7,0.3600000000000003
Al:0.09523810|Ca:0.04761905|N:0.54421769|Si:0.31292517,5.0,5.0,5.0,1,1,Al-Ca-N-Si,Ca1.4Al2.8Si9.2N16,0.0
Al:0.10000000|Ca:0.10000000|Ge:0.05000000|Lu:0.05000000|O:0.60000000|Sc:0.05000000|Zr:0.05000000,3.297,3.297,3.297,1,1,Al-Ca-Ge-Lu-O-Sc-Zr,Ca2LuZrScAl2GeO12,0.0
Al:0.10000000|Lu:0.10000000|Mg:0.10000000|O:0.60000000|Si:0.10000000,4.83,4.83,4.83,1,1,Al-Lu-Mg-O-Si,Lu2Mg2Al2Si2O12,0.0
Al:0.10000000|O:0.50000000|Zn:0.40000000,5.29,5.29,5.29,1,1,Al-O-Zn,Zn0.8Al0.2O,0.0
Al:0.10000000|O:0.60000000|P:0.15000000|Rb:0.15000000,4.855,4.855,4.855,1,2,Al-O-P-Rb,Rb3Al2(PO4)3,0.0
Al:0.11538462|K:0.11538462|Si:0.76923077,0.7,0.7,0.7,1,1,Al-K-Si,K6Al6Si40,0.0
Al:0.11553785|B:0.22766079|La:0.05691520|O:0.59988617,3.87,3.87,3.87,1,1,Al-B-La-O,LaAl2.03B4O10.54,0.0
Al:0.11764706|Ca:0.29411765|N:0.47058824|Si:0.11764706,4.7,4.7,4.7,1,1,Al-Ca-N-Si,Ca5Si2Al2N8,0.0
Al:0.12500000|Cu:0.12500000|S:0.50000000|Zn:0.25000000,1.42,1.42,1.42,1,1,Al-Cu-S-Zn,CuZn2AlS4,0.0
Al:0.12500000|Ga:0.37500000|N:0.50000000,2.261,2.261,2.261,1,1,Al-Ga-N,Ga0.75Al0.25N,0.0
Al:0.13043478|Cl:0.04347826|Na:0.17391304|O:0.52173913|Si:0.13043478,5.0,5.0,5.0,1,1,Al-Cl-Na-O-Si,Na8Si6Al6O24Cl2,0.0
Al:0.14000000|As:0.50000000|Ga:0.36000000,2.02,2.02,2.02,1,2,Al-As-Ga,Al0.28Ga0.72As,0.0
Al:0.14285714|As:0.28571429|In:0.28571429|Sb:0.28571429,0.85,0.85,0.85,1,1,Al-As-In-Sb,Al0.5InAsSb,0.0
Al:0.14285714|As:0.42857143|Eu:0.42857143,1.0,1.0,1.0,1,1,Al-As-Eu,Eu3AlAs3,0.0
Al:0.14285714|Ca:0.42857143|Sb:0.42857143,0.6,0.6,0.6,1,1,Al-Ca-Sb,Ca3AlSb3,0.0
Al:0.14285714|La:0.14285714|O:0.57142857|Sr:0.14285714,2.9314999999999998,2.89725,2.96575,2,2,Al-La-O-Sr,LaSrAlO4,0.06849999999999978
Al:0.14814815|K:0.14814815|Si:0.70370370,1.0,1.0,1.0,1,3,Al-K-Si,K8Al8Si38,0.0
Al:0.15000000|B:0.20000000|O:0.60000000|Y:0.05000000,5.1,5.1,5.1,1,1,Al-B-O-Y,YAl3B4O12,0.0
Al:0.15384615|Ca:0.38461538|Sb:0.46153846,0.425,0.35,0.5075000000000001,4,5,Al-Ca-Sb,Ca5Al2Sb6,0.15750000000000008
Al:0.15384615|Eu:0.38461538|Sb:0.46153846,0.52,0.52,0.52,1,1,Al-Eu-Sb,Eu5Al2Sb6,0.0
Al:0.15384615|O:0.53846154|Sr:0.23076923|Zn:0.07692308,3.0775,3.0775,3.0775,1,2,Al-O-Sr-Zn,Sr3ZnAl2O7,0.0
Al:0.15384615|Sb:0.46153846|Sr:0.38461538,0.64,0.5700000000000001,0.71,2,2,Al-Sb-Sr,Sr5Al2Sb6,0.1399999999999999
Al:0.16250000|Cu:0.25000000|In:0.08750000|Se:0.50000000,1.81,1.81,1.81,1,1,Al-Cu-In-Se,CuIn0.35Al0.65Se2,0.0
Al:0.16666667|Ca:0.16666667|N:0.50000000|Si:0.16666667,0.3,0.3,0.3,1,1,Al-Ca-N-Si,CaAlSiN3,0.0
Al:0.16666667|Cr:0.16666667|O:0.58333333|Zn:0.08333333,4.29,4.29,4.29,1,1,Al-Cr-O-Zn,ZnO / Al2O3 / Cr2O3,0.0
Al:0.16666667|Ga:0.33333333|O:0.50000000,4.975,4.975,4.975,1,1,Al-Ga-O,AlGa2O3,0.0
Al:0.16666667|H:0.66666667|Na:0.16666667,4.775,4.7625,4.7875,2,2,Al-H-Na,NaAlH4,0.024999999999999467
Al:0.16666667|K:0.16666667|Sb:0.66666667,0.5,0.5,0.5,1,1,Al-K-Sb,KAlSb4,0.0
Al:0.16666667|Li:0.50000000|N:0.33333333,4.4,4.4,4.4,1,1,Al-Li-N,Li3AlN2,0.0
Al:0.16666667|Li:0.50000000|P:0.33333333,2.43,2.43,2.43,1,3,Al-Li-P,Li3AlP2,0.0
Al:0.16666667|Nb:0.16666667|O:0.66666667,3.63,3.63,3.63,1,1,Al-Nb-O,AlNbO4,0.0
Al:0.16666667|O:0.58333333|Si:0.08333333|Sr:0.16666667,4.15,4.15,4.15,1,3,Al-O-Si-Sr,Sr2Al2SiO7,0.0
Al:0.16666667|O:0.66666667|Si:0.16666667,4.39,4.39,4.39,1,1,Al-O-Si,Si6Al6O24,0.0
Al:0.17500000|As:0.50000000|Ga:0.32500000,1.9,1.9,1.9,2,2,Al-As-Ga,Al0.35Ga0.65As,0.0
Al:0.18181818|H:0.72727273|Mg:0.09090909,2.9,2.9,2.9,1,2,Al-H-Mg,Mg(AlH4)2,0.0
Al:0.18750000|Ga:0.31250000|N:0.50000000,2.272,2.272,2.272,1,1,Al-Ga-N,Ga0.625Al0.375N,0.0
Al:0.19000000|C:0.61000000|N:0.20000000,1.87,1.87,1.87,1,2,Al-C-N,Al19C61N20,0.0
Al:0.20000000|As:0.40000000|Ga:0.40000000,1.1,1.1,1.1,1,1,Al-As-Ga,Ga1−xAlxAsGaAs,0.0
Al:0.20000000|Bi:0.20000000|O:0.60000000,2.3449999999999998,1.8775,2.8125,2,2,Al-Bi-O,BiAlO3,0.935
Al:0.20000000|Ca:0.05000000|Lu:0.10000000|O:0.60000000|Si:0.05000000,5.77,5.77,5.77,1,1,Al-Ca-Lu-O-Si,CaLu2Al4SiO12,0.0
Al:0.20000000|Ce:0.20000000|O:0.60000000,3.26,3.26,3.26,1,1,Al-Ce-O,CeAlO3,0.0
Al:0.20000000|Cu:0.20000000|Ga:0.20000000|Te:0.40000000,1.35,1.35,1.35,1,1,Al-Cu-Ga-Te,CuAlGaTe2,0.0
Al:0.20000000|Cu:0.20000000|In:0.20000000|S:0.40000000,1.74,1.74,1.74,1,1,Al-Cu-In-S,Cu(In1−xAlx)S2,0.0
Al:0.20000000|Cu:0.20000000|In:0.20000000|Se:0.40000000,1.25,1.25,1.25,1,1,Al-Cu-In-Se,Cu(InAl)Se2,0.0
Al:0.20000000|Cu:0.20000000|Mg:0.20000000|O:0.40000000,3.4850000000000003,3.4850000000000003,3.4850000000000003,1,2,Al-Cu-Mg-O,CuAl1−xMgxO2,0.0
Al:0.20000000|Cu:0.20000000|Mg:0.20000000|S:0.40000000,3.0,3.0,3.0,1,1,Al-Cu-Mg-S,CuAl1−xMgxS2,0.0
Al:0.20000000|Fe:0.20000000|O:0.60000000,2.41,2.395,2.425,2,3,Al-Fe-O,AlFeO3,0.029999999999999805
Al:0.20000000|Ga:0.20000000|N:0.60000000,6.0,6.0,6.0,1,1,Al-Ga-N,AlGaN3,0.0
Al:0.20000000|Ga:0.20000000|O:0.60000000,5.0,5.0,5.0,1,1,Al-Ga-O,β-(AlxGa1-x)2O3,0.0
Al:0.20000000|La:0.20000000|O:0.60000000,5.0,3.8499999999999996,5.55,15,18,Al-La-O,LaAlO3,1.7000000000000002
Al:0.20000000|Mo:0.20000000|N:0.20000000|Se:0.40000000,2.05,2.05,2.05,1,1,Al-Mo-N-Se,AlN–MoSe2,0.0
Al:0.20000000|N:0.10000000|Ni:0.10000000|O:0.40000000|P:0.10000000|S:0.10000000,3.41,3.41,3.41,1,2,Al-N-Ni-O-P-S,NiAl2O4-NSPs,0.0
Al:0.20000000|N:0.20000000|Se:0.40000000|W:0.20000000,1.72,1.72,1.72,1,1,Al-N-Se-W,AlN–WSe2,0.0
Al:0.21428571|C:0.10714286|N:0.14285714|O:0.46428571|Si:0.07142857,2.8200000000000003,2.8200000000000003,2.8200000000000003,1,1,Al-C-N-O-Si,g-C3N4 / mullite,0.0
Al:0.22222222|N:0.22222222|O:0.33333333|Si:0.11111111|Sr:0.11111111,3.83,3.83,3.83,1,1,Al-N-O-Si-Sr,SrSiAl2O3N2,0.0
Al:0.22222222|O:0.55555556|Zn:0.22222222,3.21,3.21,3.21,1,1,Al-O-Zn,ZnO / ZnAl2O4,0.0
Al:0.22750000|Cu:0.25000000|In:0.02250000|S:0.50000000,3.27,3.27,3.27,1,1,Al-Cu-In-S,CuIn0.09Al0.91S2,0.0
Al:0.25000000|As:0.25000000|Ga:0.25000000|In:0.25000000,1.5,1.46,1.5,3,3,Al-As-Ga-In,AlGaInAs,0.040000000000000036
Al:0.25000000|As:0.50000000|Ga:0.25000000,2.04,2.04,2.04,1,1,Al-As-Ga,(GaAs)1 / (AlAs)1,0.0
Al:0.25000000|B:0.25000000|P:0.50000000,1.65,1.65,1.65,1,1,Al-B-P,AlBP2,0.0
Al:0.25000000|C:0.25000000|N:0.25000000|Si:0.25000000,3.2,3.2,3.2,1,1,Al-C-N-Si,SiCAlN,0.0
Al:0.25000000|Cl:0.25000000|Mg:0.50000000,1.013,1.013,1.013,1,1,Al-Cl-Mg,Mg2.0Al–Cl,0.0
Al:0.25000000|Cl:0.25000000|Zn:0.50000000,2.673,2.673,2.673,1,1,Al-Cl-Zn,Zn2.0Al–Cl,0.0
Al:0.25000000|Cl:0.75000000,1.4,1.4,1.4,1,1,Al-Cl,AlCl3,0.0
Al:0.25000000|Co:0.25000000|Cr:0.25000000|Fe:0.25000000,0.65,0.65,0.65,1,1,Al-Co-Cr-Fe,CoFeCrAl,0.0
Al:0.25000000|Co:0.25000000|Cr:0.25000000|La:0.25000000,0.53,0.53,0.53,1,1,Al-Co-Cr-La,LaCoCrAl,0.0
Al:0.25000000|Co:0.25000000|Fe:0.25000000|Mn:0.25000000,0.6,0.6,0.6,1,1,Al-Co-Fe-Mn,FeCoMnAl,0.0
Al:0.25000000|Co:0.25000000|Fe:0.25000000|Ti:0.25000000,0.2,0.2,0.2,1,1,Al-Co-Fe-Ti,CoFeTiAl,0.0
Al:0.25000000|Co:0.25000000|Mn:0.25000000|Ti:0.25000000,0.5,0.5,0.5,1,1,Al-Co-Mn-Ti,CoMnTiAl,0.0
Al:0.25000000|Co:0.50000000|Fe:0.25000000,0.2,0.2,0.2,1,1,Al-Co-Fe,Co2FeAl,0.0
Al:0.25000000|Co:0.50000000|Ta:0.25000000,0.78,0.78,0.78,1,1,Al-Co-Ta,Co2TaAl,0.0
Al:0.25000000|Cr:0.25000000|Fe:0.25000000|Nb:0.25000000,0.2,0.2,0.2,1,1,Al-Cr-Fe-Nb,NbFeCrAl,0.0
Al:0.25000000|Cr:0.25000000|Mn:0.50000000,0.21,0.21,0.21,1,2,Al-Cr-Mn,Mn2CrAl,0.0
Al:0.25000000|Cu:0.25000000|O:0.50000000,3.5,3.0,3.5324999999999998,20,28,Al-Cu-O,CuAlO2,0.5324999999999998
Al:0.25000000|Cu:0.25000000|S:0.50000000,3.425,3.3737500000000002,3.4800000000000004,6,8,Al-Cu-S,CuAlS2,0.10625000000000018
Al:0.25000000|Cu:0.25000000|Se:0.50000000,2.68,2.6775,2.685,4,5,Al-Cu-Se,CuAlSe2,0.00749999999999984
Al:0.25000000|Cu:0.50000000|Mn:0.25000000,0.37,0.37,0.37,1,1,Al-Cu-Mn,AlCu 2Mn,0.0
Al:0.25000000|Fe:0.25000000|Mn:0.25000000|Ti:0.25000000,0.25,0.25,0.25,1,1,Al-Fe-Mn-Ti,FeMnTiAl,0.0
Al:0.25000000|Fe:0.50000000|Mn:0.06250000|Nb:0.18750000,0.2,0.2,0.2,1,1,Al-Fe-Mn-Nb,Fe2Mn0.25Nb0.75Al,0.0
Al:0.25000000|Fe:0.50000000|Mn:0.18750000|Ti:0.06250000,0.41,0.41,0.41,1,1,Al-Fe-Mn-Ti,Fe2Ti0.25Mn0.75Al,0.0
Al:0.25000000|Fe:0.50000000|Mn:0.25000000,0.48000000000000004,0.44000000000000006,0.52,2,2,Al-Fe-Mn,Fe2MnAl,0.07999999999999996
Al:0.25000000|Fe:0.50000000|Nb:0.25000000,0.3,0.3,0.3,1,1,Al-Fe-Nb,Fe2NbAl,0.0
Al:0.25000000|Fe:0.50000000|Ta:0.25000000,1.3,1.3,1.3,1,2,Al-Fe-Ta,Fe2TaAl,0.0
Al:0.25000000|Fe:0.50000000|V:0.25000000,0.22,0.22,0.22,1,1,Al-Fe-V,Fe2VAl,0.0
Al:0.25000000|Ga:0.25000000|In:0.25000000|P:0.25000000,2.144,2.112,2.176,2,2,Al-Ga-In-P,AlGaInP,0.06400000000000006
Al:0.25000000|Ga:0.25000000|N:0.50000000,1.8,1.8,1.8,1,1,Al-Ga-N,GaN / AlN,0.0
Al:0.25000000|H:0.25000000|O:0.50000000,3.87,3.135,4.640000000000001,3,5,Al-H-O,boehmite,1.5050000000000008
Al:0.25000000|H:0.25000000|Si:0.25000000|Sr:0.25000000,0.655,0.6425,0.6675,2,3,Al-H-Si-Sr,SrAlSiH,0.025000000000000022
Al:0.25000000|Hf:0.50000000|V:0.25000000,0.49,0.49,0.49,1,1,Al-Hf-V,Hf2VAl,0.0
Al:0.25000000|I:0.75000000,0.25,0.25,0.25,1,1,Al-I,Al(III),0.0
Al:0.25000000|Mn:0.25000000|Ti:0.50000000,0.55,0.55,0.55,1,2,Al-Mn-Ti,Ti2MnAl,0.0
Al:0.25000000|N:0.25000000|O:0.25000000|Si:0.25000000,3.6950000000000003,3.6950000000000003,3.6950000000000003,1,2,Al-N-O-Si,β-Si6−zAlzOzN8−z,0.0
Al:0.25000000|Ni:0.12500000|O:0.50000000|Zn:0.12500000,3.8,3.8,3.8,1,1,Al-Ni-O-Zn,Zn1−xNixAl2O4,0.0
Al:0.25000000|O:0.25000000|Zn:0.50000000,3.08,3.08,3.08,1,1,Al-O-Zn,ZnO–ZnAl,0.0
Al:0.25000000|O:0.50000000|Ti:0.12500000|Zn:0.12500000,3.5975,3.5975,3.5975,1,2,Al-O-Ti-Zn,Zn(1 − x)TixAl2O4,0.0
Al:0.25000000|O:0.62500000|Si:0.12500000,5.18,5.18,5.18,1,1,Al-O-Si,sillimanite,0.0
Al:0.25000000|O:0.62500000|Ti:0.12500000,2.94,2.94,2.94,1,1,Al-O-Ti,TiO2 / Al2O3,0.0
Al:0.25000000|Rh:0.25000000|Zr:0.50000000,0.50635,0.50635,0.50635,1,1,Al-Rh-Zr,Zr2RhAl,0.0
Al:0.25000000|Ti:0.25000000|V:0.25000000|Zr:0.25000000,0.49,0.49,0.49,1,2,Al-Ti-V-Zr,ZrVTiAl,0.0
Al:0.26000000|In:0.14000000|O:0.60000000,5.0,5.0,5.0,1,1,Al-In-O,Al1.3In0.7O3,0.0
Al:0.28571429|Ca:0.14285714|O:0.57142857,1.6,1.6,1.6,1,1,Al-Ca-O,CaAl2O4,0.0
Al:0.28571429|Cd:0.14285714|O:0.57142857,4.937,4.937,4.937,1,2,Al-Cd-O,CdAl2O4,0.0
Al:0.28571429|Co:0.14285714|O:0.57142857,3.075,2.8999999999999995,3.3625000000000003,6,8,Al-Co-O,CoAl2O4,0.4625000000000008
Al:0.28571429|Cu:0.00285714|Ni:0.14000000|O:0.57142857,2.63,2.63,2.63,1,1,Al-Cu-Ni-O,Ni0.98Cu0.02Al2O4,0.0
Al:0.28571429|Cu:0.14285714|O:0.57142857,3.07,2.585,3.535,3,4,Al-Cu-O,CuAl2O4,0.9500000000000002
Al:0.28571429|Mg:0.14285714|O:0.57142857,4.8100000000000005,3.9,5.1,5,6,Al-Mg-O,MgAl2O4,1.1999999999999997
Al:0.28571429|Mg:0.14285714|Se:0.57142857,3.05,3.05,3.05,1,1,Al-Mg-Se,MgAl2Se4,0.0
Al:0.28571429|Mn:0.14285714|O:0.57142857,2.21,2.21,2.21,1,1,Al-Mn-O,MnAl2O4,0.0
Al:0.28571429|N:0.14285714|O:0.42857143|Ts:0.14285714,3.1,3.1,3.1,1,1,Al-N-O-Ts,Al2O3NTs,0.0
Al:0.28571429|Ni:0.14285714|O:0.57142857,3.335,3.1425,3.4075,6,9,Al-Ni-O,NiAl2O4,0.2650000000000001
Al:0.28571429|O:0.57142857|Sr:0.14285714,4.5,3.7800000000000002,4.65,3,3,Al-O-Sr,SrAl2O4,0.8700000000000001
Al:0.28571429|O:0.57142857|Zn:0.14285714,3.8,3.8,3.8,26,32,Al-O-Zn,ZnAl2O4,0.0
Al:0.28571429|S:0.57142857|Zn:0.14285714,3.42,3.42,3.42,1,1,Al-S-Zn,ZnAl2S4,0.0
Al:0.33333333|As:0.33333333|Ga:0.33333333,1.795,1.7475,1.8424999999999998,2,2,Al-As-Ga,AlGaAs,0.09499999999999975
Al:0.33333333|As:0.33333333|In:0.33333333,1.2349999999999999,0.9025,1.5225,4,4,Al-As-In,InAlAs,0.62
Al:0.33333333|B:0.33333333|O:0.33333333,5.14,5.14,5.14,1,1,Al-B-O,[Al(B5O10)]n2n−,0.0
Al:0.33333333|Ba:0.08333333|S:0.58333333,3.95,3.95,3.95,1,3,Al-Ba-S,BaAl4S7,0.0
Al:0.33333333|Br:0.33333333|P:0.33333333,3.2,3.2,3.2,1,1,Al-Br-P,BrAlPc,0.0
Al:0.33333333|Cl:0.33333333|P:0.33333333,5.3,5.3,5.3,1,1,Al-Cl-P,ClAlPc,0.0
