arrhenius_r2_cutoff,n,intercept,slope,slope_se_hc3,slope_ci_lo,slope_ci_hi,p_hc3,r2,spearman_rho,spearman_p,T_iso_K,temperature_harmonic_median_K,temperature_min_K,temperature_max_K
0.8,136,9.279764490327892,5.853738631890793,1.5837463547859092,2.7213642971186323,8.986112966662954,0.0003180577938341483,0.1237903902545523,0.3415438194742617,4.714480526272575e-05,1982.411387232924,479.36292139339247,10.0,1275.0
0.9,112,9.401465178486943,5.3591458552259885,1.6235994413524855,2.1415528502641186,8.57673886018786,0.0013003552146267944,0.1074680748822826,0.34287764376259955,0.00021491342745917383,2165.367100510877,478.9237459260251,10.0,1275.0
0.95,63,9.415185397599775,5.035819853810764,2.2183520393337886,0.5999507961372998,9.471688911484229,0.026748343065664808,0.07691428011043888,0.27635368663594473,0.028346631428032634,2304.3950059023814,489.4878548866458,30.0,1275.0
