seeds,threshold_log10_sigma,baseline_mean_experiments,prior_mean_experiments,paired_mean_improvement_experiments,paired_improvement_ci_lo,paired_improvement_ci_hi,paired_signflip_p_one_sided
50,-2.4063840827268814,19.92,17.66,2.26,-0.38,5.28,0.07144642767861607
