target,method,learner,repeat,train_n,sources,q1_relative_rmse_gain,q4_relative_rmse_gain,gain_specific,q4_r2
alloy_ys,mechanism_bundle,ridge_alpha_10,1,30,alloy_uts|alloy_hardness|alloy_elongation,0.1978586517883833,0.21072037351215403,0.01286172172377073,-0.5874476382023355
alloy_ys,all_five,ridge_alpha_10,1,30,alloy_uts|alloy_hardness|alloy_elongation|te_thermal|catalysis_h2,0.19603588710261113,0.20608903574504736,0.010053148642436227,-0.6061319574640291
alloy_ys,primary,random_forest,1,30,alloy_uts,0.1506567747072356,0.05545950312307086,-0.09519727158416474,0.12422733819857557
alloy_ys,mechanism_bundle,random_forest,1,30,alloy_uts|alloy_hardness|alloy_elongation,0.2181978759069348,0.03853633051873564,-0.17966154538819915,0.0925640621019318
alloy_ys,all_five,random_forest,1,30,alloy_uts|alloy_hardness|alloy_elongation|te_thermal|catalysis_h2,0.19845891180746453,0.05099825111619135,-0.14746066069127317,0.11593490515583083
alloy_ys,primary,extra_trees,1,30,alloy_uts,0.12193169019203146,0.08203282399367948,-0.03989886619835198,0.0007509528769900076
alloy_ys,mechanism_bundle,extra_trees,1,30,alloy_uts|alloy_hardness|alloy_elongation,0.15361758528416142,0.10161948373883263,-0.05199810154532879,0.04293796848145237
alloy_ys,all_five,extra_trees,1,30,alloy_uts|alloy_hardness|alloy_elongation|te_thermal|catalysis_h2,0.15323721096686851,0.07074476223272508,-0.08249244873414344,-0.023975282817861432
alloy_ys,primary,ridge_alpha_10,2,30,alloy_uts,0.11872338612323174,0.08154206165373758,-0.03718132446949417,-0.6419652787010952
alloy_ys,mechanism_bundle,ridge_alpha_10,2,30,alloy_uts|alloy_hardness|alloy_elongation,0.15079754835268927,0.07937451038171559,-0.07142303797097369,-0.6497244659936183
alloy_ys,all_five,ridge_alpha_10,2,30,alloy_uts|alloy_hardness|alloy_elongation|te_thermal|catalysis_h2,0.1592889313392909,0.07718936546216693,-0.08209956587712397,-0.6575651466066372
alloy_ys,primary,random_forest,2,30,alloy_uts,0.16171540511629004,0.02708935823940297,-0.13462604687688706,0.02287289925197311
alloy_ys,mechanism_bundle,random_forest,2,30,alloy_uts|alloy_hardness|alloy_elongation,0.13981124792956165,0.024442463347905962,-0.11536878458165568,0.017548934587474974
alloy_ys,all_five,random_forest,2,30,alloy_uts|alloy_hardness|alloy_elongation|te_thermal|catalysis_h2,0.08715038188921014,0.04007686170144032,-0.047073520187769814,0.04878635508677287
alloy_ys,primary,extra_trees,2,30,alloy_uts,0.14866628331063883,0.02793658890570798,-0.12072969440493085,-0.1570352207925081
alloy_ys,mechanism_bundle,extra_trees,2,30,alloy_uts|alloy_hardness|alloy_elongation,0.20207390949315907,0.11654595639795041,-0.08552795309520865,0.044291800067127074
