scope,source,candidate_index,material_key,material_raw,is_true_top5_hit,target_value,selection_frequency_top20,median_selected_step,gate_frequency,mean_source_rank,mean_qualification,mean_target_ood,mean_source_support,mean_local_concordance,mean_source_score
external_candidate,estm_transport_neighbor,340,La:0.1315789474|Li:0.02631578947|O:0.6315789474|Ti:0.2105263158,La0.625Li0.125TiO3,False,-3.355581106873665,0.4,12.0,0.28,0.4097222222222222,0.14874486711822557,0.33090277777777777,0.9583333333333335,0.19714857231207894,0.0029931418427215834
external_candidate,estm_transport_neighbor,341,La:0.1319261214|Li:0.2524186456|O:0.5277044855|Ta:0.0219876869|Zr:0.06596306069,Li5.74La3Zr1.5Ta0.5O12,False,-3.0443122496864943,0.03,16.5,0.03,0.18055555555555552,0.14874486711822557,0.12111111111111111,0.7152777777777779,0.18338123536137807,0.00018531454708958935
external_candidate,estm_transport_neighbor,349,La:0.1355932203|Li:0.01694915254|O:0.6355932203|Ti:0.2118644068,La0.64Li0.08TiO3,False,-3.474955192963155,0.26,17.5,0.28,0.39583333333333326,0.14874486711822557,0.34888888888888886,0.9444444444444444,0.19407164923515585,0.0029031733424448
external_candidate,estm_transport_neighbor,353,La:0.1364877161|Li:0.2311191993|O:0.5459508644|Ta:0.06869881711|Zr:0.01774340309,La3Li5.08Ta1.51Zr0.39O12,False,-3.987162775294828,0.0,28.0,0.03,0.16666666666666663,0.14874486711822557,0.21659722222222222,0.7013888888888888,0.17336200612301692,0.0001378643774686011
external_candidate,estm_transport_neighbor,355,La:0.1428571429|Li:0.1428571429|O:0.5714285714|Ti:0.1428571429,Li(LaTiO4),False,-14.302770657240282,0.0,,0.0,0.3680555555555556,0.14874486711822557,0.2650694444444444,0.7986111111111112,0.19220717935394066,0.0
external_candidate,estm_transport_neighbor,356,La:0.1|Li:0.06|Na:0.04|O:0.6|Ti:0.2,La0.5Li0.3Na0.2O3Ti1,False,-4.438898616350944,0.51,12.0,0.0,0.5416666666666666,0.14874486711822557,0.5179166666666667,0.13888888888888884,0.19631290491467537,0.0
external_candidate,estm_transport_neighbor,357,La:0.1|Li:0.1|O:0.6|Ti:0.2,La0.5Li0.5O3Ti1,False,-3.118641967025269,0.19,11.0,0.13,0.48611111111111105,0.14874486711822557,0.2665972222222222,0.9236111111111112,0.19539872706407824,0.0016130753242876083
external_candidate,estm_transport_neighbor,359,La:0.225|Li:0.25|O:0.5|Sr:0.025,(La0.9Sr0.1)LiO2,False,-9.201349354554731,0.01,34.0,0.0,0.25,0.14874486711822557,0.3234722222222222,0.35416666666666663,0.17636697661109782,0.0
external_candidate,estm_transport_neighbor,360,La:0.25|Li:0.25|O:0.5,LaLiO2,False,-12.17979854051436,0.08,32.0,0.0,0.2222222222222222,0.14874486711822557,0.42701388888888886,0.3402777777777778,0.18000720141993004,0.0
external_candidate,estm_transport_neighbor,361,La:0.2604166667|Li:0.1979166667|Mg:0.02083333333|O:0.5208333333,La(Li0.76Mg0.08)O2,False,-9.138465589140962,0.06,23.0,0.15,0.1875,0.14874486711822557,0.39916666666666667,0.6458333333333333,0.18766411505810954,0.0006575551455928344
external_candidate,estm_transport_neighbor,366,Li:0.05027932961|Nb:0.01117318436|O:0.6703910615|P:0.1675977654|Ti:0.1005586592,	Li0.9Nb0.2O12P3Ti1.8,False,-7.494850021680094,0.01,24.0,0.0,0.36111111111111105,0.14874486711822557,0.28229166666666666,0.4375,0.1879820333252147,0.0
external_candidate,estm_transport_neighbor,367,Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sn:0.03333333333|Ti:0.07777777778,Li(Ti1.4Sn0.6)(PO4)3,False,-4.642065152999546,0.06,24.5,0.0,0.3819444444444444,0.14874486711822557,0.38958333333333334,0.45833333333333337,0.19217673432888505,0.0
external_candidate,estm_transport_neighbor,368,Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sn:0.07777777778|Ti:0.03333333333,Li(Ti0.6Sn1.4)(PO4)3,False,-5.025949097207123,0.01,35.0,0.62,0.42361111111111105,0.14874486711822557,0.5675694444444445,0.5069444444444444,0.1836428755477931,0.004770482561234369
external_candidate,estm_transport_neighbor,369,Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sn:0.08888888889|Ti:0.02222222222,Li(Ti0.4Sn1.6)(PO4)3,False,-5.501689446210399,0.02,35.0,0.63,0.4305555555555556,0.14874486711822557,0.5984722222222222,0.5138888888888888,0.18119532310024064,0.005109921271767764
external_candidate,estm_transport_neighbor,371,Li:0.05555555556|O:0.6666666667|P:0.1666666667|Ti:0.1111111111,LiTi2(PO4)3,False,-5.3115355028414895,0.0,30.5,0.0,0.08333333333333331,0.14874486711822557,0.265,0.45138888888888884,0.19262075350523658,0.0
external_candidate,estm_transport_neighbor,374,Li:0.07346938776|Nd:0.1102040816|O:0.612244898|Ti:0.2040816327,Nd0.54Li0.36TiO3,False,-7.465973893943865,0.42,21.0,0.59,0.4027777777777778,0.14874486711822557,0.5915972222222222,0.9097222222222221,0.1901212744570776,0.006882496845787552
external_candidate,estm_transport_neighbor,375,Li:0.08024691358|O:0.6090534979|Pr:0.1049382716|Ti:0.2057613169,Pr0.51Li0.39TiO2.96,False,-6.272458742971444,0.59,17.5,0.0,0.41666666666666674,0.14874486711822557,0.9902083333333332,0.20138888888888887,0.19349255041819094,0.0
external_candidate,estm_transport_neighbor,380,Li:0.1282051282|O:0.6153846154|P:0.1538461538|V:0.1025641026,Li2.5V2(PO4)3,False,-6.721246399047171,0.14,22.5,0.0,0.0763888888888889,0.14874486711822557,0.5650694444444444,0.29166666666666663,0.20068843736145536,0.0
external_candidate,estm_transport_neighbor,383,Li:0.1428571429|Mg:0.1428571429|O:0.5714285714|P:0.1428571429,LiMgPO4,False,-11.281498311132726,0.2,32.0,0.53,0.09027777777777776,0.14874486711822557,0.5486111111111112,0.5625,0.1877176964469169,0.001026665539950279
external_candidate,estm_transport_neighbor,385,Li:0.1428571429|Nd:0.1428571429|O:0.5714285714|Ti:0.1428571429,Li(NdTiO4),False,-15.114638779968487,0.22,24.0,0.47,0.2777777777777778,0.14874486711822557,0.6146527777777778,0.7916666666666665,0.17954487233199554,0.004170266210187752
external_candidate,estm_transport_neighbor,393,Li:0.1666666667|N:0.5|Si:0.3333333333,LiSi2N3,False,-9.401209493236886,0.01,33.0,0.0,0.6458333333333335,0.14874486711822557,0.8095138888888889,0.2222222222222222,0.18220070090673662,0.0
external_candidate,estm_transport_neighbor,394,Li:0.1666666667|Na:0.2777777778|S:0.4444444444|Ti:0.1111111111,Li3Na5(TiS4)2,False,-5.055517327849832,0.03,26.5,0.0,0.6666666666666665,0.14874486711822557,0.9511111111111111,0.04861111111111116,0.2069458302742552,0.0
external_candidate,estm_transport_neighbor,403,Li:0.1|Mn:0.2|O:0.6|Te:0.1,LiMn2TeO6,False,-6.698970004336019,0.01,31.0,0.0,0.5763888888888888,0.14874486711822557,0.8492361111111112,0.32638888888888884,0.17721467109842537,0.0
external_candidate,estm_transport_neighbor,416,Li:0.2666666667|O:0.5333333333|P:0.1333333333|Zn:0.06666666667,Li4Zn(PO4)2,False,-15.594427069454646,0.1,28.0,0.0,0.013888888888888888,0.14874486711822557,0.37770833333333337,0.29861111111111116,0.17891092040426362,0.0
external_candidate,estm_transport_neighbor,421,Li:0.2|O:0.6|V:0.2,LiVO3,False,-8.688246138944246,0.01,38.0,0.0,0.02083333333333333,0.14874486711822557,0.7984722222222222,0.20833333333333337,0.19799778445734847,0.0
external_candidate,estm_transport_neighbor,423,Li:0.3023457863|P:0.03475238923|S:0.5212858384|Si:0.07428323197|Sn:0.06733275413,Li6.96Sn1.55Si1.71P0.8S12,False,-4.070581074285707,0.14,21.5,0.37,0.8402777777777779,0.14874486711822557,0.4904861111111111,0.7847222222222221,0.17268003472006904,0.0072173725080554516
external_candidate,estm_transport_neighbor,428,Li:0.3333333333|P:0.1666666667|S:0.5,Li4P2S6,False,-6.623423042943488,0.01,7.0,0.0,0.5972222222222222,0.14874486711822557,0.1725,0.22916666666666663,0.19305473671100937,0.0
external_candidate,estm_transport_neighbor,434,Li:0.375|Mn:0.04166666667|O:0.5|Te:0.08333333333,Li3(Li1.5Mn0.5Te)O6,False,-12.00480370840282,0.1,29.0,0.61,0.5625,0.14874486711822557,0.6309722222222223,0.8194444444444444,0.17162421936450717,0.01027185483709613
external_candidate,estm_transport_neighbor,435,Li:0.375|N:0.125|O:0.375|S:0.125,Li3(SO3)N,False,-14.0,0.05,18.0,0.0,0.5902777777777778,0.14874486711822557,0.3115277777777778,0.3680555555555556,0.18110568881986425,0.0
external_candidate,estm_transport_neighbor,439,Li:0.375|S:0.5|Sb:0.125,Li3SbS4,False,-8.318758762624412,0.1,26.0,0.33,0.6944444444444444,0.14874486711822557,0.43423611111111116,0.7430555555555556,0.1597231816920334,0.005730679184517457
external_candidate,estm_transport_neighbor,444,Li:0.3954050786|P:0.08827085852|S:0.4836759371|Sn:0.03264812576,Li9.81Sn0.81P2.19S12,False,-2.2596373105057563,0.0,,0.0,0.7361111111111112,0.14874486711822557,0.2329166666666667,0.3055555555555556,0.16864889715160744,0.0
external_candidate,estm_transport_neighbor,447,Li:0.4047619048|O:0.4761904762|S:0.03571428571|Si:0.08333333333,Li3.4Si0.7S0.3O4,False,-6.375717904164332,0.01,16.0,0.0,0.09722222222222224,0.14874486711822557,0.2033333333333333,0.8472222222222221,0.18660028625088096,0.0
external_candidate,estm_transport_neighbor,450,Li:0.4082840237|P:0.0650887574|S:0.4733727811|Si:0.05325443787,Li10.35Si1.35P1.65S12,True,-2.1870866433571443,0.01,12.0,0.0,0.6319444444444444,0.14874486711822557,0.166875,0.3472222222222222,0.18681258928719835,0.0
external_candidate,estm_transport_neighbor,456,Li:0.4266055046|S:0.4587155963|Sb:0.02293577982|Sn:0.09174311927,Li3.72Sn0.8Sb0.2S4,False,-3.1023729087095586,0.1,25.5,0.46,0.8888888888888888,0.14874486711822557,0.5285416666666667,0.6805555555555556,0.16213984752612184,0.009435198253477762
external_candidate,estm_transport_neighbor,460,Li:0.4324631101|S:0.4540295119|Sb:0.0170261067|Sn:0.09648127128,Li3.81Sn0.85Sb0.15S4,False,-3.070581074285707,0.03,28.0,0.43,0.875,0.14874486711822557,0.5359722222222222,0.6527777777777779,0.16654473093732647,0.00909907609706404
external_candidate,estm_transport_neighbor,461,Li:0.4337485844|S:0.4530011325|Sb:0.01132502831|Sn:0.1019252548,Li3.83Sn0.9Sb0.1S4,False,-3.207608310501746,0.03,30.0,0.43,0.8680555555555556,0.14874486711822557,0.5413194444444445,0.625,0.1695304235928812,0.008977340705594618
external_candidate,estm_transport_neighbor,463,Li:0.4444444444|S:0.1|Se:0.3444444444|Sn:0.1111111111,Li4SnS0.9Se3.1,False,-4.129011186239425,0.52,8.5,0.59,0.8611111111111112,0.14874486711822557,0.8552083333333332,0.6388888888888888,0.15905971332256869,0.015545631743554264
external_candidate,estm_transport_neighbor,464,Li:0.4444444444|S:0.2222222222|Se:0.2222222222|Sn:0.1111111111,Li4SnS2Se2,False,-4.471083299722345,0.46,15.0,0.63,0.9027777777777779,0.14874486711822557,0.77875,0.6319444444444444,0.16559768455341517,0.015197728773051634
external_candidate,estm_transport_neighbor,465,Li:0.4444444444|S:0.3333333333|Se:0.1111111111|Sn:0.1111111111,Li4SnS3Se,False,-6.0301183562535,0.29,21.0,0.62,0.8819444444444444,0.14874486711822557,0.6772222222222223,0.6111111111111112,0.16673616264136876,0.012896497557128453
external_candidate,estm_transport_neighbor,467,Li:0.4444444444|S:0.4444444444|Sn:0.1111111111,Li4SnS4,False,-5.568636235841013,0.03,36.0,0.41,0.7569444444444444,0.14874486711822557,0.5576388888888889,0.5277777777777778,0.17189034894343944,0.007301460938302041
external_candidate,estm_transport_neighbor,468,Li:0.4444444444|Se:0.4444444444|Sn:0.1111111111,Li4SnSe4,False,-6.009317245460728,0.16,23.0,0.6,0.7291666666666665,0.14874486711822557,0.9047916666666667,0.5763888888888888,0.15543890161745327,0.01220716371520032
external_candidate,estm_transport_neighbor,470,Li:0.4|N:0.4|Si:0.2,Li2SiN2,False,-5.1555228242543185,0.0,,0.0,0.6597222222222221,0.14874486711822557,0.7147222222222223,0.19444444444444442,0.18739577909490948,0.0
external_candidate,estm_transport_neighbor,474,Li:0.5714285714|N:0.2857142857|Sr:0.1428571429,Li4SrN2,False,-12.638272163982407,0.0,37.5,0.0,0.7430555555555556,0.14874486711822557,0.7260416666666667,0.18055555555555558,0.1640238902492773,0.0
external_candidate,estm_transport_neighbor,479,Li:0.6657142857|P:0.2857142857|Si:0.04857142857,Li2.33PSi0.17,False,-2.962573502059376,0.0,,0.0,0.625,0.14874486711822557,0.4784027777777778,0.14583333333333337,0.18681919310447173,0.0
external_candidate,estm_transport_neighbor,481,Li:0.75|N:0.25,Li3N,False,-3.3809643969347203,0.0,36.0,0.0,0.6041666666666666,0.14874486711822557,0.5722916666666666,0.17361111111111113,0.1866098932022966,0.0
external_candidate,obelix_same_property,7,Al:0.005575489925|Li:0.06149599779|O:0.6624344466|P:0.1656086116|Ti:0.104885454,Li1.114Al0.101Ti1.9(PO4)3,False,-2.7619538968712045,0.01,14.5,0.02,0.8472222222222221,0.2971125202187191,0.24479166666666669,0.9930555555555556,0.2833329553968247,0.00029933771224290284
external_candidate,obelix_same_property,13,Al:0.01098901099|Ge:0.02197802198|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.07692307692,Li1.2(Al0.2Ge0.4Ti1.4)(PO4)3,False,-3.154901959985743,0.11,7.0,0.15,0.75,0.2971125202187191,0.31993055555555555,0.7152777777777779,0.29944180054512703,0.0033304640994069206
external_candidate,obelix_same_property,14,Al:0.01098901099|Ge:0.03296703297|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.06593406593,Li1.2(Al0.2Ge0.6Ti1.2)(PO4)3,False,-3.154901959985743,0.11,18.0,0.18,0.7361111111111112,0.2971125202187191,0.3371527777777778,0.7013888888888888,0.29944149410286763,0.003995109861060483
external_candidate,obelix_same_property,17,Al:0.0112501372|Li:0.06706179344|O:0.6585446164|P:0.1646361541|Ti:0.09850729887,Li1.222Al0.205Ti1.795(PO4)3,False,-2.7619538968712045,0.0,,0.0,0.9027777777777779,0.2971125202187191,0.2259722222222222,0.8958333333333335,0.282633654697524,0.0
external_candidate,obelix_same_property,18,Al:0.01539641663|Li:0.06859898088|O:0.6574982193|P:0.1643745548|Ti:0.09413182839,Li1.252Al0.281Ti1.718(PO4)3,False,-2.4989407377822483,0.0,,0.0,0.9583333333333335,0.2971125202187191,0.22458333333333333,0.9027777777777779,0.28375253581640514,0.0
external_candidate,obelix_same_property,20,Al:0.02173913043|Ge:0.01086956522|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.07608695652,Li1.4(Al0.4Ge0.2Ti1.4)(PO4)3,False,-2.6989700043360187,0.08,17.0,0.11,0.8402777777777779,0.2971125202187191,0.3111111111111111,0.7430555555555556,0.2996918725496661,0.002644964035724254
external_candidate,obelix_same_property,21,Al:0.02173913043|Ge:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.0652173913,Li1.4(Al0.4Ge0.4Ti1.2)(PO4)3,False,-3.0,0.05,14.0,0.07,0.8263888888888888,0.2971125202187191,0.316875,0.7777777777777779,0.29990822062380773,0.0017517972111211698
external_candidate,obelix_same_property,22,Al:0.02173913043|Ge:0.03260869565|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.05434782609,Li1.4(Al0.4Ge0.6Ti)(PO4)3,False,-3.0,0.1,14.0,0.11,0.8055555555555556,0.2971125202187191,0.33625,0.8263888888888888,0.30238315367382174,0.0038955140062934884
external_candidate,obelix_same_property,25,Al:0.02222707662|Li:0.07165092021|O:0.6553437824|P:0.1638359456|Ti:0.08694227514,Li1.312Al0.407Ti1.592(PO4)3,False,-2.2494916051486538,0.01,2.0,0.01,0.9791666666666665,0.2971125202187191,0.2284027777777778,0.9583333333333335,0.2841021861660555,0.0004648366080779439
external_candidate,obelix_same_property,26,Al:0.02285435101|Li:0.0771402204|O:0.6514304327|P:0.1628576082|Ti:0.08571738776,Li1.421Al0.421Ti1.579(PO4)3,False,-2.2494916051486538,0.0,,0.0,0.9861111111111112,0.2971125202187191,0.221875,0.9722222222222221,0.2885077805716499,0.0
external_candidate,obelix_same_property,29,Al:0.02775062452|Li:0.07678939937|O:0.651678071|P:0.1629195178|Ti:0.08086238731,Li1.414Al0.511Ti1.489(PO4)3,False,-2.3279021420642825,0.01,5.0,0.01,0.8958333333333335,0.2971125202187191,0.2333333333333333,0.9236111111111112,0.29008120714507646,0.0004212527014557729
external_candidate,obelix_same_property,30,Al:0.02|La:0.11|Li:0.09|O:0.6|Ti:0.18,(La0.55Li0.45)(Ti0.9Al0.1)O3,False,-2.8323353685664605,0.07,12.0,0.07,0.6944444444444444,0.2971125202187191,0.2816666666666667,0.6388888888888888,0.304858500407469,0.001250775768696296
external_candidate,obelix_same_property,31,Al:0.03225806452|Ge:0.01075268817|Li:0.08602150538|O:0.6451612903|P:0.1612903226|Ti:0.06451612903,Li1.6(Al0.6Ge0.2Ti1.2)(PO4)3,False,-4.698970004336019,0.05,23.0,0.12,0.7569444444444444,0.2971125202187191,0.32590277777777776,0.7638888888888888,0.29945520738055936,0.0027482221810464793
external_candidate,obelix_same_property,32,Al:0.03225806452|Ge:0.02150537634|Li:0.08602150538|O:0.6451612903|P:0.1612903226|Ti:0.05376344086,Li1.6(Al0.6Ge0.4Ti)(PO4)3,False,-4.0,0.1,18.0,0.13,0.7638888888888888,0.2971125202187191,0.334375,0.8402777777777779,0.3004426861659401,0.0040945638022207255
external_candidate,obelix_same_property,33,Al:0.03225806452|Ge:0.03225806452|Li:0.08602150538|O:0.6451612903|P:0.1612903226|Ti:0.04301075269,Li1.6(Al0.6Ge0.6Ti0.8)(PO4)3,False,-3.3979400086720375,0.12,6.0,0.12,0.7986111111111112,0.2971125202187191,0.3466666666666666,0.9097222222222221,0.3028380668590785,0.004933427228220395
external_candidate,obelix_same_property,35,Al:0.04166666667|Li:0.375|O:0.5|Te:0.08333333333,Li3(Li1.5Al0.5Te)O6,False,-12.337242168318426,0.18,22.0,0.0,0.06944444444444445,0.2971125202187191,0.6059027777777778,0.17361111111111113,0.308022131254608,0.0
external_candidate,obelix_same_property,39,Al:0.04|La:0.12|Li:0.08|O:0.6|Ti:0.16,(La0.6Li0.4)(Ti0.8Al0.2)O3,False,-3.257485391540673,0.02,22.0,0.08,0.45833333333333326,0.2971125202187191,0.31381944444444443,0.5347222222222222,0.31227623605001453,0.0008757529636115158
external_candidate,obelix_same_property,41,Al:0.06|La:0.13|Li:0.07|O:0.6|Ti:0.14,(La0.65Li0.35)(Ti0.7Al0.3)O3,False,-3.80239418751722,0.01,36.0,0.0,0.2361111111111111,0.2971125202187191,0.3688888888888889,0.38888888888888884,0.3134650472388257,0.0
external_candidate,obelix_same_property,44,Al:0.08|La:0.14|Li:0.06|O:0.6|Ti:0.12,(La0.7Li0.3)(Ti0.6Al0.4)O3,False,-7.0,0.02,32.5,0.0,0.2152777777777778,0.2971125202187191,0.44319444444444445,0.3680555555555556,0.3205629493367278,0.0
external_candidate,obelix_same_property,48,Al:0.1428571429|Li:0.1428571429|O:0.5714285714|Si:0.1428571429,LiAlSiO4,False,-13.235077015350111,0.0,39.0,0.0,0.04166666666666666,0.2971125202187191,0.5861111111111111,0.2152777777777778,0.29522572520727963,0.0
external_candidate,obelix_same_property,58,B:0.07142857143|Li:0.1428571429|Na:0.07142857143|O:0.5714285714|P:0.1428571429,Li2NaBP2O8,False,-17.356547323513812,0.45,21.0,0.94,0.33333333333333326,0.2971125202187191,0.7026388888888888,0.5694444444444444,0.29592350903081316,0.012797680594209238
external_candidate,obelix_same_property,59,B:0.07142857143|Li:0.2142857143|O:0.5714285714|P:0.1428571429,Li3BP2O8,False,-11.017728766960431,0.0,,0.0,0.0763888888888889,0.2971125202187191,0.2271527777777778,0.6458333333333333,0.2865352898744936,0.0
external_candidate,obelix_same_property,61,B:0.1666666667|Ca:0.08333333333|F:0.08333333333|Li:0.25|O:0.4166666667,Li3CaB2O5F,False,-6.59176003468815,0.0,38.0,0.0,0.24305555555555552,0.2971125202187191,0.7416666666666667,0.09722222222222221,0.31394168715344084,0.0
external_candidate,obelix_same_property,62,B:0.1666666667|Ce:0.05555555556|Cl:0.05555555556|H:0.6666666667|Li:0.05555555556,LiCe(BH4)3Cl,False,-3.987162775294828,0.0,33.0,0.0,0.35416666666666674,0.2971125202187191,0.8130555555555555,0.13194444444444442,0.29218015114666057,0.0
external_candidate,obelix_same_property,63,B:0.1666666667|H:0.6666666667|Li:0.1666666667,Li(BH4),False,-8.0,0.0,39.0,0.0,0.5625,0.2971125202187191,0.6609722222222223,0.125,0.27401504937667637,0.0
external_candidate,obelix_same_property,65,B:0.1818181818|H:0.7272727273|Li:0.04545454545|Y:0.04545454545,LiY(BH4)4,False,-5.8996294548824375,0.0,37.0,0.0,0.2569444444444444,0.2971125202187191,0.7578472222222223,0.10416666666666663,0.27274014330216806,0.0
external_candidate,obelix_same_property,69,B:0.25|Li:0.25|O:0.5,LiBO2,False,-12.684029654543082,0.13,17.0,0.21,0.09027777777777776,0.2971125202187191,0.2877777777777778,0.6180555555555556,0.29120180434061027,0.0004650980365965582
external_candidate,obelix_same_property,85,Bi:0.25|Li:0.25|O:0.5,LiBiO2,False,-7.42021640338319,0.64,14.0,0.0,0.20833333333333337,0.2971125202187191,0.9674305555555556,0.4652777777777778,0.2915352285860417,0.0
external_candidate,obelix_same_property,88,Br:0.02384737679|Cl:0.07949125596|Li:0.4435612083|P:0.07949125596|S:0.373608903,Li5.58PS4.7ClBr0.3,True,-1.9065783148377649,0.0,,0.0,0.6180555555555556,0.2971125202187191,0.16923611111111111,0.45138888888888884,0.29883221075018446,0.0
external_candidate,obelix_same_property,91,Br:0.03955696203|Cl:0.07911392405|Li:0.4462025316|P:0.07911392405|S:0.3560126582,Li5.64PS4.5ClBr0.5,True,-1.7695510786217261,0.0,,0.0,0.6458333333333335,0.2971125202187191,0.19180555555555556,0.4444444444444444,0.298389172189063,0.0
external_candidate,obelix_same_property,92,Br:0.05591054313|Cl:0.07987220447|Li:0.4408945687|P:0.07987220447|S:0.3434504792,Li5.52PS4.3ClBr0.7,True,-1.6197887582883939,0.0,,0.0,0.625,0.2971125202187191,0.2189583333333333,0.4027777777777778,0.29737537004043263,0.0
external_candidate,obelix_same_property,94,Br:0.07396449704|Cl:0.07396449704|Li:0.4304733728|P:0.07396449704|S:0.3476331361,Li5.82PS4.7ClBr,False,-2.2992962828549808,0.0,,0.0,0.6111111111111112,0.2971125202187191,0.2417361111111111,0.42361111111111116,0.29866907633413897,0.0
external_candidate,obelix_same_property,123,Br:0.6666666667|Ga:0.1666666667|Li:0.1666666667,LiGaBr4,False,-5.154901959985743,0.01,29.0,0.0,0.6875,0.2971125202187191,0.8747222222222223,0.01388888888888884,0.26003626742798447,0.0
external_candidate,obelix_same_property,133,Ca:0.04752376188|Li:0.04902451226|O:0.6003001501|P:0.1500750375|Pb:0.1530765383,Pb6.12Ca1.9Li1.96(PO4)6,False,-15.647817481888637,0.06,34.0,0.0,0.4027777777777778,0.2971125202187191,0.5982638888888889,0.45833333333333337,0.2806870736799841,0.0
external_candidate,obelix_same_property,139,Ce:0.03296703297|La:0.1318681319|Li:0.2527472527|Nb:0.05494505495|O:0.5274725275,Li5.75La3Nb1.25Ce0.75O12,False,-3.853871964321762,0.38,19.0,0.7,0.39583333333333326,0.2971125202187191,0.5142361111111111,0.6527777777777779,0.30236502762759443,0.01019965486998118
external_candidate,obelix_same_property,144,Cl:0.01213592233|Li:0.3859223301|O:0.01213592233|P:0.05825242718|S:0.4611650485|Si:0.07038834951,Li9.54Si1.74P1.44S11.4Cl0.3O0.3,True,-1.5528419686577808,0.06,7.0,0.06,0.9513888888888888,0.2971125202187191,0.2579166666666667,0.7569444444444444,0.29698090255059406,0.0021479923087373413
external_candidate,obelix_same_property,155,Cl:0.5714285714|Cr:0.1428571429|Li:0.2857142857,Li2CrCl4,False,-12.247183568811728,0.06,25.0,0.0,0.8611111111111112,0.2971125202187191,0.9439583333333332,0.08333333333333337,0.2715237216926177,0.0
external_candidate,obelix_same_property,156,Cl:0.5714285714|Li:0.2857142857|Mg:0.1428571429,Li2MgCl4,False,-6.204815410317576,0.01,36.0,0.0,0.8680555555555556,0.2971125202187191,0.7441666666666668,0.14583333333333337,0.26793242035024983,0.0
external_candidate,obelix_same_property,157,Cl:0.5714285714|Li:0.2857142857|Mn:0.1428571429,Li2MnCl4,False,-5.319664486585437,0.01,35.0,0.0,0.8819444444444444,0.2971125202187191,0.7213194444444444,0.13888888888888884,0.2659924923967788,0.0
external_candidate,obelix_same_property,158,Cl:0.5714285714|Li:0.2857142857|V:0.1428571429,Li2VCl4,False,-5.158015195409886,0.0,34.5,0.0,0.034722222222222224,0.2971125202187191,0.7694444444444444,0.11805555555555557,0.27665696267967455,0.0
external_candidate,obelix_same_property,162,Cl:0.6060606061|In:0.09090909091|Li:0.2929292929|Zr:0.0101010101,Li2.9In0.9Zr0.1Cl6,False,-3.0963674839157624,0.0,,0.0,0.7083333333333335,0.2971125202187191,0.9722916666666667,0.04861111111111116,0.2671132854993246,0.0
external_candidate,obelix_same_property,163,Cl:0.6147540984|In:0.07991803279|Li:0.2868852459|Zr:0.01844262295,Li2.8In0.78Zr0.18Cl6,False,-3.1174754620451197,0.0,,0.0,0.7013888888888888,0.2971125202187191,0.9545833333333333,0.05555555555555558,0.27064475403079313,0.0
external_candidate,obelix_same_property,164,Cl:0.622406639|In:0.07157676349|Li:0.27593361|Zr:0.03008298755,Li2.66In0.69Zr0.29Cl6,False,-3.022733787572707,0.0,36.5,0.0,0.6805555555555556,0.2971125202187191,0.9318055555555556,0.0625,0.2730843389796009,0.0
external_candidate,obelix_same_property,165,Cl:0.625|In:0.0625|Li:0.2708333333|Zr:0.04166666667,Li2.6In0.6Zr0.4Cl6,False,-2.9030899869919438,0.0,,0.0,0.6527777777777779,0.2971125202187191,0.9171527777777777,0.06944444444444442,0.2758815417768037,0.0
external_candidate,obelix_same_property,166,Cl:0.629590766|Er:0.055613851|Li:0.2654774397|Zr:0.04931794334,Li2.53Er0.53Zr0.47Cl6,False,-3.0296531237699065,0.01,31.0,0.0,0.6319444444444444,0.2971125202187191,0.8238888888888889,0.11111111111111116,0.27778447013474117,0.0
external_candidate,obelix_same_property,167,Cl:0.6315789474|In:0.05263157895|Li:0.2631578947|Zr:0.05263157895,Li2.5In0.5Zr0.5Cl6,False,-3.05453141486818,0.0,37.0,0.0,0.6041666666666666,0.2971125202187191,0.8978472222222222,0.07638888888888884,0.275252171147433,0.0
external_candidate,obelix_same_property,169,Cl:0.6|In:0.1|Li:0.3,Li3InCl6,False,-2.6903698325741012,0.06,24.0,0.0,0.8888888888888888,0.2971125202187191,0.9845833333333335,0.03472222222222221,0.2588086913201916,0.0
external_candidate,obelix_same_property,171,Co:0.02024291498|La:0.1275303644|Li:0.06275303644|O:0.6072874494|Ti:0.1821862348,Li0.31La0.63((Ti0.9Co0.1)O3,False,-3.5850266520291822,0.43,8.0,0.44,0.5902777777777778,0.2971125202187191,0.39166666666666666,0.7361111111111112,0.3020664458402243,0.010491713986870078
external_candidate,obelix_same_property,172,Co:0.02057613169|La:0.1378600823|Li:0.03909465021|O:0.6172839506|Ti:0.1851851852,Li0.19La0.67(Ti0.9Co0.1)O3,False,-3.96657624451305,0.48,12.0,0.49,0.4652777777777778,0.2971125202187191,0.40944444444444444,0.75,0.3033951171688956,0.009240431704754557
