edge_id,programme,target_task,source,evidence_set,relation,target_domain,source_domain,neighborhood,source_quality_r2,effect_relative_rmse,effect_ci_lo,effect_ci_hi,augmented_r2,reported_status,neighborhood_scaled,source_quality_clipped,credible_positive,strong_neighbor,same_domain,adjacent_condition,cross_dataset,distant_wrong,shuffled
kit_conductivity_minus_30_C__temperature_0_C,kit_temperature,kit_conductivity_minus_30_C,temperature_0_C,within-campaign-kit-temperature,temperature-distance-control,nan,nan,2.0,0.7946639347981096,0.0500755801095588,0.004857988654719,0.08121883541232,0.7638080493338655,control-positive,0.6666666666666666,0.7946639347981096,1.0,1.0,1.0,1.0,0.0,0.0,0.0
kit_conductivity_minus_30_C__temperature_30_C,kit_temperature,kit_conductivity_minus_30_C,temperature_30_C,within-campaign-kit-temperature,temperature-distance-control,nan,nan,1.0,0.8579947255272946,0.0094690150045978,-0.0137303951716772,0.0282434621274409,0.7435564876305605,unresolved,0.3333333333333333,0.8579947255272946,1.0,0.0,1.0,1.0,0.0,0.0,0.0
kit_conductivity_minus_30_C__temperature_60_C,kit_temperature,kit_conductivity_minus_30_C,temperature_60_C,within-campaign-kit-temperature,temperature-distance-control,nan,nan,0.0,0.8878578230158193,-0.0076473701196165,-0.0198921608869204,0.0080543575347188,0.7350340690598409,unresolved,0.0,0.8878578230158193,1.0,0.0,1.0,1.0,0.0,0.0,0.0
starrydata_reverse_zt__caltech_adjacent_ionic,starrydata_reverse,starrydata_reverse_zt,caltech_adjacent_ionic,outcome-unseen-starrydata,cross-domain-transport,thermoelectric,solid electrolyte,2.0,0.4282513660456573,0.012687674150974056,-0.0451126776754312,0.09410625316498278,-0.471513702580475,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.4282513660456573,1.0,1.0,0.0,0.0,1.0,0.0,0.0
starrydata_reverse_zt__estm_same_domain,starrydata_reverse,starrydata_reverse_zt,estm_same_domain,outcome-unseen-starrydata,cross-dataset-same-domain,thermoelectric,thermoelectric,3.0,0.2354802032379631,0.002473646040201873,-0.0778367243327228,0.1076915113876763,-0.4993231379220485,outcome-unseen-primary-cell-source-specific,1.0,0.2354802032379631,1.0,1.0,1.0,0.0,1.0,0.0,0.0
starrydata_reverse_zt__obelix_adjacent_ionic,starrydata_reverse,starrydata_reverse_zt,obelix_adjacent_ionic,outcome-unseen-starrydata,cross-domain-transport,thermoelectric,solid electrolyte,2.0,0.4364053632446025,0.00036872357873387837,-0.050480920373778264,0.06417543212297444,-0.5096129937308901,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.4364053632446025,1.0,1.0,0.0,0.0,1.0,0.0,0.0
starrydata_reverse_zt__shuffled_neighbor_control,starrydata_reverse,starrydata_reverse_zt,shuffled_neighbor_control,outcome-unseen-starrydata,shuffled-source-control,thermoelectric,transport,0.0,0.4323283646451299,-0.004923942766664523,-0.07071371533453719,0.03919210094263886,-0.5316051739583503,outcome-unseen-primary-cell-source-specific,0.0,0.4323283646451299,1.0,0.0,0.0,0.0,0.0,0.0,1.0
starrydata_reverse_zt__wrong_source_control,starrydata_reverse,starrydata_reverse_zt,wrong_source_control,outcome-unseen-starrydata,wrong-domain-control,thermoelectric,wrong,0.0,0.5750724666392797,-0.005824150656326013,-0.07877105319455767,0.057751455752832484,-0.532957666247893,outcome-unseen-primary-cell-source-specific,0.0,0.5750724666392797,1.0,0.0,0.0,0.0,0.0,1.0,0.0
tri_oer_plate_3496__acid_oer_same_reaction,tri_oer,tri_oer_plate_3496,acid_oer_same_reaction,outcome-unseen-tri-oer,cross-dataset-same-reaction,oxygen evolution electrocatalysis,oxygen evolution electrocatalysis,3.0,0.5655674181018069,-0.001212416965573201,-0.041738406603067935,0.04575678390765738,-0.13050455359000881,outcome-unseen-primary-cell-source-specific,1.0,0.5655674181018069,1.0,1.0,1.0,0.0,1.0,0.0,0.0
tri_oer_plate_3496__ocx_adjacent_electrocatalysis,tri_oer,tri_oer_plate_3496,ocx_adjacent_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,carbon dioxide electrocatalysis,2.0,0.5698133778648284,0.002306665613629238,-0.02310540304329527,0.03855356752713787,-0.11921567475027536,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.5698133778648284,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3496__orr_adjacent_oxygen_electrocatalysis,tri_oer,tri_oer_plate_3496,orr_adjacent_oxygen_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,oxygen reduction electrocatalysis,2.0,0.6278858760259447,-0.004456083907763353,-0.04180180512839628,0.014702812952522865,-0.13752635653711978,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.6278858760259447,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3496__shuffled_neighbor_control,tri_oer,tri_oer_plate_3496,shuffled_neighbor_control,outcome-unseen-tri-oer,shuffled-source-control,oxygen evolution electrocatalysis,electrocatalysis,0.0,0.58775555733086,-0.004064570197808328,-0.04393676923407677,0.028587180096846822,-0.13378382963827862,outcome-unseen-primary-cell-source-specific,0.0,0.58775555733086,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tri_oer_plate_3496__wrong_source_control,tri_oer,tri_oer_plate_3496,wrong_source_control,outcome-unseen-tri-oer,wrong-domain-control,oxygen evolution electrocatalysis,wrong,0.0,0.4816821587199583,-0.004896030323260081,-0.058486889322827154,0.02466165319622801,-0.1374154146639779,outcome-unseen-primary-cell-source-specific,0.0,0.4816821587199583,1.0,0.0,0.0,0.0,0.0,1.0,0.0
tri_oer_plate_3851__acid_oer_same_reaction,tri_oer,tri_oer_plate_3851,acid_oer_same_reaction,outcome-unseen-tri-oer,cross-dataset-same-reaction,oxygen evolution electrocatalysis,oxygen evolution electrocatalysis,3.0,0.5655674181018069,-0.001017218771208508,-0.021435608442563935,0.02449421192232241,-0.11224300796033544,outcome-unseen-primary-cell-source-specific,1.0,0.5655674181018069,1.0,1.0,1.0,0.0,1.0,0.0,0.0
tri_oer_plate_3851__ocx_adjacent_electrocatalysis,tri_oer,tri_oer_plate_3851,ocx_adjacent_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,carbon dioxide electrocatalysis,2.0,0.5698133778648284,-0.000694052992895035,-0.03973695783358823,0.026612235207162025,-0.11136769206245715,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.5698133778648284,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3851__orr_adjacent_oxygen_electrocatalysis,tri_oer,tri_oer_plate_3851,orr_adjacent_oxygen_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,oxygen reduction electrocatalysis,2.0,0.6278858760259447,0.0002987274131873514,-0.022097028414465793,0.026068261221599262,-0.10934554278951011,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.6278858760259447,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3851__shuffled_neighbor_control,tri_oer,tri_oer_plate_3851,shuffled_neighbor_control,outcome-unseen-tri-oer,shuffled-source-control,oxygen evolution electrocatalysis,electrocatalysis,0.0,0.58775555733086,-0.01189168189831645,-0.09080518043670056,0.027120979309733187,-0.13606134952138238,outcome-unseen-primary-cell-source-specific,0.0,0.58775555733086,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tri_oer_plate_3851__wrong_source_control,tri_oer,tri_oer_plate_3851,wrong_source_control,outcome-unseen-tri-oer,wrong-domain-control,oxygen evolution electrocatalysis,wrong,0.0,0.4816821587199583,-0.0034974188759209395,-0.046670370399987546,0.03187358908467312,-0.11765046886567442,outcome-unseen-primary-cell-source-specific,0.0,0.4816821587199583,1.0,0.0,0.0,0.0,0.0,1.0,0.0
tri_oer_plate_3860__acid_oer_same_reaction,tri_oer,tri_oer_plate_3860,acid_oer_same_reaction,outcome-unseen-tri-oer,cross-dataset-same-reaction,oxygen evolution electrocatalysis,oxygen evolution electrocatalysis,3.0,0.5655674181018069,-0.0002952569925368046,-0.03218096078348781,0.028684270556390126,-0.13391508052724155,outcome-unseen-primary-cell-source-specific,1.0,0.5655674181018069,1.0,1.0,1.0,0.0,1.0,0.0,0.0
tri_oer_plate_3860__ocx_adjacent_electrocatalysis,tri_oer,tri_oer_plate_3860,ocx_adjacent_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,carbon dioxide electrocatalysis,2.0,0.5698133778648284,-0.0019141308272212002,-0.049209638645247626,0.02412918186104788,-0.1382381712376758,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.5698133778648284,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3860__orr_adjacent_oxygen_electrocatalysis,tri_oer,tri_oer_plate_3860,orr_adjacent_oxygen_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,oxygen reduction electrocatalysis,2.0,0.6278858760259447,-0.0016013802483970522,-0.02763389726574525,0.020859539296276004,-0.13719152138976035,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.6278858760259447,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_3860__shuffled_neighbor_control,tri_oer,tri_oer_plate_3860,shuffled_neighbor_control,outcome-unseen-tri-oer,shuffled-source-control,oxygen evolution electrocatalysis,electrocatalysis,0.0,0.58775555733086,-0.0067149234165958804,-0.07083681242031101,0.028362070311720337,-0.1480236219185273,outcome-unseen-primary-cell-source-specific,0.0,0.58775555733086,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tri_oer_plate_3860__wrong_source_control,tri_oer,tri_oer_plate_3860,wrong_source_control,outcome-unseen-tri-oer,wrong-domain-control,oxygen evolution electrocatalysis,wrong,0.0,0.4816821587199583,0.003690133635275241,-0.03401542810705541,0.048871588244198544,-0.12359714408985348,outcome-unseen-primary-cell-source-specific,0.0,0.4816821587199583,1.0,0.0,0.0,0.0,0.0,1.0,0.0
tri_oer_plate_4098__acid_oer_same_reaction,tri_oer,tri_oer_plate_4098,acid_oer_same_reaction,outcome-unseen-tri-oer,cross-dataset-same-reaction,oxygen evolution electrocatalysis,oxygen evolution electrocatalysis,3.0,0.5655674181018069,-0.00037148968393536095,-0.06330843334020682,0.042287144272487545,-0.19106993014576978,outcome-unseen-primary-cell-source-specific,1.0,0.5655674181018069,1.0,1.0,1.0,0.0,1.0,0.0,0.0
tri_oer_plate_4098__ocx_adjacent_electrocatalysis,tri_oer,tri_oer_plate_4098,ocx_adjacent_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,carbon dioxide electrocatalysis,2.0,0.5698133778648284,0.0007165929427909123,-0.03922681835225451,0.039638998961373344,-0.18742768453863598,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.5698133778648284,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_4098__orr_adjacent_oxygen_electrocatalysis,tri_oer,tri_oer_plate_4098,orr_adjacent_oxygen_electrocatalysis,outcome-unseen-tri-oer,cross-dataset-adjacent-electrocatalysis,oxygen evolution electrocatalysis,oxygen reduction electrocatalysis,2.0,0.6278858760259447,-0.0010854820341472027,-0.03186803031620494,0.03180836483998195,-0.19276654309083827,outcome-unseen-primary-cell-source-specific,0.6666666666666666,0.6278858760259447,1.0,1.0,0.0,0.0,1.0,0.0,0.0
tri_oer_plate_4098__shuffled_neighbor_control,tri_oer,tri_oer_plate_4098,shuffled_neighbor_control,outcome-unseen-tri-oer,shuffled-source-control,oxygen evolution electrocatalysis,electrocatalysis,0.0,0.58775555733086,-0.0005140182491999195,-0.06685471502786008,0.06361091949143935,-0.18552486429186618,outcome-unseen-primary-cell-source-specific,0.0,0.58775555733086,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tri_oer_plate_4098__wrong_source_control,tri_oer,tri_oer_plate_4098,wrong_source_control,outcome-unseen-tri-oer,wrong-domain-control,oxygen evolution electrocatalysis,wrong,0.0,0.4816821587199583,0.004153983477218346,-0.06405549743508229,0.0744964672875402,-0.17731119641706147,outcome-unseen-primary-cell-source-specific,0.0,0.4816821587199583,1.0,0.0,0.0,0.0,0.0,1.0,0.0
