scope,strategy,step,probability_hit,seeds,candidate_n,true_hit_n
official_test,shuffled_thermoelectric_control,7,0.32,100,110,6
official_test,shuffled_thermoelectric_control,8,0.33,100,110,6
official_test,shuffled_thermoelectric_control,9,0.35,100,110,6
official_test,shuffled_thermoelectric_control,10,0.35,100,110,6
official_test,shuffled_thermoelectric_control,11,0.35,100,110,6
official_test,shuffled_thermoelectric_control,12,0.35,100,110,6
official_test,shuffled_thermoelectric_control,13,0.36,100,110,6
official_test,shuffled_thermoelectric_control,14,0.36,100,110,6
official_test,shuffled_thermoelectric_control,15,0.4,100,110,6
official_test,shuffled_thermoelectric_control,16,0.42,100,110,6
official_test,shuffled_thermoelectric_control,17,0.42,100,110,6
official_test,shuffled_thermoelectric_control,18,0.43,100,110,6
official_test,shuffled_thermoelectric_control,19,0.46,100,110,6
official_test,shuffled_thermoelectric_control,20,0.46,100,110,6
official_test,shuffled_thermoelectric_control,21,0.48,100,110,6
official_test,shuffled_thermoelectric_control,22,0.48,100,110,6
official_test,shuffled_thermoelectric_control,23,0.48,100,110,6
official_test,shuffled_thermoelectric_control,24,0.49,100,110,6
official_test,shuffled_thermoelectric_control,25,0.49,100,110,6
official_test,shuffled_thermoelectric_control,26,0.49,100,110,6
official_test,shuffled_thermoelectric_control,27,0.5,100,110,6
official_test,shuffled_thermoelectric_control,28,0.5,100,110,6
official_test,shuffled_thermoelectric_control,29,0.51,100,110,6
official_test,shuffled_thermoelectric_control,30,0.51,100,110,6
official_test,shuffled_thermoelectric_control,31,0.53,100,110,6
official_test,shuffled_thermoelectric_control,32,0.54,100,110,6
official_test,shuffled_thermoelectric_control,33,0.55,100,110,6
official_test,shuffled_thermoelectric_control,34,0.57,100,110,6
official_test,shuffled_thermoelectric_control,35,0.58,100,110,6
official_test,shuffled_thermoelectric_control,36,0.59,100,110,6
official_test,shuffled_thermoelectric_control,37,0.59,100,110,6
official_test,shuffled_thermoelectric_control,38,0.6,100,110,6
official_test,shuffled_thermoelectric_control,39,0.61,100,110,6
official_test,shuffled_thermoelectric_control,40,0.62,100,110,6
official_test,random_control,0,0.0,100,110,6
official_test,random_control,1,0.05,100,110,6
official_test,random_control,2,0.13,100,110,6
official_test,random_control,3,0.19,100,110,6
official_test,random_control,4,0.2,100,110,6
official_test,random_control,5,0.24,100,110,6
official_test,random_control,6,0.25,100,110,6
official_test,random_control,7,0.28,100,110,6
official_test,random_control,8,0.33,100,110,6
official_test,random_control,9,0.36,100,110,6
official_test,random_control,10,0.41,100,110,6
official_test,random_control,11,0.43,100,110,6
official_test,random_control,12,0.49,100,110,6
official_test,random_control,13,0.53,100,110,6
official_test,random_control,14,0.57,100,110,6
official_test,random_control,15,0.61,100,110,6
official_test,random_control,16,0.64,100,110,6
official_test,random_control,17,0.67,100,110,6
official_test,random_control,18,0.69,100,110,6
official_test,random_control,19,0.7,100,110,6
official_test,random_control,20,0.72,100,110,6
official_test,random_control,21,0.74,100,110,6
official_test,random_control,22,0.75,100,110,6
official_test,random_control,23,0.76,100,110,6
official_test,random_control,24,0.78,100,110,6
official_test,random_control,25,0.8,100,110,6
official_test,random_control,26,0.82,100,110,6
official_test,random_control,27,0.84,100,110,6
official_test,random_control,28,0.84,100,110,6
official_test,random_control,29,0.86,100,110,6
official_test,random_control,30,0.86,100,110,6
official_test,random_control,31,0.86,100,110,6
official_test,random_control,32,0.88,100,110,6
official_test,random_control,33,0.88,100,110,6
official_test,random_control,34,0.88,100,110,6
official_test,random_control,35,0.9,100,110,6
official_test,random_control,36,0.91,100,110,6
official_test,random_control,37,0.91,100,110,6
official_test,random_control,38,0.91,100,110,6
official_test,random_control,39,0.91,100,110,6
official_test,random_control,40,0.92,100,110,6
hard_ood_40pct,target_only,0,0.0,100,44,3
hard_ood_40pct,target_only,1,0.02,100,44,3
hard_ood_40pct,target_only,2,0.07,100,44,3
hard_ood_40pct,target_only,3,0.14,100,44,3
hard_ood_40pct,target_only,4,0.17,100,44,3
hard_ood_40pct,target_only,5,0.18,100,44,3
hard_ood_40pct,target_only,6,0.22,100,44,3
hard_ood_40pct,target_only,7,0.25,100,44,3
hard_ood_40pct,target_only,8,0.29,100,44,3
hard_ood_40pct,target_only,9,0.32,100,44,3
hard_ood_40pct,target_only,10,0.34,100,44,3
hard_ood_40pct,target_only,11,0.35,100,44,3
hard_ood_40pct,target_only,12,0.38,100,44,3
hard_ood_40pct,target_only,13,0.42,100,44,3
hard_ood_40pct,target_only,14,0.44,100,44,3
hard_ood_40pct,target_only,15,0.45,100,44,3
hard_ood_40pct,target_only,16,0.45,100,44,3
hard_ood_40pct,target_only,17,0.46,100,44,3
hard_ood_40pct,target_only,18,0.49,100,44,3
hard_ood_40pct,target_only,19,0.51,100,44,3
hard_ood_40pct,target_only,20,0.55,100,44,3
hard_ood_40pct,target_only,21,0.58,100,44,3
hard_ood_40pct,target_only,22,0.63,100,44,3
hard_ood_40pct,target_only,23,0.65,100,44,3
hard_ood_40pct,target_only,24,0.67,100,44,3
hard_ood_40pct,target_only,25,0.71,100,44,3
hard_ood_40pct,target_only,26,0.72,100,44,3
hard_ood_40pct,target_only,27,0.75,100,44,3
hard_ood_40pct,target_only,28,0.78,100,44,3
hard_ood_40pct,target_only,29,0.82,100,44,3
hard_ood_40pct,target_only,30,0.84,100,44,3
hard_ood_40pct,target_only,31,0.87,100,44,3
hard_ood_40pct,target_only,32,0.91,100,44,3
hard_ood_40pct,target_only,33,0.94,100,44,3
hard_ood_40pct,target_only,34,0.97,100,44,3
hard_ood_40pct,target_only,35,0.98,100,44,3
hard_ood_40pct,target_only,36,0.98,100,44,3
hard_ood_40pct,target_only,37,1.0,100,44,3
hard_ood_40pct,target_only,38,1.0,100,44,3
hard_ood_40pct,target_only,39,1.0,100,44,3
hard_ood_40pct,target_only,40,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,0,0.0,100,44,3
hard_ood_40pct,thermoelectric_prior,1,0.04,100,44,3
hard_ood_40pct,thermoelectric_prior,2,0.1,100,44,3
hard_ood_40pct,thermoelectric_prior,3,0.15,100,44,3
hard_ood_40pct,thermoelectric_prior,4,0.18,100,44,3
hard_ood_40pct,thermoelectric_prior,5,0.22,100,44,3
hard_ood_40pct,thermoelectric_prior,6,0.24,100,44,3
hard_ood_40pct,thermoelectric_prior,7,0.29,100,44,3
hard_ood_40pct,thermoelectric_prior,8,0.32,100,44,3
hard_ood_40pct,thermoelectric_prior,9,0.34,100,44,3
hard_ood_40pct,thermoelectric_prior,10,0.39,100,44,3
hard_ood_40pct,thermoelectric_prior,11,0.42,100,44,3
hard_ood_40pct,thermoelectric_prior,12,0.47,100,44,3
hard_ood_40pct,thermoelectric_prior,13,0.47,100,44,3
hard_ood_40pct,thermoelectric_prior,14,0.49,100,44,3
hard_ood_40pct,thermoelectric_prior,15,0.54,100,44,3
hard_ood_40pct,thermoelectric_prior,16,0.57,100,44,3
hard_ood_40pct,thermoelectric_prior,17,0.6,100,44,3
hard_ood_40pct,thermoelectric_prior,18,0.64,100,44,3
hard_ood_40pct,thermoelectric_prior,19,0.66,100,44,3
hard_ood_40pct,thermoelectric_prior,20,0.66,100,44,3
hard_ood_40pct,thermoelectric_prior,21,0.69,100,44,3
hard_ood_40pct,thermoelectric_prior,22,0.71,100,44,3
hard_ood_40pct,thermoelectric_prior,23,0.73,100,44,3
hard_ood_40pct,thermoelectric_prior,24,0.75,100,44,3
hard_ood_40pct,thermoelectric_prior,25,0.79,100,44,3
hard_ood_40pct,thermoelectric_prior,26,0.8,100,44,3
hard_ood_40pct,thermoelectric_prior,27,0.81,100,44,3
hard_ood_40pct,thermoelectric_prior,28,0.86,100,44,3
hard_ood_40pct,thermoelectric_prior,29,0.87,100,44,3
hard_ood_40pct,thermoelectric_prior,30,0.9,100,44,3
hard_ood_40pct,thermoelectric_prior,31,0.92,100,44,3
hard_ood_40pct,thermoelectric_prior,32,0.95,100,44,3
hard_ood_40pct,thermoelectric_prior,33,0.95,100,44,3
hard_ood_40pct,thermoelectric_prior,34,0.99,100,44,3
hard_ood_40pct,thermoelectric_prior,35,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,36,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,37,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,38,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,39,1.0,100,44,3
hard_ood_40pct,thermoelectric_prior,40,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,0,0.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,1,0.04,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,2,0.1,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,3,0.12,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,4,0.17,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,5,0.21,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,6,0.24,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,7,0.26,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,8,0.28,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,9,0.29,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,10,0.31,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,11,0.33,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,12,0.35,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,13,0.38,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,14,0.41,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,15,0.44,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,16,0.47,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,17,0.48,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,18,0.52,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,19,0.52,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,20,0.56,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,21,0.62,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,22,0.65,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,23,0.69,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,24,0.71,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,25,0.72,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,26,0.73,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,27,0.76,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,28,0.79,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,29,0.79,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,30,0.82,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,31,0.86,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,32,0.88,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,33,0.91,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,34,0.97,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,35,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,36,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,37,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,38,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,39,1.0,100,44,3
hard_ood_40pct,shuffled_thermoelectric_control,40,1.0,100,44,3
hard_ood_40pct,random_control,0,0.0,100,44,3
hard_ood_40pct,random_control,1,0.05,100,44,3
hard_ood_40pct,random_control,2,0.09,100,44,3
hard_ood_40pct,random_control,3,0.16,100,44,3
hard_ood_40pct,random_control,4,0.24,100,44,3
hard_ood_40pct,random_control,5,0.3,100,44,3
hard_ood_40pct,random_control,6,0.34,100,44,3
hard_ood_40pct,random_control,7,0.41,100,44,3
hard_ood_40pct,random_control,8,0.52,100,44,3
hard_ood_40pct,random_control,9,0.56,100,44,3
hard_ood_40pct,random_control,10,0.59,100,44,3
hard_ood_40pct,random_control,11,0.63,100,44,3
hard_ood_40pct,random_control,12,0.65,100,44,3
hard_ood_40pct,random_control,13,0.65,100,44,3
hard_ood_40pct,random_control,14,0.66,100,44,3
hard_ood_40pct,random_control,15,0.69,100,44,3
hard_ood_40pct,random_control,16,0.74,100,44,3
hard_ood_40pct,random_control,17,0.75,100,44,3
hard_ood_40pct,random_control,18,0.75,100,44,3
hard_ood_40pct,random_control,19,0.79,100,44,3
hard_ood_40pct,random_control,20,0.82,100,44,3
hard_ood_40pct,random_control,21,0.82,100,44,3
hard_ood_40pct,random_control,22,0.86,100,44,3
hard_ood_40pct,random_control,23,0.87,100,44,3
hard_ood_40pct,random_control,24,0.91,100,44,3
hard_ood_40pct,random_control,25,0.92,100,44,3
hard_ood_40pct,random_control,26,0.93,100,44,3
hard_ood_40pct,random_control,27,0.96,100,44,3
hard_ood_40pct,random_control,28,0.96,100,44,3
hard_ood_40pct,random_control,29,0.96,100,44,3
hard_ood_40pct,random_control,30,0.96,100,44,3
hard_ood_40pct,random_control,31,0.96,100,44,3
hard_ood_40pct,random_control,32,0.97,100,44,3
hard_ood_40pct,random_control,33,0.99,100,44,3
hard_ood_40pct,random_control,34,0.99,100,44,3
hard_ood_40pct,random_control,35,0.99,100,44,3
hard_ood_40pct,random_control,36,0.99,100,44,3
hard_ood_40pct,random_control,37,0.99,100,44,3
hard_ood_40pct,random_control,38,1.0,100,44,3
hard_ood_40pct,random_control,39,1.0,100,44,3
hard_ood_40pct,random_control,40,1.0,100,44,3
