file_id,archive_name,archive_bytes,archive_sha256,download_url,supplied_md5,serial_internal,serial,stage,lab,type,tp,cell,sampling,mapping_method,metadata_conflict_flags
47627089,TP_k01_06.zip,7060793,dea9bff5209298aa8bb0ab8fcfe190e40bc83aa4d5e30afc6e7879fe16d9e512,https://ndownloader.figshare.com/files/47627089,940dd27960c7c13cacc611cb33f99796,S012,TP_k01_06,1,SIE,k,1,6,FF,exact-archive-serial-plus-internal-serial,
47627092,TP_k01_05.zip,7042134,d38599b1af228b1ea96c0e2ea242709dad8bfd507542ae0df08243e2ed6dae4e,https://ndownloader.figshare.com/files/47627092,fe9d2c2d84050af909926795a55a0e58,S011,TP_k01_05,1,SIE,k,1,5,FF,exact-archive-serial-plus-internal-serial,
47627095,TP_k02_01.zip,9934459,7a6813d522e23aaf0eb8efe93a210e5edfaa4efbaa90b2e57194db4bb3a047af,https://ndownloader.figshare.com/files/47627095,9d4f5776ec6d9cec0a46674056cddf6b,S004,TP_k02_01,1,SIE,k,2,1,FF,exact-archive-serial-plus-internal-serial,
47627098,TP_k03_03.zip,9744499,5376d8f93fdb04adda4bffa1772bb5a31eff5fdcbf0a9b2c193ea5c592773c6d,https://ndownloader.figshare.com/files/47627098,13d633e06211079ca780b3e616a5a7f7,S009,TP_k03_03,1,SIE,k,3,3,FF,exact-archive-serial-plus-internal-serial,
47627104,TP_k04_06.zip,11660912,0e356b05719950ed71e4f91e7070c60353ee1cdf01859ed333241fd0e41ca1c5,https://ndownloader.figshare.com/files/47627104,17c9445e56c1d3ed6292ac0cf5046fc8,INT012,TP_k04_06,1,INT,k,4,6,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627107,TP_k04_04.zip,11639567,3b72db0f4f511d229ce795ac76803903560be8978fcf9cf12a9505a8521db438,https://ndownloader.figshare.com/files/47627107,7548b71684cf9a47fb89c192594ad649,INT010,TP_k04_04,1,INT,k,4,4,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627110,TP_k04_05.zip,11468262,520a780364f0e2b5eb7c615d4e91020f2a8689497e4319a056c5bbfc36b9d5c6,https://ndownloader.figshare.com/files/47627110,93956f361b84a623b258c53e0193225c,INT011,TP_k04_05,1,INT,k,4,5,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627401,TP_k08_04.zip,10534175,2dbfbdfd4314e5d4f66f9b2a0511f84c6d7be884fe41e68ea421dd356c2e460a,https://ndownloader.figshare.com/files/47627401,d4158af6c4515251b0e717e9178d025a,HM019,TP_k08_04,1,HM,k,8,4,FF,exact-archive-serial-plus-internal-serial,
47627404,TP_k09_04.zip,10578572,9d2cd1acc055ccd725433a7f0b18119e0f0c3132097a8651cd4dd1f26fd4bf45,https://ndownloader.figshare.com/files/47627404,6a807b2b6c9ab3f20cbb6aa8fda653d6,HM022,TP_k09_04,1,HM,k,9,4,FF,exact-archive-serial-plus-internal-serial,
47627413,TP_k09_05.zip,10852018,a8b6f27190e3183d03b29f753c8795eadd67ed316358b975fcc91a2644d6e0f7,https://ndownloader.figshare.com/files/47627413,2f8114f7e39d944972659aed508cac55,HM023,TP_k09_05,1,HM,k,9,5,FF,exact-archive-serial-plus-internal-serial,
47627425,TP_k08_06.zip,11227712,6541875514ae116969dd93d06e521e99eebeca85a1d27a340026fa691556cb23,https://ndownloader.figshare.com/files/47627425,a14708ca1012aff2cead7c3eaf635b64,HM021,TP_k08_06,1,HM,k,8,6,FF,exact-archive-serial-plus-internal-serial,
47627428,TP_k07_04.zip,11259803,0806f4b4ba38af2a6b1a7e8ab592d30cf90690fdef684a96663738ba76bc7881,https://ndownloader.figshare.com/files/47627428,2a7d81be38c20446b560e73b1bc3b02c,HM016,TP_k07_04,1,HM,k,7,4,FF,exact-archive-serial-plus-internal-serial,
47627431,TP_k07_06.zip,11281925,212fc010345f76c6f550e126dc0c0ced42ba4bfbb8169a082a283f56b93ad8e5,https://ndownloader.figshare.com/files/47627431,c235e86a8494ad42dadb860cd378391b,HM018,TP_k07_06,1,HM,k,7,6,FF,exact-archive-serial-plus-internal-serial,
47627434,TP_k06_05.zip,11401220,b61a6b3b1c5fd331f5cb583b1161da057bdea28a55c652a820052ec4ed311dc2,https://ndownloader.figshare.com/files/47627434,470f486bd8c516b7ae0ed77c9438f911,INT017,TP_k06_05,1,INT,k,6,5,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627437,TP_k08_05.zip,11345887,31b727db3c4079ee68888a97927d81174ec3936b67637edb80e490e857514f72,https://ndownloader.figshare.com/files/47627437,fe571e9c1f0b08c3b389d0bcb9ba24f3,HM020,TP_k08_05,1,HM,k,8,5,FF,exact-archive-serial-plus-internal-serial,
47627440,TP_k07_05.zip,11396157,7c67eac301bc496627aef4a911df7d5ec9334ae96b68b881c24e82dc5a87b251,https://ndownloader.figshare.com/files/47627440,45d7f392176b7637838583deba8f04a9,HM017,TP_k07_05,1,HM,k,7,5,FF,exact-archive-serial-plus-internal-serial,
47627446,TP_k06_04.zip,11457348,4c6b2df4177613268c39e01fe6ddabaf8165dbfec69975fc51c940e6cc6b2a87,https://ndownloader.figshare.com/files/47627446,5491ac38545e5e30a02ea1d7e29d15a5,INT016,TP_k06_04,1,INT,k,6,4,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627449,TP_k05_05.zip,11567664,5ed98de740c72984cca80b4b2f07ebef1545ad7794e8541c8ce7e8a75f0f06b7,https://ndownloader.figshare.com/files/47627449,d106fde7c02f30e0963a922f9af0baa8,INT014,TP_k05_05,1,INT,k,5,5,FF,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted
47627452,TP_k05_06.zip,11548013,feb58e691cc17936d1a54b0ca089bc79fbd3e0e5fc7a0595581fe13088e8ec00,https://ndownloader.figshare.com/files/47627452,4d931628efab64a2e892333f073e6ae0,INT015,TP_k05_06,1,INT,k,5,6,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627455,TP_k09_06.zip,11428380,f3fb56fd7e22a9cddbefbdbdf3524664516358659421c2a03c02bc9e1516ab04,https://ndownloader.figshare.com/files/47627455,3b72117a7b2003c4252b70a64909b4ba,HM024,TP_k09_06,1,HM,k,9,6,FF,exact-archive-serial-plus-internal-serial,
47627458,TP_k06_06.zip,11540883,7a5b7f9f742d9a2b85493ab33bc3d943f6458b60fb7996daef54402eafc5c5a4,https://ndownloader.figshare.com/files/47627458,7b3e249ef4d94a1e1699d8aef14b6658,INT018,TP_k06_06,1,INT,k,6,6,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627461,TP_k05_04.zip,11575252,1335ee2739f66879d59f14aaa6604743b41b6ea633e5991177f16939db3c012a,https://ndownloader.figshare.com/files/47627461,1f53af4102360914a5f254d1b35119f2,INT013,TP_k05_04,1,INT,k,5,4,FF,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47627464,TP_k02_02.zip,9803923,1f5bca647e688ca08e5b7f0f4fd3e91ffed41821884dc71e185f3737ec19df62,https://ndownloader.figshare.com/files/47627464,55562f67ea168c1e9907a656ddb869c4,S005,TP_k02_02,1,SIE,k,2,2,FF,exact-archive-serial-plus-internal-serial,
47627491,TP_k11_04.zip,10564780,9a7f879e2fdd36eb258c81c0ebc3e9b1722a3b7226bed62d5c0a55edb8b62b0e,https://ndownloader.figshare.com/files/47627491,dc2b0056c1a84a215692b074405f59dc,HM028,TP_k11_04,1,HM,k,11,4,FF,exact-archive-serial-plus-internal-serial,
47627494,TP_k10_04.zip,10682597,ccc37dafc28eb7d646f017b46c4df02cf7c5dfab758b250ac93c03e4abde1cd1,https://ndownloader.figshare.com/files/47627494,2ca0aa2b624a759673f7d01232861cb0,HM025,TP_k10_04,1,HM,k,10,4,FF,exact-archive-serial-plus-internal-serial,
47627506,TP_k10_05.zip,11291095,115a867d383be40835101737cf853956547cb48303f3f8ae1b2e57732df66a6f,https://ndownloader.figshare.com/files/47627506,7499ce9c101a610495ec7d0d0ae1118c,HM026,TP_k10_05,1,HM,k,10,5,FF,exact-archive-serial-plus-internal-serial,
47627509,TP_k11_05.zip,11283342,8f3d6cf7f06c8ff8a1243c9f4a3c2a26ee7fc1afc65e8d7c53a8baabad941171,https://ndownloader.figshare.com/files/47627509,b73041ca05325bd9f2d779d92394c306,HM029,TP_k11_05,1,HM,k,11,5,FF,exact-archive-serial-plus-internal-serial,
47627515,TP_k11_06.zip,11333635,35bfdd5559c2d95165aa47af59d4e4afc39130888618d800d8469854e21a4f2f,https://ndownloader.figshare.com/files/47627515,b17964e3b30cd4b69b2afe2ca37c69cd,HM030,TP_k11_06,1,HM,k,11,6,FF,exact-archive-serial-plus-internal-serial,
47627518,TP_k10_06.zip,11403755,80da0d2ff75ef552177e354cfdad12e1a9531ad114b6d49cff60131ba6fdd797,https://ndownloader.figshare.com/files/47627518,80afc1abc554f93762fe664bdb8802ca,HM027,TP_k10_06,1,HM,k,10,6,FF,exact-archive-serial-plus-internal-serial,
47628238,TP_k05_02.zip,15315268,104fb479ec51185c1b5e25a4aa4ada1d835ddce545147c90ff7a9b353ffa31e7,https://ndownloader.figshare.com/files/47628238,fe2f4a21759999dfa216439266fd5668,INT005,TP_k05_02,1,INT,k,5,2,FF,exact-archive-serial-plus-internal-serial,
47628244,TP_k05_03.zip,15319650,1a52c235c1af92d5efffd585b3579c91be7ef0e4a7be4af562f3cb2d9cf92ecc,https://ndownloader.figshare.com/files/47628244,864c6c80be22ad28119bb42cce4e21b4,INT006,TP_k05_03,1,INT,k,5,3,FF,exact-archive-serial-plus-internal-serial,
47628247,TP_k04_03.zip,15463612,8c512a175cc4b125b3793dd9be2e9064e70a1b6063a683e3a75be1954579ed1d,https://ndownloader.figshare.com/files/47628247,a9beeeb160d099e7319cd6fc62c00eff,INT003,TP_k04_03,1,INT,k,4,3,FF,exact-archive-serial-plus-internal-serial,
47628253,TP_k04_02.zip,15480978,726ded133b132e73dde5bfa1d7bd6158c981755eadf45394057657673168fe44,https://ndownloader.figshare.com/files/47628253,37a0b1f955c76cd44e564970f3d51d64,INT002,TP_k04_02,1,INT,k,4,2,FF,exact-archive-serial-plus-internal-serial,
47628256,TP_k05_01.zip,15497903,ac7ddb34c2f5934e63918e69b4cf73d379296da8404f42b870c075cccddfa9a0,https://ndownloader.figshare.com/files/47628256,b54f5bf502451edfea9fe3ba08a522b3,INT004,TP_k05_01,1,INT,k,5,1,FF,exact-archive-serial-plus-internal-serial,
47628262,TP_k06_02.zip,15437071,7278e98b9c8c1d7ac7e258cd7e1eab9e0570d982f55bae55a28394ff5c2328e2,https://ndownloader.figshare.com/files/47628262,51075a3d40b3972d5cdece552a9d8fdd,INT008,TP_k06_02,1,INT,k,6,2,FF,exact-archive-serial-plus-internal-serial,
47628271,TP_k06_01.zip,15517301,ae34b22b8c213108f1aff5361d4f640fb434229aafbfdae8ac940c1b321b8a03,https://ndownloader.figshare.com/files/47628271,746d854b3190b4c5a55b919d39153e2e,INT007,TP_k06_01,1,INT,k,6,1,FF,exact-archive-serial-plus-internal-serial,
47628274,TP_k06_03.zip,15502042,e86f87453b8c520de6575f8342699a6fbe73397b8c350e2666774b618b078e98,https://ndownloader.figshare.com/files/47628274,49c0c9761a1060b5013bab4ef516e741,INT009,TP_k06_03,1,INT,k,6,3,FF,exact-archive-serial-plus-internal-serial,
47628277,TP_k04_01.zip,15905122,e92957456ff6c62777816596505a6c4b5dae7a8ec80f5f88bd96f8cd523fa656,https://ndownloader.figshare.com/files/47628277,e17803ed5c7851a20f6f4df9d5ae5160,INT001,TP_k04_01,1,INT,k,4,1,FF,exact-archive-serial-plus-internal-serial,
47628292,TP_k09_01.zip,15842067,2454ed7c42f56b7b73aa5e341ffe0940023c5e3a8ab5d83ca063a1baea885f2a,https://ndownloader.figshare.com/files/47628292,e0380c6417f864b31373ac9fe1cc043d,HM007,TP_k09_01,1,HM,k,9,1,FF,exact-archive-serial-plus-internal-serial,
47628304,TP_k08_01.zip,16102627,93024ab2886f5df16965ea1a634a6aa062a096127e27aeeaea126a6e41c2bcec,https://ndownloader.figshare.com/files/47628304,43b794108edd49dc2601b2207b3eeb01,HM004,TP_k08_01,1,HM,k,8,1,FF,exact-archive-serial-plus-internal-serial,
47628307,TP_k10_01.zip,16076888,0f81214c04a8a9702c33670d7c82759a756f95b263bae3e3ac85658062ef2bbb,https://ndownloader.figshare.com/files/47628307,887751a85fa3040c4335195ef293d636,HM010,TP_k10_01,1,HM,k,10,1,FF,exact-archive-serial-plus-internal-serial,
47628322,TP_k07_03.zip,16674045,ebd0c6bb8f8bed2f7ad182d7827bb32a266c0b177ece91d3080524c3473ad698,https://ndownloader.figshare.com/files/47628322,0500503103c7e4115fa0d9e375c70416,HM003,TP_k07_03,1,HM,k,7,3,FF,exact-archive-serial-plus-internal-serial,
47628328,TP_k07_02.zip,16768351,2938a217e93a16eb9cf8c8878a6ea5b05be280a0424409022d23341c1503eae5,https://ndownloader.figshare.com/files/47628328,25c155df06fa01d0c3356e30a964fe48,HM002,TP_k07_02,1,HM,k,7,2,FF,exact-archive-serial-plus-internal-serial,
47628331,TP_k09_02.zip,16615504,96b814786857c0252d20352695cd40a6496c3c9dc56329462cacd1f660b0f200,https://ndownloader.figshare.com/files/47628331,7a4751b82b1def5dd43a536f3239f89e,HM008,TP_k09_02,1,HM,k,9,2,FF,exact-archive-serial-plus-internal-serial,
47628334,TP_k07_01.zip,16778882,589f5b013387b4ebc0ec83f51d7df1a9acd9ae1b757fc8904c9119d3bb89f522,https://ndownloader.figshare.com/files/47628334,9b79625db57dbbcc820ab0be1fe152ce,HM001,TP_k07_01,1,HM,k,7,1,FF,exact-archive-serial-plus-internal-serial,
47628343,TP_k08_02.zip,16817837,d6ebc478e3c292f56a26e688539f1a0f6bc117b0146470a306e35e8e5912c85e,https://ndownloader.figshare.com/files/47628343,9936cda723afdbf36b7ab78c5741206a,HM005,TP_k08_02,1,HM,k,8,2,FF,exact-archive-serial-plus-internal-serial,
47628346,TP_k08_03.zip,16801222,eaaab94781d15da0c5852d83abed411033708b484208276afd2d27a3d7af1fcf,https://ndownloader.figshare.com/files/47628346,cea63f09b11cc41501c46e8180595242,HM006,TP_k08_03,1,HM,k,8,3,FF,exact-archive-serial-plus-internal-serial,
47628352,TP_k09_03.zip,16825206,e84c4eca216ad602830cb5ec1b89b0ede7549ef7812e78e1d9a090a95e3c3925,https://ndownloader.figshare.com/files/47628352,3c51046196ebd131b58176b6d0656d77,HM009,TP_k09_03,1,HM,k,9,3,FF,exact-archive-serial-plus-internal-serial,
47628358,TP_k10_02.zip,16988592,66abc52ebe11f43d88e0e47201e72d984bdbdecfc7504798c8980c0c69746388,https://ndownloader.figshare.com/files/47628358,481266e5f187f5c74b5e32b3b11e7e85,HM011,TP_k10_02,1,HM,k,10,2,FF,exact-archive-serial-plus-internal-serial,
47628388,TP_k11_01.zip,16157454,cb508fe84395b1f9dcf2911bf293f3999253fa19e8b665c0a66f68a8f0db26a1,https://ndownloader.figshare.com/files/47628388,e20ab6a74ce5ec05d327c4a502caf60c,HM013,TP_k11_01,1,HM,k,11,1,FF,exact-archive-serial-plus-internal-serial,
47628403,TP_k10_03.zip,16822433,36e3a4469fb5381c0ae9e4834f0f1c3e7927f308749a8de1e8a135688ced9dbf,https://ndownloader.figshare.com/files/47628403,583ab2c5259eaaffec04a2d0ca77e22e,HM012,TP_k10_03,1,HM,k,10,3,FF,exact-archive-serial-plus-internal-serial,
47628406,TP_k11_02.zip,16922264,5f82caa1b4ef253185a8441b65af0b5845d9c7d2204de72af83d5882f69c13e0,https://ndownloader.figshare.com/files/47628406,ccdfae57c6784c86cccaa67af0788d13,HM014,TP_k11_02,1,HM,k,11,2,FF,exact-archive-serial-plus-internal-serial,
47628409,TP_k11_03.zip,16971080,826a7de6350722c9b7c6244edf671689a38d732ce00c6f255fc4471187937acb,https://ndownloader.figshare.com/files/47628409,0454c2e691633b8f631471381fd78c90,HM015,TP_k11_03,1,HM,k,11,3,FF,exact-archive-serial-plus-internal-serial,
47629486,TP_z04_01.zip,18678767,2342f70feda9bec97ae412ec24ba7e1539b769d487abb61f9b0ce83b26c41bac,https://ndownloader.figshare.com/files/47629486,c83a717c099388544d55f84865fcd7be,INT019,TP_z04_01,1,INT,z,4,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47629642,TP_z04_03.zip,18710893,b94dbfb15ed8cb735be9fcc8c5312b8d23f385543cb6166be204ec03ad2c35c7,https://ndownloader.figshare.com/files/47629642,4c37a8322a2cc26b331de3c2e05cbed9,INT021,TP_z04_03,1,INT,z,4,3,cLH,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted
47630293,TP_z04_02.zip,25521931,5f917b8d0c20bc8a853675540dd04553c08ba04e008e44d3d3329648922681ff,https://ndownloader.figshare.com/files/47630293,52617ea3243ead7c4e6284b34374b464,INT020,TP_z04_02,1,INT,z,4,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632228,TP_z13_01.zip,47946382,08d8093a02a14c4848a19bdeef7918c2d08a7cd2fb28ea5a1c0495e54c659308,https://ndownloader.figshare.com/files/47632228,efdce36a2a168c2878761379be882fb3,INT046,TP_z13_01,1,INT,z,13,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632234,TP_z25_03.zip,47889625,96f1d1fcfab49d518a59f73b1b84d7879d0a6dfda50aa7253b13cbde3e3efa3b,https://ndownloader.figshare.com/files/47632234,f52d984c73ec25e014e28440224080e1,HM060,TP_z25_03,1,HM,z,25,3,cLH,exact-archive-serial-plus-internal-serial,
47632270,TP_z19_02.zip,47242451,0aaf5d8ca4a64df96dce14902c63738bf8519cd50bb1a9051a2392bc590f2992,https://ndownloader.figshare.com/files/47632270,a973ae2b1a49e19de1278c15eff99f8b,HM041,TP_z19_02,1,HM,z,19,2,cLH,exact-archive-serial-plus-internal-serial,
47632273,TP_z20_01.zip,46604282,d3a9ec6be0e1c79e15b6c482aaaffd04b46a04682e56a5d4044954271fc473bc,https://ndownloader.figshare.com/files/47632273,fe53853d808efcb85480ae157290c241,HM043,TP_z20_01,1,HM,z,20,1,cLH,exact-archive-serial-plus-internal-serial,
47632279,TP_z21_01.zip,45765755,4fffef00ea97eba4f20b3c0da533c728d21d4c6c4b215ecd4ca9c0842cbb2af0,https://ndownloader.figshare.com/files/47632279,721cdeb04221afa247d8ad0254614e45,HM046,TP_z21_01,1,HM,z,21,1,cLH,exact-archive-serial-plus-internal-serial,
47632282,TP_z19_01.zip,47055026,2583bbc95b9f571fc529aa913e3fcf83ef50fd1c7649537de865d7528f359040,https://ndownloader.figshare.com/files/47632282,9bdf6039adf6a89a7a45dab57db0d9f3,HM040,TP_z19_01,1,HM,z,19,1,cLH,exact-archive-serial-plus-internal-serial,
47632285,TP_z25_02.zip,46471784,823c52a887b9116c778dbf32eaf36f1d20f68c40fa7fac0448e014bce51dd25f,https://ndownloader.figshare.com/files/47632285,cc9f22212a3aff8c8ccd295b8178a7c7,HM059,TP_z25_02,1,HM,z,25,2,cLH,exact-archive-serial-plus-internal-serial,
47632288,TP_z19_03.zip,47706773,94a280ccc532610250394e518b748ae70474b4f2b9f7748a9e231687a6730b4f,https://ndownloader.figshare.com/files/47632288,39be67298f5f7fc039908e9dfcc0497c,HM042,TP_z19_03,1,HM,z,19,3,cLH,exact-archive-serial-plus-internal-serial,
47632291,TP_z22_02.zip,47670194,585ccb51e35889e195d09990af544421b76ee01406bd39f9295e98ea06ed911d,https://ndownloader.figshare.com/files/47632291,c584446598882281fc53359cb14045e4,HM050,TP_z22_02,1,HM,z,22,2,cLH,exact-archive-serial-plus-internal-serial,
47632294,TP_z22_03.zip,47677940,32ab3c5f5cbc2e7bc1f0e80c8e6df2d46cbd8e2339316078732844adc7d1acc9,https://ndownloader.figshare.com/files/47632294,d679156122191b1168ceb49b2272960d,HM051,TP_z22_03,1,HM,z,22,3,cLH,exact-archive-serial-plus-internal-serial,
47632297,TP_z21_02.zip,46267837,9f26a7258aea810346581c8c98314979db0ac85bc7182dd6088585bb88559309,https://ndownloader.figshare.com/files/47632297,8a1c57f14b6d64be115faeb59852625a,HM047,TP_z21_02,1,HM,z,21,2,cLH,exact-archive-serial-plus-internal-serial,
47632300,TP_z20_02.zip,47190002,452e50355287626fcfe6ce305f483d62da3d52e3f63a26884ba7ee0dedd10bd1,https://ndownloader.figshare.com/files/47632300,20369323a286a6943235e85cab8227c4,HM044,TP_z20_02,1,HM,z,20,2,cLH,exact-archive-serial-plus-internal-serial,
47632303,TP_z23_01.zip,51570716,7300b4aaf7d1e468bf17388059fb709bbe3d87fea7c85b38405a94ea4ae6fa68,https://ndownloader.figshare.com/files/47632303,62f728908ed24474d6021555d71b961a,HM052,TP_z23_01,1,HM,z,23,1,cLH,exact-archive-serial-plus-internal-serial,
47632309,TP_z24_01.zip,49172968,8f127bc26a4e024682ea9458f9814197daef95d6d0862506b8e0ad8d82a691e9,https://ndownloader.figshare.com/files/47632309,e6a26734c677b9fa3266e9b200dd4048,HM055,TP_z24_01,1,HM,z,24,1,cLH,exact-archive-serial-plus-internal-serial,
47632312,TP_z07_01.zip,53798565,b40cb8843f3206da551a54948d243f4960fc37547b7cb826f0f0f597225fd8d8,https://ndownloader.figshare.com/files/47632312,71d9bec555e877b2bfb22c58ab294ea5,INT028,TP_z07_01,1,INT,z,7,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632324,TP_z10_02.zip,52289462,c59a4ffad00be007fda16e16ae4058ad0631af0fdaf60ce0904eeee39e1010c0,https://ndownloader.figshare.com/files/47632324,af80b13985326c1c966aeaed2b004766,INT038,TP_z10_02,1,INT,z,10,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632327,TP_z09_03.zip,53137289,284f6ec633827935c9bbfbfe7e53c07f1c2aab99a58f7afdd9c5df39e31e2799,https://ndownloader.figshare.com/files/47632327,a5f98a14f2614f8b896d32affb92908c,INT036,TP_z09_03,1,INT,z,9,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632333,TP_z10_01.zip,52824112,dda9c386f0905a57a8711c4374b44a1ec1359a64ca1f3485178621dfb818faa3,https://ndownloader.figshare.com/files/47632333,c2c199a8527d395dd2afabc706bc31d7,INT037,TP_z10_01,1,INT,z,10,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632345,TP_z14_03.zip,53807672,79daa55c345f6dee8747b31bc2c2e0e27669a9c9208717470fdb717181b3b05a,https://ndownloader.figshare.com/files/47632345,0af1fa9503aa14caeaf52c967b62f4e9,INT051,TP_z14_03,1,INT,z,14,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632357,TP_z11_01.zip,53126746,b18bb4840723d22188a96957c600fee1c066d6e27791dab75c50b3c9d9578073,https://ndownloader.figshare.com/files/47632357,d482eb9df5b28c67ff6ea947f86e71c1,INT040,TP_z11_01,1,INT,z,11,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632360,TP_z12_01.zip,53305280,aeee3490dde199701ddb2fdde757d4ba700931d66ba68befea77e690674da710,https://ndownloader.figshare.com/files/47632360,6e0accffdc6d0dec67a9dc6db9332ed0,INT043,TP_z12_01,1,INT,z,12,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
