file_id,archive_name,archive_bytes,archive_sha256,download_url,supplied_md5,serial_internal,serial,stage,lab,type,tp,cell,sampling,mapping_method,metadata_conflict_flags
47632366,TP_z13_02.zip,48755247,d99d7e20478f3a9f026ba9bd8de9e55264cc81c26549a53061966cfbce7fd4d4,https://ndownloader.figshare.com/files/47632366,5ebdca5832b7f5b84446fc602af4fd5a,INT047,TP_z13_02,1,INT,z,13,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632369,TP_z11_03.zip,53987853,9001034d3a962c3e50bc19d7209726a20f7d5de2dedbb0f5598a04b6e0029b60,https://ndownloader.figshare.com/files/47632369,f011fdcaf27d0f90d5d7a6b0c78fbe6d,INT042,TP_z11_03,1,INT,z,11,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632372,TP_z20_03.zip,48979067,830aaf23adeeac97eef67bb1ecbfd490f0c7cfb4a198a7a8e587a38391acc240,https://ndownloader.figshare.com/files/47632372,4528bf9550dda4534c2a97e8f28fdab0,HM045,TP_z20_03,1,HM,z,20,3,cLH,exact-archive-serial-plus-internal-serial,
47632375,TP_z14_02.zip,52891343,731717387f2a87a85366f615d55cd0769e06bb168b05eea735a781d42485eab9,https://ndownloader.figshare.com/files/47632375,e024f3d78d0a6c7e622ec9dac3a9c6f9,INT050,TP_z14_02,1,INT,z,14,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632378,TP_z16_01.zip,50989100,59679f9e3c44ed09f34a203376e63d355a883222dd65a5cb45930535c4e0fac8,https://ndownloader.figshare.com/files/47632378,bf1a8e83ec8332d4098d4cfbc22522de,HM031,TP_z16_01,1,HM,z,16,1,cLH,exact-archive-serial-plus-internal-serial,
47632381,TP_z23_03.zip,49151526,953feb9ef89a0f1eba8ce1c991b0f9038f4e3f9d378107e15ab233a0f3fd2f9f,https://ndownloader.figshare.com/files/47632381,e5b1007f06e5ca1a64ef6f4d3060b33a,HM054,TP_z23_03,1,HM,z,23,3,cLH,exact-archive-serial-plus-internal-serial,
47632384,TP_z09_01.zip,52828188,7dbcae781db2c1c6bb126a13b44753e2607e150a3bdb347c8383e44481f688ab,https://ndownloader.figshare.com/files/47632384,894359bbf7eafa89d9d7041e4073f817,INT034,TP_z09_01,1,INT,z,9,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632387,TP_z17_02.zip,51370235,bac89746f260b450b04b7a4387291ec16fea328c5b3ae3993bdbcd34d3112449,https://ndownloader.figshare.com/files/47632387,41432b1cdfb622815c0b66660ab84430,HM035,TP_z17_02,1,HM,z,17,2,cLH,exact-archive-serial-plus-internal-serial,
47632390,TP_z22_01.zip,48783433,7d26684d1abcd2020103ff4f3e0431673805b33393bb18ead8c3a038245277d1,https://ndownloader.figshare.com/files/47632390,09fff15b5b74e54acf5a404c1a79e9de,HM049,TP_z22_01,1,HM,z,22,1,cLH,exact-archive-serial-plus-internal-serial,
47632393,TP_z25_01.zip,49509570,3cc3e68788f28c1316dab2d8f431ae8d510fc71aaa051a402dce2a69863453af,https://ndownloader.figshare.com/files/47632393,613faec562e8890844842582a1e0b527,HM058,TP_z25_01,1,HM,z,25,1,cLH,exact-archive-serial-plus-internal-serial,
47632399,TP_z24_03.zip,49566572,a4bd3edc18f2224cc5665ddccdd9e05fb42c47bb1aa172d408cd8641a3919c73,https://ndownloader.figshare.com/files/47632399,bd42f3e9294bab50efc43cd2bee012b3,HM057,TP_z24_03,1,HM,z,24,3,cLH,exact-archive-serial-plus-internal-serial,
47632405,TP_z12_03.zip,52823468,40d5b2ee7e91d773007a3065bfe43e8552c4443e196b77825e7965c11fa58796,https://ndownloader.figshare.com/files/47632405,3280cd600938f9e8ad67b28311c2fab6,INT045,TP_z12_03,1,INT,z,12,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632408,TP_z13_03.zip,51638982,3413ff9ad6fab322c233550b24c22a5a9314ea731085015dbab77d64a64fef30,https://ndownloader.figshare.com/files/47632408,be9f31eb5d753a6c376b551073824d05,INT048,TP_z13_03,1,INT,z,13,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632411,TP_z12_02.zip,53531421,e03a8d1134a9946d086a73ac1f5de3294c994dabe95b25698ae2651533d557c3,https://ndownloader.figshare.com/files/47632411,e23dc11c5f0cf8cea99afee148f700ef,INT044,TP_z12_02,1,INT,z,12,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632414,TP_z08_01.zip,54474253,cac9dc7da73a692003059e1b01a5cb4855b583be15d6d8a141a7887e0c9dde06,https://ndownloader.figshare.com/files/47632414,78b0cb6d1268c556506546a658d3fab4,INT031,TP_z08_01,1,INT,z,8,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632417,TP_z03_02.zip,55983213,94bb5985e6df7bdb64535efaab4e85d6df4f1df296a93cb765c82a3043e119f1,https://ndownloader.figshare.com/files/47632417,5d11be7218df29ed055dd865a526ce6d,S026,TP_z03_02,1,SIE,z,3,2,cLH,exact-archive-serial-plus-internal-serial,
47632420,TP_z08_02.zip,54694373,e6e89069d7dabf007e775767ad156f4339c659ebc854b38c4abf5d34cbd8f184,https://ndownloader.figshare.com/files/47632420,89593047c22668fb5adbec3766cd073f,INT032,TP_z08_02,1,INT,z,8,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632426,TP_z14_01.zip,50906400,45b3504515634b404a961ce61304c1257ad305251ea5a48ad23e13f70dc209d5,https://ndownloader.figshare.com/files/47632426,063360fc3565acee5307e55640eaa1db,INT049,TP_z14_01,1,INT,z,14,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632429,TP_z09_02.zip,53135411,c8fa47337a06ffc72bedfb10421a091558d8a6ab9e24f203384a01a681cc724a,https://ndownloader.figshare.com/files/47632429,ecb43362dcac9ea977ae9c44191e7baf,INT035,TP_z09_02,1,INT,z,9,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632432,TP_z03_03.zip,54749583,083f1c1fd23513e87ec9da6aafae09af775ab0bf44f4c7692f8060355e12ce88,https://ndownloader.figshare.com/files/47632432,3eabcb43fa3a8f9bab63dc923085cae2,S027,TP_z03_03,1,SIE,z,3,3,cLH,exact-archive-serial-plus-internal-serial,
47632441,TP_z15_03.zip,53619574,16a1635a58eb25253210acf75af47bde1bdbe2e85fa6f6d85769dbf8af1344c4,https://ndownloader.figshare.com/files/47632441,4af487f451dc63c8dac34b55409f9096,INT054,TP_z15_03,1,INT,z,15,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632444,TP_z08_03.zip,54030313,6836f15e63ed8e4e02bffd38b1bced5e9773c77ca0a8d63815d031da26d1c237,https://ndownloader.figshare.com/files/47632444,e30b8338cc8b2d8568feb97bc3680447,INT033,TP_z08_03,1,INT,z,8,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632453,TP_z17_03.zip,53306100,ee70346a336bb39758c3d1e75eb83e1c2824306645492698546c1a741f95ae39,https://ndownloader.figshare.com/files/47632453,9b714c21b53cdfda80dcae1acdade28d,HM036,TP_z17_03,1,HM,z,17,3,cLH,exact-archive-serial-plus-internal-serial,
47632456,TP_z21_03.zip,52338628,9b6622c0edd4c7388ca3c7b11cfceb6315d43b296ad8c9e3cf3e4cbbbc65d943,https://ndownloader.figshare.com/files/47632456,32b89f45450594d6677a4549152496a0,HM048,TP_z21_03,1,HM,z,21,3,cLH,exact-archive-serial-plus-internal-serial,
47632465,TP_z01_02.zip,55469220,6bd62e4925c88ff4053ad2f7dd06589c61b73ab08413c07812b6243e4b8a65d0,https://ndownloader.figshare.com/files/47632465,ceb58a3df70bb26c9fda2438d68e6b8c,S020,TP_z01_02,1,SIE,z,1,2,cLH,exact-archive-serial-plus-internal-serial,
47632471,TP_z07_03.zip,54690979,667bb31183a03b660663f66b64b988e70d9b3211c432db044bb1fb98698d9484,https://ndownloader.figshare.com/files/47632471,6967727857bebea1c4dace6c7fa0481f,INT030,TP_z07_03,1,INT,z,7,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632474,TP_z11_02.zip,54248166,54294d34f6e18ee39fd0798c7175205690b8353d8b02f1481fc36d85615e1dda,https://ndownloader.figshare.com/files/47632474,8798ffc86f41b3fa330785abd0a4b7b8,INT041,TP_z11_02,1,INT,z,11,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632477,TP_z05_01.zip,56486870,4e94ec97a5ef8bf8be47ef61ec8e8084fe0a00be9a635981cd0964a89f7e1975,https://ndownloader.figshare.com/files/47632477,74654ece9c75bfd654c5a48b42bdb886,INT022,TP_z05_01,1,INT,z,5,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632480,TP_z01_03.zip,56796719,157112bbbfeee25fde10cc0802796c615bae1a241216a07c8430411136f2cf95,https://ndownloader.figshare.com/files/47632480,086dd9fa45a086f3f820cd63f6983639,S021,TP_z01_03,1,SIE,z,1,3,cLH,exact-archive-serial-plus-internal-serial,
47632483,TP_z06_02.zip,58926207,126fd8acc20fbbded350caa7d86a1643f970b85e860133eb67f76ff25c769e97,https://ndownloader.figshare.com/files/47632483,eba516bde785e09ac42e166d79a82cb6,INT026,TP_z06_02,1,INT,z,6,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632486,TP_z07_02.zip,54431134,5c6d10b50686b5a97655e5477bcb4956e37572e7e4fe2794764fe8adb27ef762,https://ndownloader.figshare.com/files/47632486,95a0bae7ac9a24568fff960e6a70be51,INT029,TP_z07_02,1,INT,z,7,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632489,TP_z05_03.zip,56397001,f5a66b9bf7d8dab31d84828b576daf34305faf82af393d4148d5d0d691b689e2,https://ndownloader.figshare.com/files/47632489,25ef251fad734e93f5b1ed7979d19b98,INT024,TP_z05_03,1,INT,z,5,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632507,TP_z03_01.zip,58358878,859d0a03221a200c6529362d876dd8e6d77c4887b2901259bdbff9e26dcb1848,https://ndownloader.figshare.com/files/47632507,cb3703127f199afb3c23560f862f2839,S025,TP_z03_01,1,SIE,z,3,1,cLH,exact-archive-serial-plus-internal-serial,
47632510,TP_z02_02.zip,58018875,256965882d4b777d58f481594ed76807b2e2078b77ddb67fbca3e00dd9444fad,https://ndownloader.figshare.com/files/47632510,98a1a7d0b2dd03557861ac1185170b22,S023,TP_z02_02,1,SIE,z,2,2,cLH,exact-archive-serial-plus-internal-serial,
47632513,TP_z01_01.zip,59173489,ef32549ba2519f36a35cffe3086ef35f6280bc7295aac28f8e82386726d5c3c1,https://ndownloader.figshare.com/files/47632513,b21b9cd9bf7b3fd934ac3e56ee265714,S019,TP_z01_01,1,SIE,z,1,1,cLH,exact-archive-serial-plus-internal-serial,
47632516,TP_z15_02.zip,54508003,e16689b1b066c81e672632884f6e6345e8d3252e2372fb9a6d79749d658c3630,https://ndownloader.figshare.com/files/47632516,f3029a64f9bafd9129284dfb5d3051e9,INT053,TP_z15_02,1,INT,z,15,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632522,TP_z17_01.zip,55338980,1bd28e85127d82f03ebb40a3af0419ea142bc82703be942b68dcc221c7e20a4c,https://ndownloader.figshare.com/files/47632522,e17125d6d97ca28776810b9af4fbe3e8,HM034,TP_z17_01,1,HM,z,17,1,cLH,exact-archive-serial-plus-internal-serial,
47632525,TP_z02_03.zip,59359938,67572a2117c757ea992a19760fc15d3fd68efd169d956e8ed947894c9b1d88ba,https://ndownloader.figshare.com/files/47632525,cd23e538000b2ef1b2fe29ad3e2d1435,S024,TP_z02_03,1,SIE,z,2,3,cLH,exact-archive-serial-plus-internal-serial,
47632528,TP_z16_02.zip,55583651,16399d7e1933da8fb65845649c304c6a03b21cc620e637515e1f0ec2941a4747,https://ndownloader.figshare.com/files/47632528,b7ff6a80966f9c51747a1c79b540af70,HM032,TP_z16_02,1,HM,z,16,2,cLH,exact-archive-serial-plus-internal-serial,
47632531,TP_z15_01.zip,56762564,6c4b794d798d21eed4f172ec7a9e98406733ef2a7a1745fea25ce00b2daf9458,https://ndownloader.figshare.com/files/47632531,0f9dc62015e4d595a8df186f0c465495,INT052,TP_z15_01,1,INT,z,15,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632534,TP_z06_03.zip,58755794,acc9603bfdc75b230a8f9c20ee140f623816d64a6aaa08c5b82c6a257daf7c82,https://ndownloader.figshare.com/files/47632534,470292bab8854121776d58a9b8ad506c,INT027,TP_z06_03,1,INT,z,6,3,cLH,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted
47632540,TP_z06_01.zip,58565287,460b47927c9e2b90cf490368c012a3a267b2d0bd8451758a27f9180b81748d73,https://ndownloader.figshare.com/files/47632540,97a0562b80445f10b29eb5ff94d87586,INT025,TP_z06_01,1,INT,z,6,1,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47632543,TP_z18_02.zip,57086384,797ef139a2d2ac2af9f4b068a9224daadd70d09299b35925e06b639b35885ec0,https://ndownloader.figshare.com/files/47632543,9b5b89b714a6cb51299c8d5aae3d7d79,HM038,TP_z18_02,1,HM,z,18,2,cLH,exact-archive-serial-plus-internal-serial,
47632549,TP_z18_01.zip,56341679,47186dbca6dad0aa91c61e1f8bf98d109f08059bf9c976556b3bd8125d81464d,https://ndownloader.figshare.com/files/47632549,64090a0cbd121069092c248bab93115d,HM037,TP_z18_01,1,HM,z,18,1,cLH,exact-archive-serial-plus-internal-serial,
47632552,TP_z02_01.zip,60798213,a60c349050e17e653be7855d47d86f7c639cfbf221016fbc4d1bb5efd5ae8cdb,https://ndownloader.figshare.com/files/47632552,13f9f4ee8ca7da6bffe59eda74d9c885,S022,TP_z02_01,1,SIE,z,2,1,cLH,exact-archive-serial-plus-internal-serial,
47632558,TP_z18_03.zip,56833026,a4f615a6da114a0728956237f52115f603aa4d97a104470851784fc0d13521c9,https://ndownloader.figshare.com/files/47632558,ee126aca2a1cacfcc8f12033c4bfec73,HM039,TP_z18_03,1,HM,z,18,3,cLH,exact-archive-serial-plus-internal-serial,
47639005,TP_k01_04.zip,7150834,5605f1452700e298242aa7570230597f2f8513e3a6229ca5025aa9bf543651da,https://ndownloader.figshare.com/files/47639005,8e4f64b05547738d52f8e34a53c578d9,S010,TP_k01_04,1,SIE,k,1,4,FF,exact-archive-serial-plus-internal-serial,
47639008,TP_k03_02.zip,9859541,9c14bf6caa9e891800d14a585bb1b44e8887e2e0668674662f24c4b4a1728a41,https://ndownloader.figshare.com/files/47639008,0555629f48ff70eff907e730451861a5,S008,TP_k03_02,1,SIE,k,3,2,FF,exact-archive-serial-plus-internal-serial,
47639011,TP_k03_06.zip,7113766,dcadd79b5d9c036a0b66e7cd2a96dfe82fbaff314d7f3ff65d31755f269708ac,https://ndownloader.figshare.com/files/47639011,f4f2e3b66fc768f03627d0319204e871,S018,TP_k03_06,1,SIE,k,3,6,FF,exact-archive-serial-plus-internal-serial,testpoint_metadata_conflict
47639020,TP_z10_03.zip,53707707,9debc2710f71225153a9ae60b4498371efb0934174f0b4faf6d6edbb99c99a00,https://ndownloader.figshare.com/files/47639020,a6a9abb5233cbe8a7ee5eed32f424302,INT039,TP_z10_03,1,INT,z,10,3,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47639023,TP_z05_02.zip,55605709,b5702466c028cf997956721b1487d3977bd81a059a3d74d01155d686b6070a98,https://ndownloader.figshare.com/files/47639023,9c636614f3300063ee9f8352dd582dd4,INT023,TP_z05_02,1,INT,z,5,2,cLH,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta
47639026,TP_z23_02.zip,50690513,543ac10569463e2402a07e3116082ac949a6f2080b64fb10690532fa666f6281,https://ndownloader.figshare.com/files/47639026,1d4ecbe9cc8a2a943b5fb65798f89f56,HM053,TP_z23_02,1,HM,z,23,2,cLH,exact-archive-serial-plus-internal-serial,
47639029,TP_z16_03.zip,55403769,7adf5ae10660be59f143d33c244f0012baacfafd4aec7043124899a9778f1533,https://ndownloader.figshare.com/files/47639029,71dd0388a9138d3bf0327e9b936b883a,HM033,TP_z16_03,1,HM,z,16,3,cLH,exact-archive-serial-plus-internal-serial,
47639032,TP_z24_02.zip,50379935,c299763f87295ea3501ca68b97f5ed920ab854cf5e279401caa940f384c66474,https://ndownloader.figshare.com/files/47639032,42f87c89ccf2a44a389d9791a3bbe7d5,HM056,TP_z24_02,1,HM,z,24,2,cLH,exact-archive-serial-plus-internal-serial,
