base_rmse_mean,aug_rmse_mean,relative_rmse_improvement_mean,relative_rmse_ci_lo,relative_rmse_ci_hi,pooled_base_r2,pooled_aug_r2,effect_year1_to_year2,effect_years1_2_to_year3,learner
0.19717178469581986,0.18126978685259712,0.07982374453018835,0.05978916650286686,0.10408008398391937,-1.6625061673875883,-1.2486663668419307,0.08092247031789379,0.07109118451506145,random-forest-sensitivity
0.18918973432339467,0.18155806174516317,0.03953268905997816,0.028500353403224033,0.05429257309948061,-1.455169750954468,-1.2583925623494965,0.035186941806787664,0.04677695165633312,extra-trees-sensitivity
