scope,seed,policy,budget,candidate_n,true_top_n,auc20,first_hit,recall_at_10,best_y_at_10,regret_at_10,recall_at_20,best_y_at_20,regret_at_20,recall_at_40,best_y_at_40,regret_at_40
external_candidate,4,uniform_random,40,144,8,8.0,13,0.0,-2.7619538968712045,1.2091119282134237,0.125,-1.5528419686577808,0.0,0.125,-1.5528419686577808,0.0
external_candidate,4,composition_novelty,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,4,safe_target_novelty,40,144,8,0.0,38,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.125,-1.5528419686577808,0.0
external_candidate,4,obelix_same_property_static,40,144,8,33.0,1,0.25,-1.5528419686577808,0.0,0.25,-1.5528419686577808,0.0,0.5,-1.5528419686577808,0.0
external_candidate,4,estm_transport_neighbor_static,40,144,8,45.0,5,0.375,-1.7212463990471711,0.16840443038939035,0.375,-1.7212463990471711,0.16840443038939035,0.75,-1.619788758288394,0.06694678963061329
external_candidate,4,borg_mechanical_static_control,40,144,8,0.0,41,0.0,-2.6989700043360187,1.146128035678238,0.0,-2.2494916051486538,0.696649636490873,0.0,-2.2494916051486538,0.696649636490873
external_candidate,4,ocx_catalysis_static_control,40,144,8,0.0,41,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.2494916051486538,0.696649636490873
external_candidate,4,shuffled_obelix_static_control,40,144,8,0.0,25,0.0,-3.0963674839157624,1.5435255152579817,0.0,-3.0963674839157624,1.5435255152579817,0.375,-1.5528419686577808,0.0
external_candidate,4,safe_obelix_residual,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,4,safe_estm_residual,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,4,safe_borg_residual_control,40,144,8,0.0,38,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.125,-1.5528419686577808,0.0
external_candidate,4,safe_ocx_residual_control,40,144,8,0.0,38,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.125,-1.5528419686577808,0.0
external_candidate,4,safe_shuffled_obelix_control,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,4,safe_multisource_residual,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,4,safe_multisource_novelty_band,40,144,8,0.0,41,0.0,-3.3809643969347203,1.8281224282769395,0.0,-2.690369832574101,1.13752786391632,0.0,-2.2992962828549808,0.7464543141972
external_candidate,5,uniform_random,40,144,8,1.0,20,0.0,-2.958607314841775,1.4057653461839943,0.125,-2.2006594505464183,0.6478174818886375,0.125,-2.2006594505464183,0.6478174818886375
external_candidate,5,composition_novelty,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,5,safe_target_novelty,40,144,8,0.0,29,0.0,-4.070581074285707,2.5177391056279266,0.0,-3.0296531237699065,1.4768111551121257,0.125,-1.5528419686577808,0.0
external_candidate,5,obelix_same_property_static,40,144,8,33.0,1,0.25,-1.5528419686577808,0.0,0.25,-1.5528419686577808,0.0,0.5,-1.5528419686577808,0.0
external_candidate,5,estm_transport_neighbor_static,40,144,8,45.0,5,0.375,-1.7212463990471711,0.16840443038939035,0.375,-1.7212463990471711,0.16840443038939035,0.75,-1.619788758288394,0.06694678963061329
external_candidate,5,borg_mechanical_static_control,40,144,8,0.0,41,0.0,-2.6989700043360187,1.146128035678238,0.0,-2.2494916051486538,0.696649636490873,0.0,-2.2494916051486538,0.696649636490873
external_candidate,5,ocx_catalysis_static_control,40,144,8,0.0,41,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.2494916051486538,0.696649636490873
external_candidate,5,shuffled_obelix_static_control,40,144,8,6.0,15,0.0,-3.207608310501746,1.6547663418439653,0.125,-2.1870866433571443,0.6342446746993635,0.25,-2.000869458712629,0.4480274900548482
external_candidate,5,safe_obelix_residual,40,144,8,0.0,34,0.0,-4.070581074285707,2.5177391056279266,0.0,-3.0296531237699065,1.4768111551121257,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_estm_residual,40,144,8,0.0,32,0.0,-4.471083299722345,2.9182413310645643,0.0,-3.0296531237699065,1.4768111551121257,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_borg_residual_control,40,144,8,0.0,29,0.0,-4.471083299722345,2.9182413310645643,0.0,-3.0296531237699065,1.4768111551121257,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_ocx_residual_control,40,144,8,0.0,34,0.0,-4.471083299722345,2.9182413310645643,0.0,-3.0963674839157624,1.5435255152579817,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_shuffled_obelix_control,40,144,8,0.0,32,0.0,-4.471083299722345,2.9182413310645643,0.0,-3.0296531237699065,1.4768111551121257,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_multisource_residual,40,144,8,0.0,31,0.0,-4.070581074285707,2.5177391056279266,0.0,-2.903089986991944,1.3502480183341634,0.125,-1.5528419686577808,0.0
external_candidate,5,safe_multisource_novelty_band,40,144,8,0.0,39,0.0,-4.070581074285707,2.5177391056279266,0.0,-4.070581074285707,2.5177391056279266,0.125,-1.5528419686577808,0.0
external_candidate,6,uniform_random,40,144,8,21.0,2,0.125,-2.1870866433571443,0.6342446746993635,0.25,-1.7212463990471711,0.16840443038939035,0.25,-1.7212463990471711,0.16840443038939035
external_candidate,6,composition_novelty,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,6,safe_target_novelty,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,6,obelix_same_property_static,40,144,8,33.0,1,0.25,-1.5528419686577808,0.0,0.25,-1.5528419686577808,0.0,0.5,-1.5528419686577808,0.0
external_candidate,6,estm_transport_neighbor_static,40,144,8,45.0,5,0.375,-1.7212463990471711,0.16840443038939035,0.375,-1.7212463990471711,0.16840443038939035,0.75,-1.619788758288394,0.06694678963061329
external_candidate,6,borg_mechanical_static_control,40,144,8,0.0,41,0.0,-2.6989700043360187,1.146128035678238,0.0,-2.2494916051486538,0.696649636490873,0.0,-2.2494916051486538,0.696649636490873
external_candidate,6,ocx_catalysis_static_control,40,144,8,0.0,41,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.2494916051486538,0.696649636490873
external_candidate,6,shuffled_obelix_static_control,40,144,8,0.0,29,0.0,-2.382999658879101,0.8301576902213201,0.0,-2.382999658879101,0.8301576902213201,0.125,-2.2006594505464183,0.6478174818886375
external_candidate,6,safe_obelix_residual,40,144,8,0.0,41,0.0,-3.11747546204512,1.5646334933873394,0.0,-3.0296531237699065,1.4768111551121257,0.0,-2.903089986991944,1.3502480183341634
external_candidate,6,safe_estm_residual,40,144,8,0.0,41,0.0,-3.022733787572707,1.4698918189149264,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.962573502059376,1.4097315334015954
external_candidate,6,safe_borg_residual_control,40,144,8,0.0,41,0.0,-3.11747546204512,1.5646334933873394,0.0,-3.0296531237699065,1.4768111551121257,0.0,-2.903089986991944,1.3502480183341634
external_candidate,6,safe_ocx_residual_control,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,6,safe_shuffled_obelix_control,40,144,8,0.0,41,0.0,-3.022733787572707,1.4698918189149264,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.962573502059376,1.4097315334015954
external_candidate,6,safe_multisource_residual,40,144,8,0.0,41,0.0,-3.0963674839157624,1.5435255152579817,0.0,-2.903089986991944,1.3502480183341634,0.0,-2.903089986991944,1.3502480183341634
external_candidate,6,safe_multisource_novelty_band,40,144,8,0.0,41,0.0,-3.8538719643217614,2.3010299956639804,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,7,uniform_random,40,144,8,0.0,26,0.0,-2.7619538968712045,1.2091119282134237,0.0,-2.2494916051486538,0.696649636490873,0.25,-2.000869458712629,0.4480274900548482
external_candidate,7,composition_novelty,40,144,8,0.0,41,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632,0.0,-2.690369832574101,1.13752786391632
external_candidate,7,safe_target_novelty,40,144,8,0.0,41,0.0,-3.207608310501746,1.6547663418439653,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.2992962828549808,0.7464543141972
external_candidate,7,obelix_same_property_static,40,144,8,33.0,1,0.25,-1.5528419686577808,0.0,0.25,-1.5528419686577808,0.0,0.5,-1.5528419686577808,0.0
external_candidate,7,estm_transport_neighbor_static,40,144,8,45.0,5,0.375,-1.7212463990471711,0.16840443038939035,0.375,-1.7212463990471711,0.16840443038939035,0.75,-1.619788758288394,0.06694678963061329
external_candidate,7,borg_mechanical_static_control,40,144,8,0.0,41,0.0,-2.6989700043360187,1.146128035678238,0.0,-2.2494916051486538,0.696649636490873,0.0,-2.2494916051486538,0.696649636490873
external_candidate,7,ocx_catalysis_static_control,40,144,8,0.0,41,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.958607314841775,1.4057653461839943,0.0,-2.2494916051486538,0.696649636490873
external_candidate,7,shuffled_obelix_static_control,40,144,8,12.0,9,0.125,-2.000869458712629,0.4480274900548482,0.125,-2.000869458712629,0.4480274900548482,0.125,-2.000869458712629,0.4480274900548482
external_candidate,7,safe_obelix_residual,40,144,8,0.0,40,0.0,-3.207608310501746,1.6547663418439653,0.0,-3.022733787572707,1.4698918189149264,0.125,-1.5528419686577808,0.0
external_candidate,7,safe_estm_residual,40,144,8,0.0,41,0.0,-3.207608310501746,1.6547663418439653,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.2992962828549808,0.7464543141972
external_candidate,7,safe_borg_residual_control,40,144,8,0.0,41,0.0,-3.207608310501746,1.6547663418439653,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.2992962828549808,0.7464543141972
external_candidate,7,safe_ocx_residual_control,40,144,8,0.0,41,0.0,-3.207608310501746,1.6547663418439653,0.0,-3.022733787572707,1.4698918189149264,0.0,-2.2992962828549808,0.7464543141972
