scope,seed,policy,cumulative_hit_auc_to_40,top5_hits_at_5,top5_recall_at_5,best_y_at_5,regret_to_pool_max_at_5,top5_hits_at_10,top5_recall_at_10,best_y_at_10,regret_to_pool_max_at_10,top5_hits_at_20,top5_recall_at_20,best_y_at_20,regret_to_pool_max_at_20,top5_hits_at_40,top5_recall_at_40,best_y_at_40,regret_to_pool_max_at_40
official_test,98,thermoelectric_prior_static,128.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,4,0.6666666666666666,-2.065501548756432,0.4634415574284698,6,1.0,-1.6020599913279625,2.220446049250313e-16
official_test,98,target_source_rank_fusion,126.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,2,0.3333333333333333,-2.690369832574101,1.0883098412461385,4,0.6666666666666666,-2.065501548756432,0.4634415574284698,5,0.8333333333333334,-2.065501548756432,0.4634415574284698
official_test,98,target_source_novelty_rank_fusion,133.0,2,0.3333333333333333,-2.690369832574101,1.0883098412461385,2,0.3333333333333333,-2.690369832574101,1.0883098412461385,3,0.5,-2.065501548756432,0.4634415574284698,6,1.0,-1.6020599913279625,2.220446049250313e-16
official_test,98,alloy_prior_static_control,18.0,0,0.0,-2.744727494896694,1.1426675035687317,0,0.0,-2.744727494896694,1.1426675035687317,0,0.0,-2.744727494896694,1.1426675035687317,1,0.16666666666666666,-2.7166987712964503,1.114638779968488
official_test,98,catalysis_prior_static_control,97.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,2,0.3333333333333333,-2.657577319177794,1.0555173278498315,5,0.8333333333333334,-1.6020599913279625,2.220446049250313e-16
official_test,98,shuffled_thermoelectric_static_control,37.0,0,0.0,-2.987445420464013,1.3853854291360508,0,0.0,-2.987445420464013,1.3853854291360508,0,0.0,-2.8601209135987635,1.2580609222708012,2,0.3333333333333333,-2.657577319177794,1.0555173278498315
official_test,99,uniform_random,0.0,0,0.0,-3.72584215073632,2.123782159408358,0,0.0,-3.255707016877324,1.6536470255493618,0,0.0,-2.987445420464013,1.3853854291360508,0,0.0,-2.7594507517174,1.1573907603894378
official_test,99,target_ucb_beta1,107.0,1,0.16666666666666666,-2.280175785218263,0.6781157938903009,3,0.5,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698
official_test,99,target_mean_greedy,109.0,2,0.3333333333333333,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698
official_test,99,composition_novelty,78.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,2,0.3333333333333333,-2.690369832574101,1.0883098412461385,3,0.5,-2.280175785218263,0.6781157938903009
official_test,99,thermoelectric_prior_static,128.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,4,0.6666666666666666,-2.065501548756432,0.4634415574284698,6,1.0,-1.6020599913279625,2.220446049250313e-16
official_test,99,target_source_rank_fusion,100.0,2,0.3333333333333333,-2.065501548756432,0.4634415574284698,2,0.3333333333333333,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698
official_test,99,target_source_novelty_rank_fusion,151.0,2,0.3333333333333333,-2.065501548756432,0.4634415574284698,3,0.5,-2.065501548756432,0.4634415574284698,4,0.6666666666666666,-2.065501548756432,0.4634415574284698,5,0.8333333333333334,-2.065501548756432,0.4634415574284698
official_test,99,alloy_prior_static_control,18.0,0,0.0,-2.744727494896694,1.1426675035687317,0,0.0,-2.744727494896694,1.1426675035687317,0,0.0,-2.744727494896694,1.1426675035687317,1,0.16666666666666666,-2.7166987712964503,1.114638779968488
official_test,99,catalysis_prior_static_control,97.0,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,1,0.16666666666666666,-2.7166987712964503,1.114638779968488,2,0.3333333333333333,-2.657577319177794,1.0555173278498315,5,0.8333333333333334,-1.6020599913279625,2.220446049250313e-16
official_test,99,shuffled_thermoelectric_static_control,37.0,0,0.0,-2.987445420464013,1.3853854291360508,0,0.0,-2.987445420464013,1.3853854291360508,0,0.0,-2.8601209135987635,1.2580609222708012,2,0.3333333333333333,-2.657577319177794,1.0555173278498315
hard_ood_40pct,0,uniform_random,43.0,0,0.0,-4.443697499232712,2.84163750790475,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,2,0.6666666666666666,-2.690369832574101,1.0883098412461385
hard_ood_40pct,0,target_ucb_beta1,107.0,1,0.3333333333333333,-1.6020599913279625,2.220446049250313e-16,3,1.0,-1.6020599913279625,2.220446049250313e-16,3,1.0,-1.6020599913279625,2.220446049250313e-16,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,target_mean_greedy,87.0,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,composition_novelty,88.0,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,thermoelectric_prior_static,85.0,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,target_source_rank_fusion,91.0,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,target_source_novelty_rank_fusion,90.0,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,2,0.6666666666666666,-2.690369832574101,1.0883098412461385,3,1.0,-1.6020599913279625,2.220446049250313e-16
hard_ood_40pct,0,alloy_prior_static_control,42.0,0,0.0,-2.744727494896694,1.1426675035687317,0,0.0,-2.744727494896694,1.1426675035687317,1,0.3333333333333333,-2.7166987712964503,1.114638779968488,3,1.0,-1.6020599913279625,2.220446049250313e-16
